"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18004,3297,14697,6,4,17697,3118,130,37,12,1744,1499,5,3248,48,113,943,769,398,376,320,207,83,37,3,"0 to 103","31",1081,887,420,860,440,1835,973,262,11,134,11,1,20,3297,1527,1764,3248,49,0,60375,246,63938,60621,3297,81,1877,0,1958,4.14,65896,3378,16574,19962,"7.6",5.1,18.8,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","5.3","23.8","1","2.9","%","%","%","%",58,11,21,273,145,9,5,0.6,3186,21,111,0,225,15,3,0,"25",0,6
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1226,322,890,0,14,1153,241,81,0,0,157,162,3,322,4,10,54,55,60,46,46,22,20,5,0,"1 to 97","40",214,58,30,20,11,278,33,43,0,25,0,0,4,322,162,157,322,0,0,3668,58,4049,3726,322,0,57,0,57,0,4106,322,947,1283,"4.6",7.8,26.3,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","did not change","decreased by","decreased by","increased by","","30","13.5","14.5","","%","%","%",1,3,4,43,25,14,8,1.2,310,4,12,0,24,3,0,0,"21",2,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,6159,3146,3003,0,10,6071,2951,136,57,2,1489,1588,10,3087,43,59,485,664,565,525,403,246,114,42,0,"0 to 104","40",1758,327,154,848,293,1763,1031,260,11,103,4,4,18,3146,1621,1515,3087,59,0,18470,25,21671,18495,3146,35,1066,0,1101,3.18,22772,3181,4069,7260,"4",14,51.6,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","7.1","33.6","24.3","191.9","%","%","%","%",60,0,22,271,107,9,4,0.7,3026,19,120,3,168,3,1,0,"39",0,8
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1684,240,1443,0,1,1681,154,86,0,0,149,91,0,240,6,10,38,31,38,37,26,17,24,13,0,"0 to 107","44",157,69,11,3,6,230,4,35,0,25,0,0,3,240,91,149,240,0,0,3595,2,3840,3597,240,7,77,0,84,8.33,3924,247,1520,1768,"6.6",6.3,14.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","YES","increased by","did not change","decreased by","decreased by","50","","20.4","20","%","","%","%",3,2,3,35,25,15,11,1.2,236,3,4,0,23,0,0,0,"11",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,24044,5155,18881,1,7,24009,5029,105,18,3,2709,2399,26,5134,52,130,966,940,750,746,710,422,248,191,0,"0 to 105","41",2684,509,421,1520,690,2744,1700,726,6,366,3,0,85,5155,2409,2720,5134,21,0,71165,6,76384,71171,5155,144,4648,1,4793,3,81177,5299,23529,28837,"5",6.5,22,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","increased by","","7.9","11.7","1.7","","%","%","%",293,19,85,732,369,15,8,1.6,5069,65,86,20,287,36,5,0,"3",1,32
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,142498,51657,90682,26,133,140605,48732,2437,453,35,26468,24454,247,51169,1080,2553,7546,10217,9063,8459,6806,3373,1683,852,25,"0 to 102","39",17792,13277,4476,15624,16646,19280,15243,6028,86,3130,66,25,607,51657,24763,26635,51169,488,0,322120,1235,375517,323355,51657,2191,39504,7,41702,5.25,417219,53848,130186,184200,"9.6",12.9,37.8,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","34.8","39.2","9.9","2","%","%","%","%",661,188,632,6114,3196,12,7,1.2,50784,632,873,0,4959,332,47,0,"256",5,90
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,806,265,540,0,1,805,249,16,0,0,160,105,0,265,2,6,31,34,26,36,39,32,34,24,1,"1 to 99","54",209,20,17,19,14,226,25,37,0,25,0,0,7,265,105,160,265,0,0,1814,0,2084,1814,265,0,26,0,26,0,2110,265,566,832,"5.8",12.6,32.9,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","decreased by","","28.6","53.1","15.4","","%","%","%",13,6,7,37,25,14,10,2.6,261,7,4,0,14,0,0,0,"8",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6753,1784,4963,1,5,6725,1573,205,5,1,920,832,26,1778,18,33,188,217,182,245,321,259,175,145,1,"0 to 101","55",1232,97,83,366,129,1218,431,194,1,215,1,0,84,1784,833,924,1778,6,0,19971,16,21784,19987,1784,83,2259,0,2342,3.54,24126,1867,7222,9095,"5.1",7.7,27.6,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","31.2","13.6","20.6","10.6","%","%","%","%",133,52,84,195,216,11,13,4.7,1717,84,67,0,77,4,0,3,"8",0,2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5330,1123,4194,1,12,5309,677,444,2,0,567,552,2,1121,12,30,166,147,126,171,210,133,90,38,0,"0 to 100","50",860,78,69,114,59,903,159,77,0,100,0,0,20,1123,553,568,1121,2,0,14943,6,16083,14949,1123,33,1196,0,1229,2.69,17312,1156,5390,6559,"4.6",6.7,21.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","23.7","51","17.9","1.9","%","%","%","%",56,2,20,77,100,7,9,1.8,1102,20,21,0,90,2,0,0,"39",-4,3
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10591,2615,7960,1,15,10548,2486,120,9,0,1438,1160,8,2606,23,91,420,410,409,435,357,241,145,84,0,"0 to 100","43",1253,444,209,700,251,1581,774,383,0,175,0,0,47,2615,1164,1443,2606,9,0,27946,18,30594,27964,2615,63,1593,0,1656,3.8,32250,2678,9553,12247,"5.9",8.3,25.3,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","6.7","23.5","18.9","18","%","%","%","%",110,27,47,383,175,15,7,1.8,2577,47,38,0,184,15,1,0,"10",0,4
