"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,16234,241,270,999,1587,1625,2029,2612,2899,2050,673,1249,"0 to 103",57,8522,6681,1031,16093,141,0,201,15302,737,104,1410,14781,0,43,16052,1373,18,19,0,688,696,7,1391,22,35,246,266,202,214,189,122,89,23,2,"0 to 103","41",548,168,232,443,212,669,510,189,12,111,5,1,22,1410,707,696,1391,19,0,32389,120,33938,32509,1410,100,4480,0,4580,2.18,38518,1510,19261,20814,"6.2",3.9,9.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.4","51.4","71.5","17.9","%","%","%","%",7,4,23,201,116,15,9,1.6,1302,22,108,0,84,5,1,0
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,29359,361,495,2366,3626,3708,4152,4840,4955,3301,1495,60,"0 to 119",54,16786,12357,216,28368,990,1,794,25598,3345,185,5869,23469,1,20,28348,5542,209,112,6,3017,2703,31,5751,93,164,887,1069,933,895,709,487,350,277,5,"0 to 101","42",3091,762,158,1740,1768,2166,1817,1012,15,596,13,4,159,5869,2769,3067,5750,118,1,50660,872,57417,51532,5869,270,6392,1,6663,4.05,64080,6139,29861,36022,"5",9.6,20.9,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","84.1","93.7","96.2","3.6","%","%","%","%",304,111,163,1027,609,18,11,2.8,5588,158,281,1,384,40,9,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,13692,193,325,1976,2254,1966,2033,2142,1749,679,342,33,"0 to 119",45,7061,6473,158,13451,240,1,250,12663,854,102,1149,12393,3,147,13302,1096,15,37,1,554,557,0,1111,6,38,507,222,117,99,88,53,14,4,1,"0 to 91","25",323,359,43,386,61,636,414,118,11,50,9,7,8,1149,576,573,1110,38,1,27755,202,29158,27957,1149,49,1670,0,1719,2.85,30877,1198,14063,15411,"5.3",3.9,8.7,"2020-06-21","2020-06-27","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","6.7","64.3","257.7","71.5","%","%","%","%",19,2,15,129,59,12,6,1.3,1114,8,35,0,62,3,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1792,27,31,182,233,200,237,343,269,190,79,1,"0 to 118",54,1036,739,17,1788,4,0,27,1478,363,8,181,1611,0,0,1788,153,25,0,3,62,115,1,178,1,3,41,41,31,18,22,13,7,4,0,"3 to 99","35",74,9,86,9,94,74,10,17,0,12,0,0,1,181,117,63,178,3,0,3080,1,3264,3081,181,3,135,0,138,2.17,3402,184,1746,1930,"4.8",5.4,10.3,"2020-06-21","2020-06-27","NO","NO","YES","YES","increased by","increased by","decreased by","decreased by","66.7","166.7","23.7","39.8","%","%","%","%",2,1,1,17,12,10,7,0.6,174,1,7,0,7,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2218,3,4,158,690,561,398,269,93,28,6,8,"0 to 92",39,172,2038,8,2218,0,0,1,2001,86,0,222,1996,0,0,2218,219,3,0,0,6,216,0,222,0,0,13,58,55,54,36,5,0,1,0,"20 to 85","41",116,97,5,4,7,133,82,6,0,1,0,0,1,222,216,6,222,0,0,2113,0,2337,2113,222,1,11,0,12,8.33,2349,223,2007,2230,"26.7",9.5,10.1,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","2","2","50","81.1"," cases"," cases","%","%",0,0,1,6,1,3,1,0.5,222,1,0,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1188,56,48,105,141,155,158,176,183,110,49,7,"0 to 99",50,754,428,6,1164,24,0,28,909,357,16,200,984,1,3,1160,112,83,5,0,120,75,0,195,14,11,22,26,33,24,38,15,6,11,0,"0 to 98","42",44,130,15,6,15,160,20,36,0,6,0,1,3,200,77,123,195,5,0,1773,19,1995,1792,200,0,55,0,55,0,2050,200,1039,1243,"6.7",9.8,16.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","25","13.7","6.1","%","%","%","%",2,3,4,36,6,18,3,2,195,3,5,0,28,4,1,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,17198,297,435,1187,1766,1880,2231,3108,3355,2065,771,103,"0 to 119",57,9720,7193,285,16943,255,0,946,15231,1995,50,3015,14177,4,2,16937,2933,63,19,0,1557,1434,5,2996,62,169,439,536,498,415,359,244,179,114,0,"0 to 101","40",1555,291,278,872,898,1133,965,192,4,266,3,2,129,3015,1443,1567,2996,19,0,37611,236,40879,37847,3015,133,3701,0,3834,3.47,44713,3148,17878,21032,"5.6",7,18.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","158.8","23.2","66.9","12.5","%","%","%","%",113,86,131,196,269,7,9,4.3,2856,130,159,-1,299,1,1,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,15605,173,233,1053,1808,1791,2240,2652,2903,1938,787,27,"0 to 168",56,9532,6022,51,15578,27,0,4369,10479,3557,152,727,14448,0,430,15149,696,26,4,1,387,335,0,722,15,17,120,150,116,103,97,60,38,11,0,"0 to 97","39",474,118,44,86,129,500,93,120,3,70,0,0,10,727,336,391,722,5,0,23417,21,24170,23438,727,55,1956,0,2011,2.73,26181,782,16404,17616,"5.1",3,5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.1","34","189","72.7","%","%","%","%",7,3,10,123,70,17,10,1.4,672,10,55,0,40,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,8216,171,221,663,886,985,1077,1418,1401,973,397,24,"0 to 100",55,4064,3708,444,8120,96,0,486,6585,1615,79,2112,6068,1,35,8085,2083,13,16,0,973,1118,5,2096,79,121,339,381,380,349,216,115,80,50,2,"0 to 99","37",734,88,688,586,1172,471,453,311,2,179,1,1,25,2112,1127,980,2096,16,0,14789,78,17002,14867,2112,83,2474,0,2557,3.25,19559,2195,8542,10773,"6.8",11.2,26.7,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","48.3","24.4","15.3","13.5","%","%","%","%",60,9,26,313,180,15,9,1.2,2055,25,57,0,257,19,2,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3899,30,70,250,488,525,664,846,619,298,108,1,"0 to 101",54,2037,1852,10,3813,86,0,1301,2087,869,135,270,3586,0,43,3774,231,23,12,4,115,139,0,254,3,13,24,41,40,46,35,35,21,12,0,"2 to 100","48",180,9,5,60,71,116,67,45,3,21,2,0,4,270,149,121,254,16,0,5362,65,5697,5427,270,103,2623,1,2727,3.78,8424,373,6209,6626,"8.7",4.4,9.6,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","160","55.6","83.9","41.5","%","%","%","%",15,1,4,48,23,18,9,1.5,259,4,11,0,19,4,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3397,46,55,265,353,399,463,639,614,386,172,5,"0 to 103",56,1834,1371,192,3288,109,0,68,3164,146,39,196,3192,0,9,3279,166,22,6,2,92,95,1,188,2,3,42,33,39,23,18,23,8,4,1,"1 to 89","40",123,23,4,38,4,143,41,38,1,18,0,0,1,196,98,97,188,8,0,6933,101,7233,7034,196,19,649,0,668,2.84,7901,215,3841,4065,"5",2.7,6.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","8","30","145.5","61.9"," cases","%","%","%",5,1,1,39,18,20,10,0.5,182,1,14,0,7,1,0,0
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7333,164,159,605,1098,1054,956,1107,835,740,575,40,"0 to 119",51,4418,2875,40,7186,146,1,191,6552,511,83,704,6628,0,1,7186,567,123,9,5,356,334,0,690,7,26,105,154,117,88,89,56,43,19,0,"0 to 99","40",479,61,63,87,172,406,112,104,3,60,1,0,7,704,342,362,689,14,1,12627,132,13473,12759,704,28,1068,0,1096,2.55,14569,732,7696,8429,"4.2",5,10,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","69.6","78.6","194","89.7","%","%","%","%",4,4,7,107,61,16,9,1,666,6,38,1,42,1,0,0
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1875,36,73,272,240,213,233,283,194,181,139,11,"0 to 119",49,1098,757,20,1865,10,0,102,1443,341,15,383,1492,0,0,1865,346,35,2,0,200,181,0,381,13,34,81,64,64,47,51,17,9,3,0,"0 to 93","34",258,31,36,56,197,124,60,33,0,32,2,0,0,383,182,201,381,2,0,3286,8,3677,3294,383,4,118,0,122,3.28,3799,387,1610,1997,"4.9",10.2,20.6,"2020-06-21","2020-06-27","YES","YES","NO","NO","did not change","decreased by","increased by","increased by","","20","102.3","2.3","","%","%","%",1,0,0,33,34,9,9,0,377,0,6,0,70,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,70321,1208,1605,6820,11143,10482,10926,10828,7640,3622,1374,4673,"0 to 120",46,38218,31722,381,69146,1174,1,928,67249,2591,423,10874,59361,0,86,69062,10545,115,209,5,5044,5545,71,10660,156,251,2516,2958,1794,1469,987,441,220,76,6,"0 to 103","33",2651,1416,1841,4752,1640,2356,6664,890,48,454,37,5,58,10874,5667,5129,10659,214,1,126505,959,138489,127464,10874,556,9730,0,10286,5.41,148775,11430,69091,80607,"6.1",7.7,16.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","73.8","46","162.2","38.3","%","%","%","%",47,7,63,938,491,9,5,0.6,10314,58,560,0,590,34,4,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,14755,199,401,1181,2203,2140,2423,2436,1823,909,328,712,"0 to 155",48,8185,6493,77,14670,85,0,762,12759,1477,218,2164,12534,2,55,14614,2069,38,55,2,1062,1040,5,2107,39,61,335,534,339,363,244,136,87,23,3,"0 to 102","37",814,151,771,371,1060,495,552,381,8,199,7,2,25,2164,1079,1079,2107,57,0,24209,27,26447,24236,2164,103,1760,0,1863,5.53,28310,2267,14294,16618,"4.9",8,15.4,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","73.7","63.6","259.4","84.4","%","%","%","%",10,9,27,389,206,18,10,1.2,2026,24,138,1,132,13,0,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,74101,1139,1725,5774,9214,9049,10429,12427,10963,7672,4101,1608,"0 to 119",54,40422,33388,291,73313,786,2,2900,65098,9744,385,14447,59300,187,167,72964,14146,154,141,6,7113,7155,32,14300,244,506,1979,2573,2328,2119,1856,1190,910,731,11,"0 to 104","42",5864,2435,2263,3738,4757,5560,3983,2459,37,1810,23,14,512,14447,7240,7174,14298,147,2,131227,636,146543,131863,14447,1422,34424,0,35846,3.97,182389,15869,93724,109947,"7.6",8.7,21.4,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","46.9","12.6","38.1","3.5","%","%","%","%",547,211,526,2496,1833,18,13,3.6,14150,510,297,2,1023,84,25,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,15411,299,378,1335,1960,2128,2422,2631,2280,1367,581,30,"0 to 119",51,8887,6470,54,15332,79,0,407,13674,1441,129,2133,13232,2,44,15286,2060,59,13,1,1091,1024,4,2119,40,60,391,418,367,311,249,189,78,30,0,"0 to 99","38",1102,153,213,651,364,1005,750,255,4,142,4,1,21,2133,1032,1097,2119,14,0,33702,65,35910,33767,2133,67,3815,0,3882,1.73,39792,2200,17047,19293,"3.8",5.5,14.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","175","55.8","255.8","98.2","%","%","%","%",39,10,22,259,146,13,7,1,1992,19,141,2,141,20,4,0
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,41908,426,627,3091,5488,4865,5992,7753,7007,4246,2321,92,"0 to 120",55,24143,17652,113,41563,345,0,2520,36775,5870,393,6861,34966,1,80,41482,6634,154,66,7,3721,3051,16,6788,95,235,1153,1567,891,902,780,542,381,306,9,"0 to 104","38",2819,1342,308,2319,459,3611,2718,811,19,669,17,2,172,6861,3096,3749,6788,73,0,87755,272,94918,88027,6861,303,14174,2,14479,2.09,109397,7164,49140,56387,"5.9",6.5,17.1,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","40.4","6.4","69.7","16.3","%","%","%","%",559,109,174,830,686,13,10,2.5,6487,166,374,6,428,25,3,0
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,21265,493,593,1817,2865,2876,3058,3324,3117,1966,815,341,"0 to 119",50,12142,8939,184,21167,98,0,538,18862,2022,149,4048,17198,1,18,21148,3637,392,18,1,2155,1869,5,4029,65,139,626,766,716,584,470,321,226,134,1,"0 to 103","40",1912,563,393,1161,1008,1676,1345,714,10,473,5,1,102,4048,1876,2167,4029,19,0,43237,79,47388,43316,4048,104,2715,0,2819,3.69,50207,4152,19913,24084,"3.6",8.3,19.5,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","53.6","12.1","153.7","47.6","%","%","%","%",315,60,103,724,478,18,12,2.5,3836,98,212,4,282,25,3,0
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3594,76,127,356,517,445,559,605,434,300,162,13,"0 to 118",49,2237,1314,43,3586,8,0,92,3255,345,22,381,3210,1,2,3583,226,155,0,0,207,169,5,381,8,34,68,62,52,53,46,29,19,8,2,"0 to 98","38",173,152,21,35,47,287,47,57,0,36,0,0,6,381,169,207,381,0,0,6251,8,6641,6259,381,5,232,0,237,2.11,6878,386,3442,3831,"5.3",5.6,10.7,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","36.4","33.3","78.3","18.8","%","%","%","%",2,2,6,57,36,15,10,1.6,339,6,42,0,56,3,0,0
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,10632,145,257,924,1154,1541,1751,1875,1681,888,399,17,"0 to 119",52,5851,4647,134,10596,36,0,344,9586,749,154,989,9591,12,40,10545,891,81,14,3,483,487,2,972,11,17,237,165,125,160,141,87,37,9,0,"0 to 97","40",541,49,40,342,46,556,370,105,4,67,4,0,7,989,495,492,972,17,0,20010,18,21042,20028,989,131,2842,4,2977,4.4,24019,1120,12433,13609,"5.8",4.7,10.5,"2020-06-21","2020-06-27","YES","NO","NO","YES","decreased by","increased by","increased by","increased by","6.5","5.9","161.4","25.1","%","%","%","%",2,1,7,109,71,12,8,0.7,948,7,41,0,58,4,0,0
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,11094,197,236,816,1383,1396,1721,1909,1730,1112,560,34,"0 to 119",53,6389,4496,209,10948,146,0,538,9283,1610,76,1812,9188,5,89,10854,1720,81,11,0,976,818,7,1801,41,55,238,319,278,315,243,161,91,68,3,"0 to 99","43",632,292,162,715,344,622,835,232,1,168,2,0,48,1812,823,982,1801,11,0,20950,135,22906,21085,1812,68,2120,1,2189,3.11,25095,1880,11308,13283,"4.3",7.5,16.9,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","56.4","17.4","32","9.5","%","%","%","%",78,23,48,233,170,13,10,2.6,1724,47,88,1,134,4,3,0
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7359,237,280,696,978,1020,1097,1195,1053,552,241,10,"0 to 119",49,4057,3275,27,7291,68,0,140,6734,465,88,617,6738,1,3,7287,570,40,7,0,282,328,0,610,11,13,177,107,80,95,66,37,19,12,0,"0 to 98","34",472,52,17,69,27,489,94,39,0,33,1,0,9,617,330,287,610,7,0,12231,61,12911,12292,617,18,581,0,599,3.01,13510,635,7319,7958,"4.7",4.7,8.6,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","66.7","300","152","96.4","%","%","%","%",3,0,9,39,34,7,6,1.5,593,9,24,0,46,3,2,7
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,14057,166,201,850,1355,1343,1763,2529,2831,2011,967,41,"0 to 119",60,7877,6017,163,13805,252,0,557,12839,1428,102,1601,12446,1,9,13798,1503,65,27,6,821,742,5,1568,18,35,231,277,214,208,188,166,148,116,0,"0 to 104","45",995,85,127,361,205,913,450,248,15,207,11,2,97,1601,763,833,1568,33,0,34695,216,36517,34911,1601,162,5137,7,5306,3.05,41823,1763,17583,19363,"4.7",4.2,12.5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","171.4","93.1","135.4","39.4","%","%","%","%",65,63,99,263,218,17,14,6.2,1482,97,119,0,82,3,1,0
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,18654,242,422,1879,2566,2516,2843,2989,2573,1216,540,868,"0 to 119",49,10548,7978,128,18610,44,0,347,17517,925,101,2682,15951,1,20,18590,2610,59,13,0,1420,1245,4,2669,35,52,704,623,381,357,228,158,81,63,0,"0 to 100","33",1242,241,233,953,394,858,1417,284,5,174,1,0,17,2682,1251,1427,2669,13,0,34617,30,37359,34647,2682,124,3336,0,3460,3.58,40819,2806,19287,22114,"4.9",6.9,15,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","44.6","50.7","119.7","6.6","%","%","%","%",71,6,17,289,175,11,7,0.6,2566,16,116,1,124,10,1,0
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,3951,28,32,103,183,196,303,529,1446,912,133,86,"0 to 119",69,1951,1806,194,3875,76,0,140,3532,334,61,368,3560,0,23,3852,315,50,2,1,128,232,5,365,1,7,19,18,46,49,51,111,56,10,0,"4 to 92","63",261,45,13,46,27,287,51,76,0,49,0,0,17,368,234,129,365,3,0,7377,73,7825,7450,368,41,2156,1,2198,1.87,10023,409,5716,6149,"5.1",4.1,10.4,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","18.2","21.4","133.3","40.4","%","%","%","%",3,1,17,76,49,21,14,4.6,345,17,23,0,9,0,0,3
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2453,70,81,220,330,299,297,380,315,239,212,10,"0 to 118",53,1537,844,72,2438,15,0,64,1995,655,20,532,1921,0,0,2438,405,112,12,3,312,205,0,517,17,40,77,81,82,76,58,42,35,24,0,"0 to 102","41",257,69,98,93,189,230,98,64,1,57,0,0,21,532,211,321,517,15,0,3728,0,4264,3728,532,8,127,0,135,5.93,4399,540,2048,2588,"5.9",12.3,22,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","25","25","48.4","51.9","%","%","%","%",47,18,21,65,57,13,11,3.9,499,20,33,1,75,3,2,0
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,917,33,20,83,140,118,114,166,142,74,23,4,"0 to 118",50,506,380,31,910,7,0,17,762,168,28,80,835,1,1,908,67,12,1,0,29,50,0,79,0,2,16,27,14,3,8,3,7,0,0,"6 to 84","32",49,7,18,5,26,46,7,18,0,7,0,0,1,80,50,30,79,1,0,1333,6,1421,1339,80,0,35,0,35,0,1456,80,870,952,"4.3",5.5,8.7,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","100","5","18.2","28.3","%"," cases","%","%",0,0,1,18,7,23,9,1.2,79,0,1,1,3,0,0,0
39,63,125,"UNION","Union","Union","Union County","FL",15239,1195,11,22,62,80,111,139,405,278,73,14,0,"0 to 118",59,328,861,6,1195,0,0,19,1130,97,4,62,1132,0,1,1194,52,10,0,0,14,48,0,62,0,3,8,8,3,4,22,12,2,0,0,"9 to 80","56",38,21,2,1,3,57,2,10,0,10,0,0,2,62,48,14,62,0,0,2242,0,2304,2242,62,0,24,0,24,0,2328,62,1156,1219,"8",2.7,5.2,"2020-06-21","2020-06-27","NO","NO","NO","YES","did not change","did not change","increased by","increased by","","","566.7","252.6","","","%","%",0,0,2,10,10,17,17,3.2,62,2,0,0,4,0,0,2
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,21675,185,328,1333,2315,2383,3111,4405,4067,2203,1053,292,"0 to 119",57,12117,8888,670,21576,99,0,459,20142,1447,147,2219,19429,0,27,21549,1995,207,16,1,1138,1060,4,2202,18,49,371,405,307,318,313,236,108,89,5,"0 to 102","43",986,329,404,483,262,1264,676,356,6,225,5,0,58,2219,1069,1146,2202,17,0,38637,82,40969,38719,2219,173,7585,0,7758,2.23,48727,2392,27014,29433,"5.6",4.9,11,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","48.6","66.7","157.1","42.8","%","%","%","%",88,34,58,362,230,17,11,2.6,2105,57,114,1,97,10,1,0
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1294,14,30,100,146,173,218,246,218,109,39,1,"0 to 102",53,735,549,10,1290,4,0,15,1203,208,6,65,1228,0,1,1289,44,19,2,0,39,24,0,63,1,0,14,12,9,13,6,6,3,1,0,"3 to 86","38",38,17,3,5,5,53,5,12,0,8,0,0,1,65,24,41,63,2,0,2171,2,2241,2173,65,3,194,0,197,1.52,2438,68,1422,1491,"4.7",2.8,5.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","1","100","180","3"," case","%","%","%",0,0,1,12,8,19,13,1.5,60,1,5,0,4,0,0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1766,53,48,128,191,228,258,309,255,160,133,3,"0 to 101",53,978,751,37,1693,73,0,45,1566,273,55,257,1508,0,1,1692,201,23,30,3,120,104,0,224,6,12,37,33,43,32,47,26,15,6,0,"0 to 101","43",197,12,5,10,63,150,11,39,7,26,2,0,9,257,117,140,224,33,0,3250,40,3552,3290,257,28,926,0,954,2.94,4506,285,2434,2720,"4.1",6.3,16.1,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","200","133.3","21.7","7.5","%","%","%","%",10,9,9,46,28,18,11,3.5,245,9,12,0,25,2,0,0
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,931,12,16,60,98,116,147,198,130,99,55,0,"0 to 119",55,549,361,21,925,6,0,33,748,154,14,112,816,0,3,922,88,22,2,0,57,53,0,110,0,2,6,13,12,13,24,19,16,7,0,"9 to 99","58",79,23,1,7,1,101,8,12,0,21,0,0,13,112,53,59,110,2,0,1730,4,1847,1734,112,1,71,0,72,1.39,1919,113,887,1003,"4.1",5.9,12.1,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","300","100","114.3","92.2","%","%","%","%",12,11,13,12,21,11,19,11.6,113,12,-1,1,3,0,0,0
99,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1426,0,4,72,170,189,195,184,139,211,260,2,"6 to 119",58,954,461,11,155,1271,0,3,1413,24,13,167,1256,1,2,152,31,0,133,3,6,23,2,31,0,3,16,49,33,31,18,8,4,5,0,"12 to 82","33",17,2,0,12,19,0,12,0,2,0,1,0,0,167,94,70,31,136,0,1061,1135,2376,2196,167,35,351,0,386,9.07,2762,202,1607,1812,"",7.3,14.2,"2020-06-21","2020-06-27","","","","","","","","","","","","","","","","",0,0,0,2,1,2,1,0,145,0,22,0,5,0,0,0
