"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,17699,393,686,1776,2083,2230,2286,2580,2786,2127,711,41,"0 to 105",52,9463,8140,96,17334,365,0,555,14176,3239,170,4376,13214,3,106,17225,3974,316,70,16,2099,2181,10,4290,129,240,808,718,751,597,506,302,218,104,3,"0 to 101","38",2203,197,355,1535,2034,901,1355,514,20,328,11,6,81,4376,2233,2133,4290,86,0,29731,279,34401,30010,4376,299,9723,1,10023,2.98,44424,4675,22937,27722,"7.6",10.5,26.4,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","56","46.8","46.8","21.3","%","%","%","%",41,36,87,534,339,13,8,2,4225,74,151,7,523,30,14,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3496,90,107,246,431,436,456,673,556,290,202,9,"0 to 119",54,1973,1426,97,3481,15,0,229,3050,390,16,296,3197,0,3,3478,255,39,2,0,146,148,0,294,9,16,33,66,44,44,40,25,12,7,0,"0 to 97","40",136,112,38,8,41,241,12,11,0,31,0,0,3,296,150,146,294,2,0,5644,13,5958,5657,296,10,190,0,200,5,6158,306,3387,3696,"5.3",5,8.8,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","116.7","63.2","14.9","21","%","%","%","%",15,0,3,11,31,4,11,1,287,3,9,0,30,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,174535,1921,2947,14125,28245,27967,31649,29495,19857,11212,6437,680,"0 to 225",48,90855,82536,1144,173025,1509,1,4369,156351,18871,1023,37961,136308,101,165,172761,36508,910,534,9,18567,18818,33,37418,390,795,4101,6949,6292,6764,5519,3495,2067,1515,74,"0 to 108","45",17325,5009,1537,13547,17592,6413,13413,6839,49,3990,31,15,1000,37961,19095,18817,37417,543,1,281003,965,320268,281968,37961,2750,41893,2,44645,6.16,364913,40711,178201,219180,"8.1",11.2,23.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","67.8","41.9","103.7","29.6","%","%","%","%",1082,435,1015,6888,4021,19,11,2.7,36820,991,1141,9,1689,243,42,7
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2712,72,132,251,378,378,471,503,291,157,70,9,"0 to 102",48,1131,1449,132,2702,10,0,69,1968,626,12,634,2062,0,16,2686,511,123,0,0,306,327,1,634,26,67,99,127,96,90,72,40,9,8,0,"0 to 92","34",471,63,24,76,399,148,87,103,0,60,0,0,10,634,327,306,634,0,0,4085,10,4734,4095,634,7,137,0,144,4.86,4878,641,2199,2856,"7.8",13.1,23.6,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","28.6","46.2","54.5","18.7","%","%","%","%",1,0,10,103,60,17,10,1.6,604,10,30,0,114,6,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,816,21,27,66,91,133,107,138,123,69,40,1,"0 to 118",52,484,315,17,816,0,0,11,700,84,1,69,747,0,0,816,53,16,0,0,35,34,0,69,0,3,13,5,11,11,11,6,6,3,0,"6 to 91","48",53,15,0,1,0,67,2,16,0,11,0,0,4,69,34,35,69,0,0,1324,0,1393,1324,69,0,25,0,25,0,1418,69,772,841,"5.1",4.9,8.5,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","decreased by","increased by","increased by","","100","300","218.9","","%","%","%",0,0,4,16,11,24,16,5.8,68,4,1,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,52697,831,1136,5220,9015,7773,7981,9059,6581,3321,1655,124,"-6 to 119",48,28861,23099,737,52058,639,0,925,49014,2900,224,6480,46121,10,86,51962,5999,370,100,11,3199,3155,15,6369,75,170,1203,1799,1127,818,675,381,149,81,2,"0 to 101","34",1908,1667,624,2170,652,3308,2409,559,22,356,11,3,67,6480,3217,3246,6369,111,0,98010,528,105151,98538,6480,317,5163,4,5484,5.78,110635,6797,51284,58181,"6.3",6.1,12.9,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","65.9","31","204.4","53.4","%","%","%","%",181,33,70,581,367,9,6,1.1,6207,64,273,3,352,23,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,18858,459,493,1711,2552,2192,2517,3404,2875,1664,953,38,"0 to 119",53,11364,7451,43,15931,2927,0,293,17746,1185,85,2046,16807,2,3,15926,1628,64,354,0,955,736,1,1692,25,61,413,385,245,228,232,182,172,102,1,"0 to 105","38",845,473,54,320,67,1169,456,181,1,94,1,3,44,2046,870,1175,1692,354,0,29307,2573,33938,31880,2046,25,907,0,932,2.68,34870,2071,17714,19790,"6.4",5.9,11,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","5.1","47.2","172.6","124","%","%","%","%",89,32,47,182,95,9,5,2.3,1952,45,94,-1,125,6,3,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4037,44,40,215,400,469,575,794,789,491,213,7,"0 to 119",58,2368,1616,53,3999,38,0,130,3711,277,44,323,3712,0,2,3997,276,39,8,0,190,125,0,315,1,5,36,51,35,51,63,53,23,5,0,"1 to 94","52",200,48,56,11,46,254,15,50,3,31,2,1,5,323,129,194,315,8,0,7968,30,8326,7998,323,32,943,0,975,3.28,9301,355,4655,5012,"4.7",3.8,8.8,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","66.7","69.2","318.8","151.7","%","%","%","%",1,0,6,53,33,17,11,1.9,310,5,13,0,10,0,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,482,3,5,26,36,37,50,110,128,71,16,0,"0 to 95",63,269,210,3,478,4,0,9,465,9,7,6,475,0,1,477,2,3,1,0,4,1,0,5,0,0,0,2,0,0,1,2,1,0,0,"34 to 75","65",5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,5,5,1,0,847,3,856,850,6,1,314,0,315,0.32,1171,7,789,797,"6.8",0.6,1.5,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","4","0.0416666666666667","",""," cases","percent difference",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,2999,51,101,222,500,508,528,469,390,146,82,2,"0 to 119",47,2074,914,11,2981,17,1,45,2692,373,16,389,2607,1,2,2979,375,10,4,0,270,115,0,385,4,15,30,77,81,76,41,34,20,11,0,"0 to 98","43",148,155,19,63,45,262,78,84,0,62,0,0,7,389,115,274,384,4,1,5471,13,5880,5484,389,9,103,0,112,8.04,5992,398,2710,3111,"6.8",6.6,13.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","300","266.7","225","198.5","%","%","%","%",1,4,7,84,62,22,16,1.8,379,7,10,0,25,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,778,16,18,88,103,110,118,119,99,70,36,1,"0 to 118",49,437,330,11,778,0,0,9,674,116,2,102,676,0,0,778,82,20,0,0,27,75,0,102,3,6,15,18,19,19,16,3,2,0,1,"0 to 83","38",74,10,15,3,29,67,6,5,0,0,0,0,0,102,75,27,102,0,0,2240,0,2345,2240,102,3,58,0,61,4.92,2406,105,734,839,"4.8",4.4,13.5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","8","700","55.1","48.8"," cases","%","%","%",0,0,0,5,0,5,0,0,97,0,5,0,12,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,328,5,13,46,66,68,38,32,30,23,6,1,"1 to 90",39,153,173,2,328,0,0,31,206,143,0,164,164,0,0,328,162,2,0,0,56,108,0,164,2,3,29,46,45,20,12,5,1,1,0,"1 to 89","36",112,18,6,28,87,48,29,19,0,14,0,0,1,164,108,56,164,0,0,476,0,640,476,164,2,13,0,15,13.33,655,166,177,343,"2.6",25.3,50.6,"2020-06-21","2020-06-27","YES","YES","NO","NO","did not change","decreased by","decreased by","decreased by","","100","12","31.8","","%","%","%",0,0,1,19,14,12,9,0.6,175,1,-11,0,9,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,628,11,15,39,57,65,106,128,122,65,20,0,"0 to 94",56,368,257,3,571,57,0,19,583,66,13,23,605,0,0,571,17,3,3,0,11,9,0,20,0,1,3,2,2,6,5,3,0,1,0,"9 to 89","49",13,4,2,1,2,17,1,7,1,2,1,0,0,23,11,12,20,3,0,1463,54,1540,1517,23,0,45,0,45,0,1585,23,650,673,"4.2",1.5,3.7,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","2","2","400","702.4"," cases"," cases","%","%",0,0,0,8,3,35,14,0,23,0,0,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2032,20,31,163,543,419,327,246,168,69,42,4,"0 to 118",41,467,1538,27,2026,6,0,38,1885,343,6,345,1686,0,1,2025,333,9,2,1,76,266,0,342,9,14,33,93,69,63,50,11,3,0,0,"0 to 84","38",144,158,34,6,58,134,150,38,1,10,0,0,2,345,268,77,342,3,0,2376,3,2725,2379,345,1,33,0,34,2.94,2759,346,1719,2066,"14.5",12.5,17,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","133.3","125","30.4","17.8","%","%","%","%",0,0,2,39,10,12,3,0.6,334,2,11,0,35,7,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1243,37,93,172,233,163,153,161,136,69,26,0,"0 to 94",39,684,544,15,1236,7,0,70,652,509,8,440,803,0,0,1236,355,80,4,1,222,213,0,435,13,41,70,97,71,53,39,37,14,5,0,"0 to 86","34",316,59,42,18,307,113,15,68,3,41,3,1,3,440,216,224,435,5,0,2058,2,2502,2060,440,7,44,0,51,13.73,2553,447,847,1294,"4.8",17.5,36,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","22.2","61.5","32.3","34.6","%","%","%","%",7,1,4,71,44,17,10,0.9,430,3,10,0,67,4,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2774,94,123,365,514,456,395,358,212,143,107,7,"0 to 104",41,1369,1396,9,2772,2,0,207,1742,945,4,980,1794,0,0,2772,935,45,0,0,411,568,1,980,29,44,146,225,199,145,92,48,32,20,0,"0 to 101","37",781,99,33,67,707,221,52,164,0,88,0,0,25,980,568,411,980,0,0,4208,2,5192,4210,980,8,112,0,120,6.67,5312,988,1906,2894,"7.2",18.6,35.6,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","120","42.1","47.3","12.4","%","%","%","%",9,18,25,164,88,17,9,2.6,953,25,27,0,101,5,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4146,70,69,342,553,496,606,733,591,423,259,4,"0 to 102",54,2491,1633,22,4125,21,0,103,3664,357,51,408,3738,0,0,4125,297,104,6,1,199,201,1,401,6,11,66,85,57,63,59,40,15,6,0,"0 to 92","39",244,32,19,106,50,190,161,73,2,36,2,1,5,408,203,204,401,7,0,9874,14,10297,9888,408,20,886,0,906,2.21,11203,428,4624,5052,"2.8",3.8,10.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","350","73.9","268.2","81.2","%","%","%","%",3,0,6,75,38,19,10,1.5,373,5,35,0,23,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3955,64,63,202,418,364,471,626,734,634,359,20,"0 to 119",61,2398,1519,38,3889,66,0,75,3599,324,31,365,3583,0,7,3882,315,47,3,0,196,166,0,362,11,12,40,52,51,64,62,38,30,5,0,"0 to 91","48",215,65,52,30,119,200,43,81,2,66,1,0,11,365,169,196,362,3,0,8797,63,9239,8860,365,19,319,0,338,5.62,9577,384,3902,4293,"4.2",4,9.7,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","120","50","84.9","31.1","%","%","%","%",11,0,11,83,67,23,19,3,350,11,15,0,27,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,61090,1406,1752,6194,10012,8875,9285,9766,7625,4082,1881,212,"0 to 119",47,34694,26101,295,60656,434,0,979,57026,3410,322,11465,49484,23,118,60516,11132,244,86,3,6023,5316,37,11376,239,401,2278,2876,1741,1504,1097,632,371,228,98,"0 to 104","34",3376,1568,1417,5015,2262,3406,5708,1022,11,623,8,3,140,11465,5357,6071,11376,89,0,116041,344,127933,116385,11465,342,11939,1,12282,2.78,140215,11807,61423,73372,"5.3",8.4,19.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","98.4","28.7","123.2","23.1","%","%","%","%",480,88,143,1033,631,10,6,1.2,10752,138,713,2,853,52,7,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,932,14,13,74,140,131,153,162,159,64,21,1,"0 to 119",51,444,473,15,921,11,0,6,759,186,7,181,751,0,0,921,161,18,0,2,21,158,0,179,1,0,18,55,47,32,14,12,2,0,0,"1 to 79","38",101,64,9,5,16,138,25,7,0,5,0,0,0,181,159,22,179,2,0,2354,9,2548,2363,181,1,43,0,44,2.27,2592,182,794,976,"5",7,19.5,"2020-06-21","2020-06-27","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","50","33.3","769.2","4.9","%","%","%","%",0,0,0,7,5,4,3,0,177,0,4,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6056,73,101,461,584,577,733,959,1113,818,616,21,"0 to 119",60,3672,2351,33,5984,72,0,209,5091,843,68,739,5292,0,25,5961,713,14,10,2,368,352,7,727,11,41,140,124,105,99,61,65,55,37,1,"0 to 99","39",308,46,69,304,145,245,337,108,6,54,3,0,16,739,360,372,727,12,0,13699,58,14497,13757,739,42,1500,0,1542,2.72,16039,781,6792,7598,"5",4.9,12.9,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","81.8","50","41","8.8","%","%","%","%",42,8,16,114,57,16,8,2.2,697,16,42,0,74,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3120,32,42,265,533,528,542,484,314,233,141,6,"0 to 105",47,1414,1614,92,3097,23,0,18,2626,362,31,365,2747,1,7,3089,318,38,8,1,94,262,0,356,3,10,37,86,81,68,55,18,6,1,0,"0 to 87","40",159,140,20,37,29,216,111,45,2,28,0,0,2,365,266,99,356,9,0,4873,14,5261,4887,365,18,96,0,114,15.79,5375,383,2843,3234,"6.7",7.1,12.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","200","42.9","73.3","25.9","%","%","%","%",2,0,2,47,28,13,8,0.5,363,2,2,0,18,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,594,15,13,28,50,83,82,119,121,65,17,1,"0 to 101",57,358,232,4,589,5,0,7,489,93,7,51,543,0,0,589,26,23,2,0,31,18,0,49,2,1,5,6,10,5,7,7,4,4,0,"0 to 95","52",17,23,7,2,8,37,4,8,2,9,0,0,4,51,20,31,49,2,0,1202,3,1257,1205,51,0,60,0,60,0,1317,51,603,654,"4.6",3.9,8.6,"2020-06-21","2020-06-27","YES","NO","NO","YES","did not change","decreased by","increased by","decreased by","","100","175","14.5","","%","%","%",0,4,4,10,9,20,18,7.8,49,4,2,0,5,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,365,6,1,44,46,40,37,40,50,56,44,1,"0 to 119",57,231,127,7,365,0,0,12,327,23,1,32,333,0,0,365,25,7,0,0,16,16,0,32,1,1,4,8,2,5,4,4,1,2,0,"3 to 98","41",23,6,2,1,7,25,0,7,0,3,0,0,0,32,16,16,32,0,0,515,0,548,515,32,0,13,0,13,0,561,32,346,378,"4.3",5.7,8.8,"2020-06-21","2020-06-27","NO","YES","NO","NO","did not change","did not change","increased by","decreased by","","","42.9","41","","","%","%",0,0,0,7,3,22,10,0,32,0,0,0,2,0,0,0
