"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,17228,232,265,2294,3277,2457,2409,2707,1978,948,594,67,"0 to 119",45,9842,7242,144,16940,288,0,480,16155,1086,80,2465,14756,6,1,16933,2347,79,28,11,1245,1177,4,2426,21,64,791,584,277,273,217,148,58,30,2,"0 to 103","30",858,582,339,647,364,1347,715,202,8,110,8,1,12,2465,1200,1261,2426,39,0,52098,247,54828,52345,2465,55,1677,0,1732,3.18,56560,2520,16433,18960,"7.2",4.5,14.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","18.9","21.7","13.5","8.1","%","%","%","%",76,10,13,210,118,9,5,0.5,2397,12,68,1,123,7,1,0,"20",5,1
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1094,35,23,132,168,160,175,175,114,77,33,2,"0 to 99",46,615,446,33,1034,60,0,85,860,241,6,215,871,0,8,1026,146,68,1,0,105,106,3,214,2,7,34,35,37,33,33,14,16,4,0,"1 to 97","43",141,40,15,18,5,183,26,31,0,22,0,0,4,215,107,105,214,1,0,3221,58,3494,3279,215,0,50,0,50,0,3544,215,921,1144,"4.1",6.1,19.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","4","37.5","20.8","65.6"," cases","%","%","%",1,3,4,31,22,15,11,1.9,202,4,13,0,14,2,1,0,"12",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,4753,58,67,489,709,693,784,820,552,328,197,56,"0 to 119",49,2631,2069,53,4690,63,0,314,3950,1062,97,1737,3014,0,2,4688,1575,118,42,2,910,780,3,1693,24,35,309,360,297,289,225,127,52,18,1,"0 to 96","39",955,204,75,459,175,1017,501,169,8,59,3,3,8,1737,808,926,1693,44,0,15311,22,17093,15333,1737,17,907,0,924,1.84,18017,1754,3921,5677,"3.1",9.7,36.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","8.1","1.7","56.2","0.7","%","%","%","%",26,0,11,177,62,11,4,0.6,1602,8,135,0,97,2,1,0,"31",7,4
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1602,25,34,147,206,189,240,303,195,154,103,6,"0 to 118",53,1000,579,23,1600,2,0,66,1390,261,2,180,1421,0,1,1599,111,69,0,0,107,73,0,180,3,9,29,21,28,31,16,11,20,12,0,"0 to 107","45",123,46,6,5,6,166,8,27,0,19,0,0,2,180,73,107,180,0,0,3208,2,3393,3210,180,7,68,0,75,9.33,3468,187,1489,1677,"6.2",5.4,11.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","did not change","increased by","increased by","14.3","","225","46.9","%","","%","%",4,2,2,27,19,15,11,1.1,173,2,7,0,17,0,0,0,"7",0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,22814,296,428,1762,2547,2585,3192,4817,4178,2226,635,148,"0 to 119",56,12795,9909,110,22790,24,0,911,20683,2925,127,3945,18857,0,12,22778,3843,84,15,3,2030,1881,16,3927,44,95,791,795,589,565,499,294,160,112,1,"0 to 101","38",2047,310,293,1277,566,2001,1360,502,4,252,3,0,46,3945,1888,2041,3927,18,0,60973,6,64969,60979,3945,92,3833,1,3926,2.34,68895,4037,22690,26740,"4.6",5.9,17.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","39.4","18.2","3.5","1","%","%","%","%",149,4,46,506,255,13,7,1.2,3804,44,141,2,221,22,4,0,"3",13,19
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,126846,2801,3783,11157,20107,20012,21499,21788,14291,7442,3752,214,"0 to 119",47,68202,57080,1564,125188,1658,0,5186,102601,24244,1149,36913,89831,23,79,125089,34600,1911,374,28,18628,17681,202,36511,731,1619,5342,7535,6531,5974,4874,2427,1256,606,18,"0 to 119","39",13498,9745,2528,10740,11765,14476,10270,5147,81,2682,64,23,477,36913,17940,18770,36511,402,0,264702,1235,303157,265937,36913,1462,32983,7,34452,4.24,337609,38375,122814,161298,"8.4",11.4,30.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.3","0.5","34.4","3.7","%","%","%","%",475,169,500,5228,2746,15,8,1.4,35566,464,1347,13,3232,261,34,0,"238",-17,40
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,706,8,14,61,75,99,102,125,103,78,41,0,"0 to 99",54,416,275,15,706,0,0,19,479,166,9,201,504,0,1,705,185,16,0,0,125,76,0,201,1,5,21,26,18,24,30,26,27,23,0,"1 to 99","56",150,23,12,16,12,156,33,28,0,20,0,0,7,201,76,125,201,0,0,1352,0,1560,1352,201,0,26,0,26,0,1586,201,530,732,"5.1",12.7,28.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","did not change","increased by","increased by","200","","250","39.6","%","","%","%",17,6,7,28,20,14,10,3.5,198,7,3,0,9,0,0,0,"6",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6290,74,64,358,554,623,885,1197,1165,793,570,7,"0 to 119",59,3640,2573,77,6268,22,0,375,5261,1030,31,1342,4943,1,4,6263,1151,185,5,1,705,609,22,1336,13,20,136,153,133,187,238,192,140,129,1,"0 to 101","55",958,84,47,247,89,964,283,171,1,185,1,0,80,1342,610,709,1336,6,0,16981,16,18350,16997,1342,58,1907,0,1965,2.95,20315,1400,6850,8255,"4.7",6.9,22.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","109.1","22","11.7","50.5","%","%","%","%",126,50,80,172,186,13,14,6,1313,80,29,0,51,2,0,0,"4",6,2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,4824,71,98,319,500,455,592,882,1008,680,211,8,"0 to 222",59,2707,1950,167,4815,9,0,188,3751,710,37,737,4079,1,7,4808,464,271,2,0,372,360,3,735,7,20,98,105,85,107,143,92,58,22,0,"0 to 97","50",542,46,50,97,46,566,123,60,0,78,0,0,17,737,361,373,735,2,0,13053,6,13804,13059,737,29,1044,0,1073,2.7,14877,766,5123,5897,"4.1",5.1,15.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","30.6","14.3","56.6","13.2","%","%","%","%",10,1,17,60,78,9,11,2.3,702,17,35,0,42,1,0,0,"12",-2,4
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,9829,183,278,912,1220,1393,1613,1658,1420,805,325,22,"0 to 101",50,5611,4101,117,9804,25,0,421,8423,1240,80,1900,7919,1,9,9794,1793,100,7,0,1029,857,7,1893,15,65,301,314,293,321,256,184,98,52,1,"0 to 100","43",841,326,136,590,169,1073,651,264,0,141,0,0,42,1900,860,1033,1893,7,0,23582,18,25513,23600,1900,48,1332,0,1380,3.48,26893,1948,9251,11209,"5.4",7.2,19.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","26","29.6","53.6","0.9","%","%","%","%",65,24,42,264,141,14,8,2.2,1791,42,109,0,118,10,1,0,"5",7,7
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,20882,558,844,2309,2623,2751,2838,2975,2966,2233,747,38,"0 to 105",49,11074,9657,151,20505,377,0,860,16006,4672,194,7314,13411,3,154,20348,6850,366,82,16,3615,3564,37,7216,200,377,1320,1243,1253,1126,871,468,318,138,0,"0 to 101","39",3445,376,533,2862,2967,1535,2714,787,22,503,12,6,104,7314,3620,3652,7216,98,0,40328,279,47969,40607,7314,404,11524,1,11929,3.39,59898,7718,24935,32811,"9",12.9,37,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",64,38,110,809,515,12,8,1.5,7076,100,238,4,820,48,18,0,"7",5,13
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,4317,103,125,324,587,605,619,800,628,307,210,9,"0 to 119",51,2153,2085,79,4298,19,0,331,3237,1010,16,1150,3164,0,3,4295,1064,80,6,0,327,817,0,1144,23,35,111,227,219,207,172,103,35,18,0,"0 to 97","43",369,230,68,477,71,499,574,16,0,61,0,0,4,1150,822,328,1144,6,0,7772,13,8968,7785,1150,12,232,0,244,4.92,9212,1162,3396,4561,"6.6",12.6,26.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",26,0,4,16,61,2,6,0.3,1087,4,63,0,77,0,0,0,"472",-3,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,213165,2541,4202,19636,36221,34586,38550,34632,22535,12567,6997,698,"0 to 225",47,110531,101371,1263,211487,1677,1,5306,190536,23276,1069,77867,135020,94,184,211211,76054,1092,712,9,38738,38156,252,77146,937,2015,9705,15249,13170,13939,10853,6259,3492,2154,94,"0 to 108","43",28210,7999,2874,38063,29509,9905,37732,8700,57,4632,32,15,1270,77867,38530,39060,77145,721,1,391688,939,471376,392627,77867,3344,55163,2,58509,5.72,529885,81211,190183,271674,"10",15.3,38.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",1044,545,1285,8757,4664,12,6,1.7,75425,1246,2442,24,4237,379,53,13,"1361",-175,152
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3189,91,176,309,473,481,548,558,313,163,73,4,"0 to 102",46,1312,1754,123,3178,11,0,122,2166,1014,17,1045,2135,0,9,3169,914,130,1,0,432,609,3,1044,37,98,140,211,193,159,123,59,14,11,0,"0 to 97","36",682,100,35,227,560,241,243,151,0,87,0,0,13,1045,609,433,1044,1,0,6313,10,7387,6323,1045,7,158,0,165,4.24,7552,1052,2293,3354,"9.2",13.9,33,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,13,151,87,15,9,1.2,1015,13,30,0,164,7,3,0,"136",0,2
