"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,17775,3050,14714,6,5,17470,2911,93,34,12,1598,1402,4,3004,38,98,891,716,366,344,291,190,77,36,3,"0 to 103","30",1037,775,399,793,418,1703,883,240,10,127,11,1,18,3050,1428,1617,3004,46,0,58466,246,61782,58712,3050,81,1877,0,1958,4.14,63740,3131,16591,19733,"7.5",4.9,17.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","18.9","21.7","13.5","8.1","%","%","%","%",53,11,19,250,138,9,5,0.6,2984,17,66,2,187,13,3,0,"24",10,6
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1182,285,887,0,10,1113,206,79,0,0,139,144,2,285,4,8,46,48,55,41,41,19,19,4,0,"1 to 97","41",192,53,27,13,8,251,26,38,0,25,0,0,4,285,144,139,285,0,0,3579,58,3923,3637,285,0,57,0,57,0,3980,285,944,1239,"4.5",7.2,24.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","4","37.5","20.8","65.6"," cases","%","%","%",1,3,4,38,25,14,9,1.4,265,4,20,0,19,2,0,0,"19",-1,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,5877,2862,3011,0,4,5796,2669,135,56,2,1352,1444,8,2804,40,51,456,611,526,492,360,211,88,27,0,"0 to 96","40",1548,294,139,823,274,1551,979,231,10,92,4,4,15,2862,1477,1377,2804,58,0,17732,25,20650,17757,2862,35,1066,0,1101,3.18,21751,2897,4077,6978,"3.8",13.3,49.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","8.1","1.7","56.2","0.7","%","%","%","%",17,0,19,241,96,9,4,0.7,2477,17,385,2,152,3,1,0,"32",1,8
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1665,228,1436,0,1,1662,145,83,0,0,144,84,0,228,6,10,37,29,36,37,25,13,23,12,0,"0 to 107","44",153,65,9,1,6,219,3,34,0,24,0,0,3,228,84,144,228,0,0,3528,2,3761,3530,228,7,77,0,84,8.33,3845,235,1513,1749,"6.5",6.1,14.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","did not change","increased by","increased by","14.3","","225","46.9","%","","%","%",3,2,3,34,24,15,11,1.3,221,3,7,0,23,0,0,0,"11",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,23783,4898,18876,1,8,23748,4776,102,17,3,2564,2296,18,4878,50,120,945,901,706,703,662,396,233,182,0,"0 to 105","40",2545,463,394,1476,663,2571,1644,680,6,342,3,0,64,4898,2305,2575,4878,20,0,69115,6,74078,69121,4898,144,4648,1,4793,3,78871,5042,23524,28576,"5",6.4,21.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","39.4","18.2","3.5","1","%","%","%","%",290,19,64,686,345,15,8,1.3,4756,64,142,0,274,34,5,0,"3",-4,15
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,138761,48187,90412,23,139,136872,45449,2258,445,35,24620,22838,249,47707,1014,2366,7037,9601,8467,7847,6324,3145,1579,784,23,"0 to 102","39",16659,12460,3855,14733,15539,17948,14220,5809,86,3008,66,25,580,48187,23141,24785,47707,480,0,307473,1234,357357,308707,48187,2191,39504,7,41702,5.25,399059,50378,129916,180463,"9.5",12.6,36.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.3","0.5","34.4","3.7","%","%","%","%",649,188,605,5895,3074,13,7,1.3,46576,571,1611,34,4615,321,47,0,"249",-21,94
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,781,247,533,0,1,780,231,16,0,0,147,100,0,247,2,6,29,30,24,32,36,32,32,24,0,"1 to 99","55",193,18,17,19,13,208,26,36,0,24,0,0,7,247,100,147,247,0,0,1749,0,2002,1749,247,0,26,0,26,0,2028,247,559,807,"5.6",12.2,31.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","did not change","increased by","increased by","200","","250","39.6","%","","%","%",13,6,7,36,24,15,10,2.8,242,7,5,0,14,0,0,0,"7",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6620,1660,4954,1,5,6592,1450,204,5,1,863,763,28,1654,17,27,180,191,165,227,297,245,167,143,1,"0 to 101","55",1148,89,77,340,115,1144,395,190,1,213,1,0,82,1660,764,867,1654,6,0,19209,16,20897,19225,1660,83,2259,0,2342,3.54,23239,1743,7213,8962,"5.1",7.5,26.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","109.1","22","11.7","50.5","%","%","%","%",133,52,82,191,214,12,13,4.9,1606,82,54,0,70,4,0,3,"4",-2,2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5241,1056,4175,1,9,5223,636,418,2,0,532,519,3,1054,11,28,157,143,118,159,193,126,86,35,0,"0 to 100","50",803,70,67,114,56,827,171,71,0,95,0,0,20,1056,520,533,1054,2,0,14570,6,15642,14576,1056,33,1196,0,1229,2.69,16871,1089,5371,6470,"4.5",6.5,20.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","30.6","14.3","56.6","13.2","%","%","%","%",57,2,20,71,95,7,9,1.9,1009,20,47,0,84,2,0,0,"38",-1,3
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10454,2473,7965,1,15,10411,2345,119,9,0,1358,1098,8,2464,22,89,398,388,385,417,337,231,126,80,0,"0 to 100","43",1153,413,195,703,235,1451,778,355,0,170,0,0,47,2473,1102,1363,2464,9,0,27139,18,29646,27157,2473,63,1593,0,1656,3.8,31302,2536,9558,12110,"5.8",8.1,24.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","26","29.6","53.6","0.9","%","%","%","%",87,27,47,355,170,15,7,1.9,2389,47,84,0,177,15,1,0,"10",11,5
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,22417,8725,13519,3,170,21865,8244,381,84,16,4362,4225,38,8625,230,455,1533,1463,1486,1376,1044,594,377,166,1,"0 to 101","39",4082,490,723,3330,3438,1911,3276,947,22,597,12,6,117,8725,4282,4400,8625,100,0,46080,279,55145,46359,8725,590,12472,1,13063,4.52,68208,9315,25991,35480,"9.7",13.7,41.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",100,48,123,969,609,12,7,1.4,8601,123,124,0,978,59,18,0,"9",-3,12
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,5211,2074,3132,0,5,5186,1902,165,5,2,507,1556,4,2067,37,58,202,382,435,381,311,166,72,30,0,"0 to 118","43",665,341,89,972,90,830,1147,17,0,85,0,0,10,2074,1562,508,2067,7,0,9059,13,11192,9072,2074,14,278,0,292,4.79,11484,2088,3410,5503,"8",18.2,40.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",12,1,10,17,85,1,5,0.5,2009,10,65,0,122,0,0,0,"1060",-3,6
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,236640,101854,134482,91,213,234509,99719,1269,857,9,50803,49583,602,100988,1378,2900,12815,19658,17320,18292,14113,8069,4533,2646,130,"0 to 108","43",34724,9556,6121,50587,37966,11971,51051,9778,61,5121,33,16,1379,101854,50008,51181,100987,866,1,454735,952,558801,455687,101854,5460,66974,2,72436,7.54,631237,107314,201456,309076,"11.4",17,45.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",1351,577,1395,9839,5154,10,6,1.4,98430,1386,3424,9,6035,481,63,14,"1388",-18,106
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3336,1164,2165,0,7,3318,1033,130,1,0,485,674,4,1163,38,108,157,232,220,176,137,69,17,10,0,"0 to 97","36",733,118,65,247,618,273,272,172,0,92,0,0,14,1164,674,486,1163,1,0,7533,10,8724,7543,1164,58,402,0,460,12.61,9184,1222,2567,3796,"10.4",13.3,36.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,14,172,92,15,8,1.2,1144,14,20,0,181,9,3,0,"145",0,1
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1003,225,778,0,0,1003,189,36,0,0,131,92,2,225,0,13,26,35,32,26,30,32,24,6,1,"6 to 91","47",150,19,3,53,2,159,64,33,0,21,0,0,4,225,92,131,225,0,0,2001,0,2229,2001,225,1,35,0,36,2.78,2265,226,813,1039,"6.3",10,22.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","80","33.3","138.5","28","%","%","%","%",0,0,4,33,21,15,10,1.8,213,4,12,0,22,0,0,0,"6",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,65465,19288,46050,11,116,64606,17686,1397,189,16,9919,9034,130,19083,255,744,3262,4587,3233,2816,2185,1257,598,342,9,"0 to 102","37",4610,6110,1755,6608,1548,8999,8536,1021,27,561,14,5,138,19288,9145,10011,19083,205,0,161240,520,181250,161760,19288,857,10177,2,11036,7.77,192286,20145,56227,76501,"8.3",10.5,30.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.1","41.6","4.3","14.6","%","%","%","%",653,46,143,1048,575,6,3,0.7,18781,126,507,17,1440,43,9,0,"93",-16,46
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,23336,6854,16462,2,18,19996,6005,88,761,0,3272,2652,169,6093,84,244,1331,1364,974,840,856,557,390,214,0,"0 to 105","37",2339,1544,281,1929,190,3699,2204,587,4,331,5,4,76,6854,2968,3717,6093,761,0,50275,2518,59680,52793,6854,72,1420,0,1492,4.83,61172,6926,17882,24828,"8",11.3,29.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","1.3","0.5","22.8","8.3","%","%","%","%",251,47,80,591,336,9,5,1.2,6684,80,170,0,513,32,8,0,"50",-16,20
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4603,779,3820,0,4,4560,664,106,9,0,410,355,5,770,13,26,105,117,92,117,125,114,52,17,1,"0 to 94","48",447,110,126,87,105,556,109,115,4,67,2,1,8,779,360,414,770,9,0,11820,30,12647,11850,779,45,1361,0,1406,3.2,14053,824,5181,6009,"5.6",5.9,17.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","10","2.7","7.4","20.4","%","%","%","%",1,0,9,119,69,16,9,1.2,756,9,23,0,56,6,0,0,"8",1,1
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,616,85,530,0,1,610,79,4,2,0,49,34,0,83,1,3,9,12,7,9,23,12,6,3,0,"0 to 85","55",51,26,2,4,4,74,5,7,0,3,0,0,1,85,34,51,83,2,0,2175,3,2264,2178,85,7,540,0,547,1.28,2811,92,1070,1163,"9.9",3.3,14.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","66.7","125","359","%","%","%","%",0,0,1,7,3,9,4,1.2,83,1,2,0,8,0,0,0,"0",0,1
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3774,1142,2630,1,1,3752,1083,52,7,0,653,471,11,1135,28,72,166,209,215,188,123,77,44,19,1,"0 to 98","39",299,380,85,371,192,513,430,175,0,94,0,0,13,1142,471,660,1134,7,1,8439,13,9627,8452,1142,14,161,0,175,8,9802,1156,2791,3949,"8.6",11.8,30.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","30.8","48.8","13.3","%","%","%","%",8,6,13,175,94,16,9,1.1,1090,12,52,1,137,7,1,0,"115",0,3
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1026,303,720,0,3,1023,271,32,0,0,148,155,0,303,10,13,43,44,41,42,40,20,26,24,0,"0 to 100","45",228,17,22,36,42,214,47,18,0,6,0,0,0,303,155,148,303,0,0,2937,0,3246,2937,303,3,70,0,73,4.11,3319,306,790,1099,"6.2",9.2,29.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","900","600","10.5","37.2","%","%","%","%",25,0,0,18,6,6,2,0,290,0,13,0,38,1,0,0,"39",0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,562,384,178,0,0,562,382,2,0,0,99,285,0,384,6,5,41,96,113,64,43,10,4,2,0,"0 to 89","38",271,59,13,41,151,139,94,38,0,25,0,0,3,384,285,99,384,0,0,670,0,1055,670,384,2,20,0,22,9.09,1077,386,198,584,"4.4",35.8,68.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","1","50","43.8","12.3"," case","%","%","%",0,0,3,38,25,10,7,0.8,293,3,91,0,16,1,0,0,"184",0,2
