"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,21409,575,874,2402,2696,2844,2927,3032,3018,2249,753,39,"0 to 105",49,11378,9883,148,21030,379,0,930,16281,4881,199,7815,13438,3,153,20874,7343,372,84,16,3897,3784,34,7715,213,409,1408,1318,1342,1213,925,510,332,144,1,"0 to 101","39",3664,411,586,3054,3112,1653,2950,809,22,512,12,6,107,7815,3841,3935,7715,100,0,42227,279,50368,42506,7815,404,11524,1,11929,3.39,62297,8219,24962,33338,"9.2",13.2,38.4,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","18","37.8","18.2","9.8","%","%","%","%",83,44,113,831,524,11,7,1.4,7577,111,238,2,887,52,18,0,"8",-1,13
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,4400,105,128,335,601,627,630,805,636,313,211,9,"0 to 119",51,2179,2143,78,4381,19,0,383,3147,1177,20,1245,3152,0,3,4378,1151,88,6,0,361,878,0,1239,25,38,124,243,242,219,178,111,43,22,0,"0 to 97","43",427,253,75,484,76,584,579,16,0,62,0,0,5,1245,883,362,1239,6,0,7957,13,9248,7970,1245,12,232,0,244,4.92,9492,1257,3384,4644,"6.7",13.2,28.6,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","16","22","592.8","235.6","%","%","%","%",13,0,5,16,62,2,5,0.4,1181,4,64,1,83,0,0,0,"549",0,1
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,219430,2679,4417,20437,37420,35647,39627,35497,23033,12853,7123,697,"0 to 225",47,113832,104321,1277,217725,1704,1,5495,196167,23765,1075,84238,134911,93,188,217446,82348,1141,740,9,42022,41179,288,83489,1069,2229,10516,16474,14235,15058,11724,6774,3792,2274,93,"0 to 108","43",29784,8402,3319,41984,31395,10407,41687,8871,57,4724,32,16,1302,84238,41566,42361,83488,749,1,409070,939,495185,410009,84238,3344,55163,2,58509,5.72,553694,87582,190074,277939,"10.2",15.8,39.9,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","19.1","34.7","13.4","4.6","%","%","%","%",1125,567,1318,8928,4756,11,6,1.6,81026,1289,3212,29,4722,388,55,13,"1368",33,164
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3219,93,182,317,475,486,549,561,315,164,73,4,"0 to 102",46,1321,1776,122,3208,11,0,127,2169,1036,17,1067,2141,0,11,3197,936,130,1,0,439,624,3,1066,36,101,145,213,199,160,126,61,15,11,0,"0 to 97","36",697,100,37,232,572,248,246,153,0,87,0,0,13,1067,624,440,1066,1,0,6702,10,7798,6712,1067,7,158,0,165,4.24,7963,1074,2299,3384,"9.3",13.5,33.4,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","40","41.7","205.1","3.7","%","%","%","%",1,0,13,153,87,15,9,1.2,1055,13,12,0,167,7,3,0,"137",0,2
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,943,23,38,78,109,157,117,148,146,84,42,1,"0 to 118",51,562,367,14,943,0,0,30,743,171,3,179,764,0,0,943,147,32,0,0,101,77,1,179,0,11,19,23,28,21,22,29,21,5,0,"6 to 91","48",130,15,1,33,1,137,41,31,0,19,0,0,4,179,77,101,179,0,0,1758,0,1937,1758,179,0,31,0,31,0,1968,179,795,974,"5.9",9.1,19,"2020-07-12 05:00:00","2020-07-18 05:00:00","YES","NO","NO","NO","did not change","increased by","increased by","increased by","","50","140","20.4","","%","%","%",0,0,4,31,19,18,11,2.2,160,4,19,0,18,0,0,0,"4",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,62687,1097,1632,6888,11184,9439,9490,10175,7207,3609,1832,134,"-6 to 119",46,34241,27686,760,61971,716,0,1401,56589,4478,244,16546,46031,10,100,61865,15141,1220,170,15,8594,7672,95,16361,210,615,2853,4036,2826,2362,1830,1036,481,288,9,"0 to 102","36",4008,5101,1489,5763,1368,7730,7263,868,24,484,12,4,94,16546,7772,8676,16361,185,0,144870,520,162130,145390,16546,583,7676,3,8262,7.06,170392,17129,53707,70949,"7.7",10.1,27.3,"2020-07-12 05:00:00","2020-07-18 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","15.2","48.6","2.3","19.9","%","%","%","%",562,43,98,892,496,6,3,0.6,15903,97,643,1,1188,33,7,0,"73",-6,14
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,22341,512,613,2435,3293,2709,2963,3812,3126,1797,1020,61,"0 to 119",50,13145,9027,169,19096,3245,0,654,20211,2078,125,5765,16556,2,18,19076,5004,78,683,0,2724,2234,124,5082,64,182,1172,1170,817,697,690,455,328,189,1,"0 to 105","37",1992,1283,190,1617,153,3051,1878,486,3,264,4,3,58,5765,2519,3122,5082,683,0,45925,2518,54233,48443,5765,39,1175,0,1214,3.21,55447,5804,17731,23555,"7.6",10.5,26,"2020-07-12 05:00:00","2020-07-18 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","21.1","24.1","20.9","2.1","%","%","%","%",199,39,61,489,268,9,5,1.1,5557,60,208,1,396,26,7,0,"39",-1,5
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4426,65,58,275,456,520,630,847,841,506,222,6,"0 to 119",57,2569,1803,54,4387,39,0,203,3800,502,55,650,3771,0,5,4382,550,91,9,0,345,291,5,641,11,20,89,96,74,100,108,100,38,14,0,"0 to 94","49",362,90,113,76,78,458,105,96,4,55,2,1,7,650,296,349,641,9,0,10888,30,11579,10918,650,38,1160,0,1198,3.17,12777,688,4931,5624,"5.2",5.4,15.5,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","11.1","27.5","46.7","18.9","%","%","%","%",1,0,8,100,57,16,9,1.2,612,8,38,0,43,5,0,0,"8",0,2
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,579,8,11,33,45,48,72,132,134,78,18,0,"0 to 95",61,338,240,1,575,4,0,11,492,64,13,56,522,0,1,574,52,3,1,0,32,23,0,55,0,2,4,8,5,8,14,8,5,2,0,"7 to 85","55",37,14,0,4,2,48,5,7,0,3,0,0,0,56,23,33,55,1,0,1938,3,1999,1941,56,1,466,0,467,0.21,2466,57,988,1046,"8.9",2.3,9.8,"2020-07-12 05:00:00","2020-07-18 05:00:00","YES","YES","NO","YES","did not change","did not change","increased by","decreased by","","","27.8","35.4","","","%","%",0,0,0,7,3,13,6,0,52,0,4,0,4,0,0,0,"0",0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3428,70,143,292,571,593,585,510,410,163,89,2,"0 to 119",45,2299,1111,18,3408,19,1,73,2943,560,22,808,2618,1,1,3407,773,29,6,0,495,299,8,802,18,52,97,149,168,133,84,54,35,18,0,"0 to 98","39",236,304,46,216,115,422,265,133,0,81,0,0,10,808,299,501,801,6,1,7255,13,8098,7268,808,9,125,0,134,6.72,8232,817,2743,3562,"7.7",9.9,23.8,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","87.5","26.3","75.4","7.2","%","%","%","%",2,4,10,133,81,17,11,1.2,779,10,29,0,93,5,1,0,"115",0,2
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,921,31,29,107,122,128,138,133,111,82,40,0,"0 to 118",49,517,395,9,921,0,0,29,704,241,4,217,704,0,0,921,191,26,0,0,94,122,1,217,9,10,32,36,34,35,28,16,14,3,0,"0 to 94","40",150,17,18,32,34,143,40,14,0,4,0,0,0,217,122,94,217,0,0,2727,0,2949,2727,217,3,69,0,72,4.17,3021,220,773,993,"5.6",7.3,23.9,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","50","60","290.5","157.7","%","%","%","%",3,0,0,14,4,7,2,0,201,0,16,0,27,1,0,0,"37",0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,458,10,16,56,96,98,64,49,35,26,7,1,"0 to 90",39,191,266,1,458,0,0,53,249,273,0,281,177,0,0,458,279,2,0,0,91,190,0,281,4,5,39,73,74,45,29,8,2,2,0,"1 to 89","37",202,57,13,9,134,130,17,33,0,21,0,0,1,281,190,91,281,0,0,633,0,915,633,281,2,17,0,19,10.53,934,283,194,477,"3.6",30.3,61.8,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","increased by","100","75","690","187.3","%","%","%","%",0,0,1,33,21,12,8,0.4,264,1,17,0,14,1,0,0,"175",0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,787,20,31,69,85,83,136,145,131,67,20,0,"0 to 94",53,451,333,3,726,61,0,35,602,146,17,141,646,0,0,726,131,3,7,0,75,59,0,134,2,8,25,21,23,34,14,12,1,1,0,"1 to 89","42",86,38,3,7,12,113,9,31,2,8,2,0,0,141,65,76,134,7,0,2462,54,2661,2516,141,0,66,0,66,0,2727,141,712,853,"5.3",5.2,17.9,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","100","25","38.9","21.8","%","%","%","%",0,0,0,33,10,24,8,0,135,0,6,0,14,0,0,0,"3",0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2191,32,51,203,571,437,343,253,180,74,43,4,"0 to 118",40,566,1604,21,2185,6,0,58,1908,497,11,509,1681,0,1,2184,475,31,2,1,178,328,0,506,21,34,73,122,88,79,57,25,8,2,0,"0 to 86","35",200,261,35,10,81,271,154,69,1,18,0,0,2,509,330,179,506,3,0,3046,3,3560,3049,509,1,44,0,45,2.22,3605,510,1725,2236,"15.7",14.1,23.3,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","133.3","10","88.6","62.8","%","%","%","%",0,0,2,70,18,14,4,0.4,505,2,4,0,77,9,0,0,"223",0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1660,58,154,256,307,214,214,196,155,77,29,0,"0 to 94",37,896,740,24,1652,8,0,71,694,876,15,706,953,1,0,1651,468,232,5,1,357,339,4,700,23,77,127,148,101,90,62,50,21,7,0,"0 to 93","33",522,73,75,30,487,186,27,107,3,59,3,1,4,706,343,359,700,6,0,3034,2,3745,3036,706,7,51,0,58,12.07,3803,713,1004,1718,"6.3",18.7,43,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","YES","NO","YES","decreased by","decreased by","increased by","decreased by","36.4","33.3","8.3","8.5","%","%","%","%",5,1,5,110,62,16,9,0.7,694,5,12,0,128,9,0,0,"2",0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3247,122,160,460,597,519,467,412,236,155,111,8,"0 to 104",40,1599,1633,15,3245,2,0,312,1752,1290,12,1355,1891,0,1,3244,1310,45,0,0,581,769,5,1355,39,69,221,294,246,210,137,73,41,24,1,"0 to 101","37",1087,145,41,82,934,357,64,220,0,120,0,0,30,1355,769,581,1355,0,0,5492,2,6860,5494,1355,12,123,0,135,8.89,6995,1367,2014,3382,"8.4",19.5,42.1,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","41.7","36","48.6","2.6","%","%","%","%",17,18,30,220,120,17,9,2.2,1347,30,8,0,144,8,0,0,"60",6,2
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,5006,85,104,484,680,619,732,849,668,490,291,4,"0 to 102",52,2975,2016,15,4980,26,0,374,3815,1289,55,1179,3827,0,0,4980,959,208,11,1,619,548,0,1167,14,40,195,206,165,180,160,111,74,34,0,"0 to 100","42",810,102,91,164,173,709,285,221,2,123,2,1,13,1179,552,627,1167,12,0,13557,14,14753,13571,1179,25,1186,0,1211,2.06,15964,1204,5013,6217,"3.4",7.5,24.1,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","13.7","19.5","2.2","2.5","%","%","%","%",14,3,14,223,125,19,11,1.2,1110,14,69,0,75,4,0,0,"14",-3,5
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4419,83,88,257,497,425,526,694,775,682,372,20,"0 to 119",60,2615,1769,35,4353,66,0,130,3778,596,34,765,3648,0,6,4347,682,80,3,0,393,368,1,762,17,25,87,124,107,111,127,77,72,18,0,"0 to 95","47",403,137,109,113,224,392,146,176,2,113,1,0,15,765,371,393,762,3,0,11506,63,12346,11569,765,21,415,0,436,4.82,12782,786,4063,4855,"4.8",6.1,17.8,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","6.9","33","87.9","43","%","%","%","%",29,0,15,178,114,24,15,2,708,15,57,0,51,4,0,0,"20",-1,2
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,73432,1760,2402,8192,12526,10907,11198,11182,8283,4431,2038,513,"0 to 119",45,41082,31873,477,72975,457,0,1963,65466,6281,369,23706,49556,22,148,72805,23158,434,111,3,12404,10980,208,23592,502,1002,4239,5386,3754,3428,2529,1325,744,396,401,"0 to 104","36",7309,2881,2683,10719,5043,6470,12079,1726,13,975,10,3,235,23706,11030,12468,23592,114,0,163511,341,187814,163852,23706,456,15295,0,15751,2.9,203565,24162,64851,89183,"6.5",11.9,32.9,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","20.1","38.3","5.5","3.2","%","%","%","%",779,130,238,1739,985,8,5,1,23103,237,603,1,2027,125,11,0,"15",-9,47
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1080,21,21,97,163,159,179,179,162,71,26,2,"0 to 119",49,520,545,15,1063,17,0,23,781,277,20,303,776,1,0,1062,255,40,5,3,73,221,1,295,3,2,41,76,68,55,29,16,8,4,1,"1 to 93","38",172,77,18,28,18,222,55,15,0,9,0,0,1,303,223,79,295,8,0,3119,9,3437,3128,303,1,61,0,62,1.61,3499,304,837,1142,"5.9",8.7,28.1,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","YES","NO","YES","decreased by","did not change","increased by","decreased by","25","","212.5","16.9","%","","%","%",6,1,1,15,9,5,3,0.3,286,1,17,0,11,1,0,0,"157",1,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,7165,104,176,650,769,735,891,1097,1195,864,668,16,"0 to 119",57,4300,2826,39,7093,72,0,299,5531,1552,86,1585,5546,0,34,7061,1557,16,10,2,826,733,14,1573,30,89,285,279,219,214,164,129,99,76,1,"0 to 99","39",646,136,151,640,292,550,731,194,6,111,3,0,25,1585,741,830,1573,12,0,19384,58,21036,19442,1585,47,1838,0,1885,2.49,22921,1632,7384,9050,"6",7.1,22.8,"2020-07-12 05:00:00","2020-07-18 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","13.3","43.6","56.4","9","%","%","%","%",57,13,25,200,114,13,8,1.6,1504,24,81,1,166,5,1,0,"4",0,5
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3673,46,72,338,602,608,618,545,383,273,182,6,"0 to 105",47,1681,1910,82,3647,26,0,23,2765,757,43,831,2838,1,3,3643,776,43,11,1,313,502,4,819,7,21,89,146,151,143,107,78,46,43,0,"0 to 100","45",354,231,37,197,37,460,322,114,2,74,0,0,10,831,509,318,819,12,0,6859,14,7716,6873,831,21,149,0,170,12.35,7886,852,2987,3843,"7.9",10.8,23.2,"2020-07-12 05:00:00","2020-07-18 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","14.3","45","34.4","33.9","%","%","%","%",107,4,10,116,74,14,9,1.2,769,10,62,0,47,5,0,0,"291",-2,8
