"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,20516,5898,14595,5,18,20166,5638,179,69,12,3199,2595,23,5817,109,252,1688,1188,726,661,590,405,178,93,8,"0 to 118","31",2189,1693,688,1247,694,3578,1545,687,15,351,16,1,36,5898,2637,3237,5817,81,0,82538,249,88716,82787,5898,140,2347,0,2487,5.63,91203,6038,16942,23003,"8.7",6.6,29.4,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","increased by","3.3","","61.3","78.6","%","","%","%",0,14,37,702,367,12,7,0.6,5812,34,86,3,480,47,7,0,"132",0,3,"285",5802,"96",326,86,240,26.4
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2298,1286,977,0,35,2204,1104,181,0,1,371,914,0,1285,6,24,144,280,287,219,175,96,45,10,0,"0 to 97","40",621,165,47,452,16,732,537,85,0,54,0,0,6,1286,914,372,1285,1,0,5854,57,7222,5911,1286,4,72,0,76,5.26,7298,1290,1049,2374,"8.5",17.7,56.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","20","85.7","205.7","120.3","%","%","%","%",0,3,6,85,54,7,5,0.5,1281,6,5,0,51,4,0,1,"575",0,0,"34",1266,"20",40,5,35,12.5
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8670,5583,3070,1,16,8546,5355,141,85,2,2710,2743,43,5496,64,118,851,1052,922,940,790,491,248,87,20,"0 to 99","42",3127,570,733,1066,415,3641,1440,684,17,319,6,5,87,5583,2795,2745,5496,87,0,26342,30,32021,26372,5583,84,1288,0,1372,6.12,33393,5667,4358,10042,"5.5",17,65.4,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","8.3","16.7","26","36.5","%","%","%","%",0,17,92,701,325,13,6,1.6,5557,92,26,0,310,16,5,1,"438",0,3,"340",4941,"642",85,26,59,30.6
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2447,881,1565,0,1,2443,657,223,1,0,409,471,0,880,13,46,119,135,133,147,146,73,50,19,0,"0 to 107","44",551,225,46,58,28,753,99,90,0,53,0,0,5,881,472,409,880,1,0,5308,2,6211,5310,881,9,97,0,106,8.49,6317,890,1662,2553,"9.5",14.1,36.4,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","53.8","7.4","42.7","21","%","%","%","%",0,2,5,90,53,11,7,0.6,871,5,10,0,88,4,0,0,"241",0,0,"55",866,"15",27,10,17,37
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26731,7787,18924,0,20,26680,7620,142,22,3,4202,3529,31,7762,77,239,1276,1255,1091,1088,1142,709,494,396,20,"0 to 105","44",4058,971,678,2055,916,4385,2461,1291,7,722,4,1,245,7787,3542,4214,7762,25,0,89624,16,97487,89640,7787,279,5807,1,6087,4.58,103574,8066,24731,32818,"5.7",7.8,30.2,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","14.6","15.6","49.8","32.8","%","%","%","%",0,137,246,1298,726,17,10,3.2,7742,238,45,8,481,51,6,0,"66",0,22,"1107",7519,"268",194,45,149,23.2
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,170312,73869,96308,30,105,168342,67982,5272,575,40,38230,34889,135,73254,1602,4082,10759,14087,12715,11959,9854,4979,2452,1331,49,"0 to 104","39",30446,19588,9737,13483,27827,32385,13042,9979,97,5542,76,26,1258,73869,35278,38455,73254,615,0,452217,1236,528190,453453,73869,3918,48347,11,52276,7.49,580466,77787,144655,222588,"11.7",13.4,45.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","2.7","28.7","30.2","0.5","%","%","%","%",0,353,1284,10076,5618,14,8,1.7,73696,1270,173,14,7675,561,80,0,"353",1,52,"3001",73326,"543",1867,173,1694,9.3
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1241,588,652,0,1,1239,567,20,1,0,251,335,1,587,5,22,63,111,103,83,74,57,42,28,0,"0 to 99","44",383,92,39,73,25,477,85,59,1,32,1,0,9,588,336,251,587,1,0,4162,0,4760,4162,588,4,36,0,40,10,4800,592,688,1281,"8.9",12.3,47.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","50","48.6","36","","%","%","%",0,6,9,60,33,11,6,1.5,586,10,2,-1,40,0,0,0,"169",0,-1,"82",553,"35",14,2,12,14.3
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7795,2827,4960,1,7,7764,2583,237,6,1,1495,1314,11,2820,24,64,297,313,309,409,510,415,273,213,0,"0 to 101","54",2203,174,248,195,237,2289,294,357,1,355,1,0,119,2827,1316,1499,2820,7,0,28149,16,31029,28165,2827,138,2908,0,3046,4.53,34075,2965,7868,10841,"6.1",8.7,38,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","72.7","84","2.3","11.8","%","%","%","%",0,59,119,358,356,13,13,4.2,2821,118,6,1,134,10,2,0,"64",0,5,"457",2714,"113",78,6,72,7.7
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6963,2386,4508,1,68,6880,1511,868,4,3,1301,1071,7,2379,18,85,302,278,263,351,407,316,226,128,12,"0 to 100","52",1891,132,187,169,120,1980,279,222,0,250,1,0,70,2386,1076,1303,2379,7,0,20962,7,23366,20969,2386,61,1433,0,1494,4.08,24860,2447,5941,8457,"5.9",9.8,35.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","55","90.1","33.5","%","%","%","%",0,20,70,222,251,10,11,2.9,2355,67,31,3,201,5,2,0,"56",0,9,"406",2370,"16",130,31,99,23.8
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12722,4308,8396,1,17,12671,4156,137,15,0,2324,1936,33,4293,43,155,664,619,687,777,591,397,250,124,1,"0 to 100","44",2325,671,412,885,420,2884,989,705,2,321,3,0,81,4308,1946,2329,4293,15,0,38644,18,42996,38662,4308,105,1975,0,2080,5.05,45076,4413,10371,14802,"7.1",9.8,34.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","21.9","15.7","7.4","%","%","%","%",0,46,81,707,324,17,8,1.9,4282,81,26,0,328,32,2,0,"44",0,2,"475",4074,"234",312,26,286,8.3
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,26071,12096,13931,3,41,25640,11546,442,92,16,6099,5844,45,11988,328,622,2011,1935,2017,1917,1488,882,585,308,3,"0 to 104","40",5997,743,1399,3849,4845,3198,3945,1410,25,873,15,7,188,12096,5906,6145,11988,108,0,60981,282,73438,61263,12096,968,14371,1,15340,6.31,88778,13064,28302,41411,"11.4",14.7,50.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","9.5","16.9","6.3","31.9","%","%","%","%",0,83,195,1435,888,12,8,1.6,12071,194,25,1,1328,109,25,0,"82",0,8,"674",11354,"742",149,25,124,16.8
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,6534,3467,3060,0,7,6501,3135,319,10,3,1092,2361,1,3454,62,129,341,620,665,592,517,328,150,62,1,"0 to 102","43",2080,1070,141,163,222,3030,202,96,1,196,2,0,43,3467,2369,1097,3454,13,0,12572,13,16108,12585,3467,28,358,0,386,7.25,16494,3495,3418,6920,"10",21.2,53.5,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","YES","YES","increased by","increased by","decreased by","decreased by","56.2","13.5","7.5","16.2","%","%","%","%",0,9,43,97,198,3,6,1.2,3458,39,9,4,240,1,3,8,"1526",0,5,"245",3265,"202",42,9,33,21.4
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,299266,162894,135793,91,488,296476,159814,1823,1237,20,81900,78752,985,161637,2525,5914,21210,29760,27042,29247,22894,12703,7166,3928,505,"0 to 108","43",63956,14325,20279,63077,75059,20798,65780,14627,96,7480,40,20,2789,162894,79404,82446,161636,1257,1,684774,973,850676,685747,162894,10918,83071,3,93992,11.62,944668,173812,218864,393258,"14.5",18.4,58.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","2","30.6","6.7","4.8","%","%","%","%",0,720,2809,14723,7520,10,5,1.7,162433,2760,461,49,11679,999,157,34,"1898",2,190,"5647",161867,"1027",3915,461,3454,11.8
