"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,24907,10977,13733,3,194,24287,10416,417,128,16,5469,5245,119,10833,301,560,1823,1782,1842,1746,1344,793,523,259,4,"0 to 104","40",5339,664,1148,3682,4355,2709,3769,1254,25,774,15,6,159,10977,5311,5512,10833,144,0,54944,291,66283,55235,10977,800,13575,1,14376,5.56,80659,11777,27308,39283,"10.8",14.6,47.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","NO","increased by","decreased by","decreased by","increased by","14","2","8.3","16.7","%","%","%","%",76,66,165,1279,789,12,8,1.5,10918,160,59,5,1190,88,26,0,"53",0,16,"570",10449,"528"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,6141,3071,3066,0,4,6113,2789,271,9,2,912,2146,2,3060,57,104,291,572,590,536,456,278,135,51,1,"0 to 102","43",1355,564,130,1011,147,1727,1186,65,1,156,2,0,26,3071,2154,915,3060,11,0,11189,13,14329,11202,3071,18,311,0,329,5.47,14658,3089,3377,6470,"9.4",21.1,50.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","4.8","11.1","42.3","18","%","%","%","%",66,5,26,66,158,3,6,0.8,3045,26,26,0,193,0,1,5,"1455",0,10,"217",2938,"133"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,282284,146990,134769,93,432,279848,144297,1734,949,10,73823,71251,957,146031,2181,5021,18831,27203,24597,26502,20660,11517,6482,3595,401,"0 to 120","43",54372,12634,15868,63157,62552,17558,65921,13196,70,6785,38,16,2126,146990,71717,74246,146030,959,1,602018,991,751919,603009,146990,8250,76317,3,84570,9.76,836489,155240,211086,366854,"13.5",18.6,55,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","0.7","41.9","31.9","3.9","%","%","%","%",1450,636,2142,13266,6823,10,5,1.5,146026,2097,964,45,9918,830,127,30,"1606",1,217,"5193",146906,"84"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3672,1424,2240,1,7,3651,1288,133,3,0,579,839,3,1421,43,122,203,272,269,220,167,85,31,12,0,"0 to 97","37",874,145,95,307,678,395,348,206,1,104,1,0,21,1424,840,581,1421,3,0,8466,13,9910,8479,1424,85,558,0,643,13.22,10553,1509,2798,4315,"11.9",14.3,41.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","50","71.4","16.9","12.2","%","%","%","%",2,0,21,207,105,15,8,1.5,1422,20,2,1,204,11,3,0,"214",0,3,"30",1418,"6"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1435,609,825,0,1,1433,569,39,1,0,210,398,0,608,4,20,57,104,135,100,87,65,30,7,0,"0 to 91","43",409,136,14,49,35,509,64,55,0,35,0,0,4,609,398,211,608,1,0,3793,0,4414,3793,609,3,41,0,44,6.82,4458,612,866,1479,"9",13.7,42.6,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","33.3","33.3","83.6","65.4","%","%","%","%",0,0,4,55,35,10,6,0.7,595,4,14,0,38,0,0,0,"248",0,0,"23",601,"8"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,71725,24836,46674,12,203,70721,22827,1748,239,22,12941,11396,238,24575,360,1035,3948,5625,4075,3670,2988,1786,836,480,33,"0 to 103","38",6257,8202,2555,7561,2014,12615,9946,1507,32,796,17,8,230,24836,11536,13059,24575,261,0,196515,553,222119,197068,24836,1102,11831,2,12935,8.52,235054,25938,58505,84660,"9.2",11,36.2,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","23.5","40.1","32.7","18.7","%","%","%","%",584,87,238,1539,813,7,4,1,24731,230,105,8,1936,65,14,0,"129",0,33,"1111",24530,"306"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,26624,10405,16213,1,5,23137,9377,92,936,0,4752,4613,104,9469,130,385,1792,2022,1602,1386,1320,882,558,305,23,"0 to 105","39",3612,2256,798,2803,333,5955,3181,1056,11,637,9,10,159,10405,5015,5286,9469,936,0,63688,2648,76794,66336,10405,123,1673,0,1796,6.85,78590,10528,17886,28420,"9.1",13.4,39.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","7.9","10.8","54.3","35.5","%","%","%","%",261,76,169,1067,646,11,7,1.6,10317,162,88,7,780,54,14,0,"844",0,28,"957",10397,"8"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5108,1170,3931,0,7,5060,1029,130,11,0,639,516,4,1159,18,52,160,166,152,187,184,149,79,22,1,"0 to 94","47",656,179,236,88,184,860,115,157,5,94,3,1,14,1170,522,644,1159,11,0,14882,30,16101,14912,1170,59,1510,0,1569,3.76,17670,1229,5441,6677,"6.2",7,24.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","31.2","21.1","37.9","21.5","%","%","%","%",4,1,15,162,97,14,9,1.3,1163,15,7,0,97,8,1,0,"9",0,1,"71",1144,"26"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,1054,479,573,0,2,1046,467,9,3,0,94,382,0,476,0,13,40,132,104,71,78,29,10,2,0,"6 to 85","39",267,196,5,8,40,376,60,14,0,6,0,0,3,479,383,96,476,3,0,3683,3,4170,3686,479,7,543,0,550,1.27,4720,486,1116,1604,"13.7",10.3,46.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","did not change","increased by","decreased by","decreased by","","100","81.7","34","","%","%","%",0,0,3,14,6,3,2,0.6,472,3,7,0,20,0,0,0,"318",0,1,"4",477,"2"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,4693,2060,2625,1,7,4664,2001,51,8,0,1021,1001,30,2052,50,123,270,358,398,362,248,136,66,31,18,"0 to 105","40",559,772,301,420,359,1096,597,285,0,151,0,0,29,2060,1002,1028,2051,8,1,11650,16,13770,11666,2060,19,182,0,201,9.45,13971,2079,2807,4894,"10.6",14.9,44.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","NO","increased by","decreased by","decreased by","decreased by","200","21.1","51.9","32.2","%","%","%","%",3,7,29,285,151,14,8,1.4,2046,28,14,1,234,10,1,0,"301",0,8,"69",2014,"46"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1186,416,767,0,3,1183,384,32,0,0,221,195,0,416,10,18,61,68,47,53,53,29,35,42,0,"0 to 106","45",340,27,20,29,60,323,33,48,0,27,0,0,8,416,195,221,416,0,0,3476,0,3900,3476,416,5,79,0,84,5.95,3984,421,846,1270,"7.2",10.6,35.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","increased by","decreased by","decreased by","80","66.7","18.2","1.1","%","%","%","%",9,4,8,48,27,12,7,1.9,405,7,11,1,44,6,0,0,"43",0,2,"72",412,"4"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,611,423,188,0,0,611,421,2,0,0,119,304,0,423,6,11,46,102,122,68,50,10,6,2,0,"0 to 89","38",306,79,23,15,181,219,23,46,0,30,0,0,3,423,304,119,423,0,0,767,0,1191,767,423,2,23,0,25,8,1216,425,211,636,"4.8",35,69.6,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","decreased by","decreased by","increased by","increased by","100","100","77.8","45.7","%","%","%","%",0,0,3,46,30,11,8,0.7,422,3,1,0,29,2,0,0,"270",0,0,"5",423,"0"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,1519,760,757,0,2,1454,746,4,10,0,284,466,0,750,12,42,71,124,112,135,158,73,23,10,0,"0 to 94","46",464,253,16,17,40,666,44,110,3,44,2,0,5,760,473,287,750,10,0,4371,55,5192,4426,760,1,87,0,88,1.14,5280,761,844,1607,"10",14.4,50.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","increased by","50","12.5","65.1","7.4","%","%","%","%",2,0,5,113,46,15,7,0.7,756,4,4,1,65,2,0,0,"267",0,3,"12",746,"14"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2309,640,1668,0,1,2300,538,97,4,1,238,397,0,635,24,43,97,136,104,100,76,40,14,6,0,"0 to 90","37",281,300,45,9,92,386,157,82,1,23,0,0,4,640,400,240,635,5,0,4439,3,5084,4442,640,2,56,0,58,3.45,5142,642,1724,2367,"16.6",12.5,27.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","decreased by","200","33.3","48.5","87","%","%","%","%",0,0,4,83,23,13,4,0.6,635,4,5,0,90,9,0,0,"239",0,0,"21",633,"7"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,2104,1019,1081,1,3,2091,736,276,6,1,469,538,5,1012,26,86,181,198,154,155,111,70,30,8,0,"0 to 93","36",741,91,117,63,629,311,72,142,3,107,3,1,8,1019,543,471,1012,7,0,5479,2,6511,5481,1019,14,84,0,98,14.29,6609,1033,1165,2202,"8.1",15.6,49.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","50","33.3","56","8.8","%","%","%","%",3,2,9,145,110,15,11,0.9,1012,9,7,0,158,11,0,0,"91",0,1,"45",1019,"0"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3878,1886,1991,1,0,3873,1832,52,2,0,852,1028,4,1884,59,127,308,374,336,278,204,112,56,32,0,"0 to 101","37",1493,218,74,99,1281,519,84,299,0,163,0,0,39,1886,1029,853,1884,2,0,6936,2,8843,6938,1886,27,161,0,188,14.36,9031,1913,2152,4066,"10.1",21.2,49.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","NO","NO","did not change","decreased by","increased by","decreased by","","50","15.5","25","","%","%","%",15,19,39,299,163,16,9,2.1,1884,39,2,0,258,14,1,0,"64",0,1,"88",1882,"4"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,6276,2284,3988,0,4,6242,1941,327,14,2,1254,1008,6,2268,29,75,298,353,311,344,317,240,170,122,25,"0 to 101","47",1709,242,289,28,407,1811,50,427,2,302,2,1,61,2284,1013,1265,2268,16,0,18211,14,20523,18225,2284,65,1565,0,1630,3.99,22153,2349,5553,7906,"4.3",10.6,37.4,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","31.6","37.3","24.7","7.4","%","%","%","%",67,25,62,429,304,19,14,2.7,2255,61,29,1,145,10,2,0,"22",0,11,"366",2237,"47"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,5426,1639,3779,0,8,5350,1497,136,6,0,867,765,1,1633,28,66,186,267,217,244,250,170,141,70,0,"0 to 99","47",975,251,217,190,451,920,262,347,2,179,1,0,42,1639,769,869,1633,6,0,15429,62,17141,15491,1639,35,556,0,591,5.92,17732,1674,4335,6017,"5.9",9.4,30.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","69.2","48.4","3.3","12","%","%","%","%",31,5,42,349,180,22,11,2.6,1632,41,7,1,121,10,1,2,"51",0,5,"269",1639,"0"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,84499,34605,49667,22,205,83791,33878,586,136,5,18274,15925,265,34464,751,1588,5740,7284,5599,5217,3930,2141,1205,674,476,"0 to 119","37",11751,4479,4700,13534,8612,10171,15681,2796,20,1546,14,5,490,34605,15988,18351,34464,141,0,223328,350,258789,223678,34605,1484,21086,0,22570,6.58,281359,36089,70753,107069,"7.8",12.8,42.7,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","9.2","29.5","34.8","6.3","%","%","%","%",740,228,495,2816,1560,9,5,1.4,34368,492,237,3,3211,193,28,0,"61",0,95,"1991",34450,"155"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1402,556,842,0,4,1379,475,71,7,3,216,329,1,546,12,21,78,111,107,93,61,47,18,8,0,"0 to 96","39",389,81,38,38,25,436,85,36,0,17,0,0,4,556,333,222,546,10,0,3848,9,4420,3857,556,5,96,0,101,4.95,4521,561,938,1503,"7.7",12.4,40,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","83.3","83.3","40.4","38.4","%","%","%","%",3,2,4,36,17,7,4,0.7,534,4,22,0,46,2,0,1,"178",0,1,"35",544,"12"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,8404,2668,5684,0,52,8282,2635,18,13,2,1433,1197,23,2653,49,140,412,407,369,377,321,230,199,163,1,"0 to 101","43",1203,319,308,823,537,1104,1012,388,7,218,3,0,67,2668,1207,1438,2653,15,0,25925,56,28661,25981,2668,96,2367,0,2463,3.9,31124,2764,8051,10867,"7.2",8.9,32.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","50","82.1","37.2","23.4","%","%","%","%",85,31,67,395,221,15,9,2.5,2661,67,7,0,271,11,2,0,"4",0,10,"306",2667,"1"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,4989,2111,2872,0,6,4952,2034,61,15,1,627,1463,5,2095,22,56,198,443,418,375,288,150,93,68,0,"0 to 100","43",879,407,97,712,76,878,1141,154,2,105,0,0,53,2111,1471,635,2095,16,0,11301,18,13444,11319,2111,36,214,0,250,14.4,13694,2147,3086,5239,"10.8",15.7,43,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","did not change","decreased by","decreased by","decreased by","","78.6","2.3","10.2","","%","%","%",57,40,53,156,105,8,5,2.5,2036,53,75,0,106,6,0,3,"1008",0,12,"309",2082,"29"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,1085,474,608,1,2,1073,416,52,6,0,118,350,0,468,5,8,47,85,78,87,94,47,15,8,0,"0 to 95","46",184,253,21,10,23,410,35,42,2,27,0,0,5,474,355,119,468,6,0,2661,4,3154,2665,474,3,105,0,108,2.78,3262,477,713,1193,"8.5",14.6,44,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","75","88.9","79.5","","%","%","%",0,4,5,44,27,10,6,1.1,469,5,5,0,25,1,2,0,"272",0,0,"28",469,"5"
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,1352,1030,318,0,4,1348,1006,24,0,0,116,914,0,1030,5,8,80,336,287,146,97,44,18,9,0,"1 to 98","37",429,162,29,410,65,477,488,32,0,11,0,0,4,1030,914,116,1030,0,0,1214,0,2251,1214,1030,2,16,0,18,11.11,2269,1032,334,1370,"15.7",45.5,76.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","did not change","decreased by","increased by","increased by","","33.3","2241.7","222.2","","%","%","%",23,0,4,32,11,4,2,0.4,1009,2,21,2,14,1,0,0,"298",0,2,"31",1021,"9"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,20994,5698,15123,0,173,20668,5595,69,34,0,2904,2646,114,5664,100,224,853,999,893,882,770,506,306,139,26,"0 to 103","42",1863,707,1131,1963,879,2360,2425,527,13,326,5,1,89,5698,2665,2918,5664,34,0,63416,124,69324,63540,5698,232,6009,0,6241,3.72,75565,5930,21132,27235,"8.1",7.8,28.2,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","increased by","12.2","28.6","9.9","13.7","%","%","%","%",175,25,90,540,331,10,6,1.6,5650,87,48,3,476,17,4,0,"149",0,21,"290",5647,"51"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,41397,17495,23868,2,32,40195,16413,783,291,8,8965,8036,195,17196,315,615,2692,3173,2807,2757,2231,1437,838,578,52,"0 to 103","41",7400,1712,857,7227,3952,5672,7572,2166,23,1229,20,8,384,17495,8197,9099,17195,299,1,102816,928,121297,103744,17495,658,9714,1,10373,6.34,131670,18153,33582,51770,"7.2",13.8,43.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","28.4","32.2","2.1","8.5","%","%","%","%",353,193,392,2189,1249,13,8,2.2,17451,383,44,9,1333,102,16,0,"91",1,33,"1365",17324,"171"
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,18209,5516,12651,2,40,17846,5339,57,116,4,2856,2526,14,5396,84,222,1845,1068,715,624,545,244,92,57,20,"0 to 105","29",1638,1732,633,1393,389,2885,2122,414,14,152,10,7,27,5516,2590,2912,5395,120,1,58694,225,64551,58919,5516,130,2649,0,2779,4.68,67330,5646,15300,20988,"7.3",8.4,31,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","did not change","decreased by","decreased by","decreased by","","46.3","23.1","17","","%","%","%",112,8,34,428,162,8,3,0.6,5443,34,73,0,454,27,4,0,"153",0,1,"188",5056,"460"
