"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19480,4865,14596,5,14,19154,4636,169,48,12,2633,2147,25,4805,87,206,1255,1063,617,573,504,336,141,76,7,"0 to 103","32",1634,1463,570,1138,564,2884,1357,463,14,254,16,1,31,4865,2181,2658,4805,60,0,73201,250,78347,73451,4865,100,2049,0,2149,4.65,80496,4965,16645,21629,"8.2",6.2,25.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","26.5","0.6","2.3","%","%","%","%",97,11,32,477,270,10,6,0.7,4813,32,52,0,403,33,7,0,"85",0,4,"198",4807,"58"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2080,1108,943,0,29,1993,992,116,0,0,291,817,0,1108,5,17,114,258,259,190,159,63,33,10,0,"1 to 97","40",474,143,45,446,14,571,523,71,0,42,0,0,4,1108,817,291,1108,0,0,5299,57,6489,5356,1108,1,68,0,69,1.45,6558,1109,1011,2149,"7.7",16.9,53.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","decreased by","did not change","decreased by","decreased by","44.4","","67.6","45.4","%","","%","%",0,3,4,71,42,7,4,0.4,1098,4,10,0,39,3,0,0,"567",0,0,"31",1101,"7"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8102,5058,3029,0,15,7988,4841,138,77,2,2418,2506,55,4979,62,95,766,969,855,865,713,424,214,72,23,"0 to 99","42",2762,505,650,1062,365,3159,1455,591,16,265,6,5,69,5058,2553,2450,4979,79,0,24095,30,29240,24125,5058,58,1190,0,1248,4.65,30488,5116,4219,9350,"5.1",16.8,63.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","4.8","46.3","45.8","9.4","%","%","%","%",66,10,74,607,271,13,6,1.5,5003,74,55,0,274,15,4,1,"419",0,8,"266",4504,"554"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2095,618,1475,0,2,2091,479,139,0,0,243,375,0,618,12,21,71,90,100,112,111,51,36,14,0,"0 to 107","46",362,183,25,48,20,525,73,56,0,37,0,0,4,618,375,243,618,0,0,4430,2,5072,4432,618,7,88,0,95,7.37,5167,625,1563,2190,"8.1",12.1,29.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","60","36.4","52.2","58.4","%","%","%","%",5,2,4,56,37,10,6,0.6,613,4,5,0,44,0,0,0,"224",0,0,"43",613,"5"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25694,6797,18883,0,14,25653,6647,129,18,3,3629,3116,31,6776,67,179,1135,1134,977,975,982,602,404,322,20,"0 to 105","43",3535,836,604,1801,847,3817,2112,1098,6,587,3,1,194,6797,3126,3640,6776,21,0,82491,16,89361,82507,6797,211,5304,1,5516,3.83,94877,7008,24187,31210,"5.4",7.4,27.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","19.7","25","7.1","8.7","%","%","%","%",252,102,195,1104,590,17,9,2.9,6753,193,44,2,381,44,6,0,"62",0,26,"911",6694,"103"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,162496,68542,93789,34,131,160557,63115,4876,516,35,35455,32390,146,67991,1473,3771,9909,13160,11821,11157,9142,4591,2266,1215,37,"0 to 104","39",27560,18224,8072,14135,25173,29201,13617,9032,91,4914,71,26,1068,68542,32752,35643,67991,551,0,407407,1235,478042,408642,68542,3078,44733,10,47821,6.44,525863,71620,138522,210317,"11",13.6,44.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","22.1","45.3","0.8","6.4","%","%","%","%",680,266,1094,9123,4985,14,8,1.6,68068,1077,474,17,7088,535,73,0,"317",1,154,"2550",68393,"149"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1101,531,569,0,1,1100,514,17,0,0,220,310,1,531,4,14,55,105,97,72,69,51,37,27,0,"1 to 99","44",334,85,36,76,23,420,88,55,0,32,0,0,8,531,310,220,531,0,0,3740,0,4281,3740,531,4,32,0,36,11.11,4317,535,601,1137,"7.9",12.4,48.6,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","16.7","15.4","79.6","27.5","%","%","%","%",13,6,8,55,32,11,7,1.5,517,8,14,0,25,0,0,0,"163",0,0,"82",498,"33"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7438,2462,4966,1,9,7406,2229,227,5,1,1278,1167,11,2456,24,53,257,278,265,364,448,351,238,184,0,"0 to 101","54",1918,151,174,213,201,1951,304,285,1,301,1,0,107,2462,1169,1281,2456,6,0,25704,16,28215,25720,2462,107,2612,0,2719,3.94,30934,2569,7578,10157,"5.7",8.3,34.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","36.4","33","4.4","%","%","%","%",150,56,107,286,302,12,13,4.3,2435,106,27,1,114,5,1,0,"58",0,10,"367",2392,"70"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6303,1908,4358,1,36,6254,1145,758,4,1,1011,877,15,1903,17,68,246,227,220,291,352,242,154,73,18,"0 to 100","51",1497,112,141,153,101,1576,226,160,0,183,0,0,46,1908,881,1012,1903,5,0,18523,7,20448,18530,1908,39,1327,0,1366,2.86,21814,1947,5685,7669,"5.4",8.9,30.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","decreased by","increased by","decreased by","increased by","5.3","7.4","2","23.8","%","%","%","%",35,11,46,160,183,9,10,2.4,1882,46,26,0,162,4,2,0,"54",0,8,"219",1901,"7"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11855,3609,8224,1,21,11803,3466,131,12,0,1954,1626,17,3597,37,131,572,524,579,630,494,321,211,109,1,"0 to 100","44",1926,617,322,732,363,2421,813,579,1,264,1,0,70,3609,1632,1960,3597,12,0,33657,18,37304,33675,3609,77,1813,0,1890,4.07,39194,3686,10037,13745,"6.6",9.4,31.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","47.6","38.9","15.7","","%","%","%",82,38,70,580,265,17,8,1.9,3580,72,29,-2,276,25,2,0,"14",0,9,"435",3453,"156"
