"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,19726,504,789,2115,2428,2562,2637,2821,2904,2200,728,38,"0 to 105",50,10505,9084,137,19358,368,0,680,15491,3989,182,6227,13360,3,136,19219,5777,354,73,16,3058,3033,40,6131,178,330,1135,1044,1061,930,726,412,285,119,0,"0 to 101","38",2834,303,435,2559,2524,1220,2387,676,21,441,11,6,94,6220,3086,3094,6131,89,0,36432,279,42969,36711,6220,404,11524,1,11929,3.39,54898,6624,24884,31655,"8.7",12.1,33.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",52,38,100,697,452,12,8,1.6,5968,94,252,0,715,43,18,0,"7"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3663,100,114,269,450,457,485,701,573,300,205,9,"0 to 119",54,2064,1509,90,3645,18,0,301,3064,540,16,475,3185,0,3,3642,427,43,5,0,229,240,1,470,19,24,56,86,66,70,72,46,26,10,0,"0 to 97","43",221,158,58,33,62,371,37,14,0,60,0,0,4,475,244,230,470,5,0,6800,13,7293,6813,475,12,232,0,244,4.92,7537,487,3417,3907,"5.7",6.5,13.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",20,0,4,14,60,3,13,0.8,462,4,13,0,53,0,0,0,"41"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,200401,2345,3822,17834,33716,32455,36219,32893,21569,12087,6777,684,"0 to 225",47,103939,95270,1192,198778,1622,1,4910,179483,21711,1046,64450,135672,98,181,198501,62761,1019,655,9,31870,31775,135,63780,781,1643,7851,12598,10889,11487,9003,5249,2969,1894,80,"0 to 108","43",24452,7127,2269,29932,25343,8793,29644,8048,53,4397,31,15,1139,64444,32119,32167,63779,664,1,356248,945,422345,357193,64444,3344,55163,2,58509,5.72,480854,67788,190835,258910,"9.5",14.1,33.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",990,545,1154,8101,4428,13,7,1.8,60868,1132,3576,7,3433,331,49,11,"1232"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2949,83,155,285,423,432,503,530,302,161,71,4,"0 to 102",47,1242,1581,126,2939,10,0,115,2018,818,14,831,2111,0,7,2932,703,128,0,0,382,446,3,831,30,81,121,169,144,117,98,50,12,9,0,"0 to 92","35",601,90,32,108,503,209,119,137,0,80,0,0,11,831,446,382,831,0,0,5004,10,5852,5014,831,7,158,0,165,4.24,6017,838,2269,3114,"8.6",13.9,28.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,11,137,80,17,10,1.3,830,11,1,0,134,6,3,0,"22"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,860,21,27,75,96,142,110,141,133,73,41,1,"0 to 118",52,511,333,16,860,0,0,15,712,130,2,108,752,0,0,860,88,20,0,0,58,49,1,108,0,3,18,12,17,13,14,17,10,4,0,"6 to 91","50",82,15,1,10,0,93,15,23,0,14,0,0,4,108,49,58,108,0,0,1531,0,1639,1531,108,0,31,0,31,0,1670,108,783,891,"5.4",6.5,12.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","80","33.3","138.5","28","%","%","%","%",0,0,4,23,14,22,13,3.7,106,4,2,0,9,0,0,0,"3"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,59083,985,1452,6342,10464,8826,8926,9748,6954,3486,1769,131,"-6 to 119",46,32331,25961,791,58396,687,0,1179,54100,3828,232,12867,46107,11,98,58291,11794,915,142,13,6662,5963,84,12709,168,460,2307,3284,2198,1767,1375,763,329,207,6,"0 to 102","35",3244,3842,1130,4493,1157,6063,5489,700,22,411,11,3,81,12864,6048,6729,12709,155,0,125449,522,139018,125971,12864,583,7676,3,8262,7.06,147280,13447,53783,67345,"7.3",9.1,22.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.1","41.6","4.3","14.6","%","%","%","%",358,37,84,722,422,6,4,0.7,12287,76,577,5,901,27,6,0,"60"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,20871,484,542,2159,3013,2494,2775,3640,2995,1724,991,54,"0 to 119",51,12384,8418,69,17757,3114,0,489,19187,1652,110,4146,16709,2,14,17741,3518,78,550,0,1941,1632,23,3596,44,109,877,862,567,494,481,314,244,154,0,"0 to 105","36",1499,925,112,1060,116,2225,1255,354,2,182,1,3,53,4146,1863,2260,3596,550,0,38828,2546,45534,41374,4146,39,1175,0,1214,3.21,46748,4185,17884,22085,"7.1",9,20.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","1.3","0.5","22.8","8.3","%","%","%","%",135,37,56,356,183,9,5,1.4,3662,53,484,0,238,21,6,0,"28"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4251,59,51,247,436,494,609,818,813,501,217,6,"0 to 119",57,2472,1718,61,4212,39,0,169,3758,382,49,493,3755,0,3,4209,410,74,9,0,267,209,8,484,8,13,61,80,53,80,83,75,32,8,0,"1 to 94","49",290,65,89,40,62,353,69,72,4,43,2,1,5,493,214,271,484,9,0,9561,30,10099,9591,493,38,1160,0,1198,3.17,11297,531,4915,5449,"5.1",4.7,12.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","10","2.7","7.4","20.4","%","%","%","%",2,0,6,76,45,16,10,1.2,473,5,20,0,31,4,0,0,"8"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,533,6,8,29,40,43,61,123,131,75,17,0,"0 to 95",62,309,222,2,529,4,0,9,471,44,10,33,499,0,1,528,29,3,1,0,21,11,0,32,0,1,2,5,3,5,6,5,4,2,0,"9 to 85","57",23,8,0,1,1,29,2,5,0,1,0,0,0,33,11,22,32,1,0,1512,3,1548,1515,33,1,466,0,467,0.21,2015,34,965,1000,"8.5",1.7,6.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","66.7","125","359","%","%","%","%",0,0,0,5,1,16,4,0,31,0,2,0,2,0,0,0,"0"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3206,59,119,262,536,544,558,489,400,153,83,3,"0 to 119",46,2181,1013,12,3188,17,1,52,2804,478,20,588,2616,1,1,3187,571,13,4,0,380,203,1,584,10,32,66,112,121,104,61,44,25,12,1,"0 to 98","40",191,234,30,129,85,341,158,108,0,74,0,0,8,588,203,384,583,4,1,6446,13,7062,6459,588,9,125,0,134,6.72,7196,597,2741,3340,"7.3",8.3,18.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","30.8","48.8","13.3","%","%","%","%",0,4,8,108,74,19,13,1.4,574,8,14,0,59,3,1,0,"109"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,821,18,23,96,106,117,126,122,104,73,36,0,"0 to 118",49,455,357,9,821,0,0,20,682,178,3,135,686,0,0,821,114,21,0,0,40,95,0,135,5,6,22,22,23,24,20,8,5,0,0,"0 to 83","39",96,14,15,10,29,91,15,8,0,1,0,0,0,135,95,40,135,0,0,2508,0,2648,2508,135,3,69,0,72,4.17,2720,138,755,893,"5.1",5.1,16.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","900","600","10.5","37.2","%","%","%","%",0,0,0,8,1,6,1,0,134,0,1,0,18,0,0,0,"35"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,377,7,16,50,80,78,45,35,33,26,6,1,"1 to 90",39,183,193,1,377,0,0,39,194,196,0,203,174,0,0,377,201,2,0,0,82,121,0,203,4,5,33,57,53,27,15,6,2,1,0,"1 to 89","35",154,29,12,8,120,72,11,28,0,20,0,0,1,203,121,82,203,0,0,561,0,765,561,203,2,17,0,19,10.53,784,205,191,396,"3",26.1,54.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","1","50","43.8","12.3"," case","%","%","%",0,0,1,28,20,14,10,0.5,200,1,3,0,13,1,0,0,"112"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,722,15,24,63,74,73,122,141,124,66,20,0,"0 to 94",54,410,309,3,663,59,0,35,590,108,16,90,632,0,0,663,82,3,5,0,42,43,0,85,1,3,21,13,13,21,12,5,0,1,0,"2 to 89","42",58,21,2,4,12,69,4,16,1,5,1,0,0,90,47,43,85,5,0,2122,54,2270,2176,90,0,66,0,66,0,2336,90,698,788,"4.9",3.9,12.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","100","54.2","61","%","%","%","%",0,0,0,17,6,19,7,0,88,0,2,0,6,0,0,0,"1"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2112,26,42,187,556,426,333,251,173,72,42,4,"0 to 118",40,521,1569,22,2106,6,0,47,1895,427,6,425,1686,0,1,2105,412,10,2,1,128,294,0,422,15,25,57,106,76,69,55,16,6,0,0,"0 to 84","36",164,220,35,3,68,207,147,60,1,16,0,0,2,425,296,129,422,3,0,2800,3,3229,2803,425,1,44,0,45,2.22,3274,426,1730,2157,"15.1",13,20.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","50","18.2","20.4","27.4","%","%","%","%",0,0,2,61,16,15,4,0.5,417,2,8,0,55,8,0,0,"221"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1472,58,126,221,270,189,182,177,147,75,27,0,"0 to 94",38,794,651,27,1464,8,0,71,675,697,14,602,870,0,0,1464,419,177,5,1,305,285,6,596,21,63,108,129,90,73,48,45,20,5,0,"0 to 86","32",446,66,55,29,413,156,27,92,3,51,3,1,4,602,289,307,596,6,0,2648,2,3253,2650,602,7,51,0,58,12.07,3311,609,921,1530,"5.6",18.4,41.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","66.7","4.8","2.1","20.7","%","%","%","%",9,1,5,95,54,16,9,0.8,596,4,6,0,109,8,0,0,"2"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3052,107,147,423,567,494,439,381,228,150,109,7,"0 to 104",40,1502,1533,17,3050,2,0,284,1747,1149,7,1198,1853,0,1,3049,1151,45,0,0,503,686,7,1196,33,59,192,267,226,184,113,65,36,21,0,"0 to 101","37",962,120,37,77,845,295,56,195,0,105,0,0,28,1196,686,503,1196,0,0,4963,2,6171,4965,1196,12,123,0,135,8.89,6306,1208,1976,3187,"7.9",19.2,39.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","9.1","38.5","32.9","22.2","%","%","%","%",9,18,28,195,105,17,9,2.3,1163,28,33,0,127,6,0,0,"45"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4660,84,83,428,639,566,691,800,638,456,271,4,"0 to 102",52,2754,1884,22,4638,22,0,268,3750,856,53,862,3796,0,2,4636,684,169,7,1,423,429,1,853,13,22,145,165,116,138,115,86,44,17,0,"0 to 96","41",591,59,66,137,123,480,250,164,2,83,2,1,8,861,431,429,853,8,0,12142,14,13020,12156,861,25,1186,0,1211,2.06,14231,886,4982,5871,"3.2",6.2,19,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.4","20.2","58.8","5.9","%","%","%","%",15,0,9,166,85,20,10,1,818,7,43,1,51,2,0,0,"9"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4155,75,70,225,451,387,495,659,756,657,360,20,"0 to 119",60,2496,1622,37,4089,66,0,104,3661,461,33,532,3617,1,5,4083,476,53,3,0,283,245,1,529,14,14,61,81,71,83,94,58,50,6,0,"0 to 95","48",290,97,81,61,172,286,71,121,2,84,1,0,13,532,248,283,529,3,0,10356,63,10969,10419,532,21,415,0,436,4.82,11405,553,4032,4591,"4.5",4.8,13.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26.1","31.6","39.3","72.9","%","%","%","%",14,0,13,123,85,24,16,2.4,517,13,15,0,34,2,0,0,"15"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,68983,1634,2156,7525,11706,10151,10484,10654,8001,4273,1967,432,"0 to 119",46,38736,29786,461,68536,447,0,1394,62679,5019,343,19154,49657,22,150,68364,18675,372,100,3,9994,8876,177,19047,392,758,3570,4554,2987,2695,1976,1019,564,315,320,"0 to 104","35",5752,2308,2115,8872,3894,5127,10026,1390,12,808,9,3,188,19150,8924,10049,19047,103,0,145703,342,165372,146045,19150,456,15295,0,15751,2.9,181123,19606,64952,84734,"6.1",10.8,28.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","0.6","15","9.4","12.7","%","%","%","%",568,116,191,1402,817,8,5,1,18360,187,790,1,1551,89,9,0,"13"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,983,16,17,81,149,139,160,168,160,67,25,1,"0 to 119",51,472,496,15,969,14,0,12,762,227,10,227,755,0,1,968,195,27,3,2,41,181,0,222,2,1,25,64,54,38,19,15,5,4,0,"1 to 93","38",129,71,9,13,16,171,35,9,0,7,0,0,1,227,182,45,222,5,0,2536,9,2778,2545,227,1,61,0,62,1.61,2840,228,816,1045,"5.4",8,23.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","NO","increased by","decreased by","decreased by","increased by","100","55.6","27.8","5.6","%","%","%","%",7,0,1,9,7,4,4,0.4,225,0,2,1,4,0,0,0,"144"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6672,108,140,577,679,661,818,1027,1154,843,649,16,"0 to 119",58,4017,2620,35,6600,72,0,274,5298,1277,81,1185,5458,0,29,6573,1158,15,10,2,603,561,9,1173,24,64,231,200,165,158,113,98,77,54,1,"0 to 99","38",505,87,111,470,237,414,522,162,6,88,3,0,20,1185,569,607,1173,12,0,16962,58,18214,17020,1185,47,1838,0,1885,2.49,20099,1232,7296,8557,"5.7",6.1,18.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","45.9","9.2","15.3","","%","%","%",50,11,20,168,91,15,8,1.7,1158,20,27,0,125,4,1,0,"1"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3370,38,53,295,568,573,590,516,337,247,147,6,"0 to 105",47,1525,1758,87,3345,25,0,23,2651,560,38,588,2776,1,5,3339,536,40,10,1,187,387,2,576,6,10,64,116,120,119,85,41,19,7,0,"0 to 100","43",239,179,29,129,33,328,215,86,2,58,0,0,2,587,392,192,576,11,0,5639,14,6251,5653,587,21,149,0,170,12.35,6421,608,2925,3540,"7.3",9.5,18,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","75","100","371.1","179.4","%","%","%","%",20,0,2,88,58,15,10,0.3,581,2,6,0,28,4,0,0,"287"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,630,14,15,35,60,84,90,124,121,67,19,1,"0 to 101",56,373,253,4,624,6,0,11,498,121,8,81,549,0,0,624,50,28,3,0,43,35,0,78,2,2,11,15,10,10,12,7,6,6,0,"0 to 95","48",38,30,8,2,9,64,5,15,2,10,0,0,4,81,38,43,78,3,0,1415,2,1499,1417,81,0,78,0,78,0,1577,81,627,708,"5",5.1,12.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","did not change","increased by","increased by","increased by","","50","120","79.6","","%","%","%",0,4,4,17,10,21,13,4.9,80,4,1,0,8,1,2,0,"5"
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,383,7,3,47,48,43,40,42,51,57,44,1,"0 to 119",56,238,136,9,383,0,0,11,329,27,1,53,330,0,0,383,46,7,0,0,24,26,3,53,2,3,7,11,5,9,6,6,2,2,0,"3 to 98","40",31,8,6,8,10,35,8,13,0,4,0,0,0,53,26,24,53,0,0,638,0,692,638,53,0,14,0,14,0,706,53,344,397,"4.5",7.5,13.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","increased by","75","75","240","79.9","%","%","%","%",0,0,0,13,4,25,8,0,53,0,0,0,6,0,0,0,"0"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,17397,263,310,1195,1816,1803,2237,2766,2991,2087,691,1238,"0 to 103",56,9154,7231,1012,17248,149,0,239,16253,881,106,2517,14832,0,48,17202,2467,23,27,0,1259,1200,31,2490,36,69,439,495,376,408,332,195,122,41,4,"0 to 103","40",783,284,334,1089,334,924,1232,246,12,147,5,1,27,2517,1212,1273,2490,27,0,40538,120,43205,40658,2517,111,5096,0,5207,2.13,48412,2628,19928,22604,"6.7",5.4,15.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","13.1","6.6","6.5","6.4","%","%","%","%",22,6,28,258,152,11,7,1.1,2394,27,123,0,158,5,1,0,"125"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,33720,433,644,3133,4531,4407,4852,5378,5259,3452,1567,64,"0 to 119",52,18983,14405,332,32657,1062,1,1077,29006,4277,196,10131,23567,2,20,32636,9594,338,185,6,5124,4654,154,9932,161,303,1641,1951,1615,1572,1227,779,506,359,9,"0 to 101","41",4467,1058,279,4128,2476,3144,4312,1301,17,721,15,4,187,10123,4754,5208,9931,191,1,66419,868,77436,67287,10123,353,7799,1,8153,4.33,85589,10476,31366,41873,"5.8",12.2,31.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","decreased by","23.3","20.5","14.4","28.6","%","%","%","%",311,124,191,1318,736,14,8,1.9,8848,186,1275,1,696,59,9,0,"11"
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,14776,209,382,2351,2477,2095,2125,2259,1786,700,350,42,"0 to 119",44,7678,6949,149,14521,254,1,296,13516,1082,109,2349,12414,2,11,14509,2270,26,49,3,1199,1068,29,2296,18,89,992,459,251,200,193,93,32,11,10,"0 to 105","25",620,637,83,956,134,962,1200,144,11,65,10,7,8,2348,1094,1225,2295,52,1,36522,200,39149,36722,2348,53,2046,0,2099,2.53,41248,2401,14460,16875,"5.9",5.8,16.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","10","19.5","16.8","9","%","%","%","%",37,2,15,155,75,7,4,0.6,2246,8,102,0,163,9,2,0,"31"
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1894,31,32,194,246,211,260,357,283,197,81,2,"0 to 118",54,1088,788,18,1890,4,0,56,1491,454,10,263,1631,0,0,1890,233,27,0,3,99,159,2,260,3,4,54,52,40,36,31,26,11,5,1,"2 to 99","40",112,21,95,32,105,123,32,31,0,20,0,0,2,263,161,100,260,3,0,3703,1,3973,3704,263,3,157,0,160,1.88,4133,266,1788,2054,"5.1",6.4,14,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","66.7","50","45.9","2.8","%","%","%","%",2,1,2,31,20,12,8,0.8,255,2,8,0,12,1,0,0,"1"
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2279,5,10,174,697,565,408,278,96,30,7,9,"0 to 105",38,203,2069,7,2279,0,0,2,2005,130,3,275,2004,0,0,2279,270,4,0,0,24,250,0,274,2,4,28,65,58,64,43,7,1,1,1,"0 to 85","40",159,101,5,9,8,178,88,10,0,5,0,0,1,274,250,24,274,0,0,2304,0,2580,2304,274,1,13,0,14,7.14,2594,275,2017,2293,"27.4",10.6,12.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","decreased by","50","50","36.4","53.4","%","%","%","%",0,0,1,10,5,4,2,0.4,273,1,1,0,13,0,0,1,"215"
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1355,69,62,137,159,173,187,200,194,113,55,6,"0 to 99",49,861,489,5,1329,26,0,42,934,477,26,335,1018,0,2,1327,186,143,6,0,207,122,0,329,23,19,43,43,50,52,55,24,9,17,0,"0 to 98","42",71,226,20,12,20,265,44,63,0,14,0,1,4,335,124,211,329,6,0,2306,20,2666,2326,335,0,58,0,58,0,2724,335,1076,1413,"7.6",12.3,24.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","75","133.3","53.4","1.6","%","%","%","%",8,3,5,63,14,19,5,1.5,320,4,15,0,55,4,1,0,"10"
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,19283,337,567,1586,2154,2217,2552,3365,3477,2124,801,103,"0 to 119",55,10808,8173,302,18998,285,0,1121,16836,2506,53,5112,14165,4,2,18992,4999,64,49,0,2618,2413,32,5063,98,297,838,927,840,741,616,371,240,144,0,"0 to 101","39",2048,403,403,2209,1185,1459,2419,266,5,356,3,2,138,5112,2433,2644,5063,49,0,50274,234,55651,50508,5112,150,4603,0,4753,3.16,60404,5262,18768,24036,"6.4",8.7,27.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","decreased by","14.8","34.9","41.6","2.1","%","%","%","%",155,90,140,271,359,6,8,2.7,4632,138,480,0,527,3,1,0,"6"
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,16774,198,294,1225,2032,1989,2413,2787,3018,1990,799,29,"0 to 168",55,10170,6554,50,16746,28,0,4469,10732,4099,179,1489,15090,0,195,16552,1445,38,5,1,774,701,8,1483,23,45,230,296,248,223,192,129,77,25,1,"0 to 97","40",1017,222,105,139,275,1052,156,252,3,161,0,0,15,1489,702,779,1483,6,0,28500,20,30022,28520,1489,63,2442,0,2505,2.51,32527,1552,17532,19279,"5.5",4.8,9.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","73","71.3","87.4","2.2","%","%","%","%",23,3,15,255,161,18,11,1,1403,15,86,0,88,5,0,0,"113"
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,8915,191,278,768,1012,1102,1173,1487,1462,1008,411,23,"0 to 100",54,4413,4072,430,8817,98,0,629,6629,2303,85,2735,6140,1,39,8778,2701,15,18,0,1258,1444,14,2716,92,162,436,493,483,437,280,172,113,63,3,"0 to 99","38",984,137,846,749,1456,706,554,417,3,235,2,1,42,2734,1454,1266,2716,18,0,17099,78,19935,17177,2734,104,2892,0,2996,3.47,22931,2838,9032,11911,"7.6",12.4,31.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","41.7","34.2","4.7","15","%","%","%","%",62,16,43,420,237,16,9,1.6,2680,40,54,2,327,26,3,0,"6"
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,4309,50,84,299,573,596,731,896,659,310,109,2,"0 to 101",52,2230,2061,18,4220,89,0,1340,2282,928,141,572,3700,0,37,4186,530,23,15,4,245,302,6,553,13,21,56,110,90,99,73,65,31,13,1,"0 to 100","44",301,19,9,224,138,187,228,82,5,33,4,0,6,572,313,253,553,19,0,7137,66,7777,7203,572,106,2928,1,3035,3.49,10812,678,6628,7344,"9.6",6.3,15.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","7.7","10.3","52.2","15.2","%","%","%","%",5,1,6,87,37,16,7,1,544,6,28,0,39,8,0,0,"0"
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3783,56,70,355,412,459,530,693,634,392,178,4,"0 to 103",55,2052,1552,179,3660,123,0,127,3269,355,60,528,3245,0,10,3651,479,24,19,2,254,246,3,503,8,12,124,84,88,77,65,42,14,10,0,"0 to 94","39",305,55,27,116,32,341,130,76,1,32,0,0,2,524,254,267,503,21,0,9081,101,9714,9182,524,23,822,0,845,2.72,10559,547,4067,4628,"5.7",5.2,14.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","did not change","decreased by","increased by","increased by","","16.7","44.9","11.2","","%","%","%",5,1,2,77,32,15,7,0.4,482,2,42,0,41,5,0,0,"3"
