"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,22311,7651,14634,3,23,21940,7357,194,88,12,4145,3381,25,7551,118,279,2998,1312,812,729,650,443,194,103,13,"0 to 103","27",3121,1843,846,1741,860,4699,1992,755,18,380,20,1,48,7651,3431,4194,7551,100,0,88233,248,96160,88481,7651,185,2669,0,2854,6.48,99014,7836,17303,25165,"9.6",7.9,35.1,"2020-09-13 05:00:00","2020-09-19 05:00:00","YES","YES","NO","NO","decreased by","decreased by","increased by","decreased by","3.8","25.4","25.8","12.7","%","%","%","%",63,17,49,773,400,11,6,0.6,7581,47,70,2,535,50,9,0,"155",0,6,"313",7450,"201",440,70,370,15.9
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2467,1417,1015,0,35,2373,1209,207,0,1,444,972,0,1416,6,35,170,297,307,240,195,109,48,10,0,"0 to 97","40",716,195,48,457,16,856,544,101,0,65,0,0,11,1417,972,445,1416,1,0,6214,58,7715,6272,1417,7,88,0,95,7.37,7810,1424,1103,2562,"9.2",18.2,57.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","100","53.6","38.1","29","%","%","%","%",0,3,11,101,65,8,5,0.8,1412,11,5,0,69,4,0,1,"584",0,3,"39",1390,"27",16,5,11,31.2
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9054,5896,3137,1,20,8918,5660,141,93,2,2886,2874,41,5801,66,134,897,1105,977,976,840,520,270,92,19,"0 to 99","42",3330,592,791,1088,448,3881,1472,714,19,337,8,5,97,5896,2934,2921,5801,95,0,27754,30,33746,27784,5896,122,1379,0,1501,8.13,35247,6018,4516,10555,"5.8",17.1,66.5,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","36.8","37.2","7.6","12.5","%","%","%","%",39,19,102,733,345,13,6,1.7,5878,99,18,3,341,16,5,1,"443",0,4,"367",5197,"699",161,18,143,11.2
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2633,1043,1588,0,2,2628,764,278,1,0,497,545,0,1042,14,51,140,156,150,168,186,101,55,22,0,"0 to 107","45",679,255,51,57,30,906,106,111,0,65,0,0,7,1043,546,497,1042,1,0,5571,2,6637,5573,1043,14,113,0,127,11.02,6764,1057,1701,2760,"10.2",15.6,40.1,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","125","27.6","10.7","6.4","%","%","%","%",11,2,7,111,65,11,7,0.7,1033,7,10,0,101,5,1,0,"263",0,1,"59",1023,"20",16,10,6,62.5
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,27433,8502,18904,0,27,27373,8311,164,24,3,4589,3852,34,8475,88,277,1396,1339,1166,1189,1250,808,543,422,24,"0 to 105","44",4460,1040,717,2258,973,4827,2675,1372,6,771,3,1,281,8502,3867,4601,8475,27,0,94716,16,103293,94732,8502,360,6575,1,6936,5.19,110229,8862,25479,34369,"6",8,32.3,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","16.7","21.8","31.5","9.4","%","%","%","%",138,152,282,1378,774,17,10,3.3,8429,278,73,4,553,56,8,0,"68",0,18,"1154",8079,"423",364,73,291,20.1
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,174024,75944,97943,29,108,172044,69953,5362,588,41,39308,35863,144,75315,1633,4190,11144,14465,13037,12277,10126,5120,2536,1381,35,"0 to 107","39",31387,20098,10374,13456,28604,33780,12931,10246,97,5733,76,26,1328,75944,36263,39535,75315,629,0,475903,1234,553963,477137,75944,5310,55505,14,60829,8.73,614792,81254,153448,234853,"12.3",13.2,46.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","13","21.5","16","0.5","%","%","%","%",349,366,1354,10343,5809,14,8,1.8,75801,1348,143,6,7868,576,87,0,"370",1,40,"3239",75233,"711",1739,143,1596,8.2
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1280,608,671,0,1,1278,582,25,1,0,260,346,1,607,5,25,68,113,107,85,76,58,43,28,0,"0 to 99","43",403,92,41,71,26,492,89,60,1,32,1,0,10,608,347,260,607,1,0,4289,0,4907,4289,608,4,38,0,42,9.52,4949,612,709,1322,"9.2",12.4,47.8,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","YES","YES","did not change","did not change","decreased by","decreased by","","","16.7","2.7","","","%","%",13,6,10,61,33,11,6,1.6,607,10,1,0,44,0,0,0,"170",0,1,"84",568,"40",16,1,15,6.2
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7939,2965,4966,1,7,7907,2706,251,7,1,1577,1370,10,2957,25,74,316,319,322,426,534,436,289,224,0,"0 to 101","54",2280,184,276,217,241,2394,322,378,1,372,1,0,131,2965,1372,1582,2957,8,0,29684,16,32703,29700,2965,187,3253,0,3440,5.44,36143,3152,8219,11379,"6.4",8.7,39.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","63.6","55.2","2.5","13.1","%","%","%","%",145,60,131,379,373,13,13,4.4,2957,131,8,0,146,10,2,0,"64",0,6,"489",2838,"127",95,8,87,8.4
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7414,2660,4689,2,63,7334,1739,913,4,4,1470,1173,9,2652,29,95,349,302,290,393,443,346,256,144,13,"0 to 100","51",2095,162,206,189,133,2226,293,253,0,277,1,0,88,2660,1179,1472,2652,8,0,22699,7,25377,22706,2660,89,1569,0,1658,5.37,27035,2749,6258,9072,"6.3",10.2,37.1,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","13.8","41.5","3.3","13.8","%","%","%","%",113,24,88,253,278,10,11,3.3,2646,86,14,2,232,5,2,0,"60",0,13,"498",2625,"35",155,14,141,9
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,13441,4862,8560,1,18,13389,4692,155,15,0,2535,2270,42,4847,51,170,762,731,797,855,660,429,279,126,2,"0 to 100","43",2631,721,438,1057,441,3241,1165,785,2,339,3,0,91,4862,2279,2541,4847,15,0,41860,18,46764,41878,4862,136,2165,0,2301,5.91,49065,4998,10725,15742,"7.6",10.2,37.2,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","33.3","21.4","33.3","42.2","%","%","%","%",69,49,91,787,342,17,8,1.9,4831,91,31,0,365,42,3,0,"181",0,3,"494",4603,"259",266,31,235,11.7
