"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18346,3662,14674,6,4,18037,3472,139,39,12,1963,1640,8,3611,57,137,1030,842,444,419,365,223,100,43,2,"0 to 103","31",1215,1029,459,908,473,2103,1035,279,11,148,11,1,23,3662,1668,1985,3611,51,0,63326,257,67268,63583,3662,81,1877,0,1958,4.14,69226,3743,16551,20304,"7.7",5.4,20.4,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","16.2","16.5","1.5","24.1","%","%","%","%",68,11,24,290,159,8,5,0.7,3590,22,72,2,273,17,3,NA,"26",0,3
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1308,386,902,0,20,1228,295,90,0,1,188,196,1,385,4,14,65,61,77,61,54,23,21,6,0,"1 to 97","39",246,67,40,32,13,324,48,50,0,26,0,0,4,386,196,189,385,1,0,3869,59,4316,3928,386,0,57,0,57,0,4373,386,959,1365,"4.9",8.8,29.5,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","50","10","31.2","2.9","%","%","%","%",1,3,4,50,26,13,7,1,371,4,15,0,29,3,0,NA,"40",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,6693,3673,3005,0,15,6596,3475,136,60,2,1762,1831,18,3611,47,72,565,747,660,625,476,295,138,48,0,"0 to 104","41",2109,389,224,889,324,2193,1094,369,13,144,5,4,21,3673,1866,1788,3611,62,0,19554,38,23300,19592,3673,35,1066,0,1101,3.18,24401,3708,4071,7794,"4.3",15.2,55.4,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","28.3","12","31","27.3","%","%","%","%",62,0,25,382,149,11,5,0.7,3620,25,53,0,202,5,1,NA,"59",0,6
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1785,337,1447,0,1,1782,240,97,0,0,163,174,0,337,6,12,47,39,57,58,56,24,25,13,0,"0 to 107","46",198,82,16,41,10,276,51,35,0,26,0,0,4,337,174,163,337,0,0,3786,2,4128,3788,337,7,77,0,84,8.33,4212,344,1524,1869,"6.9",8.2,19.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","increased by","50","20","5.7","19.3","%","%","%","%",3,2,4,35,26,11,8,1.2,332,4,5,0,27,0,0,NA,"78",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,24469,5587,18872,0,10,24432,5457,109,18,3,2958,2585,23,5566,54,144,1011,991,813,820,776,475,287,216,0,"0 to 105","41",2907,599,468,1592,730,3048,1788,807,6,402,3,0,117,5587,2595,2969,5566,21,0,74066,15,79722,74081,5587,144,4648,1,4793,3,84515,5731,23520,29262,"5.1",6.8,23.4,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","29.6","27.5","17.9","15.5","%","%","%","%",255,19,117,813,405,15,8,2.1,5521,115,66,2,312,37,5,NA,"5",0,53
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,149471,57975,91306,28,162,147532,54638,2830,471,36,29768,27458,242,57468,1232,2999,8501,11308,10133,9437,7658,3833,1882,963,29,"0 to 119","39",19990,14772,5588,17118,19108,21797,16563,6441,86,3346,66,25,745,57975,27780,29946,57468,507,0,348030,1314,407967,349344,57975,2191,39504,7,41702,5.25,449669,60166,130810,191173,"10",13.4,40.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","17","33.3","13.8","12.4","%","%","%","%",736,188,770,6527,3412,12,6,1.3,56797,767,1178,3,5769,374,52,NA,"268",1,140
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,860,319,540,0,1,859,303,16,0,0,174,144,1,319,2,9,37,47,40,42,48,36,33,25,0,"1 to 99","51",232,24,20,43,15,248,56,40,0,26,0,0,7,319,144,174,319,0,0,1967,0,2290,1967,319,0,26,0,26,0,2316,319,566,886,"6.1",13.8,37.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","NO","did not change","decreased by","increased by","increased by","","55.6","93.9","13.2","","%","%","%",13,6,7,40,26,13,9,2.2,287,7,32,0,17,0,0,NA,"11",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7006,2024,4973,1,8,6975,1802,216,5,1,1028,966,24,2018,21,41,217,239,215,286,363,292,196,153,1,"0 to 101","54",1429,121,100,368,155,1409,454,206,1,221,1,0,89,2024,967,1032,2018,6,0,21647,16,23706,21663,2024,83,2259,0,2342,3.54,26048,2107,7232,9348,"5.3",8.1,30.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","45.5","50","34.3","28.2","%","%","%","%",139,52,89,207,222,11,11,4.4,1984,89,40,0,94,4,0,NA,"53",0,7
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5545,1291,4227,1,26,5510,755,534,2,0,659,629,1,1289,12,37,191,161,144,199,250,152,99,46,0,"0 to 100","50",968,91,87,143,69,1028,192,90,0,121,0,0,30,1291,630,660,1289,2,0,15795,7,17106,15802,1291,33,1196,0,1229,2.69,18335,1324,5423,6774,"4.7",7.2,23.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","53.1","11.4","29","7.4","%","%","%","%",61,2,30,90,121,7,10,2.3,1228,29,63,1,107,3,1,NA,"40",0,10
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10915,2908,7994,1,12,10875,2777,122,9,0,1599,1292,8,2899,25,96,469,444,458,488,404,271,165,87,1,"0 to 100","43",1414,492,234,759,270,1790,839,422,0,194,0,0,48,2908,1296,1604,2899,9,0,29508,18,32449,29526,2908,63,1593,0,1656,3.8,34105,2971,9587,12571,"6.1",8.7,27.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","26.5","57","18.2","17.5","%","%","%","%",83,27,48,422,194,15,7,1.7,2853,48,55,0,197,16,1,NA,"10",0,1
