"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Deaths","EverMon","MonNow","Chart_MedAge","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","Last7Days_Cases","Last7DaysPrev_Cases","Delta7Days","Delta7Days_Pct","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","RankCases_30Days","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,15483,212,208,1689,2862,2250,2227,2572,1907,916,574,66,"0 to 119",47,8933,6400,150,15210,273,0,212,15007,569,63,633,14844,6,0,15204,557,53,12,11,305,305,0,610,5,7,169,145,66,71,65,67,24,13,1,"0 to 103","34",219,155,141,95,157,358,95,141,5,85,4,0,11,633,316,317,610,23,0,32256,250,33148,32506,633,11,116,94,49,45,1124,0,1169,3.85,678,15968,16652,"6.3",2,4.4,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","38.5","40","672.2","656.1","%","%","%","%",52,9,114,115,-1,"-0.9",11,146,89,23.1,14.1,1.7,600,2,11,33,0,13,2,1,0
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,892,30,16,97,132,122,145,147,103,66,32,2,"0 to 99",48,493,346,53,832,60,0,25,839,69,3,39,853,0,0,832,17,22,0,0,22,17,0,39,0,2,5,4,6,3,5,6,5,3,0,"10 to 97","53",26,10,2,1,0,37,2,10,0,12,0,0,4,39,17,22,39,0,0,1354,60,1453,1414,39,4,23,22,70,0,22,0,22,0,39,875,914,"3.3",2.6,4.4,"2020-06-07","2020-06-13","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","50","","1","0.003636364","%","","case","percent difference",3,3,6,1,5,"500",4,10,12,25.6,30.8,10.3,35,3,4,4,0,3,1,1,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,3250,37,31,214,400,432,542,622,442,289,186,55,"0 to 119",53,1813,1383,54,3216,34,0,73,3075,193,48,175,3043,0,32,3190,137,30,8,0,76,91,0,167,3,1,21,38,26,38,22,12,13,1,0,"2 to 93","44",131,18,11,7,53,103,11,51,3,23,2,1,4,175,96,79,167,8,0,6044,20,6244,6064,175,4,61,53,50,13,649,0,662,1.96,188,3692,3912,"2.1",2.7,5.8,"2020-06-07","2020-06-13","YES","NO","NO","YES","decreased by","increased by","decreased by","decreased by","50","71.4","57.1","71.6","%","%","%","%",0,0,38,22,16,"72.7",5,54,25,30.9,14.3,2.9,167,7,4,8,0,1,0,0,0
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1474,20,26,117,187,168,222,290,189,146,103,6,"0 to 118",54,924,525,25,1472,2,0,29,1393,152,1,58,1415,0,1,1471,18,40,0,0,45,13,0,58,0,2,4,3,8,7,5,6,12,11,0,"8 to 107","64",49,7,2,0,1,56,1,7,0,12,0,0,2,58,13,45,58,0,0,2092,2,2153,2094,58,2,141,109,74,4,34,0,38,10.53,62,1449,1512,"5.6",2.8,4.2,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","50","300","100","100","%","%","%","%",4,2,5,1,4,"400",2,7,12,12.1,20.7,3.4,56,2,2,2,0,3,0,0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,19567,261,346,1092,1865,2110,2719,4417,3948,2102,557,150,"0 to 119",58,11118,8343,106,19549,18,0,187,18957,664,86,748,18817,0,2,19547,676,60,10,2,378,354,4,736,14,23,109,111,120,106,124,71,40,29,1,"0 to 99","44",517,69,58,92,198,440,98,171,3,88,3,0,16,748,358,386,736,12,0,32421,6,33177,32427,748,16,656,598,53,56,2305,0,2361,2.37,804,21122,21928,"3.8",2.3,4.1,"2020-06-07","2020-06-13","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","16","12.5","169.7","155.4","%","%","%","%",15,3,217,78,139,"178.2",16,174,91,23.3,12.2,2.1,688,1,16,60,0,28,7,0,0
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,96860,1227,1605,6587,14098,14791,17043,18370,12685,6761,3500,193,"0 to 119",51,52602,42684,1574,95317,1543,0,2248,86996,10840,1024,10448,86375,13,24,95283,8912,1260,252,24,5105,5065,2,10172,95,252,1136,1802,1725,1835,1713,966,587,337,0,"0 to 102","46",5063,3545,891,673,3656,5880,636,2908,68,1788,56,22,367,10448,5247,5199,10172,276,0,145455,1264,157237,146719,10448,367,5111,4741,50,993,19445,3,20441,4.86,11441,105820,117301,"6.1",6.4,11.8,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","28.8","1.7","61.5","61.7","%","%","%","%",307,144,1763,994,769,"77.4",389,2976,1844,28.5,17.6,3.7,10111,4,365,337,2,313,52,12,0
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,532,5,4,43,47,77,75,90,83,71,36,1,"0 to 99",56,317,197,18,532,0,0,4,441,53,3,65,467,0,0,532,49,16,0,0,50,15,0,65,0,0,6,4,3,2,3,7,20,20,0,"20 to 99","78",47,10,0,8,0,52,13,11,0,6,0,0,5,65,15,50,65,0,0,663,0,730,663,65,5,99,37,52,0,14,0,14,0,65,481,546,"3.8",8.7,12.2,"2020-06-07","2020-06-13","NO","NO","YES","YES","increased by","increased by","decreased by","increased by","2","3","33.3","6","case","case","%","%",38,5,2,1,1,"100",5,11,6,16.9,9.2,7.7,65,11,5,0,0,0,0,0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,5502,61,52,249,459,529,751,1058,1052,738,547,6,"0 to 119",61,3250,2185,67,5483,19,0,151,4963,562,23,570,4927,1,4,5478,422,145,2,1,348,219,0,567,5,8,23,59,37,62,105,84,85,102,0,"0 to 101","63",465,54,14,34,37,485,45,104,1,135,1,0,75,570,221,349,567,3,0,9323,16,9912,9339,570,75,88,69,68,32,1248,0,1280,2.5,602,6175,6782,"3.8",5.4,10.9,"2020-06-07","2020-06-13","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","50","54.5","14.7","0.8","%","%","%","%",88,47,39,42,-3,"-7.1",75,105,136,18.4,23.9,13.2,553,4,74,17,1,12,2,1,0
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,3927,38,70,183,364,352,459,723,906,625,198,9,"0 to 222",61,2183,1543,201,3920,7,0,58,3587,253,26,168,3757,1,1,3919,97,71,0,0,83,85,0,168,2,5,16,15,12,26,41,22,18,11,0,"0 to 97","58",123,11,8,26,16,126,26,32,0,34,0,0,12,168,85,83,168,0,0,7862,6,8039,7868,168,12,679,224,58,20,632,0,652,3.07,188,4389,4579,"3.2",2.2,4.8,"2020-06-07","2020-06-13","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","41.7","80","114.3","169.9","%","%","%","%",4,1,29,9,20,"222.2",12,32,34,19,20.2,7.1,162,12,12,6,0,7,0,0,0
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,8256,119,203,622,951,1142,1348,1481,1303,761,305,21,"0 to 101",53,4771,3376,109,8235,21,0,116,7759,516,48,468,7787,1,0,8234,404,61,3,0,273,192,0,465,0,7,37,50,58,70,82,77,55,32,0,"6 to 100","56",261,91,46,67,44,341,80,130,0,96,0,0,32,468,193,275,465,3,0,13816,18,14306,13834,468,32,292,259,59,28,773,0,801,3.5,496,8560,9057,"4.4",3.3,6,"2020-06-07","2020-06-13","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","218.2","192.4","","","%","%",39,23,35,32,3,"9.4",32,130,96,27.8,20.5,6.8,456,4,32,12,0,4,1,0,0
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,16125,339,580,1370,1809,1982,2098,2435,2710,2087,691,24,"0 to 105",54,8694,7363,68,15768,357,0,422,13433,2462,163,2992,13062,3,68,15697,2621,293,62,16,1415,1496,3,2914,84,168,442,469,522,428,377,235,183,84,0,"0 to 101","41",1670,157,265,822,1537,706,671,423,20,288,11,6,61,2992,1542,1447,2914,78,0,24418,279,27698,24697,2992,61,2920,1930,57,195,7658,1,7854,2.48,3187,20720,23979,"6.6",9,19.8,"2020-06-07","2020-06-13","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","5.9","6.3","10.1","9.5","%","%","%","%",35,35,620,492,128,"26",67,443,299,14.8,10,2.2,2883,4,61,109,0,213,19,10,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3418,88,103,237,408,425,445,667,550,287,199,9,"0 to 119",54,1931,1387,100,3402,16,0,200,3061,302,16,205,3210,0,3,3399,172,30,3,0,101,101,0,202,7,13,22,44,30,33,31,16,6,3,0,"0 to 97","40",93,88,19,2,22,174,6,8,0,17,0,0,3,205,104,101,202,3,0,4842,13,5065,4855,205,3,25,23,46,10,154,0,164,6.1,215,3364,3582,"5.2",4.1,6.3,"2020-06-07","2020-06-13","NO","NO","NO","YES","did not change","increased by","decreased by","decreased by","","54.5","64","69.4","","%","%","%",0,0,30,8,22,"275",3,8,17,3.9,8.3,1.5,205,21,3,0,0,12,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,161093,1727,2515,12199,25524,25603,29339,27727,18898,10747,6203,611,"0 to 225",49,84134,75790,1169,159652,1440,1,3932,145374,16457,990,24376,136478,102,137,159415,23087,817,463,9,11883,12002,19,23904,207,409,2179,4163,3899,4427,3776,2491,1580,1233,12,"0 to 108","48",12910,3746,1183,6065,12910,4966,6028,5942,46,3642,31,15,864,24376,12251,12102,23903,472,1,224798,967,250352,225765,24376,864,4051,3310,49,2228,30277,2,32507,6.85,26604,166755,193600,"7.1",9.4,16.5,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","55","33.4","42.2","22.2","%","%","%","%",1001,406,3483,1843,1640,"89",879,5988,3673,24.6,15.1,3.6,23854,3,859,522,5,607,129,37,5
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2437,54,95,204,331,335,430,478,279,155,70,6,"0 to 102",49,974,1315,148,2427,10,0,44,1952,446,12,431,1994,0,12,2415,311,120,0,0,193,237,1,431,15,45,62,88,70,53,52,30,8,8,0,"0 to 92","35",342,30,6,53,284,87,60,72,0,49,0,0,10,431,237,193,431,0,0,3276,10,3721,3286,431,10,522,396,62,5,100,0,105,4.76,436,2094,2542,"7",11.4,17.9,"2020-06-07","2020-06-13","NO","NO","NO","YES","did not change","decreased by","increased by","decreased by","","18.2","23.8","12.3","","%","%","%",1,0,104,97,7,"7.2",10,72,49,16.7,11.4,2.3,412,11,10,19,0,45,3,2,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,806,21,27,65,88,133,106,137,120,68,40,1,"0 to 118",52,476,312,18,806,0,0,11,696,76,1,61,745,0,0,806,45,16,0,0,29,32,0,61,0,3,12,2,11,11,11,3,5,3,0,"6 to 91","48",45,14,1,1,1,58,2,13,0,10,0,0,3,61,32,29,61,0,0,1187,0,1248,1187,61,3,120,65,46,0,22,0,22,0,61,767,828,"5",4.8,7.6,"2020-06-07","2020-06-13","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","66.7","33.3","71.4","69","%","%","%","%",0,0,1,3,-2,"-66.7",3,13,10,21.3,16.4,4.9,60,11,3,1,0,8,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,48574,784,1020,4315,7710,7073,7473,8730,6426,3287,1642,113,"-6 to 119",49,26839,20989,746,47966,608,0,667,46176,2060,210,2484,46044,11,35,47920,2194,209,71,10,1268,1134,1,2403,41,68,333,518,418,343,354,228,116,64,1,"0 to 101","41",971,728,354,350,412,1595,396,439,21,315,11,3,60,2484,1177,1304,2403,81,0,73740,527,76796,74267,2484,60,1575,1458,50,220,3508,4,3732,5.89,2704,49552,52306,"5.7",3.4,5.6,"2020-06-07","2020-06-13","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","14.6","10.8","24.4","82.2","%","%","%","%",143,31,494,190,304,"160",63,460,326,18.5,13.1,2.5,2309,1,60,175,0,87,12,7,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,17916,448,457,1441,2324,2087,2427,3330,2813,1618,933,38,"0 to 119",54,10839,7036,41,15104,2812,0,178,17204,787,75,1127,16784,2,3,15099,826,63,238,0,516,373,0,889,18,35,147,155,146,141,164,124,124,72,1,"0 to 105","50",402,326,30,131,39,663,187,102,1,73,1,1,41,1127,464,663,889,238,0,23766,2574,27478,26340,1127,41,427,347,54,18,684,0,702,2.56,1145,17468,18618,"6",4.1,6.4,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","44.4","100","78.6","65.1","%","%","%","%",36,27,160,80,80,"100",42,103,74,9.1,6.6,3.7,1089,1,40,38,1,36,2,1,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,3875,42,38,189,366,450,549,770,771,483,211,6,"0 to 119",59,2268,1554,53,3837,38,0,87,3683,202,37,216,3659,0,0,3837,178,30,8,0,124,84,0,208,0,4,16,23,24,34,52,41,18,4,0,"5 to 94","56",126,33,42,7,28,171,9,34,3,24,2,1,5,216,88,128,208,8,0,6678,30,6928,6708,216,5,108,73,56,24,730,0,754,3.18,240,4389,4629,"4.3",3.1,6.2,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","12.5","5.6","120","452.9","%","%","%","%",0,0,12,9,3,"33.3",6,37,26,17.1,12,2.8,216,8,5,0,0,4,0,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,463,2,4,24,34,35,49,105,123,71,16,0,"0 to 95",63,259,201,3,459,4,0,8,454,5,3,2,461,0,0,459,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"25 to 60","42",1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,726,3,731,729,2,0,4,3,42,1,257,0,258,0.39,3,718,721,"6.1",0.3,0.6,"2020-06-07","2020-06-13","YES","NO","YES","YES","did not change","decreased by","did not change","did not change","","100","","","","%","","",0,0,0,0,0,"",0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,2921,49,92,210,489,499,511,465,383,140,81,2,"0 to 119",47,2026,882,13,2902,18,1,33,2663,321,16,319,2600,1,1,2901,305,9,5,0,227,87,0,314,3,7,20,66,73,62,37,27,14,10,0,"0 to 98","43",127,131,15,41,35,224,55,63,1,57,0,0,6,319,87,232,313,5,1,5000,13,5338,5013,319,6,385,191,45,9,78,0,87,10.34,328,2678,3008,"6.5",6,11.2,"2020-06-07","2020-06-13","NO","NO","YES","YES","increased by","increased by","decreased by","increased by","100","1","47.4","10.5","%","case","%","%",10,2,16,13,3,"23.1",6,64,57,20.1,17.9,1.9,316,6,5,3,1,10,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,736,12,12,79,99,105,110,116,98,69,36,0,"0 to 118",50,418,306,12,736,0,0,9,673,90,1,75,661,0,0,736,74,1,0,0,14,61,0,75,1,0,11,16,17,13,13,3,1,0,0,"1 to 79","39",46,9,12,8,14,54,7,3,0,0,0,0,0,75,61,14,75,0,0,2000,0,2076,2000,75,0,105,88,50,1,48,0,49,2.04,76,709,785,"4.5",3.6,10.3,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","did not change","increased by","100","1","","144.4","%","case","","%",0,0,54,2,52,"2600",0,3,0,4,0,0,74,5,0,1,0,2,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,273,2,10,30,52,55,33,31,30,23,6,1,"1 to 90",42,117,154,2,273,0,0,24,188,122,0,121,152,0,0,273,119,2,0,0,26,95,0,121,1,3,15,34,32,17,12,5,1,1,0,"3 to 89","38",96,18,3,4,76,41,4,18,0,13,0,0,1,121,95,26,121,0,0,412,0,533,412,121,1,130,71,61,1,12,0,13,7.69,122,164,286,"2.1",22.3,44.7,"2020-06-07","2020-06-13","NO","NO","NO","NO","did not change","increased by","decreased by","decreased by","","100","80","81.4","","%","%","%",0,0,12,15,-3,"-20",1,18,13,14.9,10.7,0.8,121,24,1,0,0,5,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,613,11,14,36,57,64,102,123,122,65,19,0,"0 to 94",56,361,249,3,557,56,0,17,582,53,12,11,602,0,0,557,9,0,2,0,5,4,0,9,0,1,0,1,2,4,0,3,0,0,0,"9 to 70","48",7,0,2,0,2,7,0,1,1,0,1,0,0,11,5,6,9,2,0,1203,54,1268,1257,11,0,23,20,42,0,31,0,31,0,11,633,644,"4",0.8,1.8,"2020-06-07","2020-06-13","YES","YES","NO","YES","did not change","did not change","decreased by","decreased by","","","50","54","","","%","%",0,0,2,6,-4,"-66.7",0,2,1,18.2,9.1,0,11,8,0,0,0,0,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,1975,14,23,158,533,408,318,239,167,69,42,4,"0 to 118",41,432,1514,29,1969,6,0,32,1862,288,5,285,1689,0,1,1968,274,8,2,1,39,243,0,282,3,6,28,83,57,53,42,10,3,0,0,"0 to 84","39",128,123,28,3,46,90,146,26,1,8,0,0,2,285,245,40,282,3,0,2152,3,2442,2155,285,2,15,13,50,1,27,0,28,3.57,286,1716,2003,"14",11.6,14.5,"2020-06-07","2020-06-13","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","50","50","66.7","17.8","%","%","%","%",0,0,14,12,2,"16.7",2,27,8,9.5,2.8,0.7,281,18,2,4,0,17,4,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,996,25,57,130,179,124,127,142,123,63,26,0,"0 to 94",43,551,428,17,989,7,0,43,635,284,6,244,751,1,0,988,224,15,5,0,111,128,0,239,6,19,37,54,36,29,24,24,10,5,0,"0 to 88","36",154,50,23,12,145,81,13,46,3,30,3,1,1,244,131,113,239,5,0,1521,2,1768,1523,244,1,442,343,50,3,33,0,36,8.33,247,784,1032,"3.8",13.7,24.8,"2020-06-07","2020-06-13","NO","NO","NO","NO","did not change","decreased by","increased by","decreased by","","23.1","23.8","3.2","","%","%","%",4,0,62,47,15,"31.9",2,49,33,20.1,13.5,0.8,228,1,1,16,0,17,2,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2451,79,88,308,449,389,351,334,203,137,106,7,"0 to 119",42,1219,1222,10,2449,2,0,160,1733,703,3,724,1726,0,1,2448,687,37,0,0,289,435,0,724,21,24,102,169,146,105,72,40,27,18,0,"0 to 101","38",581,67,20,56,536,149,39,118,0,72,0,0,22,724,435,289,724,0,0,3540,2,4267,3542,724,22,947,517,48,4,87,0,91,4.4,728,1813,2542,"6.3",16.7,29.7,"2020-06-07","2020-06-13","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","14.3","44.4","40.3","24.4","%","%","%","%",38,16,120,93,27,"29",22,118,72,16.3,9.9,3,700,9,21,24,1,42,0,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,3800,65,60,284,490,450,557,692,558,404,236,4,"0 to 102",54,2307,1472,21,3780,20,0,73,3548,187,42,158,3642,0,0,3780,100,52,5,1,74,78,0,152,1,7,12,33,21,25,29,18,10,2,0,"1 to 88","46",118,20,6,8,32,109,11,49,2,29,2,1,5,158,80,78,152,6,0,7983,14,8156,7997,158,5,286,235,49,18,651,0,669,2.69,176,4293,4469,"2.4",2,4.6,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","37.5","21.1","62.5","82.6","%","%","%","%",1,0,21,11,10,"90.9",6,51,31,32.3,19.6,3.8,151,1,5,7,0,4,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3773,56,58,178,386,335,439,601,718,624,358,20,"0 to 119",62,2293,1443,37,3708,65,0,60,3536,196,21,206,3562,0,5,3703,171,33,2,0,107,97,0,204,4,9,19,28,27,32,40,24,19,4,0,"0 to 91","50",127,41,28,8,81,109,14,54,1,47,1,0,9,206,99,107,204,2,0,6121,63,6393,6184,206,9,260,145,56,16,234,0,250,6.4,222,3796,4023,"3.9",3.3,5.9,"2020-06-07","2020-06-13","YES","NO","NO","YES","decreased by","increased by","increased by","increased by","46.2","23.8","133.3","199.8","%","%","%","%",0,0,41,25,16,"64",9,55,48,26.7,23.3,4.4,200,11,9,6,0,7,1,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,54533,1254,1501,4637,8267,7895,8441,9250,7378,3972,1824,114,"0 to 119",49,31226,23050,257,54118,415,0,743,51873,2440,312,4982,49457,23,71,54025,4785,129,65,3,2609,2301,4,4914,93,175,753,1120,776,687,576,380,244,169,9,"0 to 104","39",1707,955,807,1445,1164,2038,1712,811,11,564,8,3,109,4982,2330,2648,4914,68,0,88266,346,93669,88612,4982,109,1630,1282,45,270,8506,1,8777,3.08,5252,57963,63310,"4.6",5.1,9.6,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","16.8","2.7","62.8","59.2","%","%","%","%",372,67,1501,736,765,"103.9",112,822,572,16.5,11.5,2.2,4610,1,105,372,4,213,20,6,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,793,12,13,58,95,96,133,151,150,63,21,1,"0 to 119",54,441,337,15,783,10,0,4,742,55,4,45,748,0,0,783,29,15,0,1,17,27,0,44,1,0,2,10,12,11,4,4,1,0,0,"1 to 79","42",34,4,1,5,2,36,6,5,0,2,0,0,0,45,27,18,44,1,0,1085,9,1140,1094,45,0,54,48,44,1,34,0,35,2.86,46,782,828,"4.3",3.9,5.8,"2020-06-07","2020-06-13","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","1","100","90","91.7","case","%","%","%",0,0,10,5,5,"100",0,5,2,11.1,4.4,0,33,1,0,12,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,5474,60,68,335,492,490,657,898,1084,790,587,13,"0 to 119",62,3355,2096,23,5402,72,0,190,4837,530,61,317,5130,0,27,5378,292,14,9,2,167,139,0,306,4,12,41,47,41,41,30,43,36,22,0,"0 to 99","47",178,21,33,74,68,145,93,85,6,46,3,0,13,317,146,171,306,11,0,9373,58,9748,9431,317,13,859,381,64,37,1171,0,1208,3.06,354,6301,6682,"4.4",3.2,6.5,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","66.7","42.9","15.2","43.1","%","%","%","%",31,6,108,35,73,"208.6",13,91,49,28.7,15.5,4.1,284,3,12,33,1,15,0,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3030,25,33,244,515,522,528,478,308,231,140,6,"0 to 105",48,1362,1574,94,3007,23,0,18,2616,310,26,329,2697,1,3,3003,282,38,8,1,72,248,0,320,2,7,30,77,78,62,52,14,6,1,0,"0 to 87","40",132,133,20,35,29,184,107,40,2,25,0,0,2,329,252,77,320,9,0,4250,14,4602,4264,329,2,409,209,36,17,85,0,102,16.67,346,2782,3132,"6.5",7.4,11.4,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","50","62.5","73.6","42.1","%","%","%","%",29,0,13,24,-11,"-45.8",2,42,25,12.8,7.6,0.6,327,11,2,2,0,11,3,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,568,12,13,22,44,76,80,117,121,65,17,1,"0 to 101",58,339,224,5,563,5,0,7,488,78,7,36,532,0,0,563,13,21,2,0,20,14,0,34,1,1,2,3,3,4,7,7,4,4,0,"1 to 95","58",10,17,7,0,5,28,1,7,2,9,0,0,4,36,16,20,34,2,0,938,3,978,941,36,4,68,30,66,0,42,0,42,0,36,574,610,"4.3",3.5,6.3,"2020-06-07","2020-06-13","YES","YES","NO","YES","did not change","did not change","decreased by","decreased by","","","50","47.6","","","%","%",0,4,5,2,3,"150",4,9,9,25,25,11.1,36,2,4,0,0,2,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,349,6,0,43,42,39,35,37,47,55,44,1,"0 to 119",58,224,118,7,349,0,0,12,330,19,1,18,331,0,0,349,13,5,0,0,8,10,0,18,1,0,3,4,1,3,2,2,0,2,0,"3 to 98","40",17,1,0,0,4,14,0,3,0,2,0,0,0,18,10,8,18,0,0,427,0,446,427,18,0,14,14,47,0,12,0,12,0,18,343,361,"4.1",3.9,5.2,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","66.7","","50","36.8","%","","%","%",0,0,6,3,3,"100",0,3,2,16.7,11.1,0,16,1,0,2,0,0,0,0,0
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,15327,210,240,819,1411,1496,1902,2487,2831,2010,664,1257,"0 to 103",59,8006,6244,1077,15191,136,0,169,14666,586,95,646,14670,0,11,15182,615,16,15,0,271,359,1,631,3,16,87,112,93,105,87,68,60,15,0,"0 to 103","45",333,92,128,78,135,391,105,147,12,89,5,1,19,646,368,277,631,15,0,25486,119,26263,25605,646,19,605,313,52,91,4010,0,4101,2.22,737,18680,19428,"5.8",2.4,4.8,"2020-06-07","2020-06-13","YES","YES","NO","YES","decreased by","did not change","increased by","increased by","6.2","","428","411.5","%","","%","%",4,1,222,66,156,"236.4",20,159,94,24.6,14.6,3.1,583,4,19,63,0,21,3,1,0
