"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,812,21,27,65,90,133,107,138,121,69,40,1,"0 to 118",52,480,315,17,812,0,0,11,698,81,1,65,747,0,0,812,49,16,0,0,31,34,0,65,0,3,12,4,11,11,11,4,6,3,0,"6 to 91","48",50,14,0,1,0,63,2,14,0,10,0,0,4,65,34,31,65,0,0,1306,0,1371,1306,65,0,25,0,25,0,1396,65,772,837,"5.1",4.7,8,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","decreased by","increased by","increased by","","100","300","218.9","","%","%","%",0,0,4,14,10,22,16,6.2,65,4,0,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,52023,828,1124,5077,8807,7652,7889,9005,6547,3315,1656,123,"-6 to 119",48,28511,22772,740,51390,633,0,872,48558,2760,221,5839,46125,10,49,51331,5454,280,94,11,2866,2853,15,5734,73,158,1080,1605,1000,738,612,345,144,81,3,"0 to 101","34",1760,1503,581,1890,619,3010,2105,533,22,347,11,3,64,5839,2910,2912,5734,105,0,94979,528,101456,95507,5839,317,5163,4,5484,5.78,106940,6156,51288,57507,"6.2",5.8,11.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","65.9","31","204.4","53.4","%","%","%","%",139,33,67,555,358,10,7,1.1,5588,64,251,0,327,21,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,18518,458,482,1625,2457,2153,2480,3371,2856,1653,946,37,"0 to 119",53,11167,7310,41,15667,2851,0,273,17490,1095,83,1702,16813,2,1,15664,1360,64,278,0,805,618,1,1424,24,53,323,287,209,190,198,163,162,92,1,"0 to 105","41",684,425,47,268,63,972,389,158,1,89,1,3,44,1702,727,974,1424,278,0,27738,2573,32024,30311,1702,25,907,0,932,2.68,32956,1727,17720,19450,"6.2",5.2,9.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","5.1","47.2","172.6","124","%","%","%","%",27,32,47,159,90,10,6,2.8,1660,44,42,0,110,6,3,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4002,44,40,208,394,466,569,790,785,488,212,6,"0 to 119",58,2348,1601,53,3964,38,0,120,3707,262,44,302,3699,0,1,3963,261,33,8,0,179,114,1,294,1,5,33,45,34,48,62,49,21,4,0,"1 to 94","52",178,47,54,15,42,232,20,44,3,29,2,1,5,302,118,183,294,8,0,7710,30,8046,7740,302,32,943,0,975,3.28,9021,334,4642,4977,"4.6",3.7,8.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","66.7","69.2","318.8","151.7","%","%","%","%",1,0,6,47,31,16,11,2,293,5,9,0,9,0,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,472,2,4,25,35,35,49,107,128,71,16,0,"0 to 95",63,263,206,3,468,4,0,9,457,9,7,6,465,0,1,467,4,1,1,0,4,1,0,5,0,0,0,2,0,0,1,2,1,0,0,"34 to 75","65",5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,5,5,1,0,813,3,822,816,6,1,314,0,315,0.32,1137,7,779,787,"6.7",0.6,1.5,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","4","0.0416666666666667","",""," cases","percent difference",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,2987,51,101,221,496,505,526,468,390,145,82,2,"0 to 119",47,2065,911,11,2969,17,1,41,2690,365,16,376,2607,1,3,2966,363,9,4,0,262,110,0,372,4,15,29,73,78,75,39,33,19,11,0,"0 to 98","43",144,155,17,56,43,258,71,76,0,60,0,0,7,376,110,266,371,4,1,5405,13,5800,5418,376,9,103,0,112,8.04,5912,385,2710,3099,"6.7",6.5,12.9,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","300","266.7","225","198.5","%","%","%","%",4,4,7,76,60,21,16,1.9,373,7,3,0,24,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,772,16,16,88,103,110,116,118,99,70,36,0,"0 to 118",49,433,328,11,772,0,0,10,674,106,2,96,676,0,0,772,78,18,0,0,23,73,0,96,3,4,15,18,19,17,15,3,2,0,0,"0 to 83","38",68,10,16,2,26,65,5,4,0,0,0,0,0,96,73,23,96,0,0,2209,0,2308,2209,96,3,58,0,61,4.92,2369,99,734,833,"4.7",4.2,12.8,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","8","700","55.1","48.8"," cases","%","%","%",0,0,0,4,0,5,0,0,97,0,-1,0,10,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,330,4,13,44,69,71,37,32,30,23,6,1,"1 to 90",39,139,189,2,330,0,0,29,211,152,0,167,163,0,0,330,165,2,0,0,43,124,0,167,1,3,27,49,48,20,12,5,1,1,0,"3 to 89","36",126,17,5,19,103,44,20,19,0,14,0,0,1,167,124,43,167,0,0,472,0,639,472,167,2,13,0,15,13.33,654,169,176,345,"2.6",25.8,51.2,"2020-06-21","2020-06-27","YES","YES","NO","NO","did not change","decreased by","decreased by","decreased by","","100","12","31.8","","%","%","%",0,0,1,19,14,12,9,0.6,161,1,6,0,7,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,626,11,15,39,57,65,105,128,122,65,19,0,"0 to 94",56,367,256,3,569,57,0,19,583,65,13,22,604,0,0,569,16,3,3,0,10,9,0,19,0,1,3,2,2,6,5,3,0,0,0,"9 to 70","48",12,4,2,1,2,16,1,6,1,1,1,0,0,22,11,11,19,3,0,1365,54,1441,1419,22,0,45,0,45,0,1486,22,649,671,"4.2",1.5,3.5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","2","2","400","702.4"," cases"," cases","%","%",0,0,0,7,2,32,10,0,22,0,0,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2015,18,28,161,541,416,323,245,168,69,42,4,"0 to 118",41,457,1531,27,2009,6,0,36,1877,329,6,327,1687,0,1,2008,316,8,2,1,65,259,0,324,7,11,31,91,66,58,49,11,3,0,0,"0 to 84","38",141,150,31,2,54,124,146,37,1,10,0,0,2,327,261,66,324,3,0,2323,3,2654,2326,327,1,33,0,34,2.94,2688,328,1720,2049,"14.4",12.2,16.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","133.3","125","30.4","17.8","%","%","%","%",0,0,2,38,10,12,4,0.6,325,2,2,0,30,7,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1223,36,91,168,229,161,152,157,134,69,26,0,"0 to 94",40,677,531,15,1216,7,0,68,659,484,8,426,797,0,0,1216,406,15,5,0,216,205,0,421,13,41,66,94,69,53,36,35,14,5,0,"0 to 86","34",300,58,41,22,289,112,20,65,3,37,3,1,3,426,208,218,421,5,0,2025,2,2455,2027,426,7,44,0,51,13.73,2506,433,841,1274,"4.7",17.3,35.4,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","22.2","61.5","32.3","34.6","%","%","%","%",4,1,4,68,40,16,10,0.9,411,3,15,0,66,4,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2729,93,117,355,505,450,388,353,211,143,107,7,"0 to 104",41,1347,1372,10,2727,2,0,208,1739,914,4,938,1791,0,0,2727,894,44,0,0,389,548,1,938,28,39,139,215,193,138,87,47,32,20,0,"0 to 101","37",754,92,30,62,683,210,45,161,0,88,0,0,25,938,548,389,938,0,0,4160,2,5102,4162,938,8,112,0,120,6.67,5222,946,1903,2849,"7.1",18.1,34.7,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","120","42.1","47.3","12.4","%","%","%","%",8,18,25,161,88,18,10,2.7,923,25,15,0,93,5,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4086,68,68,335,536,489,596,723,586,423,258,4,"0 to 102",54,2456,1609,21,4065,21,0,95,3642,312,48,361,3725,0,0,4065,284,70,6,1,175,179,0,354,4,10,60,72,53,55,52,35,15,5,0,"0 to 92","40",233,31,17,73,49,174,131,68,2,32,2,1,5,361,181,180,354,7,0,9632,14,10008,9646,361,20,886,0,906,2.21,10914,381,4611,4992,"2.7",3.5,9.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","350","73.9","268.2","81.2","%","%","%","%",2,0,6,70,34,20,10,1.7,346,5,15,0,19,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3936,64,63,202,414,362,463,626,729,634,359,20,"0 to 119",61,2382,1516,38,3870,66,0,72,3598,293,29,345,3584,0,7,3863,303,39,3,0,178,164,0,342,11,12,40,48,48,56,62,33,30,5,0,"0 to 91","48",199,58,49,36,113,184,45,68,2,58,1,0,11,345,167,178,342,3,0,8239,63,8653,8302,345,19,319,0,338,5.62,8991,364,3903,4274,"4.2",4,9.2,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","120","50","84.9","31.1","%","%","%","%",11,0,11,70,59,21,18,3.2,324,11,21,0,27,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,59933,1376,1706,5961,9731,8698,9114,9648,7569,4056,1873,201,"0 to 119",47,34062,25581,290,59502,431,0,925,56238,3165,319,10323,49482,23,105,59375,10046,191,83,3,5395,4807,35,10237,210,360,2046,2601,1566,1329,978,579,345,220,89,"0 to 104","34",2981,1437,1288,4531,2008,3063,5166,956,11,609,8,3,135,10323,4847,5441,10237,86,0,111971,344,122722,112315,10323,342,11939,1,12282,2.78,135004,10665,61421,72215,"5.2",7.9,17.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","98.4","28.7","123.2","23.1","%","%","%","%",428,88,138,967,617,10,6,1.3,9918,132,405,3,755,48,7,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,910,12,13,72,134,129,147,161,157,63,21,1,"0 to 119",52,444,451,15,899,11,0,6,758,167,6,161,749,0,0,899,143,16,0,2,21,138,0,159,1,0,16,49,45,26,13,10,1,0,0,"1 to 79","38",92,57,5,5,11,123,25,7,0,5,0,0,0,161,139,22,159,2,0,2186,9,2359,2195,161,1,43,0,44,2.27,2403,162,792,954,"4.9",6.7,17.8,"2020-06-21","2020-06-27","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","50","33.3","769.2","4.9","%","%","%","%",0,0,0,7,5,5,4,0,161,0,0,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,5992,71,99,449,573,570,721,951,1110,818,615,15,"0 to 119",60,3647,2319,26,5920,72,0,198,5069,802,68,686,5280,0,26,5896,660,14,10,2,348,322,4,674,10,37,127,114,99,90,55,62,55,35,2,"0 to 99","39",287,42,59,286,126,231,317,107,6,54,3,0,16,686,330,352,674,12,0,13295,58,14040,13353,686,42,1500,0,1542,2.72,15582,728,6780,7534,"5",4.7,12.1,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","81.8","50","41","8.8","%","%","%","%",42,8,16,113,57,17,9,2.3,655,16,31,0,68,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3103,32,41,262,531,526,537,482,312,233,141,6,"0 to 105",47,1403,1608,92,3080,23,0,18,2626,353,31,359,2737,1,6,3073,312,38,8,1,90,260,0,350,3,10,36,86,81,65,54,17,6,1,0,"0 to 87","39",155,138,20,37,29,210,111,44,2,27,0,0,2,359,264,95,350,9,0,4760,14,5142,4774,359,18,96,0,114,15.79,5256,377,2833,3217,"6.6",7.2,12.1,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","200","42.9","73.3","25.9","%","%","%","%",22,0,2,46,27,13,8,0.6,359,2,0,0,17,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,590,15,13,27,50,81,81,119,121,65,17,1,"0 to 101",57,354,232,4,585,5,0,7,489,90,7,46,543,0,1,584,23,21,2,0,27,17,0,44,2,1,4,5,8,4,7,7,4,4,0,"0 to 95","55",15,21,7,1,8,34,2,8,2,9,0,0,4,46,19,27,44,2,0,1193,3,1243,1196,46,0,60,0,60,0,1303,46,603,650,"4.6",3.5,7.8,"2020-06-21","2020-06-27","YES","NO","NO","YES","did not change","decreased by","increased by","decreased by","","100","175","14.5","","%","%","%",0,4,4,10,9,22,20,8.7,47,4,-1,0,5,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,364,6,1,44,45,40,37,40,50,56,44,1,"0 to 119",57,230,127,7,364,0,0,12,331,23,1,31,333,0,0,364,25,6,0,0,15,16,0,31,1,1,4,7,2,5,4,4,1,2,0,"3 to 98","46",23,5,0,3,4,23,4,5,0,3,0,0,0,31,16,15,31,0,0,508,0,540,508,31,0,13,0,13,0,553,31,346,377,"4.3",5.6,8.5,"2020-06-21","2020-06-27","NO","YES","NO","NO","did not change","did not change","increased by","decreased by","","","42.9","41","","","%","%",0,0,0,5,3,17,10,0,30,0,1,0,2,0,0,0
