"Timestamp1","OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
2020-10-07 18:43:15,66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,23387,8642,14703,4,38,23022,8339,225,66,12,4697,3849,18,8564,130,324,3549,1436,878,815,698,479,214,115,4,"0 to 103","26",4120,2003,963,1478,1065,5736,1763,903,21,440,24,2,64,8642,3896,4727,8564,78,0,93634,248,102554,93882,8642,210,2798,0,3008,6.98,105562,8852,17501,26395,"10",8.4,37.9,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","46.2","26.5","28.3","36.6","%","%","%","%",49,25,66,924,464,11,6,0.8,8619,65,23,1,617,56,11,0,"169",0,4,"343",8306,"336",256,23,233,9,"613","7005","7618","8.0",38,470,508,"7.48"
2020-10-07 18:43:15,17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2670,1556,1077,0,37,2574,1317,238,0,1,507,1048,0,1555,7,41,182,325,332,266,212,125,55,11,0,"0 to 97","41",818,210,50,477,17,967,571,111,0,74,0,0,14,1556,1048,508,1555,1,0,6723,58,8364,6781,1556,11,94,0,105,10.48,8469,1567,1171,2775,"10",18.5,58.7,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","68.8","13.1","51.3","%","%","%","%",1,3,14,111,74,8,5,0.9,1534,13,22,1,80,4,0,1,"586",0,1,"44",1497,"59",56,22,34,39.3,"80","609","689","11.6",4,44,48,"8.33"
2020-10-07 18:43:15,15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9450,6227,3203,1,19,9284,5958,143,124,2,3058,3015,28,6101,70,157,946,1154,1025,1043,887,558,289,97,1,"0 to 99","42",3519,623,854,1105,475,4141,1485,747,19,354,8,5,114,6227,3089,3110,6101,126,0,29349,30,35678,29379,6227,140,1454,0,1594,8.78,37272,6367,4657,11044,"6.1",17.1,67.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","37.5","7.4","36","29.6","%","%","%","%",25,25,119,766,362,13,6,1.9,6215,118,12,1,384,19,5,1,"444",0,6,"380",5411,"816",273,12,261,4.4,"372","2474","2846","13.1",13,131,144,"9.03"
2020-10-07 18:43:15,40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2779,1157,1618,0,4,2772,859,297,1,0,559,597,0,1156,18,58,156,172,163,183,204,118,61,24,0,"0 to 107","45",769,275,56,56,35,1032,89,131,0,71,0,0,9,1157,598,559,1156,1,0,5914,2,7093,5916,1157,18,120,0,138,13.04,7231,1175,1738,2917,"10.8",16.2,42.3,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","60","76.2","26.8","36.8","%","%","%","%",5,2,9,131,71,12,7,0.8,1153,9,4,0,115,6,1,0,"273",0,0,"60",1127,"30",34,4,30,11.8,"115","779","894","12.9",3,38,41,"7.32"
2020-10-07 18:43:15,42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,28531,9568,18952,0,11,28478,9338,194,32,4,5134,4364,34,9532,102,348,1520,1484,1304,1337,1459,951,626,435,2,"0 to 105","45",5175,1117,818,2422,1074,5582,2876,1512,9,869,3,1,311,9568,4383,5151,9532,36,0,100467,14,110113,100481,9568,386,6854,2,7242,5.33,117355,9954,25806,35773,"6.2",8.5,34.9,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","12","10","18.8","16.6","%","%","%","%",75,182,312,1521,872,16,10,3.3,9511,310,57,2,680,65,9,0,"68",0,13,"1189",8731,"837",297,57,240,19.2,"679","7564","8243","8.2",61,471,532,"11.47"
2020-10-07 18:43:15,62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,178478,78374,99956,29,119,176442,72258,5441,634,41,40541,37028,130,77699,1677,4321,11482,14918,13438,12680,10458,5299,2629,1439,33,"0 to 107","39",32777,20557,10933,13432,29588,35176,12935,10549,103,5941,79,26,1440,78374,37458,40784,77699,675,0,504675,1232,585161,505907,78374,5913,58161,22,64096,9.23,649257,84287,158117,242574,"12.7",13,47.2,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","3.2","4.9","5.8","3.2","%","%","%","%",288,400,1466,10652,6020,14,8,1.9,78136,1455,238,11,8127,599,91,0,"404",1,43,"3398",77336,"1038",3253,238,3015,7.3,"8108","43272","51380","15.8",115,1604,1719,"6.69"
2020-10-07 18:43:15,5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1322,634,687,0,1,1320,602,31,1,0,267,365,1,633,5,25,74,116,109,89,80,63,44,29,0,"0 to 99","43",419,94,43,77,27,508,98,60,1,33,1,0,13,634,366,267,633,1,0,4403,0,5047,4403,634,6,41,0,47,12.77,5094,640,728,1369,"9.5",12.6,48.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","1","50","87.5","48.5"," case","%","%","%",14,6,13,61,34,10,6,2.1,632,13,2,0,49,0,0,0,"181",0,2,"85",592,"42",12,2,10,16.7,"49","426","475","10.3",3,14,17,"17.65"
2020-10-07 18:43:15,56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,8150,3175,4967,1,7,8118,2892,275,7,1,1697,1460,10,3167,25,79,331,332,335,454,564,477,333,244,1,"0 to 101","55",2442,209,282,234,260,2560,347,418,1,400,1,0,140,3175,1462,1702,3167,8,0,31681,17,34913,31698,3175,206,3398,2,3606,5.71,38519,3381,8365,11756,"6.6",8.8,41.5,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","57.1","33.3","24.7","32.2","%","%","%","%",107,64,140,419,401,14,13,4.4,3159,139,16,1,153,10,1,0,"65",0,4,"537",2998,"177",199,16,183,8,"153","1633","1786","8.6",4,101,105,"3.81"
2020-10-07 18:43:15,32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7909,2884,4977,2,46,7845,1896,978,4,5,1615,1256,3,2874,34,105,374,332,316,424,490,376,279,152,1,"0 to 100","51",2285,171,213,205,145,2411,318,275,0,301,1,1,112,2883,1263,1617,2874,9,0,24215,7,27116,24222,2883,100,1662,0,1762,5.68,28878,2983,6639,9671,"6.8",10.3,37.7,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","26.1","33.3","21.7","22.3","%","%","%","%",69,41,113,275,302,10,11,3.9,2863,112,20,1,253,5,2,0,"61",0,7,"527",2831,"52",184,20,164,10.9,"253","1981","2234","11.3",9,115,124,"7.26"
2020-10-07 18:43:15,22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,14129,5352,8748,2,27,14065,5159,175,17,0,2752,2530,52,5334,57,197,836,795,895,938,724,471,303,134,1,"0 to 100","43",3121,817,459,937,486,3766,1082,876,2,369,3,0,107,5351,2540,2759,5334,17,0,45013,18,50410,45031,5351,156,2273,0,2429,6.42,52839,5507,11021,16558,"8",10.4,39,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","3","25","20.3","16.5","%","%","%","%",77,55,107,878,372,17,7,2,5329,107,22,0,427,51,3,0,"244",0,7,"514",5044,"307",228,22,206,9.6,"426","4677","5103","8.3",30,303,333,"9.01"
