"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19759,5165,14571,5,18,19427,4928,174,51,12,2785,2298,19,5102,90,215,1308,1119,659,608,546,367,162,84,7,"0 to 103","33",1811,1583,610,1098,608,3140,1354,609,15,309,16,1,33,5165,2334,2811,5102,63,0,78330,249,83776,78579,5165,140,2347,0,2487,5.63,86263,5305,16918,22246,"8.5",6.1,26.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","9.1","18.1","32.8","45.3","%","%","%","%",65,14,34,624,325,13,7,0.7,5117,32,48,2,419,44,7,0,"94",0,2,"263",5097,"68"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2143,1148,958,0,37,2048,1024,124,0,0,308,840,0,1148,5,18,124,265,267,199,161,66,33,10,0,"1 to 97","40",508,148,45,447,15,607,526,74,0,46,0,0,5,1148,840,308,1148,0,0,5531,57,6761,5588,1148,4,72,0,76,5.26,6837,1152,1030,2219,"8",16.8,53.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","40","46.2","78.2","63.6","%","%","%","%",0,3,5,74,46,7,5,0.4,1143,4,5,1,42,3,0,0,"571",0,1,"33",1140,"8"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8397,5341,3039,1,16,8277,5120,138,81,2,2582,2630,46,5258,63,106,805,1017,899,905,756,459,234,78,19,"0 to 99","42",2970,540,674,1074,393,3433,1432,647,16,296,6,5,78,5341,2679,2616,5258,83,0,25159,30,30594,25189,5341,84,1288,0,1372,6.12,31966,5425,4327,9769,"5.4",17,64.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","33.3","47","16.8","15.4","%","%","%","%",40,17,83,663,302,13,6,1.6,5315,83,26,0,291,15,5,1,"432",0,7,"299",4754,"587"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2214,717,1496,0,1,2211,542,175,0,0,306,411,0,717,12,33,88,111,112,123,121,59,41,17,0,"0 to 107","45",441,195,31,50,26,611,80,65,0,40,0,0,5,717,411,306,717,0,0,4718,2,5459,4720,717,9,97,0,106,8.49,5565,726,1593,2320,"8.6",13,32.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","250","9.1","5.3","5.8","%","%","%","%",4,2,5,65,40,10,6,0.7,705,5,12,0,62,1,0,0,"233",0,1,"48",706,"11"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26091,7182,18893,0,16,26047,7028,132,19,3,3843,3283,34,7160,71,198,1184,1186,1029,1021,1038,644,442,349,20,"0 to 105","43",3764,899,637,1860,871,4078,2211,1166,6,645,3,1,209,7182,3293,3855,7160,22,0,85295,16,92551,85311,7182,279,5807,1,6087,4.58,98638,7461,24700,32178,"5.6",7.6,28.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","increased by","14.8","5.6","9.2","0.1","%","%","%","%",276,127,210,1172,648,17,10,2.9,7132,208,50,2,413,45,6,0,"66",0,14,"1009",7021,"161"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,165660,70764,94748,34,114,163726,65114,5086,526,38,36666,33400,134,70200,1519,3896,10213,13558,12192,11502,9458,4764,2358,1272,32,"0 to 119","39",28925,18903,8765,13607,26354,30766,13080,9566,97,5275,76,26,1183,70764,33769,36860,70200,564,0,425157,1235,498045,426392,70764,3918,48347,11,52276,7.49,550321,74682,143095,217936,"11.4",13.6,45.1,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16.2","31.3","35.8","23.5","%","%","%","%",603,345,1209,9663,5351,14,8,1.7,70513,1201,251,8,7318,551,79,0,"318",1,95,"2843",70428,"336"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1173,559,613,0,1,1171,542,16,1,0,236,321,1,558,4,16,57,108,100,79,73,54,40,28,0,"1 to 99","44",361,89,39,69,24,452,82,58,1,32,1,0,8,559,322,236,558,1,0,3957,0,4526,3957,559,4,36,0,40,10,4566,563,649,1213,"8.4",12.3,48,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","80","72.7","16.7","49.1","%","%","%","%",13,6,8,59,33,11,6,1.4,554,8,5,0,31,0,0,0,"168",0,0,"81",524,"35"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7607,2635,4963,1,8,7576,2397,232,5,1,1377,1243,9,2629,24,56,277,293,284,386,474,388,256,197,0,"0 to 101","54",2068,163,212,186,215,2137,277,322,1,331,1,0,111,2635,1245,1380,2629,6,0,26663,16,29348,26679,2635,138,2908,0,3046,4.53,32394,2773,7871,10653,"6",8.6,36.5,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","60","46.7","2.9","10.9","%","%","%","%",151,56,111,323,332,13,13,4.2,2622,108,13,3,120,7,1,0,"60",0,4,"407",2551,"84"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6532,2069,4418,1,44,6474,1243,820,4,2,1104,953,6,2063,18,74,276,247,237,318,378,262,173,77,9,"0 to 100","50",1644,118,150,151,110,1732,221,186,0,208,1,0,57,2069,957,1106,2063,6,0,19705,7,21791,19712,2069,61,1433,0,1494,4.08,23285,2130,5851,8026,"5.6",9.1,32.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","NO","YES","NO","decreased by","decreased by","decreased by","decreased by","5.6","40","22.9","37.1","%","%","%","%",41,18,57,186,209,9,11,2.8,2054,55,15,2,180,5,2,0,"55",0,11,"248",2060,"9"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12245,3910,8314,1,20,12192,3763,133,14,0,2111,1756,29,3896,39,141,605,551,619,680,523,350,223,118,61,"0 to 100","44",2097,644,349,806,386,2612,898,635,2,291,3,0,76,3910,1764,2117,3896,14,0,35835,18,39789,35853,3910,105,1975,0,2080,5.05,41869,4015,10289,14325,"6.9",9.6,32.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","14.3","33.9","2.7","14.4","%","%","%","%",76,44,76,637,294,17,8,1.9,3864,75,46,1,295,30,2,0,"19",0,6,"456",3712,"198"
