"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19164,4544,14611,5,4,18850,4321,165,46,12,2454,2013,19,4486,75,194,1205,1018,579,533,466,287,120,60,7,"0 to 103","32",1501,1365,542,1078,538,2686,1262,411,13,216,15,1,28,4544,2047,2477,4486,58,0,69705,257,74531,69962,4544,100,2049,0,2149,4.65,76680,4644,16660,21313,"8.1",6.1,24.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","11.8","7.7","7.8","4.8","%","%","%","%",95,11,29,424,231,10,6,0.6,4483,28,61,1,366,30,6,0,"64",0,2,"153",4494,"50"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2046,1070,940,0,36,1951,967,102,1,0,275,794,0,1069,5,17,109,254,257,182,154,53,30,9,0,"1 to 97","40",443,140,44,442,14,539,516,66,0,38,0,0,4,1070,794,276,1069,1,0,5127,58,6280,5185,1070,1,68,0,69,1.45,6349,1071,1008,2115,"7.6",16.9,52.3,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","38.5","528.9","171.1","","%","%","%",0,3,4,66,38,7,4,0.4,1059,4,11,0,37,3,0,0,"560",0,0,"30",1062,"8"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7839,4787,3032,0,20,7723,4573,138,74,2,2300,2353,58,4711,57,90,748,912,798,832,667,400,193,67,23,"0 to 99","41",2572,473,583,1083,339,2928,1444,542,14,238,5,5,64,4787,2399,2329,4711,76,0,23444,38,28327,23482,4787,58,1190,0,1248,4.65,29575,4845,4222,9087,"5",16.4,61.8,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","36.4","57.5","5.9","25.5","%","%","%","%",54,10,69,556,243,12,6,1.4,4720,66,67,3,259,12,3,1,"379",0,13,"231",4263,"524"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2034,563,1470,0,1,2031,447,116,0,0,216,347,0,563,10,18,65,80,92,103,106,44,32,13,0,"0 to 107","46",321,174,23,45,17,480,66,49,0,33,0,0,4,563,347,216,563,0,0,4228,2,4815,4230,563,7,88,0,95,7.37,4910,570,1558,2129,"7.9",11.6,28,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","11.1","112.2","79","%","%","%","%",4,2,4,49,33,9,6,0.7,554,4,9,0,37,0,0,0,"223",0,0,"41",561,"2"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25373,6478,18877,0,18,25328,6338,119,18,3,3442,2988,27,6457,65,160,1107,1089,939,943,934,569,367,290,15,"0 to 105","43",3362,796,569,1730,813,3650,1994,1029,6,531,3,1,174,6478,2998,3453,6457,21,0,80156,17,86708,80173,6478,211,5304,1,5516,3.83,92224,6689,24181,30889,"5.4",7.3,26.4,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","32","3.5","21.7","3.1","%","%","%","%",259,102,175,1035,534,16,9,2.7,6392,169,86,6,353,41,6,0,"56",0,33,"834",6429,"49"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,159203,66011,93003,33,156,157264,60926,4558,493,34,34121,31187,176,65484,1408,3585,9570,12712,11387,10754,8801,4406,2182,1169,37,"0 to 119","39",25684,17332,7373,15095,23613,27294,14577,8122,88,4383,68,26,940,66011,31529,34304,65484,527,0,391109,1309,459293,392418,66011,3078,44733,10,47821,6.44,507114,69089,137736,207024,"10.8",13.6,43.4,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","44.1","33.6","48.2","25.5","%","%","%","%",691,266,966,8210,4451,13,7,1.5,65369,940,642,26,6760,477,67,0,"296",1,151,"2262",65959,"52"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1056,497,558,0,1,1055,481,16,0,0,206,290,1,497,2,14,51,96,92,68,66,46,36,26,0,"1 to 99","44",310,81,33,73,22,387,88,54,0,31,0,0,8,497,290,206,497,0,0,3689,0,4202,3689,497,4,32,0,36,11.11,4238,501,590,1092,"7.6",11.8,47.4,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","did not change","increased by","decreased by","500","","146","24.4","%","","%","%",13,6,8,54,31,11,7,1.6,488,8,9,0,23,0,0,0,"156",0,1,"80",466,"31"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7343,2369,4957,1,16,7304,2137,226,5,1,1224,1122,17,2363,23,52,250,268,253,348,427,339,230,178,1,"0 to 101","54",1800,141,150,272,184,1819,360,263,1,276,1,0,100,2369,1124,1227,2363,6,0,24885,16,27302,24901,2369,107,2612,0,2719,3.94,30021,2476,7569,10062,"5.7",8.2,33.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","100","37.8","39.2","42.9","%","%","%","%",164,56,100,264,277,12,12,4.2,2340,97,29,3,109,4,0,0,"56",0,9,"336",2307,"62"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6124,1750,4335,1,38,6073,1048,697,4,1,921,817,7,1745,16,61,227,217,195,267,335,217,141,64,10,"0 to 100","51",1357,107,127,154,90,1438,217,128,0,159,0,0,40,1750,821,922,1745,5,0,17812,8,19580,17820,1750,39,1327,0,1366,2.86,20946,1789,5662,7490,"5.2",8.5,29.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","61.2","53.3","23.2","2.4","%","%","%","%",37,11,40,128,159,8,10,2.3,1708,38,42,2,147,3,1,0,"49",0,4,"202",1747,"3"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11641,3440,8185,1,15,11595,3300,128,12,0,1874,1541,13,3428,36,121,553,503,546,598,471,313,195,104,0,"0 to 100","44",1748,587,293,800,333,2217,878,540,1,249,1,0,65,3440,1547,1880,3428,12,0,32692,18,36170,32710,3440,77,1813,0,1890,4.07,38060,3517,9998,13531,"6.5",9.2,30.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16","36.1","2.4","6.2","%","%","%","%",101,38,65,541,250,16,8,1.9,3389,61,51,4,260,22,2,0,"13",0,14,"422",3307,"133"
