"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,315,4,12,39,66,67,35,32,30,23,6,1,"1 to 90",39,127,186,2,315,0,0,27,212,141,0,154,161,0,0,315,152,2,0,0,32,122,0,154,1,3,23,47,43,18,12,5,1,1,0,"3 to 89","36",121,18,4,11,101,42,11,18,0,14,0,0,1,154,122,32,154,0,0,449,0,603,449,154,1,12,0,13,7.69,155,173,328,"2.5",25.2,49.2,"2020-06-14","2020-06-20","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","100","75","100","258.3","%","%","%","%",0,0,1,18,14,11.7,9.1,0.6,151,1,3,0,5,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,623,11,15,41,57,65,103,125,122,65,19,0,"0 to 94",56,367,253,3,567,56,0,19,582,63,12,17,603,0,3,564,12,3,2,0,9,6,0,15,0,1,3,2,2,4,2,3,0,0,0,"9 to 70","42",8,3,2,2,2,11,2,6,1,1,1,0,0,17,7,10,15,2,0,1325,54,1396,1379,17,0,40,0,40,0,17,643,663,"4.1",1.2,2.7,"2020-06-14","2020-06-20","YES","YES","YES","YES","did not change","did not change","did not change","decreased by","","","","48.5","","","","%",0,0,0,7,2,41.2,11.8,0,16,0,1,0,0,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2006,17,25,160,539,416,321,245,168,69,42,4,"0 to 118",41,453,1526,27,2000,6,0,34,1874,320,5,317,1688,0,1,1999,306,8,2,1,58,256,0,314,6,8,30,88,66,56,49,11,3,0,0,"0 to 84","39",139,142,30,3,51,116,147,36,1,10,0,0,2,317,258,59,314,3,0,2285,3,2606,2288,317,1,30,0,31,3.23,318,1718,2037,"14.3",12.1,15.9,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","50","","88.9","22.3","%","","%","%",0,0,2,37,10,11.7,3.2,0.6,317,2,0,0,22,6,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1149,33,77,158,216,149,144,150,128,68,26,0,"0 to 94",40,636,497,16,1142,7,0,59,649,417,7,373,775,0,1,1141,353,15,5,0,185,182,1,368,11,34,59,85,59,46,31,29,14,5,0,"0 to 86","34",262,57,31,18,250,100,18,59,3,35,3,1,3,373,185,187,368,5,0,1804,2,2181,1806,373,5,38,0,43,11.63,378,813,1192,"4.4",17,32.9,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","33.3","","88","113","%","","%","%",4,0,4,62,38,16.6,10.2,1.1,340,2,33,1,32,3,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2610,88,107,335,480,419,375,344,209,137,107,9,"0 to 119",41,1292,1308,10,2608,2,0,182,1742,821,4,851,1759,0,0,2608,808,43,0,0,345,505,1,851,25,35,124,196,171,127,79,46,27,19,2,"0 to 101","37",687,81,25,58,625,184,42,146,0,81,0,0,24,851,505,345,851,0,0,3932,2,4786,3934,851,8,98,0,106,7.55,859,1857,2716,"6.8",17.6,32.9,"2020-06-14","2020-06-20","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","16.7","8.3","35.7","49.7","%","%","%","%",8,17,24,146,81,17.2,9.5,2.8,810,24,41,0,57,1,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,3969,67,62,315,512,474,581,706,573,420,255,4,"0 to 102",54,2398,1550,21,3948,21,0,89,3590,256,45,260,3709,0,0,3948,183,70,6,1,125,128,0,253,3,7,41,52,39,42,37,23,13,3,0,"0 to 90","40",174,27,11,41,43,146,64,60,2,32,2,1,5,260,130,130,253,7,0,9021,14,9296,9035,260,19,750,0,769,2.47,279,4459,4738,"2.6",2.8,7,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","9.1","5.9","228.6","483.4","%","%","%","%",2,0,6,62,34,23.8,13.1,2.3,227,5,33,0,6,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3875,61,60,194,404,352,454,615,726,630,359,20,"0 to 119",61,2354,1483,38,3810,65,0,68,3557,266,25,284,3585,0,6,3804,243,39,2,0,148,134,0,282,9,9,33,40,37,45,51,30,25,5,0,"0 to 91","49",171,52,45,14,102,159,21,63,1,56,1,0,11,284,136,148,282,2,0,7038,63,7391,7101,284,17,275,0,292,5.82,301,3860,4167,"4.1",3.9,7.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","28.6","33.3","89.3","50.9","%","%","%","%",11,0,11,64,57,22.5,20.1,3.9,279,11,5,0,8,1,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,57608,1320,1619,5400,9153,8348,8809,9454,7484,4013,1855,153,"0 to 119",48,32853,24486,269,57185,423,0,851,54341,2913,317,8018,49477,23,90,57073,7750,191,74,3,4213,3709,19,7941,156,281,1501,2012,1219,1029,790,489,292,202,47,"0 to 104","35",2474,1246,1138,3083,1632,2701,3608,915,11,597,8,3,132,8018,3742,4257,7941,77,0,102606,345,111054,102951,8018,309,10151,1,10461,2.95,8327,59628,68069,"4.9",6.9,14.5,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","53.4","35.8","130.3","114.5","%","%","%","%",428,74,135,926,605,11.5,7.5,1.7,7329,127,689,5,358,25,7,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,899,12,13,71,131,126,145,161,155,63,21,1,"0 to 119",52,443,441,15,888,11,0,6,758,155,6,150,749,0,0,888,132,16,0,2,20,128,0,148,1,0,15,46,42,24,13,8,1,0,0,"1 to 79","38",85,53,5,5,11,112,25,7,0,4,0,0,0,150,129,21,148,2,0,2004,9,2164,2013,150,1,40,0,41,2.44,151,789,940,"4.8",6.8,16.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","1","333.3","481.1","%","case","%","%",0,0,0,7,4,4.7,2.7,0,147,0,3,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,5802,66,85,402,549,543,696,936,1101,808,602,14,"0 to 119",61,3551,2226,25,5731,71,0,206,4963,717,65,541,5234,0,27,5706,516,14,9,2,286,243,1,530,6,25,91,93,80,71,47,52,47,28,1,"0 to 99","40",258,38,51,183,109,211,210,103,6,51,3,0,16,541,250,290,530,11,0,12233,58,12834,12291,541,40,1322,0,1362,2.94,581,6556,7164,"4.7",4.1,10,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","120","16.7","402.7","209.7","%","%","%","%",42,6,16,109,54,20.1,10,3,479,16,62,0,33,0,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3082,30,37,258,523,525,536,483,310,233,141,6,"0 to 105",48,1391,1598,93,3059,23,0,18,2623,345,29,350,2726,1,5,3053,303,38,8,1,86,255,0,341,2,8,34,84,80,65,54,16,6,1,0,"0 to 87","40",147,139,19,36,29,202,110,42,2,26,0,0,2,350,259,91,341,9,0,4618,14,4991,4632,350,18,91,0,109,16.51,368,2817,3191,"6.6",7.2,11.9,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","decreased by","","","15.4","3","","","%","%",22,0,2,44,26,12.6,7.4,0.6,347,2,3,0,12,3,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,580,14,13,23,47,80,81,118,121,65,17,1,"0 to 101",57,347,227,6,575,5,0,7,489,85,7,41,537,0,2,573,18,21,2,0,24,15,0,39,1,1,3,3,7,4,7,7,4,4,0,"1 to 95","56",12,19,7,1,7,30,2,8,2,9,0,0,4,41,17,24,39,2,0,1074,3,1119,1077,41,0,51,0,51,0,41,588,631,"4.5",3.5,7.1,"2020-06-14","2020-06-20","YES","NO","NO","YES","did not change","increased by","increased by","increased by","","2","300","659","","case","%","%",0,4,4,10,9,24.4,22,9.8,41,4,0,0,3,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,358,6,1,44,44,40,36,38,48,56,44,1,"0 to 119",58,229,122,7,358,0,0,12,327,23,1,27,331,0,0,358,21,6,0,0,13,14,0,27,1,1,4,6,2,4,3,3,1,2,0,"3 to 98","36",22,5,0,0,4,23,0,5,0,3,0,0,0,27,14,13,27,0,0,468,0,496,468,27,0,13,0,13,0,27,344,371,"4.2",5.3,7.5,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","100","","100","54.5","%","","%","%",0,0,0,5,3,18.5,11.1,0,22,0,5,0,1,0,0,0
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,15741,229,255,907,1490,1553,1948,2548,2856,2033,667,1255,"0 to 103",58,8237,6446,1058,15602,139,0,198,14903,685,100,975,14748,0,18,15586,942,16,17,0,452,503,3,958,13,23,161,180,138,146,132,86,77,18,1,"0 to 103","42",439,126,184,209,172,536,250,172,12,103,5,1,22,975,513,459,958,17,0,29540,120,30650,29660,975,96,4239,0,4335,2.21,1071,18987,20076,"6",3.1,6.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","187.5","117.9","106.1","92.3","%","%","%","%",10,3,23,184,108,18.9,11.1,2.4,881,21,94,1,33,3,1,0
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,28264,332,449,2195,3406,3527,3988,4704,4885,3256,1465,57,"0 to 119",55,16181,11842,241,27275,988,1,674,24895,2942,177,4757,23483,1,23,27252,4467,175,109,6,2420,2200,22,4642,64,117,720,844,746,725,577,418,303,241,2,"0 to 101","43",2456,579,121,1486,1372,1754,1516,935,15,569,13,4,152,4757,2263,2470,4641,115,1,47325,873,52969,48198,4757,240,5750,1,5991,4.01,4997,29233,34255,"4.8",8.5,17.7,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","157.6","36.4","45.8","113.1","%","%","%","%",295,102,156,950,582,20,12.2,3.3,4062,149,695,3,196,31,8,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,13230,190,315,1733,2153,1927,1999,2124,1739,677,342,31,"0 to 119",46,6847,6231,152,12995,234,1,212,12311,708,96,695,12398,3,134,12859,653,10,31,1,347,316,0,663,3,28,269,118,78,71,72,40,12,4,0,"0 to 91","27",232,299,27,105,48,491,124,101,11,45,9,7,8,695,332,363,662,32,1,23870,202,24772,24072,695,48,1483,0,1531,3.14,743,13881,14761,"5.1",2.8,5.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","7.1","43.5","312","304.7","%","%","%","%",12,2,15,112,54,16.1,7.8,2.2,642,8,53,0,31,2,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1761,26,28,171,230,194,234,341,268,189,79,1,"0 to 118",54,1019,725,17,1760,1,0,26,1471,322,4,165,1596,0,0,1760,144,21,0,0,56,109,0,165,1,1,36,41,28,15,22,12,6,3,0,"3 to 99","35",66,9,82,8,92,65,8,15,0,11,0,0,1,165,109,56,165,0,0,2915,1,3083,2916,165,3,126,0,129,2.33,168,1722,1890,"4.7",5.2,9.5,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","decreased by","decreased by","","71.4","7.3","5.9","","%","%","%",2,1,1,15,11,9.1,6.7,0.6,157,1,8,0,3,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2215,3,4,158,690,561,398,267,93,28,5,8,"0 to 92",38,170,2037,8,2215,0,0,1,2000,83,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,55,54,35,5,0,0,0,"20 to 73","41",115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2096,0,2318,2096,220,1,10,0,11,9.09,221,2005,2226,"26.6",9.5,10,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","100","73.9","","","%","%",0,0,1,5,1,2.3,0.5,0.5,220,1,0,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1147,52,46,100,131,145,155,173,180,109,49,7,"0 to 99",51,731,409,7,1124,23,0,27,905,316,16,170,975,1,1,1122,110,56,4,0,103,63,0,166,10,9,20,19,25,22,35,13,6,11,0,"0 to 98","45",36,113,14,3,12,136,18,33,0,5,0,1,3,170,64,106,166,4,0,1662,19,1853,1681,170,0,50,0,50,0,170,1025,1197,"6.5",8.9,14.8,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","50","471.4","433.2","","%","%","%",2,3,4,33,5,19.4,2.9,2.4,156,3,14,0,17,3,1,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,16551,283,375,1063,1640,1750,2152,3048,3319,2055,762,104,"0 to 119",58,9388,6862,301,16298,253,0,866,14760,1784,47,2368,14177,4,2,16292,2291,60,17,0,1234,1111,6,2351,48,110,316,412,368,330,298,210,169,106,1,"0 to 101","42",1372,259,230,490,769,991,591,183,2,254,3,2,128,2368,1119,1243,2351,17,0,33950,236,36571,34186,2368,122,3249,0,3371,3.62,2490,17426,19922,"5.3",6.2,15,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","78.9","81.6","170.6","163.8","%","%","%","%",111,82,130,185,257,7.8,10.9,5.5,2202,128,166,0,136,1,2,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,15179,166,219,986,1736,1737,2182,2597,2857,1898,775,26,"0 to 168",57,9298,5828,53,15152,27,0,4337,10216,3394,146,524,14262,0,393,14760,495,24,4,1,293,226,0,519,8,13,77,100,81,80,76,53,28,8,0,"0 to 97","42",352,93,33,41,88,387,44,106,3,64,0,0,10,524,227,297,519,5,0,21465,21,22018,21486,524,51,1671,0,1722,2.96,575,15933,16901,"4.9",2.4,3.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","85","100","167.7","242.6","%","%","%","%",7,3,10,109,64,20.8,12.2,1.9,493,10,31,0,11,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,7786,155,187,600,813,913,1004,1373,1374,955,390,22,"0 to 100",56,3828,3499,459,7691,95,0,407,6453,1360,79,1713,6049,1,23,7668,1685,13,15,0,770,923,5,1698,61,92,276,310,315,281,178,93,63,42,2,"0 to 99","38",620,73,605,400,1005,406,287,277,2,160,1,1,23,1713,932,776,1698,15,0,13618,78,15419,13696,1713,78,2269,0,2347,3.32,1791,8318,10133,"6.4",10.1,23,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","52.6","42.1","32.5","14.7","%","%","%","%",45,8,24,279,161,16.3,9.4,1.4,1673,23,40,0,121,10,0,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3798,29,62,241,462,514,645,831,611,294,108,1,"0 to 101",54,1991,1796,11,3714,84,0,1296,2059,844,130,202,3553,0,43,3675,167,20,11,4,81,106,0,187,2,7,19,24,30,34,28,28,18,12,0,"3 to 100","51",136,7,4,40,51,90,46,33,3,19,2,0,4,202,115,87,187,15,0,4838,63,5103,4901,202,99,2373,1,2473,4,301,5926,6271,"8.2",4,7.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","25","40","88.2","59.9","%","%","%","%",17,1,4,36,21,17.8,10.4,2,188,4,14,0,7,1,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3321,46,54,244,341,388,452,631,607,383,171,4,"0 to 103",56,1792,1334,195,3212,109,0,57,3147,107,37,146,3168,0,7,3205,116,22,6,2,68,70,0,138,2,2,26,26,31,14,15,20,7,3,0,"1 to 89","42",89,19,3,27,1,106,31,32,1,17,0,0,1,146,73,73,138,8,0,6137,101,6387,6238,146,15,559,0,574,2.61,161,3727,3895,"4.8",2.3,4.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","100","16.7","144.4","172.8","%","%","%","%",5,1,1,33,17,22.6,11.6,0.7,136,1,10,0,4,0,0,0
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7191,164,156,579,1059,1027,940,1090,828,735,572,41,"0 to 119",51,4350,2801,40,7045,145,1,168,6495,448,77,541,6649,0,1,7045,419,109,8,5,265,263,0,528,6,24,75,115,88,74,70,44,29,15,1,"0 to 96","40",383,47,46,52,147,327,54,98,2,58,1,0,6,541,271,270,527,13,1,11788,132,12470,11920,541,25,956,0,981,2.55,566,7605,8172,"4.1",4.2,7.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","27.8","9.5","12","17.6","%","%","%","%",1,4,6,100,59,18.5,10.9,1.1,500,6,41,0,22,0,0,0
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1775,33,65,251,221,195,223,269,190,179,138,11,"0 to 119",50,1043,711,21,1765,10,0,86,1424,287,14,307,1468,0,0,1765,274,31,2,0,161,144,0,305,11,31,65,50,49,39,40,13,7,2,0,"0 to 87","33",217,23,29,36,165,104,36,26,0,26,2,0,0,307,145,162,305,2,0,2896,8,3211,2904,307,4,109,0,113,3.54,311,1577,1888,"4.7",9.4,17.5,"2020-06-14","2020-06-20","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","42.9","41.7","30.3","9.8","%","%","%","%",0,0,0,26,28,8.5,9.1,0,289,0,18,0,40,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,67225,1152,1517,6144,10255,9956,10505,10577,7522,3561,1353,4683,"0 to 120",47,36741,30133,351,66115,1109,1,863,64398,2393,418,7848,59318,0,59,66059,7594,104,145,5,3620,4033,45,7698,106,171,1840,2100,1275,1062,740,334,162,54,4,"0 to 103","33",2126,1061,1483,3028,1401,1929,4368,850,47,436,37,5,56,7848,4123,3679,7697,150,1,114150,957,123060,115107,7848,529,8279,0,8808,6.01,8377,67597,76033,"5.8",6.4,12.5,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","110.3","50","145.1","137.5","%","%","%","%",49,7,61,897,473,11.4,6,0.8,6786,55,1062,1,240,23,6,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,14047,186,376,1055,2004,2013,2315,2372,1796,893,325,712,"0 to 155",49,7824,6148,75,13968,79,0,637,12346,1265,215,1485,12508,2,52,13915,1397,37,49,2,712,719,3,1434,25,45,213,339,223,254,183,110,71,20,2,"0 to 102","39",626,119,538,151,797,393,244,341,8,184,7,2,24,1485,755,727,1434,51,0,21856,27,23399,21883,1485,96,1414,0,1510,6.36,1581,13922,15557,"4.6",6.3,11.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","204","150","177.5","160.6","%","%","%","%",12,9,26,349,191,23.5,12.9,1.8,1321,24,164,0,55,9,1,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,71996,1079,1661,5443,8782,8712,10160,12170,10806,7572,4002,1609,"0 to 119",54,39378,32325,293,71216,778,2,2594,63948,8786,368,12498,59148,190,160,70871,12211,148,133,6,6140,6191,28,12359,189,452,1665,2171,2003,1888,1617,1056,821,624,12,"0 to 104","43",5111,2114,2004,3130,4217,4893,3249,2287,37,1690,23,13,490,12498,6275,6195,12357,139,2,120735,636,134103,121371,12498,1280,30826,0,32106,3.99,13778,89974,104102,"7.2",8.3,19.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","8.2","3.4","21.2","21.3","%","%","%","%",386,198,503,2324,1713,18.6,13.7,4,11840,486,658,4,586,55,19,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,14500,281,342,1172,1768,1971,2287,2534,2206,1333,574,32,"0 to 119",52,8429,6026,45,14423,77,0,312,13224,1056,117,1326,13134,2,38,14383,1261,53,11,1,685,629,0,1314,26,31,242,240,220,207,162,126,47,23,2,"0 to 96","40",755,109,146,304,258,700,356,197,4,116,3,1,17,1326,635,691,1314,12,0,29843,65,31245,29908,1326,65,3364,0,3429,1.9,1391,16498,17929,"3.5",4,9.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","31","52.6","181.8","241.4","%","%","%","%",38,10,18,201,119,15.2,9,1.4,1170,17,156,0,52,10,2,0
