"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,22529,7862,14638,3,26,22182,7589,200,61,12,4290,3472,27,7789,120,285,3129,1333,823,740,667,449,198,105,13,"0 to 103","27",3320,1864,874,1731,890,4906,1993,784,18,398,21,1,51,7862,3515,4319,7789,73,0,88969,248,97107,89217,7862,185,2669,0,2854,6.48,99961,8047,17307,25383,"9.6",8.1,35.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","YES","YES","NO","NO","decreased by","decreased by","increased by","decreased by","3.8","25.4","25.8","12.7","%","%","%","%",59,17,52,802,419,11,6,0.7,7735,50,127,2,546,51,9,0,"155",0,7,"319",7634,"228",503,127,376,25.2
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2496,1435,1026,0,35,2402,1222,212,0,1,453,981,0,1434,6,37,170,301,309,246,197,111,48,10,0,"0 to 97","40",726,200,48,460,16,868,550,105,0,67,0,0,11,1435,981,454,1434,1,0,6306,58,7825,6364,1435,7,88,0,95,7.37,7920,1442,1114,2591,"9.3",18.2,57.8,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","100","53.6","38.1","29","%","%","%","%",0,3,11,105,67,8,5,0.8,1426,11,9,0,70,4,0,1,"584",0,0,"39",1405,"30",63,9,54,14.3
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9144,5968,3154,1,21,9004,5729,141,96,2,2919,2910,41,5870,68,140,909,1110,986,989,850,532,273,92,19,"0 to 99","42",3368,596,809,1097,459,3933,1478,721,19,342,8,5,102,5968,2972,2955,5870,98,0,28048,30,34114,28078,5968,122,1379,0,1501,8.13,35615,6090,4533,10645,"5.8",17.1,66.6,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","36.8","37.2","7.6","12.5","%","%","%","%",31,19,107,740,350,13,6,1.8,5924,106,44,1,353,16,5,1,"443",0,8,"367",5239,"729",206,44,162,21.4
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2659,1067,1590,0,2,2654,781,285,1,0,511,555,0,1066,14,51,142,158,154,171,192,106,57,22,0,"0 to 107","45",698,258,52,58,32,923,111,115,0,68,0,0,8,1067,556,511,1066,1,0,5612,2,6702,5614,1067,14,113,0,127,11.02,6829,1081,1703,2786,"10.3",15.8,40.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","125","27.6","10.7","6.4","%","%","%","%",8,2,8,115,68,11,7,0.7,1054,8,13,0,101,5,1,0,"266",0,1,"59",1045,"22",29,13,16,44.8
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,27580,8636,18923,0,21,27526,8437,172,24,3,4666,3906,37,8609,90,286,1407,1357,1183,1207,1282,819,560,421,24,"0 to 105","44",4563,1049,723,2274,982,4935,2692,1393,6,780,3,1,290,8636,3921,4678,8609,27,0,95542,16,104253,95558,8636,360,6575,1,6936,5.19,111189,8996,25498,34516,"6",8.1,32.6,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","16.7","21.8","31.5","9.4","%","%","%","%",125,152,291,1399,783,17,10,3.4,8578,285,58,6,566,57,8,0,"68",0,20,"1156",8155,"481",506,58,448,11.5
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,174716,76329,98248,29,110,172716,70305,5376,607,41,39517,36034,130,75681,1637,4204,11211,14538,13095,12340,10186,5145,2551,1387,35,"0 to 107","39",31605,20169,10440,13467,28732,34020,12929,10296,98,5765,76,26,1358,76329,36450,39747,75681,648,0,479701,1233,558150,480934,76329,5310,55505,14,60829,8.73,618979,81639,153753,235545,"12.3",13.2,46.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","13","21.5","16","0.5","%","%","%","%",332,366,1384,10394,5841,14,8,1.8,76146,1369,183,15,7902,579,88,0,"395",1,47,"3255",75549,"780",2402,183,2219,7.6
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1284,610,673,0,1,1282,583,26,1,0,260,348,1,609,5,25,69,113,107,86,76,58,43,28,0,"0 to 99","43",405,92,41,71,26,494,89,60,1,32,1,0,11,610,349,260,609,1,0,4316,0,4936,4316,610,4,38,0,42,9.52,4978,614,711,1326,"9.2",12.3,47.8,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","YES","YES","did not change","did not change","decreased by","decreased by","","","16.7","2.7","","","%","%",13,6,11,61,33,10,6,1.8,608,10,2,1,45,0,0,0,"170",0,2,"84",569,"41",24,2,22,8.3
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7969,3001,4959,1,8,7936,2740,253,7,1,1596,1387,10,2993,25,73,319,322,323,429,543,442,295,230,0,"0 to 101","55",2300,191,283,219,242,2424,327,383,1,375,1,0,134,3001,1389,1601,2993,8,0,29967,16,33022,29983,3001,187,3253,0,3440,5.44,36462,3188,8212,11409,"6.4",8.7,40,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","63.6","55.2","2.5","13.1","%","%","%","%",147,60,134,384,376,13,13,4.5,2978,131,23,3,145,10,2,0,"64",0,3,"502",2872,"129",172,23,149,13.4
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7519,2702,4751,2,64,7438,1763,931,4,4,1497,1187,10,2694,29,97,354,308,292,396,452,352,263,145,14,"0 to 100","52",2132,164,203,195,133,2263,298,259,0,280,1,0,97,2702,1193,1499,2694,8,0,22960,7,25680,22967,2702,89,1569,0,1658,5.37,27338,2791,6320,9177,"6.4",10.2,37.1,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","13.8","41.5","3.3","13.8","%","%","%","%",98,24,97,259,281,10,11,3.6,2684,92,18,5,235,5,2,0,"60",0,17,"504",2664,"38",124,18,106,14.5
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,13548,4920,8601,1,26,13488,4745,160,15,0,2565,2298,42,4905,51,173,767,739,806,866,668,435,287,126,2,"0 to 100","43",2755,727,441,982,451,3361,1093,804,2,344,3,0,96,4920,2307,2571,4905,15,0,42303,18,47266,42321,4920,136,2165,0,2301,5.91,49567,5056,10766,15849,"7.6",10.2,37.3,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","33.3","21.4","33.3","42.2","%","%","%","%",70,49,96,806,347,17,8,2,4895,95,25,1,368,45,3,0,"189",0,5,"495",4652,"268",228,25,203,11
