"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19532,4919,14594,5,14,19206,4689,170,48,12,2668,2168,23,4859,87,207,1264,1073,624,583,511,343,142,78,7,"0 to 103","32",1669,1481,581,1128,571,2930,1358,488,14,262,16,1,31,4919,2202,2693,4859,60,0,74006,250,79207,74256,4919,140,2347,0,2487,5.63,81694,5059,16941,22019,"8.4",6.2,25.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","26.5","0.6","2.3","%","%","%","%",96,13,32,502,278,11,6,0.7,4865,32,54,0,404,33,7,0,"84",0,3,"200",4862,"57"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2085,1111,945,0,29,1998,992,119,0,0,291,820,0,1111,5,17,115,258,259,192,159,63,33,10,0,"1 to 97","40",475,144,45,447,14,575,522,71,0,43,0,0,4,1111,820,291,1111,0,0,5328,57,6521,5385,1111,4,72,0,76,5.26,6597,1115,1017,2161,"7.8",16.9,53.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","decreased by","did not change","decreased by","decreased by","44.4","","67.6","45.4","%","","%","%",0,3,4,71,43,7,4,0.4,1108,4,3,0,39,3,0,0,"568",0,0,"32",1105,"6"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8163,5120,3028,0,15,8048,4902,138,78,2,2447,2537,56,5040,62,99,771,981,863,874,721,437,219,74,19,"0 to 99","42",2806,516,661,1057,369,3208,1463,597,16,269,6,5,71,5120,2585,2479,5040,80,0,24242,30,29448,24272,5120,84,1288,0,1372,6.12,30820,5204,4316,9535,"5.2",16.9,63.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","4.8","46.3","45.8","9.4","%","%","%","%",67,13,76,613,275,12,6,1.5,5058,74,62,2,279,15,4,1,"421",0,7,"268",4561,"559"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2121,640,1479,0,2,2117,491,149,0,0,256,383,1,640,12,25,74,95,103,114,112,54,37,14,0,"0 to 107","45",376,188,24,52,21,543,76,57,0,38,0,0,4,640,383,256,640,0,0,4476,2,5140,4478,640,9,97,0,106,8.49,5246,649,1576,2227,"8.3",12.4,30.6,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","60","36.4","52.2","58.4","%","%","%","%",6,2,4,57,38,9,6,0.6,618,4,22,0,49,0,0,0,"225",0,0,"44",633,"7"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25789,6889,18887,0,13,25749,6739,129,18,3,3681,3155,32,6868,67,184,1146,1148,991,989,990,613,414,328,19,"0 to 105","43",3580,853,617,1818,855,3877,2136,1110,6,595,3,1,195,6889,3165,3692,6868,21,0,82909,16,89872,82925,6889,279,5807,1,6087,4.58,95959,7168,24694,31876,"5.5",7.5,27.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","19.7","25","7.1","8.7","%","%","%","%",265,115,196,1116,598,17,9,2.8,6797,195,92,1,389,44,6,0,"62",0,21,"928",6768,"121"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,162964,68891,93909,33,131,161023,63437,4900,519,35,35660,32538,139,68337,1477,3789,9956,13228,11875,11218,9187,4617,2280,1226,38,"0 to 104","39",27778,18339,8181,14039,25362,29477,13498,9162,94,5015,74,26,1088,68891,32902,35849,68337,554,0,410183,1235,481166,411418,68891,3918,48347,11,52276,7.49,533442,72809,142256,215240,"11.3",13.6,44.7,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","22.1","45.3","0.8","6.4","%","%","%","%",608,313,1114,9256,5089,14,8,1.6,68542,1094,349,20,7119,539,75,0,"318",1,148,"2584",68738,"153"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1105,534,570,0,1,1104,517,17,0,0,221,312,1,534,4,14,55,105,98,73,69,51,38,27,0,"1 to 99","44",336,86,39,73,23,425,86,56,0,32,0,0,8,534,312,221,534,0,0,3773,0,4317,3773,534,4,36,0,40,10,4357,538,606,1145,"7.9",12.3,48.7,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","16.7","15.4","79.6","27.5","%","%","%","%",13,6,8,56,32,11,6,1.5,531,8,3,0,25,0,0,0,"164",0,0,"82",498,"36"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7472,2493,4966,1,12,7437,2259,228,5,1,1298,1178,11,2487,24,54,261,282,268,365,453,360,239,187,0,"0 to 101","54",1930,158,179,220,208,1971,308,286,1,301,1,0,107,2493,1180,1301,2487,6,0,25881,16,28423,25897,2493,138,2908,0,3046,4.53,31469,2631,7874,10518,"5.9",8.4,35.2,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","36.4","33","4.4","%","%","%","%",133,56,107,287,302,12,13,4.3,2462,107,31,0,116,5,1,0,"60",0,7,"368",2421,"72"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6348,1949,4361,1,37,6298,1163,781,4,1,1038,898,8,1944,17,68,255,232,225,300,363,250,155,73,11,"0 to 100","51",1530,112,141,161,102,1606,236,162,0,187,1,0,46,1949,902,1039,1944,5,0,18676,7,20642,18683,1949,61,1433,0,1494,4.08,22136,2010,5794,7842,"5.5",9.1,31.7,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","decreased by","increased by","decreased by","increased by","5.3","7.4","2","23.8","%","%","%","%",37,15,46,162,188,9,10,2.4,1908,46,41,0,165,4,2,0,"55",0,6,"224",1942,"7"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11902,3650,8229,1,22,11849,3507,131,12,0,1983,1638,17,3638,38,135,579,527,585,634,497,328,215,111,1,"0 to 100","44",1954,625,327,732,365,2457,816,593,1,267,1,0,70,3650,1644,1989,3638,12,0,33850,18,37538,33868,3650,105,1975,0,2080,5.05,39618,3755,10204,13982,"6.7",9.5,31.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","47.6","38.9","15.7","","%","%","%",81,41,70,594,268,17,8,1.9,3609,70,41,0,283,25,2,0,"14",0,5,"443",3492,"158"
