"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18885,4246,14629,6,4,18570,4029,160,45,12,2299,1880,10,4189,66,177,1145,962,528,497,432,273,110,53,3,"0 to 103","31",1401,1265,525,998,523,2504,1162,355,11,184,12,1,26,4246,1913,2322,4189,57,0,67647,258,72175,67905,4246,100,2049,0,2149,4.65,74324,4346,16678,21034,"8",5.8,23,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","11.8","7.7","7.8","4.8","%","%","%","%",82,11,27,366,196,9,5,0.6,4171,27,75,0,335,23,4,0,"43",0,1
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1933,964,937,0,32,1842,869,95,0,0,250,713,1,964,5,17,99,232,229,163,138,47,27,7,0,"1 to 97","39",404,121,40,399,13,490,461,59,0,32,0,0,4,964,713,250,964,0,0,4720,59,5761,4779,964,1,68,0,69,1.45,5830,965,1005,2002,"7.2",16.6,49.9,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","38.5","528.9","171.1","","%","%","%",1,3,4,59,32,7,4,0.4,932,4,32,0,36,3,0,0,"491",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7560,4523,3027,0,10,7461,4316,138,67,2,2158,2203,93,4454,54,85,711,878,764,785,614,371,179,59,23,"0 to 99","41",2364,447,541,1102,318,2674,1462,480,14,201,5,5,52,4523,2244,2185,4454,69,0,22615,38,27234,22653,4523,58,1190,0,1248,4.65,28482,4581,4217,8808,"4.8",16.1,60.6,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","36.4","57.5","5.9","25.5","%","%","%","%",50,6,57,494,206,11,5,1.3,4447,56,76,1,249,10,2,0,"363",0,15
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1974,519,1454,0,1,1971,412,107,0,0,194,325,0,519,9,15,60,74,84,92,99,42,31,13,0,"0 to 107","46",295,159,22,43,15,442,62,43,0,30,0,0,4,519,325,194,519,0,0,4030,2,4572,4032,519,7,88,0,95,7.37,4667,526,1542,2069,"7.7",11.3,26.6,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","11.1","112.2","79","%","%","%","%",3,2,4,43,30,9,6,0.8,508,4,11,0,33,0,0,0,"211",0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25085,6190,18880,0,15,25043,6056,113,18,3,3278,2863,28,6169,63,157,1082,1062,898,898,878,537,342,261,12,"0 to 105","42",3220,726,534,1689,788,3440,1941,970,6,488,3,1,157,6190,2873,3289,6169,21,0,78408,17,84671,78425,6190,211,5304,1,5516,3.83,90187,6401,24184,30601,"5.3",7.1,25.5,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","32","3.5","21.7","3.1","%","%","%","%",246,74,158,976,491,16,8,2.6,6099,152,91,6,345,41,6,0,"6",0,35
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,156240,63605,92422,28,185,154281,58984,4098,490,33,32818,30063,201,63082,1362,3372,9246,12294,11043,10377,8468,4217,2087,1102,37,"0 to 119","39",23704,16452,6808,16118,21985,25411,15686,7468,88,4002,67,26,856,63605,30405,32997,63082,523,0,377044,1310,442737,378354,63605,3078,44733,10,47821,6.44,490558,66683,137155,204061,"10.7",13.6,42.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","44.1","33.6","48.2","25.5","%","%","%","%",690,225,882,7556,4069,12,7,1.4,62898,847,707,35,6432,440,62,0,"289",1,92
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1032,481,550,0,1,1031,465,16,0,0,198,282,1,481,2,14,50,91,88,67,61,46,35,27,0,"1 to 99","44",298,61,27,95,19,352,110,51,0,31,0,0,8,481,282,198,481,0,0,3590,0,4087,3590,481,4,32,0,36,11.11,4123,485,582,1068,"7.4",11.8,47,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","did not change","increased by","decreased by","500","","146","24.4","%","","%","%",13,6,8,51,31,11,7,1.7,475,7,6,1,23,0,0,0,"74",0,1
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7249,2281,4956,1,11,7214,2049,225,6,1,1174,1079,21,2274,23,49,244,262,243,332,413,328,224,162,1,"0 to 101","54",1687,132,138,317,177,1687,410,227,1,237,1,0,94,2281,1081,1178,2274,7,0,24171,16,26501,24187,2281,107,2612,0,2719,3.94,29220,2388,7568,9968,"5.6",8.2,32.9,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","100","37.8","39.2","42.9","%","%","%","%",171,53,94,228,238,10,11,4.1,2257,91,24,3,105,4,0,0,"54",0,5
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5917,1594,4285,1,37,5868,961,629,3,1,826,752,12,1590,13,46,213,195,186,245,299,194,130,61,12,"0 to 100","51",1227,105,116,142,85,1302,203,119,0,152,0,0,37,1594,755,827,1590,4,0,17130,8,18743,17138,1594,39,1327,0,1366,2.86,20109,1633,5612,7283,"5.1",8.1,27.6,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","61.2","53.3","23.2","2.4","%","%","%","%",35,10,37,119,152,8,10,2.3,1548,36,46,1,124,3,1,0,"47",0,3
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11441,3327,8100,1,13,11400,3195,123,9,0,1815,1492,11,3318,32,107,540,497,528,577,458,300,187,101,0,"0 to 100","44",1664,565,274,815,310,2109,899,482,0,215,0,0,52,3327,1497,1819,3318,9,0,31760,18,35125,31778,3327,77,1813,0,1890,4.07,37015,3404,9913,13331,"6.4",9.2,29.8,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16","36.1","2.4","6.2","%","%","%","%",108,31,52,482,215,15,7,1.6,3298,51,29,1,234,20,2,0,"12",0,3
