"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,382,7,3,47,48,43,40,42,51,56,44,1,"0 to 119",56,237,136,9,382,0,0,11,330,26,1,52,330,0,0,382,45,7,0,0,23,26,3,52,2,3,7,11,5,9,6,6,1,2,0,"3 to 98","40",30,8,5,9,10,33,9,12,0,4,0,0,0,52,26,23,52,0,0,620,0,673,620,52,0,13,0,13,0,686,52,343,395,"4.5",7.6,13.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","100","40","54.5","41","%","%","%","%",0,0,0,12,4,24,8,0,49,0,3,0,6,0,0,0,"0"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,17169,262,303,1163,1774,1761,2201,2735,2972,2079,683,1236,"0 to 103",56,9006,7134,1029,17023,146,0,233,16050,861,106,2298,14823,0,48,16977,2253,21,24,0,1133,1117,24,2274,35,63,407,453,335,373,303,179,114,33,3,"0 to 103","40",741,263,302,968,317,864,1093,240,12,145,5,1,26,2298,1128,1145,2274,24,0,38591,120,41032,38711,2298,100,4480,0,4580,2.18,45612,2398,19303,21749,"6.5",5.3,14,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","2.9","26.2","36.2","26.8","%","%","%","%",11,5,27,252,150,11,7,1.2,2181,26,117,0,149,5,1,0,"124"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,32140,421,620,2836,4188,4140,4551,5187,5171,3409,1554,63,"0 to 119",53,18195,13684,261,31115,1024,1,1010,27637,4070,195,8581,23539,2,18,31096,8122,299,147,6,4381,3961,79,8421,151,280,1348,1613,1354,1280,1041,691,463,345,8,"0 to 101","41",4205,991,239,2986,2347,2961,3113,1235,16,696,14,4,179,8574,4045,4446,8420,153,1,59465,871,68932,60336,8574,270,6392,1,6663,4.05,75595,8844,29931,38803,"5.4",11.7,27.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","20.8","6.8","46.9","48.5","%","%","%","%",335,113,183,1251,710,15,9,2.1,8340,176,234,3,641,53,9,0,"11"
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,14585,204,370,2290,2437,2077,2110,2237,1777,693,348,42,"0 to 119",44,7566,6872,147,14332,252,1,275,13392,1041,108,2163,12410,2,10,14321,2090,21,47,3,1091,993,27,2111,15,78,932,420,232,184,172,84,25,9,10,"0 to 105","25",561,567,77,906,124,886,1101,134,11,62,10,7,8,2161,1017,1117,2110,50,1,35149,202,37592,35351,2161,49,1670,0,1719,2.85,39311,2210,14080,16304,"5.7",5.6,15.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.7","48","42.9","11.3","%","%","%","%",38,2,15,145,72,7,4,0.7,2047,8,114,0,147,5,1,0,"29"
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1865,28,31,190,242,211,255,355,279,194,79,1,"0 to 118",54,1071,775,19,1861,4,0,52,1481,439,9,241,1624,0,0,1861,212,26,0,3,88,148,2,238,1,3,50,49,40,32,29,24,9,4,0,"3 to 99","40",101,17,94,26,103,110,25,30,0,20,0,0,2,241,150,89,238,3,0,3591,1,3836,3592,241,3,135,0,138,2.17,3974,244,1759,2003,"5",6.1,13.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","20","44.4","31","37.3","%","%","%","%",2,1,2,30,20,13,9,0.8,235,1,6,1,9,1,0,0,"1"
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2262,5,9,168,694,563,407,276,95,30,7,8,"0 to 105",39,197,2058,7,2262,0,0,1,2003,120,3,262,2000,0,0,2262,258,4,0,0,22,240,0,262,2,4,23,63,57,63,42,6,1,1,0,"0 to 85","40",147,101,5,9,7,166,89,9,0,3,0,0,1,262,240,22,262,0,0,2261,0,2525,2261,262,1,11,0,12,8.33,2537,263,2011,2274,"27.2",10.4,11.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","did not change","increased by","increased by","increased by","","100","1000","711.9","","%","%","%",0,0,1,9,3,4,2,0.4,257,1,5,0,12,0,0,1,"214"
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1316,64,61,126,154,170,181,193,193,113,55,6,"0 to 99",49,838,473,5,1290,26,0,36,925,450,24,302,1013,0,1,1289,166,130,6,0,189,107,0,296,20,18,34,39,48,45,49,24,8,17,0,"0 to 98","42",64,205,17,10,20,238,38,60,0,11,0,1,4,302,109,193,296,6,0,2172,20,2498,2192,302,0,55,0,55,0,2553,302,1068,1371,"7.4",11.8,22.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","60","57.1","3.4","25.7","%","%","%","%",3,3,5,60,11,20,4,1.7,283,4,19,0,47,4,1,0,"9"
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,18601,334,533,1439,2038,2108,2442,3283,3426,2103,792,103,"0 to 119",56,10435,7871,295,18335,266,0,1099,16224,2426,52,4432,14160,4,5,18326,4339,63,30,0,2269,2113,20,4402,97,263,690,812,728,634,534,320,219,135,0,"0 to 101","39",1957,379,366,1700,1138,1380,1884,236,4,332,3,2,138,4432,2127,2285,4402,30,0,45724,236,50422,45960,4432,133,3701,0,3834,3.47,54256,4565,17861,22435,"6",8.4,24.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","5.6","0.6","14.7","19.2","%","%","%","%",139,70,140,240,335,6,8,3.2,4266,138,166,0,470,2,1,0,"5"
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,16404,192,277,1180,1956,1933,2363,2741,2983,1957,793,29,"0 to 168",56,9937,6399,68,16376,28,0,4371,10742,3957,173,1307,14906,0,191,16186,1264,37,5,1,661,619,21,1301,23,36,208,250,220,195,174,112,66,22,1,"0 to 97","40",876,194,76,155,232,894,175,236,3,150,0,0,15,1307,620,666,1301,6,0,27254,21,28588,27275,1307,55,1956,0,2011,2.73,30599,1362,16862,18415,"5.3",4.5,8.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26","36.5","33.2","38.3","%","%","%","%",13,3,15,239,150,19,12,1.1,1162,12,145,3,77,5,0,0,"83"
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,8804,189,272,752,996,1076,1159,1476,1450,1002,409,23,"0 to 100",54,4353,4010,441,8707,97,0,607,6614,2182,83,2637,6125,1,41,8666,2603,14,17,0,1208,1393,16,2617,92,158,420,475,459,426,269,163,107,61,4,"0 to 99","38",936,127,817,737,1419,657,541,394,3,221,2,1,38,2634,1403,1215,2617,17,0,16674,78,19410,16752,2634,83,2474,0,2557,3.25,21967,2717,8599,11361,"7.2",12.4,30.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","YES","NO","NO","NO","decreased by","increased by","increased by","increased by","20","4.2","2.8","4.7","%","%","%","%",65,13,39,397,223,16,9,1.5,2545,36,89,2,320,23,3,0,"5"
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,4196,45,80,288,539,579,713,880,653,308,109,2,"0 to 101",53,2180,1998,18,4109,87,0,1335,2206,909,139,470,3690,0,36,4076,430,23,13,4,207,241,5,453,11,17,45,81,75,80,59,59,29,13,1,"0 to 100","45",269,14,9,161,122,168,163,77,4,29,3,0,6,470,252,213,453,17,0,6771,66,7308,6837,470,103,2623,1,2727,3.78,10035,573,6313,6923,"9.1",5.7,13.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","78.6","23.8","150","46","%","%","%","%",8,1,6,81,32,18,7,1.3,445,6,25,0,31,7,0,0,"0"
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3676,52,65,323,401,448,513,677,626,391,176,4,"0 to 103",55,1991,1507,178,3556,120,0,121,3235,302,54,442,3226,0,8,3548,397,22,17,2,208,210,1,419,6,11,96,75,81,63,51,34,13,8,0,"0 to 93","39",251,50,20,98,26,281,112,61,1,28,0,0,2,438,218,219,419,19,0,8515,101,9061,8616,438,19,649,0,668,2.84,9729,457,3875,4344,"5.4",4.7,12.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","50","18.8","150","69.7","%","%","%","%",5,1,2,62,28,15,7,0.5,405,2,33,0,32,5,0,0,"2"
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7752,202,172,690,1173,1120,1018,1137,868,752,579,41,"0 to 119",49,4621,3051,80,7603,148,1,232,6697,707,94,1085,6645,0,22,7582,933,133,12,5,560,482,24,1066,13,33,189,221,178,143,122,87,61,35,1,"0 to 99","39",661,96,85,224,210,575,281,124,3,71,1,0,10,1083,491,568,1065,17,1,15752,131,16983,15883,1083,28,1068,0,1096,2.55,18079,1111,7713,8848,"4.4",6.1,14.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","43.6","9.4","66","11.1","%","%","%","%",44,4,10,127,72,12,7,0.9,1015,10,68,0,61,1,0,0,"7"
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,2007,38,83,297,266,233,245,303,202,186,143,11,"0 to 119",48,1148,837,22,1996,11,0,136,1481,420,15,501,1505,0,1,1995,457,41,3,0,246,250,2,498,14,42,105,85,82,57,70,22,14,10,0,"0 to 94","35",329,52,59,58,242,182,74,55,0,47,2,0,0,501,251,248,498,3,0,3896,8,4407,3904,501,4,118,0,122,3.28,4529,505,1623,2129,"5.2",11.2,25.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","225","107.1","8","7.2","%","%","%","%",3,0,0,55,49,11,10,0,459,0,42,0,85,3,1,0,"43"
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,75742,1311,1758,7884,12554,11421,11717,11372,7905,3764,1425,4631,"0 to 120",45,40951,34330,461,74503,1238,1,1291,71525,3693,439,16152,59395,0,195,74310,15749,120,274,5,7672,8053,144,15869,244,399,3539,4330,2686,2211,1523,713,364,125,14,"0 to 103","33",3750,2124,2513,7482,2176,3357,10336,1044,50,536,39,5,78,16148,8207,7789,15868,279,1,149831,958,167133,150789,16148,556,9730,0,10286,5.41,177419,16704,69125,86028,"6.5",9.4,22.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","6.9","6.7","9.8","7.2","%","%","%","%",104,7,83,1094,575,7,4,0.5,15595,69,553,9,929,42,4,0,"24"
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,16287,231,493,1420,2563,2447,2672,2593,1899,943,336,690,"0 to 155",47,8960,7233,94,16190,97,0,1016,13726,1883,224,3658,12566,2,61,16128,3548,41,67,2,1820,1745,24,3589,60,139,560,893,631,605,396,217,124,31,2,"0 to 102","37",1212,204,1078,1095,1529,661,1399,441,9,214,7,2,31,3658,1795,1838,3589,69,0,29522,27,33272,29549,3658,103,1760,0,1863,5.53,35135,3761,14326,18150,"5.4",10.7,23.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.9","15.2","40.7","28.4","%","%","%","%",10,9,33,450,221,13,7,0.9,3466,31,192,0,258,15,0,0,"8"
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,79271,1251,1942,6633,10259,9895,11181,13067,11318,7869,4246,1610,"0 to 119",53,43081,35869,321,78432,837,2,3722,68066,12099,430,19243,59663,182,183,78072,18871,166,190,6,9526,9451,60,19037,327,691,2771,3593,3127,2814,2439,1499,1083,876,13,"0 to 105","41",7522,3124,2750,5641,5850,7191,5996,2753,41,2001,27,14,586,19233,9559,9611,19035,196,2,152853,638,173000,153491,19233,1422,34424,0,35846,3.97,208846,20655,94087,115117,"8",9.9,26.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.7","16.8","29.9","26.8","%","%","%","%",636,229,600,2794,2028,15,11,3.1,18656,578,577,8,1368,103,34,2,"359"
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,16933,337,434,1605,2243,2353,2682,2815,2406,1428,599,31,"0 to 119",50,9626,7216,91,16848,85,0,626,14320,2293,147,3564,13325,2,42,16804,3463,76,19,1,1778,1725,36,3539,63,105,640,694,583,556,416,304,142,55,1,"0 to 99","39",1872,226,321,1120,594,1660,1285,410,9,231,5,1,27,3559,1735,1788,3539,20,0,40455,65,44098,40520,3559,67,3815,0,3882,1.73,47980,3626,17140,20815,"4.1",7.6,21.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","27.2","34.6","","9.1","%","%","","%",71,11,28,419,236,12,7,0.8,3330,27,229,0,251,28,4,0,"103"
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,45312,467,731,3594,6209,5356,6473,8242,7276,4451,2422,91,"0 to 120",54,25870,19297,145,44960,352,0,3134,38435,8463,421,10294,34968,1,49,44910,10031,181,74,7,5428,4722,62,10212,133,337,1657,2295,1380,1383,1270,816,594,418,10,"0 to 104","39",4421,1798,478,3515,723,5386,4103,1137,20,863,17,2,223,10293,4768,5463,10212,81,0,104860,271,115481,105131,10293,303,14174,2,14479,2.09,129960,10596,49142,59791,"6.2",8.2,23.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","15","27.6","6.6","12.8","%","%","%","%",749,138,225,1157,880,12,9,2.2,9826,221,467,2,633,37,4,0,"26"
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,23845,557,720,2207,3443,3361,3441,3593,3287,2037,865,334,"0 to 119",49,13376,10266,203,23743,102,0,802,20678,2948,162,6611,17208,1,25,23717,5999,589,21,2,3387,3173,28,6588,115,256,1008,1332,1202,960,739,499,312,187,1,"0 to 103","39",2986,1022,554,2026,1564,2581,2443,891,10,552,5,1,129,6611,3183,3400,6588,23,0,52373,79,59120,52452,6611,104,2715,0,2819,3.69,61939,6715,19923,26664,"4",10.8,28.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17","13.8","15.8","17.8","%","%","%","%",399,67,130,901,557,14,9,2,6206,127,405,2,518,40,6,0,"224"
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3847,84,151,412,573,481,588,625,451,307,163,12,"0 to 118",49,2336,1433,78,3836,11,0,110,3435,482,22,653,3191,1,2,3833,359,291,2,1,319,289,42,650,14,59,124,122,91,85,68,48,28,13,1,"0 to 100","35",299,213,46,92,97,409,144,102,0,49,0,0,7,653,290,321,650,3,0,7433,8,8096,7441,653,5,232,0,237,2.11,8333,658,3423,4084,"5.6",7.9,17.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","14.7","168.3","213.7","%","%","%","%",4,2,7,102,49,16,8,1.1,619,7,34,0,97,8,0,0,"13"
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,11567,168,293,1157,1298,1673,1905,1992,1726,920,417,18,"0 to 119",51,6301,5087,179,11524,43,0,442,10009,1100,195,1733,9789,11,34,11480,1569,137,20,4,848,828,30,1706,22,41,440,276,230,272,239,121,61,27,1,"0 to 98","38",939,82,76,609,95,933,678,151,4,92,4,0,10,1730,840,860,1706,24,0,24193,18,25969,24211,1730,131,2842,4,2977,4.4,28946,1861,12631,14544,"6.2",6.4,16.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","did not change","increased by","increased by","12.1","","24.3","44.1","%","","%","%",3,1,10,155,96,9,6,0.6,1632,9,98,1,129,4,0,7,"3"
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,12193,214,282,968,1558,1570,1885,2044,1845,1181,609,37,"0 to 119",53,6998,4950,245,12045,148,0,663,9885,2189,92,2661,9383,6,143,11896,2551,95,15,0,1415,1201,30,2646,52,93,378,480,424,441,331,240,130,86,6,"0 to 102","42",900,435,239,1072,535,900,1211,296,1,220,2,1,60,2661,1210,1421,2646,15,0,24378,133,27187,24511,2661,68,2120,1,2189,3.11,29376,2729,11503,14382,"4.7",9.3,22.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17.7","24.2","20.5","24.8","%","%","%","%",77,26,61,297,222,12,9,2.3,2483,59,178,1,211,11,6,0,"48"
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7894,254,307,843,1073,1081,1179,1250,1081,570,246,10,"0 to 119",48,4350,3505,39,7824,70,0,221,6854,802,109,1085,6808,0,1,7823,1016,60,9,0,525,541,10,1076,17,29,310,195,134,163,114,65,37,21,0,"0 to 99","34",802,75,26,173,36,831,209,63,0,65,1,0,10,1085,544,531,1076,9,0,14169,61,15319,14230,1085,18,581,0,599,3.01,15918,1103,7389,8493,"5",6.9,14,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","40","25","224.4","68.5","%","%","%","%",19,0,10,63,66,6,7,0.9,1033,10,52,0,108,6,4,0,"118"
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,15035,176,241,1012,1538,1499,1907,2655,2916,2051,997,43,"0 to 119",59,8365,6497,173,14780,255,0,624,13600,1718,106,2552,12470,1,12,14767,2441,68,33,6,1279,1211,19,2509,27,71,394,457,369,345,307,240,190,146,2,"0 to 104","43",1289,138,180,902,281,1142,1086,272,17,235,11,2,100,2548,1234,1295,2509,39,0,40564,216,43336,40780,2548,162,5137,7,5306,3.05,48642,2710,17607,20341,"4.9",5.6,18,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","10.5","30","68.4","50.1","%","%","%","%",107,62,102,289,246,12,10,4,2431,100,117,0,156,3,2,0,"3"
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,20027,272,476,2121,2840,2716,3077,3160,2651,1270,581,863,"0 to 119",48,11258,8612,157,19982,45,0,456,18516,1264,112,3969,16030,1,27,19955,3893,60,14,0,2097,1834,22,3953,54,98,926,896,564,571,395,232,133,98,0,"0 to 104","35",1552,345,357,1699,472,1103,2378,346,5,200,1,0,21,3967,1839,2106,3953,14,0,41256,30,45288,41286,3967,124,3336,0,3460,3.58,48748,4091,19366,23487,"5.2",8.4,20.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","16","15.6","9.9","4.1","%","%","%","%",116,7,21,351,201,9,6,0.5,3806,21,161,0,218,15,2,0,"10"
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,4205,30,36,120,196,205,332,569,1513,974,145,85,"0 to 119",69,2076,1938,191,4128,77,0,179,3660,471,72,589,3592,0,24,4104,531,53,4,1,231,342,11,584,1,11,34,31,57,78,86,169,100,22,0,"4 to 92","64",355,68,14,147,32,396,156,132,1,79,0,0,18,589,344,234,584,5,0,10266,72,10935,10338,589,41,2156,1,2198,1.87,13133,630,5748,6403,"5.3",4.8,15,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","136.8","121.4","126.7","%","%","%","%",6,1,18,133,79,23,14,3.1,549,18,40,0,15,1,0,3,"123"
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2617,83,94,249,352,326,320,395,325,247,215,11,"0 to 118",51,1607,928,82,2601,16,0,84,2000,791,22,710,1907,0,0,2601,581,113,13,3,391,293,10,694,27,52,111,106,112,100,74,54,45,28,1,"0 to 102","40",330,108,146,110,246,321,127,96,1,69,0,0,21,710,299,401,694,16,0,4214,0,4926,4214,710,8,127,0,135,5.93,5061,718,2034,2752,"6.3",14.2,27.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","86.7","163.2","37.3","35.8","%","%","%","%",63,6,21,97,69,14,10,3,686,21,24,0,103,5,3,0,"2"
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,968,33,20,95,152,126,124,171,144,75,24,4,"0 to 118",49,541,396,31,960,8,0,19,775,214,28,123,844,1,0,959,100,21,2,0,59,61,1,121,0,2,26,37,20,11,15,4,8,0,0,"6 to 84","33",65,25,20,11,26,81,14,25,0,9,0,0,1,123,61,61,121,2,0,1577,6,1709,1583,123,0,35,0,35,0,1744,123,879,1003,"4.5",7.1,12.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","100","40","130","24.4","%","%","%","%",0,0,1,25,9,21,8,0.8,116,1,7,0,3,0,0,0,"3"
39,63,125,"UNION","Union","Union","Union County","FL",15239,1238,12,28,80,83,115,142,407,283,74,14,0,"0 to 118",59,345,887,6,1238,0,0,25,1140,135,4,105,1133,0,0,1238,85,20,0,0,30,75,0,105,1,8,26,11,7,6,25,18,3,0,0,"4 to 80","43",65,30,4,6,5,91,9,12,0,10,0,0,2,105,75,30,105,0,0,2501,0,2606,2501,105,0,24,0,24,0,2630,105,1157,1262,"8.3",4,8.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","60","75","9.5","4.4","%","%","%","%",0,0,2,12,10,12,10,1.9,101,2,4,0,17,0,0,2,"38"
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,22968,207,383,1552,2565,2556,3306,4568,4193,2262,1084,292,"0 to 119",56,12827,9490,651,22864,104,0,690,20857,2109,180,3454,19497,0,17,22847,3162,270,21,1,1800,1621,11,3432,36,99,577,651,478,506,462,353,165,119,8,"0 to 102","42",1464,445,649,874,442,1827,1163,482,6,288,5,0,72,3454,1632,1811,3432,22,0,44319,82,47893,44401,3454,173,7585,0,7758,2.23,55651,3627,27082,30726,"5.8",6.5,15.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","5.8","17.7","5.6","36.6","%","%","%","%",167,35,72,488,293,15,9,2.1,3234,67,220,5,191,11,1,0,"173"
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1365,18,34,119,156,188,225,255,220,110,39,1,"0 to 102",52,777,577,11,1360,5,0,27,1213,237,7,116,1249,0,0,1360,89,24,2,1,67,46,0,113,1,1,32,21,21,18,12,6,3,1,0,"3 to 86","36",69,25,6,13,6,92,15,18,0,8,0,0,1,116,47,69,113,3,0,2616,2,2737,2618,116,3,194,0,197,1.52,2934,119,1443,1562,"4.9",4.1,8.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","did not change","increased by","increased by","increased by","","50","106.7","103.6","","%","%","%",0,0,1,18,8,16,7,0.9,102,1,14,0,5,1,0,0,"8"
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,2069,54,55,208,258,287,301,342,262,166,133,3,"0 to 101",50,1118,905,46,1970,99,0,71,1758,505,68,484,1585,0,0,1970,412,24,45,3,211,224,1,436,6,17,99,84,83,60,75,32,22,6,0,"0 to 101","39",380,29,7,20,106,308,22,58,9,33,2,0,9,484,246,237,436,48,0,4027,51,4566,4078,484,28,926,0,954,2.94,5520,512,2511,3023,"4.6",9.3,24.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","142.9","219.4","63.2","%","%","%","%",17,9,9,67,35,14,8,1.9,434,9,50,0,39,2,0,0,"3"
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,983,13,21,64,109,122,159,208,133,99,55,0,"0 to 119",55,577,384,22,975,8,0,41,754,199,15,148,832,0,3,972,115,28,4,0,74,68,1,143,1,4,9,21,15,22,29,22,17,7,0,"3 to 99","56",87,36,5,15,2,122,19,19,0,24,0,0,13,147,70,76,143,4,0,1956,4,2108,1960,147,1,71,0,72,1.39,2180,148,903,1055,"4.3",6.8,15.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","50","37.5","33.3","10.9","%","%","%","%",17,12,13,19,24,13,17,8.8,140,13,7,0,6,0,0,0,"6"
68,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1521,1,6,101,192,205,215,191,139,210,258,3,"3 to 119",56,987,517,17,179,1342,0,4,1497,26,15,271,1249,1,0,178,54,0,214,3,16,29,9,54,1,5,45,70,51,50,27,9,6,6,1,"12 to 90","33",18,3,0,33,25,0,29,0,2,0,1,0,0,271,149,112,54,217,0,1881,1125,3291,3006,271,910,351,0,24471,9.07,27762,1181,1600,25992,"",4.3,77.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","","","","","","","","","","","","","","","","",0,86,0,2,1,1,1,0,262,0,9,0,15,0,0,0,"0"
