"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,21166,566,864,2359,2656,2801,2887,3007,2999,2239,749,39,"0 to 105",49,11234,9784,148,20789,377,0,911,16108,4819,198,7577,13433,3,153,20633,7112,367,82,16,3753,3692,34,7479,205,399,1364,1276,1302,1173,901,492,324,140,1,"0 to 101","39",3591,393,562,2933,3062,1600,2817,802,22,510,12,6,105,7577,3748,3790,7479,98,0,41290,279,49191,41569,7577,404,11524,1,11929,3.39,61120,7981,24957,33095,"9.1",13.1,37.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",82,38,111,824,522,11,7,1.5,7314,104,263,1,859,52,18,0,"7",6,11
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,4342,104,124,329,592,609,621,802,632,310,210,9,"0 to 119",51,2168,2096,78,4323,19,0,352,3140,1127,20,1181,3158,0,3,4320,1094,81,6,0,346,829,0,1175,24,34,118,234,224,209,174,107,39,18,0,"0 to 97","43",394,240,71,470,74,536,565,16,0,61,0,0,4,1181,834,347,1175,6,0,7832,13,9059,7845,1181,12,232,0,244,4.92,9303,1193,3390,4586,"6.6",12.8,27.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",27,0,4,16,61,2,6,0.3,1150,4,31,0,78,0,0,0,"544",0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,216279,2600,4295,20026,36827,35110,39099,35081,22752,12710,7080,699,"0 to 225",47,112219,102792,1268,214576,1702,1,5415,193248,23643,1074,81026,134970,94,189,214295,79151,1129,737,9,40394,39619,267,80280,987,2108,10100,15868,13703,14509,11294,6490,3642,2230,95,"0 to 108","43",29123,8241,3119,39797,30577,10219,39484,8806,57,4679,32,15,1274,81026,40004,40731,80279,746,1,400861,939,483746,401800,81026,3344,55163,2,58509,5.72,542255,84370,190133,274788,"10.1",15.6,39,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",1096,545,1289,8863,4711,11,6,1.6,77867,1270,3159,4,4435,384,54,13,"1366",-6,142
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3205,91,181,315,473,482,549,560,313,164,73,4,"0 to 102",46,1314,1769,122,3194,11,0,127,2160,1034,17,1055,2141,0,9,3185,924,130,1,0,433,618,3,1054,36,100,143,211,195,160,125,59,15,11,0,"0 to 97","36",693,100,36,225,569,246,239,153,0,87,0,0,13,1055,618,434,1054,1,0,6468,10,7552,6478,1055,7,158,0,165,4.24,7717,1062,2299,3370,"9.3",13.8,33.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,13,153,87,15,9,1.2,1045,13,10,0,165,7,3,0,"137",0,2
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,923,23,36,77,108,154,115,147,141,79,42,1,"0 to 118",51,550,359,14,923,0,0,30,725,171,3,160,763,0,0,923,129,31,0,0,91,68,1,160,0,9,19,22,25,19,21,24,16,5,0,"6 to 91","48",126,15,1,18,1,133,26,31,0,19,0,0,4,160,68,91,160,0,0,1715,0,1876,1715,160,0,31,0,31,0,1907,160,794,954,"5.8",8.4,17.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","80","33.3","138.5","28","%","%","%","%",0,0,4,31,19,20,12,2.5,155,4,5,0,16,0,0,0,"4",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,62047,1085,1591,6784,11045,9337,9392,10095,7164,3592,1828,134,"-6 to 119",46,33889,27390,768,61334,713,0,1381,56080,4391,243,15903,46035,10,99,61229,14553,1168,167,15,8240,7384,97,15721,203,576,2752,3901,2724,2262,1745,987,462,282,9,"0 to 102","36",3930,4940,1423,5428,1333,7487,6901,836,24,470,12,4,93,15903,7482,8321,15721,182,0,140114,520,156733,140634,15903,583,7676,3,8262,7.06,164995,16486,53711,70309,"7.6",10,26.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.1","41.6","4.3","14.6","%","%","%","%",522,37,97,860,482,6,4,0.6,15641,93,262,0,1126,31,6,0,"68",0,18
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,22142,507,603,2410,3244,2683,2949,3788,3104,1785,1011,58,"0 to 119",50,13038,8947,157,18915,3227,0,643,20042,2028,124,5557,16565,2,18,18895,4814,78,665,0,2620,2160,112,4892,59,172,1147,1119,788,679,666,434,313,180,0,"0 to 105","37",1946,1237,173,1536,150,2946,1796,477,3,259,4,3,57,5557,2438,3007,4892,665,0,44754,2518,52849,47272,5557,39,1175,0,1214,3.21,54063,5596,17740,23356,"7.5",10.4,25.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","1.3","0.5","22.8","8.3","%","%","%","%",194,37,60,480,263,9,5,1.1,5346,56,211,1,376,25,7,0,"38",0,4
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4391,65,57,269,452,518,627,839,834,504,219,7,"0 to 119",57,2549,1786,56,4352,39,0,199,3777,491,55,612,3774,0,5,4347,517,86,9,0,324,273,6,603,11,19,82,92,71,96,101,93,35,11,1,"0 to 94","49",354,87,103,59,76,445,82,94,4,54,2,1,7,612,278,328,603,9,0,10613,30,11266,10643,612,38,1160,0,1198,3.17,12464,650,4934,5589,"5.2",5.2,14.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","10","2.7","7.4","20.4","%","%","%","%",1,0,8,98,56,17,10,1.3,600,7,12,0,41,5,0,0,"8",0,2
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,576,9,10,32,45,48,72,131,133,78,18,0,"0 to 95",61,336,239,1,572,4,0,11,490,63,13,52,523,0,1,571,48,3,1,0,31,20,0,51,0,1,4,8,5,8,12,7,5,2,0,"9 to 85","55",36,14,0,1,2,47,2,7,0,3,0,0,0,52,20,32,51,1,0,1919,3,1976,1922,52,1,466,0,467,0.21,2443,53,989,1043,"8.9",2.2,9.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","66.7","125","359","%","%","%","%",0,0,0,7,3,14,6,0,50,0,2,0,3,0,0,0,"0",0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3402,67,141,292,564,588,581,506,410,161,89,3,"0 to 119",45,2281,1103,18,3382,19,1,71,2920,551,22,779,2621,1,1,3381,744,29,6,0,475,290,8,773,15,50,97,142,162,129,79,53,33,18,1,"0 to 98","39",229,297,39,208,111,411,251,132,0,81,0,0,10,779,290,481,772,6,1,7119,13,7928,7132,779,9,125,0,134,6.72,8062,788,2746,3536,"7.7",9.8,23.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","30.8","48.8","13.3","%","%","%","%",2,4,10,132,81,17,11,1.3,736,9,43,1,88,5,1,0,"115",0,2
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,897,26,27,105,118,125,136,130,111,80,39,0,"0 to 118",49,502,386,9,897,0,0,29,700,227,4,201,696,0,0,897,175,26,0,0,83,117,1,201,8,9,29,33,31,33,26,16,13,3,0,"0 to 94","40",145,16,17,23,33,138,30,13,0,3,0,0,0,201,117,83,201,0,0,2673,0,2879,2673,201,3,69,0,72,4.17,2951,204,765,969,"5.5",6.9,22.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","900","600","10.5","37.2","%","%","%","%",1,0,0,13,3,7,2,0,191,0,10,0,25,1,0,0,"37",0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,437,7,16,56,92,94,59,46,33,26,7,1,"1 to 90",39,190,246,1,437,0,0,49,237,256,0,264,173,0,0,437,262,2,0,0,91,173,0,264,4,5,39,69,70,41,26,6,2,2,0,"1 to 89","37",190,52,13,9,131,118,15,33,0,21,0,0,1,264,173,91,264,0,0,626,0,891,626,264,2,17,0,19,10.53,910,266,190,456,"3.4",29.2,60.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","1","50","43.8","12.3"," case","%","%","%",0,0,1,33,21,13,8,0.4,223,1,41,0,14,1,0,0,"159",0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,780,19,29,68,85,82,136,145,129,67,20,0,"0 to 94",53,445,332,3,719,61,0,36,602,140,16,135,645,0,0,719,125,3,7,0,70,58,0,128,2,6,24,21,22,34,14,10,1,1,0,"1 to 89","42",80,38,3,7,12,107,9,29,1,7,1,0,0,135,64,71,128,7,0,2436,54,2629,2490,135,0,66,0,66,0,2695,135,711,846,"5.3",5,17.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","100","54.2","61","%","%","%","%",0,0,0,30,8,23,6,0,124,0,11,0,11,0,0,0,"3",0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2188,31,51,203,571,436,343,254,178,74,43,4,"0 to 118",40,564,1602,22,2182,6,0,51,1919,482,10,505,1682,0,1,2181,473,29,2,1,175,327,0,502,20,34,73,122,87,79,57,23,8,2,0,"0 to 86","35",194,260,35,13,81,264,157,68,1,17,0,0,2,505,329,176,502,3,0,3040,3,3550,3043,505,1,44,0,45,2.22,3595,506,1726,2233,"15.6",14.1,23.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","50","18.2","20.4","27.4","%","%","%","%",0,0,2,69,17,14,4,0.4,498,2,7,0,76,9,0,0,"223",0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1642,64,150,253,303,211,211,191,154,76,29,0,"0 to 94",37,890,728,24,1634,8,0,71,698,847,15,694,947,1,0,1633,456,232,5,1,354,330,4,688,23,75,124,147,101,89,58,49,21,7,0,"0 to 93","33",508,73,75,32,479,178,31,107,3,57,3,1,4,694,334,356,688,6,0,2976,2,3675,2978,694,7,51,0,58,12.07,3733,701,998,1700,"6.2",18.8,42.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","66.7","4.8","2.1","20.7","%","%","%","%",5,1,5,110,60,16,9,0.7,677,4,17,0,126,9,0,0,"2",0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3233,121,157,457,595,515,468,411,235,155,111,8,"0 to 104",40,1593,1625,15,3231,2,0,310,1759,1277,12,1347,1885,0,1,3230,1302,45,0,0,578,764,5,1347,39,67,220,291,244,210,138,72,41,24,1,"0 to 101","37",1081,144,41,81,930,354,63,217,0,118,0,0,30,1347,764,578,1347,0,0,5410,2,6770,5412,1347,12,123,0,135,8.89,6905,1359,2008,3368,"8.4",19.7,42,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","9.1","38.5","32.9","22.2","%","%","%","%",17,18,30,217,118,17,9,2.2,1325,30,22,0,142,8,0,0,"60",0,2
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4933,86,99,469,671,607,725,840,661,483,288,4,"0 to 102",52,2929,1989,15,4907,26,0,348,3798,1185,55,1110,3823,0,0,4907,901,197,11,1,575,523,0,1098,14,35,180,197,153,173,152,106,69,31,0,"0 to 100","43",767,92,88,151,159,672,267,214,2,119,2,1,13,1110,527,583,1098,12,0,13289,14,14416,13303,1110,25,1186,0,1211,2.06,15627,1135,5009,6144,"3.4",7.3,23,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.4","20.2","58.8","5.9","%","%","%","%",11,0,14,216,121,20,11,1.3,1077,13,33,0,70,4,0,0,"11",0,6
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4356,80,85,254,485,415,518,681,772,677,369,20,"0 to 119",60,2581,1740,35,4290,66,0,121,3744,573,34,708,3642,0,6,4284,632,73,3,0,363,341,1,705,16,22,84,115,97,103,114,74,68,15,0,"0 to 95","47",387,133,104,81,214,382,109,169,2,111,1,0,15,708,344,363,705,3,0,11186,63,11972,11249,708,21,415,0,436,4.82,12408,729,4057,4792,"4.7",5.9,16.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26.1","31.6","39.3","72.9","%","%","%","%",30,0,15,171,112,25,16,2.1,687,15,21,0,47,4,0,0,"20",0,2
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,72828,1732,2374,8110,12424,10813,11103,11093,8248,4414,2031,486,"0 to 119",45,40762,31593,473,72370,458,0,1852,65102,6101,365,23103,49555,22,148,72200,22573,416,111,3,12074,10713,202,22989,485,973,4157,5284,3661,3331,2438,1289,724,387,374,"0 to 104","36",7119,2825,2584,10461,4909,6298,11782,1692,13,953,10,3,234,23103,10764,12137,22989,114,0,160813,341,184508,161154,23103,456,15295,0,15751,2.9,200259,23559,64850,88579,"6.4",11.8,32.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","0.6","15","9.4","12.7","%","%","%","%",744,116,237,1705,963,8,5,1,22502,233,601,1,1967,122,11,0,"15",-1,47
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1060,22,21,95,161,153,171,177,163,71,25,1,"0 to 119",49,509,537,14,1044,16,0,21,773,270,18,286,774,0,0,1044,245,34,4,3,65,214,0,279,3,2,39,75,64,47,27,17,8,4,0,"1 to 93","38",168,76,13,22,18,213,48,15,0,9,0,0,1,286,215,71,279,7,0,2980,9,3282,2989,286,1,61,0,62,1.61,3344,287,835,1122,"5.8",8.6,27.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","NO","increased by","decreased by","decreased by","increased by","100","55.6","27.8","5.6","%","%","%","%",6,0,1,15,9,6,4,0.3,275,1,11,0,11,1,0,0,"157",0,1
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,7076,102,166,641,747,726,880,1084,1189,860,665,16,"0 to 119",57,4250,2789,37,7004,72,0,300,5466,1521,86,1504,5537,0,35,6971,1476,16,10,2,783,697,12,1492,30,82,276,259,211,204,151,123,94,73,1,"0 to 99","39",625,132,138,597,281,539,672,185,6,104,3,0,24,1504,705,787,1492,12,0,18917,58,20488,18975,1504,47,1838,0,1885,2.49,22373,1551,7375,8961,"5.9",6.9,21.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","45.9","9.2","15.3","","%","%","%",56,11,24,191,107,13,8,1.6,1463,24,41,0,159,5,1,0,"3",0,4
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3596,43,62,330,589,591,610,538,378,267,182,6,"0 to 105",47,1636,1879,81,3571,25,0,24,2733,725,43,769,2824,1,2,3568,716,42,10,1,276,480,2,758,6,14,85,133,135,137,101,74,41,43,0,"0 to 100","45",339,218,36,165,36,434,288,111,2,73,0,0,10,769,486,281,758,11,0,6578,14,7373,6592,769,21,149,0,170,12.35,7543,790,2973,3766,"7.8",10.5,22,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","75","100","371.1","179.4","%","%","%","%",98,0,10,113,73,15,10,1.3,756,7,13,3,38,4,0,0,"291",0,8
