"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,20022,5409,14589,5,19,19685,5166,176,55,12,2910,2412,20,5342,102,234,1365,1147,698,641,570,387,170,88,7,"0 to 103","33",1937,1638,634,1133,645,3305,1392,652,15,328,16,1,33,5409,2450,2938,5342,67,0,80678,249,86367,80927,5409,140,2347,0,2487,5.63,88854,5549,16936,22509,"8.6",6.2,27.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","3.3","42.7","25.7","12.8","%","%","%","%",97,14,34,667,344,13,7,0.6,5345,34,64,0,452,46,7,0,"120",0,2,"270",5321,"88",451,64,387,14.2
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2241,1238,971,0,32,2150,1067,170,0,1,347,890,0,1237,5,20,137,272,279,208,175,90,42,10,0,"1 to 97","40",577,155,50,455,15,666,556,77,0,48,0,0,6,1238,890,348,1237,1,0,5706,57,7026,5763,1238,4,72,0,76,5.26,7102,1242,1043,2317,"8.3",17.5,55.4,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","28.6","55.6","5.4","4.9","%","%","%","%",0,3,6,77,48,7,4,0.5,1231,6,7,0,46,3,0,1,"575",0,2,"33",1222,"16",40,7,33,17.5
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8561,5473,3071,1,16,8437,5245,141,85,2,2653,2690,43,5386,63,113,831,1040,913,931,771,474,238,80,19,"0 to 99","42",3054,555,706,1071,402,3551,1433,672,17,312,6,5,84,5473,2742,2688,5386,87,0,25820,30,31389,25850,5473,84,1288,0,1372,6.12,32761,5557,4359,9933,"5.4",17,64.9,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","57.1","67.4","37.2","16.6","%","%","%","%",66,17,89,689,318,13,6,1.6,5455,89,18,0,302,15,5,1,"436",0,6,"316",4876,"597",139,18,121,12.9
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2353,818,1534,0,1,2350,617,201,0,0,370,448,0,818,13,42,106,123,125,136,139,69,47,18,0,"0 to 107","45",500,210,45,63,27,690,101,79,0,48,0,0,5,818,448,370,818,0,0,5182,2,6022,5184,818,9,97,0,106,8.49,6128,827,1631,2459,"9.1",13.5,35.1,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","57.1","83.3","3.9","12.9","%","%","%","%",5,2,5,79,48,10,6,0.6,797,5,21,0,78,3,0,0,"237",0,0,"51",806,"12",51,21,30,41.2
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26459,7532,18907,0,20,26409,7370,138,21,3,4044,3432,32,7508,72,221,1233,1229,1060,1064,1098,682,473,380,20,"0 to 105","44",3909,938,662,1999,894,4222,2392,1224,7,682,4,1,228,7532,3444,4056,7508,24,0,87974,16,95580,87990,7532,279,5807,1,6087,4.58,101667,7811,24714,32546,"5.6",7.7,29.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","10.9","15.1","27.9","26.6","%","%","%","%",252,127,229,1231,686,17,10,3,7464,224,68,5,450,45,6,0,"66",0,21,"1077",7329,"203",442,68,374,15.4
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,168752,72880,95737,30,105,166812,67099,5196,545,40,37725,34434,136,72295,1574,4027,10564,13913,12572,11813,9737,4914,2415,1308,43,"0 to 119","39",29921,19351,9341,13682,27348,31736,13211,9797,98,5422,77,27,1212,72880,34809,37934,72295,585,0,442833,1235,517824,444068,72880,3918,48347,11,52276,7.49,570100,76798,144084,221028,"11.6",13.5,45.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","26.3","25.1","33.5","22.6","%","%","%","%",680,345,1239,9895,5499,14,8,1.7,72634,1232,246,7,7567,559,79,0,"326",1,38,"2942",72404,"476",2059,246,1813,11.9
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1228,583,644,0,1,1226,565,17,1,0,249,331,2,582,5,21,60,111,102,83,75,56,41,29,0,"0 to 99","44",375,92,41,74,25,468,89,58,1,32,1,0,10,583,332,249,582,1,0,4077,0,4670,4077,583,4,36,0,40,10,4710,587,680,1268,"8.8",12.5,47.8,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","decreased by","100","","2.9","30.3","%","","%","%",13,6,10,59,33,11,6,1.7,575,10,8,0,39,0,0,0,"168",0,2,"82",548,"35",56,8,48,14.3
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7731,2762,4959,1,9,7698,2522,233,6,1,1451,1293,11,2755,24,62,285,305,301,400,496,405,273,211,0,"0 to 101","55",2152,168,235,200,229,2224,302,353,1,350,1,0,116,2762,1295,1455,2755,7,0,27549,16,30364,27565,2762,138,2908,0,3046,4.53,33410,2900,7867,10777,"6.1",8.7,37.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","increased by","175","10.5","7.6","10.7","%","%","%","%",150,56,116,354,351,13,13,4.2,2744,114,18,2,129,10,2,0,"64",0,8,"440",2655,"107",133,18,115,13.5
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6724,2211,4458,1,54,6655,1352,852,4,3,1179,1018,7,2204,18,79,290,261,249,333,394,288,193,98,8,"0 to 100","51",1757,122,166,159,116,1845,243,202,0,223,1,0,62,2211,1023,1181,2204,7,0,20281,7,22510,20288,2211,61,1433,0,1494,4.08,24004,2272,5891,8218,"5.7",9.5,33.8,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","52.9","3.3","33.1","14","%","%","%","%",35,18,62,202,224,10,11,2.8,2166,61,45,1,187,5,2,0,"56",0,7,"302",2197,"14",14,45,-31,321.4
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12590,4214,8357,1,18,12538,4062,137,15,0,2272,1891,36,4199,40,147,645,591,663,746,561,378,246,123,74,"0 to 100","44",2215,659,410,915,405,2771,1023,686,2,307,3,0,79,4214,1900,2278,4199,15,0,37882,18,42154,37900,4214,105,1975,0,2080,5.05,44234,4319,10332,14670,"7.1",9.8,34.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","27.8","57.8","46.2","15.8","%","%","%","%",82,44,79,688,310,17,8,1.9,4179,79,35,0,313,33,2,0,"23",0,4,"471",3994,"220",295,35,260,11.9
