"Timestamp1","OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
2020-10-11 18:20:09,66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,23689,8931,14715,4,39,23318,8619,229,71,12,4847,3985,16,8848,136,337,3694,1474,895,834,717,499,222,119,4,"0 to 103","26",4308,2051,989,1500,1125,5954,1769,952,22,452,25,2,68,8931,4033,4880,8848,83,0,94869,249,104080,95118,8931,210,2798,0,3008,6.98,107088,9141,17513,26697,"10.1",8.5,38.6,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","YES","YES","YES","increased by","did not change","decreased by","increased by","14.3","","15.3","5.6","%","","%","%",49,25,70,974,477,11,6,0.8,8817,70,114,0,644,60,11,0,"170",0,5,"370",8547,"384",570,114,456,20,"639","7276","7915","8.1",39,417,456,"8.55"
2020-10-11 18:20:09,17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2753,1620,1096,0,37,2657,1343,276,0,1,529,1090,0,1619,7,44,189,348,345,276,217,125,56,13,0,"0 to 103","40",838,220,52,509,18,996,605,113,0,78,0,0,16,1620,1090,530,1619,1,0,6789,55,8491,6844,1620,11,94,0,105,10.48,8596,1631,1190,2858,"10.3",19,59.2,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","60","30.8","88.5","56.3","%","%","%","%",0,3,16,113,78,7,5,1,1604,15,16,1,84,4,0,1,"588",0,3,"45",1557,"63",14,16,-2,114.3,"84","630","714","11.8",8,37,45,"17.78"
2020-10-11 18:20:09,15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9545,6301,3222,1,21,9366,6015,149,135,2,3088,3047,29,6164,71,161,958,1164,1031,1056,899,574,289,97,1,"0 to 99","42",3575,633,854,1102,482,4199,1483,753,20,360,9,6,120,6301,3123,3149,6164,137,0,29945,30,36350,29975,6301,140,1454,0,1594,8.78,37944,6441,4676,11139,"6.1",17,67.5,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","NO","YES","YES","did not change","increased by","decreased by","decreased by","","3.1","23","35.4","","%","%","%",15,25,126,773,369,13,6,2,6268,126,33,0,391,20,6,1,"444",0,8,"376",5455,"846",120,33,87,27.5,"378","2561","2939","12.9",8,157,165,"4.85"
2020-10-11 18:20:09,40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2811,1175,1632,0,4,2804,870,304,1,0,571,603,0,1174,18,59,157,174,168,186,208,118,63,24,0,"0 to 107","45",780,281,56,57,35,1047,92,135,0,71,0,0,11,1175,604,571,1174,1,0,5934,2,7131,5936,1175,18,120,0,138,13.04,7269,1193,1752,2949,"10.9",16.4,42.4,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","NO","YES","YES","increased by","increased by","decreased by","decreased by","600","240","56.6","63.5","%","%","%","%",5,2,11,135,71,12,7,0.9,1166,10,9,1,116,7,1,0,"274",0,2,"63",1145,"30",-9,9,-18,-100,"116","796","912","12.7",2,33,35,"5.71"
2020-10-11 18:20:09,42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,28891,9913,18968,0,10,28836,9673,201,35,4,5309,4529,36,9874,105,366,1587,1542,1344,1367,1520,988,649,443,2,"0 to 105","45",5384,1147,838,2505,1101,5798,2975,1549,9,894,3,1,323,9913,4548,5329,9874,39,0,102314,14,112305,102328,9913,386,6854,2,7242,5.33,119547,10299,25822,36133,"6.3",8.6,35.6,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","3.6","14","0.9","20.4","%","%","%","%",60,182,324,1558,897,16,10,3.3,9777,318,136,6,718,65,9,0,"69",0,18,"1198",8971,"942",807,136,671,16.9,"716","7845","8561","8.4",62,455,517,"11.99"
2020-10-11 18:20:09,62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,179990,79332,100509,29,120,177940,73154,5491,646,41,40979,37533,133,78645,1693,4388,11654,15119,13586,12844,10560,5351,2651,1453,33,"0 to 119","39",33258,20690,11235,13462,29952,35741,12952,10608,105,5966,80,26,1467,79332,37972,41225,78645,687,0,513557,1234,595000,514791,79332,5913,58161,22,64096,9.23,659096,85245,158670,244086,"12.8",12.9,47.4,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","28.1","6.2","28.2","3.9","%","%","%","%",288,400,1493,10713,6046,14,8,1.9,78795,1481,537,12,8242,599,92,0,"405",1,47,"3418",78169,"1163",4264,537,3727,12.6,"8223","44360","52583","15.6",156,1805,1961,"7.96"
2020-10-11 18:20:09,5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1345,648,696,0,1,1343,613,34,1,0,275,371,1,647,5,25,73,121,113,94,81,63,44,29,0,"0 to 99","43",429,94,45,79,26,519,102,60,1,32,1,0,14,648,372,275,647,1,0,4406,0,5064,4406,648,6,41,0,47,12.77,5111,654,737,1392,"9.6",12.8,48.6,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","100","200","35.7","23.9","%","%","%","%",13,6,14,61,33,10,6,2.2,638,14,10,0,48,0,0,0,"183",0,1,"89",603,"45",-13,10,-23,-76.9,"48","441","489","9.8",-1,18,17,"0"
2020-10-11 18:20:09,56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,8226,3247,4971,1,7,8194,2951,288,7,1,1735,1492,12,3239,26,83,333,340,342,462,573,496,346,245,1,"0 to 101","55",2499,214,287,239,263,2614,362,429,1,408,1,0,149,3247,1494,1740,3239,8,0,32295,17,35597,32312,3247,206,3398,2,3606,5.71,39203,3453,8369,11832,"6.7",8.8,42,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","109.1","10.7","9.4","25.2","%","%","%","%",97,64,149,430,409,14,13,4.6,3202,143,45,6,158,10,1,0,"65",0,9,"540",3053,"194",288,45,243,15.6,"158","1696","1854","8.5",6,100,106,"5.66"
2020-10-11 18:20:09,32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,8045,2948,5044,2,51,7974,1946,990,4,7,1650,1283,3,2936,35,108,380,337,320,433,500,392,287,153,2,"0 to 100","52",2340,174,215,207,144,2471,321,282,0,306,1,1,118,2947,1291,1653,2936,11,0,24391,7,27356,24398,2947,100,1662,0,1762,5.68,29118,3047,6706,9807,"6.9",10.5,37.9,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.3","10.5","17","19.7","%","%","%","%",55,41,119,282,307,10,11,4,2914,116,33,3,257,6,2,0,"61",0,10,"530",2892,"55",-51,33,-84,-64.7,"257","2074","2331","11.0",7,139,146,"4.79"
2020-10-11 18:20:09,22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,14309,5485,8795,1,28,14245,5285,182,17,0,2827,2591,49,5467,57,206,854,811,921,960,742,485,309,138,1,"0 to 100","43",3214,833,475,945,500,3875,1092,895,2,378,3,0,110,5484,2601,2834,5467,17,0,45901,18,51433,45919,5484,156,2273,0,2429,6.42,53862,5640,11068,16738,"8.1",10.5,39.4,"2020-10-04 05:00:00","2020-10-10 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","21.9","1.2","6.7","12.5","%","%","%","%",65,55,110,897,381,17,7,2,5407,110,77,0,443,54,5,0,"246",0,5,"521",5170,"314",360,77,283,21.4,"442","4814","5256","8.4",25,240,265,"9.43"
