"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,23078,8352,14687,4,35,22712,8057,213,70,12,4539,3711,20,8270,126,304,3407,1398,854,785,688,465,206,114,5,"0 to 103","26",3803,1945,917,1605,996,5394,1880,843,19,420,24,2,61,8352,3761,4570,8270,82,0,91538,248,100169,91786,8352,210,2798,0,3008,6.98,103177,8562,17485,26086,"9.9",8.3,37.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","56","18.2","47.4","34.1","%","%","%","%",51,20,63,862,444,11,6,0.8,8293,62,59,1,584,51,10,0,"163",0,11,"332",8052,"300",468,59,409,12.6,"580","6599","7179","8.1",37,446,483,"7.66"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2586,1492,1059,0,35,2492,1274,217,0,1,484,1007,0,1491,6,39,177,307,316,260,205,119,53,10,0,"0 to 97","41",778,203,49,461,17,920,554,107,0,69,0,0,13,1492,1007,485,1491,1,0,6558,58,8135,6616,1492,11,94,0,105,10.48,8240,1503,1153,2691,"9.7",18.2,58.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","decreased by","increased by","decreased by","decreased by","25","36.8","27.9","47.3","%","%","%","%",0,3,13,107,69,8,5,0.9,1484,13,8,0,76,4,0,1,"586",0,2,"41",1448,"44",43,8,35,18.6,"76","575","651","11.7",6,42,48,"12.5"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9347,6146,3181,1,19,9189,5886,142,116,2,3023,2979,26,6028,69,153,934,1141,1014,1023,873,555,287,96,1,"0 to 99","42",3475,619,829,1105,471,4070,1487,737,19,347,8,5,111,6146,3050,3070,6028,118,0,28531,30,34775,28561,6146,140,1454,0,1594,8.78,36369,6286,4635,10941,"6",17.3,67.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","33.3","28.6","23.6","7.7","%","%","%","%",31,24,116,756,355,13,6,1.9,6124,113,22,3,375,18,5,1,"443",0,9,"380",5360,"786",140,22,118,15.7,"363","2357","2720","13.3",18,80,98,"18.37"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2752,1135,1613,0,4,2745,842,292,1,0,551,583,0,1134,16,57,154,169,161,179,201,114,61,23,0,"0 to 107","45",751,272,52,59,34,992,108,126,0,72,0,0,9,1135,584,551,1134,1,0,5776,2,6933,5778,1135,18,120,0,138,13.04,7071,1153,1733,2890,"10.7",16.3,41.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","44.4","15","26.3","7.1","%","%","%","%",5,2,9,126,72,12,7,0.8,1129,9,6,0,112,6,1,0,"269",0,1,"61",1105,"30",42,6,36,14.3,"112","748","860","13.0",11,34,45,"24.44"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,28086,9154,18923,0,9,28042,8946,179,26,3,4937,4155,33,9125,96,318,1481,1427,1258,1281,1372,892,596,431,2,"0 to 105","44",4900,1084,774,2367,1023,5294,2808,1466,6,824,3,1,299,9154,4172,4949,9125,29,0,98158,16,107389,98174,9154,386,6854,2,7242,5.33,114631,9540,25777,35328,"6.1",8.3,34,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","12.3","11.6","5.1","34.4","%","%","%","%",82,176,300,1472,827,17,10,3.3,9049,299,105,1,626,63,9,0,"68",0,9,"1174",8457,"697",556,105,451,18.9,"626","7169","7795","8.0",60,518,578,"10.38"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,176674,77433,99099,29,113,174656,71354,5416,621,42,40075,36562,133,76770,1654,4270,11367,14733,13293,12520,10329,5232,2592,1410,33,"0 to 107","39",32222,20384,10702,13462,29226,34627,12917,10439,102,5861,77,27,1406,77433,36986,40312,76770,663,0,492667,1234,572213,493901,77433,5913,58161,22,64096,9.23,636309,83346,157260,240770,"12.6",13.1,47.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","increased by","17.9","10.8","5.5","8.8","%","%","%","%",295,385,1433,10541,5938,14,8,1.9,77220,1423,213,10,8030,588,91,0,"401",1,49,"3331",76513,"920",2312,213,2099,9.2,"8010","41876","49886","16.1",129,1435,1564,"8.25"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1301,622,678,0,1,1299,592,29,1,0,265,355,1,621,5,25,73,114,108,88,76,61,43,29,0,"0 to 99","43",414,93,42,72,27,503,91,60,1,33,1,0,12,622,356,265,621,1,0,4371,0,5003,4371,622,6,41,0,47,12.77,5050,628,719,1348,"9.3",12.4,48.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","100","100","20","13.2","%","%","%","%",14,6,12,61,34,10,6,1.9,620,11,2,1,48,0,0,0,"173",0,1,"85",581,"41",23,2,21,8.7,"48","420","468","10.3",3,13,16,"18.75"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,8067,3097,4961,1,8,8034,2822,267,7,1,1649,1429,11,3089,26,76,328,326,331,443,552,457,316,242,0,"0 to 101","55",2363,201,282,243,247,2490,352,403,1,391,1,0,136,3097,1431,1654,3089,8,0,30781,16,33933,30797,3097,206,3398,2,3606,5.71,37539,3303,8359,11673,"6.6",8.8,40.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","61.1","20","4.9","18.6","%","%","%","%",129,63,136,404,392,14,13,4.4,3082,136,15,0,151,10,2,0,"64",0,2,"534",2951,"146",125,15,110,12,"151","1551","1702","8.9",6,111,117,"5.13"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7690,2794,4846,2,48,7625,1833,952,4,4,1557,1223,5,2785,32,99,369,317,306,414,471,365,271,147,2,"0 to 100","51",2204,169,210,202,139,2336,310,270,0,292,1,1,107,2793,1229,1559,2785,8,0,23459,7,26270,23466,2793,100,1662,0,1762,5.68,28032,2893,6508,9452,"6.6",10.3,37.6,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","8","33.3","24.1","3.1","%","%","%","%",81,36,108,270,293,10,11,3.9,2783,106,10,2,244,5,2,0,"61",0,11,"511",2749,"44",123,10,113,8.1,"244","1877","2121","11.5",9,131,140,"6.43"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,13884,5194,8660,3,27,13821,5009,169,15,0,2674,2450,54,5178,53,188,816,779,862,910,704,455,297,128,1,"0 to 100","43",2965,786,452,975,467,3597,1114,844,2,362,3,0,103,5193,2459,2680,5178,15,0,43749,18,48988,43767,5193,156,2273,0,2429,6.42,51417,5349,10933,16313,"7.9",10.4,38.5,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","did not change","increased by","increased by","increased by","","2.5","14","32.3","","%","%","%",74,52,103,846,365,17,8,2,5151,100,42,3,404,47,3,0,"245",0,7,"504",4898,"295",215,42,173,19.5,"403","4417","4820","8.4",36,326,362,"9.94"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,26966,12789,14130,3,44,26522,12220,448,105,16,6441,6183,44,12668,337,658,2147,2042,2109,2012,1600,933,616,332,3,"0 to 104","40",6399,780,1474,4015,4983,3643,4042,1472,25,914,15,7,224,12789,6254,6491,12668,121,0,66809,279,79972,67088,12789,1278,15737,4,17019,7.51,96991,14067,29867,43985,"12.1",14.5,52.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","6.7","30.8","17.8","2.7","%","%","%","%",36,95,231,1497,929,12,8,1.8,12751,228,38,3,1394,115,26,0,"85",0,13,"707",11950,"839",294,38,256,12.9,"1393","5926","7319","19.0",15,369,384,"3.91"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,6958,3852,3101,0,5,6925,3468,369,12,3,1272,2563,2,3837,66,145,439,676,713,649,566,360,168,69,1,"0 to 102","43",2333,1157,160,187,240,3358,239,112,1,213,2,0,59,3852,2573,1277,3837,15,0,13746,13,17667,13759,3852,58,436,0,494,11.74,18161,3910,3537,7452,"10.8",21.5,56.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","35.7","6.5","32.7","45.4","%","%","%","%",32,13,59,113,215,3,6,1.5,3836,58,16,1,274,3,3,9,"1612",0,5,"257",3589,"263",40,16,24,40,"273","1777","2050","13.3",14,60,74,"18.92"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,308557,170883,137018,90,566,305823,167895,1851,1116,20,86420,82439,887,169746,2743,6364,22702,31106,28332,30588,23904,13293,7497,4070,283,"0 to 108","42",69369,15033,21823,63521,80817,23094,65835,15343,95,7809,41,21,3284,170882,83049,86883,169745,1136,1,748673,963,922532,749636,170882,16703,102309,36,119048,14.03,1041580,187585,239327,427605,"15.7",18,60.8,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","increased by","17.3","29","12.6","8.9","%","%","%","%",694,784,3305,15438,7850,10,5,1.9,170400,3301,482,4,12599,1079,159,37,"1988",2,121,"5768",169118,"1764",4197,482,3715,11.5,"12506","54938","67444","18.5",309,2652,2961,"10.44"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3896,1573,2316,1,6,3876,1437,133,3,0,645,921,4,1570,44,132,222,301,294,233,186,98,46,17,0,"0 to 97","37",953,165,125,327,719,475,376,239,1,122,1,0,25,1573,922,647,1570,3,0,9669,10,11258,9679,1573,152,979,0,1131,13.44,12389,1725,3295,5027,"13.8",13.9,44.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","40","70.6","18.8","32.5","%","%","%","%",7,0,25,240,123,16,8,1.6,1571,25,2,0,226,14,3,0,"248",0,0,"63",1566,"7",33,2,31,6.1,"226","1287","1513","14.9",0,47,47,"0"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1703,835,868,0,0,1702,759,75,1,0,302,532,0,834,7,37,86,135,176,130,125,88,42,9,0,"0 to 91","43",600,187,27,20,53,743,38,78,0,53,0,0,9,835,532,303,834,1,0,4498,0,5345,4498,835,8,57,0,65,12.31,5410,843,925,1768,"10.8",15.6,49.5,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","66.7","50","71.9","73","%","%","%","%",0,0,9,78,53,10,7,1.1,835,9,0,0,62,2,1,3,"346",0,2,"31",820,"15",25,0,25,0,"62","493","555","11.2",0,18,18,"0"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,78273,30666,47346,15,246,77140,28274,2046,323,23,16097,13882,341,30320,490,1355,4940,6629,4841,4538,3786,2255,1157,655,20,"0 to 103","38",8787,9892,3626,8015,2510,17392,10418,2124,44,1125,22,17,407,30666,14058,16257,30320,346,0,246721,546,278199,247267,30666,1656,14051,3,15710,10.54,293909,32322,61397,93983,"10.2",11,41.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","8.9","22","9.2","1.8","%","%","%","%",355,158,424,2168,1147,8,4,1.4,30548,409,118,15,2548,125,25,0,"179",1,44,"1996",29579,"1087",1262,118,1144,9.4,"2531","22846","25377","10.0",114,1760,1874,"6.08"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,28569,12393,16168,1,7,24900,11171,92,1130,0,5730,5437,96,11263,164,459,2131,2355,1863,1619,1622,1113,694,361,12,"0 to 105","39",4479,2508,1290,2986,393,7453,3417,1313,18,825,14,15,237,12393,5933,6364,11263,1130,0,78465,2627,93543,81092,12393,257,2184,0,2441,10.53,95984,12650,18352,31010,"10",13.2,44.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","33.3","14.8","19.9","8.3","%","%","%","%",NA,106,252,1331,839,11,7,2,12353,250,40,2,935,72,27,3,"890",0,10,"1126",12303,"90",530,40,490,7.5,"886","7307","8193","10.8",24,238,262,"9.16"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5902,1762,4130,0,10,5849,1598,150,14,0,958,786,4,1748,27,101,224,216,214,257,279,248,149,46,1,"0 to 96","49",1030,247,328,143,238,1330,180,226,5,147,3,1,26,1762,792,966,1748,14,0,18887,29,20696,18916,1762,90,1725,1,1816,4.96,22512,1852,5855,7718,"7.2",8.2,31.4,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","54.5","31.7","18.3","4.8","%","%","%","%",5,3,27,231,150,14,9,1.5,1751,28,11,-1,175,14,2,0,"10",0,3,"141",1623,"139",109,11,98,10.1,"173","1167","1340","12.9",8,79,87,"9.2"
