"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18143,3448,14685,6,4,17835,3267,131,38,12,1833,1559,6,3398,51,123,975,798,415,399,340,216,85,43,3,"0 to 103","31",1147,952,433,866,454,1961,983,271,11,141,11,1,20,3448,1587,1854,3398,50,0,61563,253,65287,61816,3448,81,1877,0,1958,4.14,67245,3529,16562,20101,"7.6",5.2,19.5,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","5.3","23.8","1","2.9","%","%","%","%",56,11,21,282,152,9,5,0.6,3353,21,95,0,242,16,3,0,"25",0,4
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1251,343,891,0,17,1174,257,85,0,1,166,174,2,342,4,12,56,57,64,54,49,22,20,5,0,"1 to 97","40",231,61,32,18,13,298,31,47,0,25,0,0,4,343,174,167,342,1,0,3724,59,4127,3783,343,0,57,0,57,0,4184,343,948,1308,"4.7",8.2,27.4,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","did not change","decreased by","decreased by","increased by","","30","13.5","14.5","","%","%","%",1,3,4,47,25,14,8,1.2,329,4,14,0,26,3,0,0,"29",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,6369,3357,3001,0,11,6277,3159,136,60,2,1588,1696,11,3295,44,66,524,697,605,564,426,267,118,46,0,"0 to 104","40",1917,354,170,854,310,1963,1022,305,13,120,5,4,21,3357,1731,1614,3295,62,0,18894,27,22308,18921,3357,35,1066,0,1101,3.18,23409,3392,4067,7470,"4.1",14.5,53.3,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","7.1","33.6","24.3","191.9","%","%","%","%",59,0,25,318,125,10,4,0.7,3257,23,100,2,182,3,1,0,"45",0,8
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1758,316,1441,0,1,1755,224,92,0,0,155,161,0,316,6,10,43,36,52,55,51,24,25,13,1,"0 to 107","46",183,81,15,37,9,260,47,35,0,26,0,0,3,316,161,155,316,0,0,3642,2,3963,3644,316,7,77,0,84,8.33,4047,323,1518,1842,"6.8",8,18.4,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","YES","increased by","did not change","decreased by","decreased by","50","","20.4","20","%","","%","%",3,2,3,35,26,12,9,0.9,307,3,9,0,23,0,0,0,"71",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,24224,5333,18881,1,9,24187,5205,107,18,3,2809,2480,23,5312,52,133,986,956,780,777,737,441,264,207,0,"0 to 105","41",2779,545,442,1546,711,2868,1733,764,6,384,3,0,108,5333,2490,2820,5312,21,0,72204,7,77598,72211,5333,144,4648,1,4793,3,82391,5477,23529,29017,"5",6.6,22.6,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","increased by","","7.9","11.7","1.7","","%","%","%",261,19,108,770,387,15,8,2,5254,95,79,13,294,37,5,0,"5",0,48
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,145448,54312,90950,27,159,143522,51359,2459,459,35,27867,25711,240,53818,1153,2719,7953,10683,9507,8891,7136,3568,1781,894,27,"0 to 102","39",18771,13920,4925,16202,17769,20373,15676,6224,86,3233,66,25,676,54312,26024,28035,53818,494,0,332299,1297,388452,333596,54312,2191,39504,7,41702,5.25,430154,56503,130454,187150,"9.8",13.1,38.8,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","34.8","39.2","9.9","2","%","%","%","%",734,188,701,6310,3299,12,7,1.3,52970,663,1342,38,5288,350,49,0,"259",1,140
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,820,278,541,0,1,819,262,16,0,0,164,114,0,278,2,8,33,34,30,38,41,35,33,24,0,"1 to 99","54",219,21,18,20,14,236,28,38,0,25,0,0,7,278,114,164,278,0,0,1889,0,2171,1889,278,0,26,0,26,0,2197,278,567,846,"5.9",12.7,33.9,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","decreased by","","28.6","53.1","15.4","","%","%","%",13,6,7,38,25,14,9,2.5,271,7,7,0,16,0,0,0,"9",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6868,1889,4973,1,5,6840,1676,207,5,1,951,907,25,1883,18,35,198,228,200,260,345,275,181,147,2,"0 to 101","55",1312,109,89,373,142,1296,445,199,1,217,1,0,85,1889,908,955,1883,6,0,20588,16,22508,20604,1889,83,2259,0,2342,3.54,24850,1972,7232,9210,"5.2",7.9,28.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","31.2","13.6","20.6","10.6","%","%","%","%",133,52,85,200,218,11,12,4.5,1807,85,82,0,80,4,0,3,"32",0,3
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5425,1192,4209,1,23,5393,721,469,2,0,602,587,1,1190,12,34,178,152,133,185,222,143,91,42,0,"0 to 100","50",910,84,82,114,64,963,163,79,0,105,0,0,26,1192,588,603,1190,2,0,15275,7,16486,15282,1192,33,1196,0,1229,2.69,17715,1225,5405,6654,"4.7",6.9,22.6,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","23.7","51","17.9","1.9","%","%","%","%",57,2,26,79,105,7,9,2.2,1160,23,32,3,99,2,0,0,"40",0,8
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10746,2758,7973,1,14,10704,2629,120,9,0,1506,1234,9,2749,25,94,445,427,425,461,385,259,153,84,0,"0 to 100","43",1347,471,216,715,262,1692,795,410,0,188,0,0,47,2758,1238,1511,2749,9,0,28682,18,31474,28700,2758,63,1593,0,1656,3.8,33130,2821,9566,12402,"6",8.5,26.3,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","6.7","23.5","18.9","18","%","%","%","%",94,27,47,410,188,15,7,1.7,2697,47,61,0,191,16,1,0,"10",0,2
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,23110,9355,13558,3,194,22513,8848,386,105,16,4673,4478,83,9234,251,489,1608,1548,1582,1481,1131,648,417,198,2,"0 to 101","39",4411,546,856,3421,3735,2128,3371,1034,22,643,12,6,121,9355,4536,4714,9234,121,0,48217,285,57918,48502,9355,590,12472,1,13063,4.52,70981,9945,26030,36173,"9.9",14,43,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","29.7","36.8","34.9","16.2","%","%","%","%",91,48,127,1056,655,12,8,1.4,9178,126,177,1,1045,67,21,0,"9",0,7
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,5561,2437,3120,0,4,5536,2215,214,6,2,587,1836,6,2429,46,67,234,480,502,436,363,189,87,32,1,"0 to 99","42",816,390,99,1124,104,1006,1319,21,0,94,0,0,10,2437,1843,588,2429,8,0,9764,13,12267,9777,2437,14,278,0,292,4.79,12559,2451,3398,5853,"8.5",19.5,44.1,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","20.7","30","13.6","6.6","%","%","%","%",19,1,10,21,94,1,4,0.4,2323,10,114,0,143,0,1,0,"1270",0,3
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,250648,115916,134400,91,241,248457,113669,1348,890,9,57992,56256,769,115017,1611,3466,14702,22156,19642,20885,16155,9103,5132,2905,159,"0 to 108","43",39618,10362,8901,56136,44060,13388,57569,10430,61,5385,34,16,1515,115916,56696,58387,115016,899,1,494116,972,612433,495088,115916,5460,66974,2,72436,7.54,684869,121376,201374,323084,"11.9",17.7,48.4,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","41.4","46.6","3.9","2.2","%","%","%","%",1386,577,1531,10491,5419,10,5,1.3,113143,1471,2773,60,7122,616,76,14,"1419",1,161
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3441,1251,2183,2,5,3422,1119,130,2,0,516,730,3,1249,40,114,172,249,236,188,146,74,21,11,0,"0 to 97","36",769,125,72,283,639,302,308,180,1,93,1,0,14,1251,731,517,1249,2,0,7803,13,9075,7816,1251,58,402,0,460,12.61,9535,1309,2585,3901,"10.7",13.7,38,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","YES","NO","YES","decreased by","did not change","decreased by","decreased by","14.3","","54.2","29","%","","%","%",0,0,14,181,94,15,8,1.1,1240,14,11,0,193,10,3,0,"173",0,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1041,247,794,0,0,1041,211,36,0,0,147,99,1,247,0,16,29,40,35,28,35,34,24,6,0,"6 to 91","46",193,20,4,30,4,206,37,36,0,25,0,0,4,247,99,147,247,0,0,2108,0,2357,2108,247,1,35,0,36,2.78,2393,248,829,1077,"6.6",10.4,23.8,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","350","44.4","31.5","18.7","%","%","%","%",0,0,4,36,25,15,11,1.6,241,4,6,0,25,0,0,0,"6",0,0
