"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19561,4950,14592,5,14,19234,4719,170,49,12,2680,2186,23,4889,87,207,1274,1077,631,586,513,345,145,78,7,"0 to 103","32",1684,1497,585,1123,574,2946,1369,488,14,262,16,1,31,4950,2221,2705,4889,61,0,74965,250,80197,75215,4950,140,2347,0,2487,5.63,82684,5090,16939,22048,"8.4",6.2,26,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","9.1","18.1","32.8","45.3","%","%","%","%",96,13,32,502,278,11,6,0.6,4919,32,31,0,405,33,7,0,"84",0,3,"200",4893,"57"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2091,1117,945,0,29,2004,997,120,0,0,291,826,0,1117,5,17,116,260,260,193,160,63,33,10,0,"1 to 97","40",478,145,45,449,14,577,526,71,0,43,0,0,4,1117,826,291,1117,0,0,5363,57,6562,5420,1117,4,72,0,76,5.26,6638,1121,1017,2167,"7.8",16.9,53.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","40","46.2","78.2","63.6","%","%","%","%",0,3,4,71,43,7,4,0.4,1111,4,6,0,39,3,0,0,"568",0,0,"32",1111,"6"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8186,5144,3026,1,15,8070,4926,138,78,2,2463,2546,55,5064,62,99,774,985,869,878,723,441,220,75,18,"0 to 99","42",2814,518,671,1061,369,3225,1470,604,16,272,6,5,71,5144,2594,2495,5064,80,0,24387,30,29617,24417,5144,84,1288,0,1372,6.12,30989,5228,4314,9558,"5.2",16.9,63.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","33.3","47","16.8","15.4","%","%","%","%",67,13,76,620,278,13,6,1.5,5120,76,24,0,279,15,4,1,"421",0,7,"273",4585,"559"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2130,649,1480,0,1,2127,496,153,0,0,261,386,2,649,12,26,77,95,104,115,113,55,37,15,0,"0 to 107","45",384,189,24,52,22,548,79,59,0,38,0,0,4,649,386,261,649,0,0,4513,2,5186,4515,649,9,97,0,106,8.49,5292,658,1577,2236,"8.3",12.4,30.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","250","9.1","5.3","5.8","%","%","%","%",6,2,4,59,38,10,6,0.6,640,4,9,0,50,0,0,0,"225",0,0,"44",640,"9"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25815,6912,18890,0,13,25775,6762,129,18,3,3692,3167,32,6891,67,184,1151,1153,992,990,993,617,417,329,19,"0 to 105","43",3589,856,616,1830,855,3885,2151,1110,6,595,3,1,195,6912,3177,3703,6891,21,0,83287,16,90273,83303,6912,279,5807,1,6087,4.58,96360,7191,24697,31902,"5.5",7.5,27.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","increased by","14.8","5.6","9.2","0.1","%","%","%","%",265,115,196,1116,598,17,9,2.8,6889,196,23,0,392,44,6,0,"62",0,17,"934",6790,"122"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,163360,69136,94060,34,130,161418,63666,4915,520,35,35786,32655,140,68581,1481,3795,9993,13263,11916,11251,9233,4633,2297,1236,38,"0 to 104","39",27931,18421,8269,13960,25503,29625,13453,9217,94,5048,74,26,1113,69136,33019,35976,68581,555,0,412079,1235,483311,413314,69136,3918,48347,11,52276,7.49,535587,73054,142407,215636,"11.3",13.6,44.7,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16.2","31.3","35.8","23.5","%","%","%","%",608,313,1139,9311,5122,14,8,1.6,68891,1114,245,25,7134,540,75,0,"320",1,133,"2626",68967,"169"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1111,537,573,0,1,1110,520,17,0,0,222,314,1,537,4,14,55,105,99,73,70,52,38,27,0,"1 to 99","44",340,88,39,70,23,430,84,57,0,32,0,0,8,537,314,222,537,0,0,3783,0,4330,3783,537,4,36,0,40,10,4370,541,609,1151,"8",12.4,48.7,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","80","72.7","16.7","49.1","%","%","%","%",13,6,8,57,32,11,6,1.5,534,8,3,0,25,0,0,0,"167",0,0,"82",501,"36"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7496,2519,4964,1,12,7461,2284,229,5,1,1311,1191,11,2513,24,54,263,283,272,368,458,365,244,188,0,"0 to 101","54",1947,162,178,226,208,1988,317,287,1,301,1,0,107,2519,1193,1314,2513,6,0,26003,16,28571,26019,2519,138,2908,0,3046,4.53,31617,2657,7872,10542,"6",8.4,35.4,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","60","46.7","2.9","10.9","%","%","%","%",133,56,107,288,302,12,12,4.2,2493,107,26,0,116,5,1,0,"60",0,7,"370",2447,"72"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6373,1969,4366,1,37,6323,1174,790,4,1,1049,907,8,1964,17,69,258,237,228,303,367,252,155,73,10,"0 to 100","50",1548,113,143,160,105,1623,236,163,0,188,1,0,46,1969,911,1050,1964,5,0,18873,7,20859,18880,1969,61,1433,0,1494,4.08,22353,2030,5799,7867,"5.5",9.1,31.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","NO","YES","NO","decreased by","decreased by","decreased by","decreased by","5.6","40","22.9","37.1","%","%","%","%",37,15,46,163,189,9,10,2.3,1949,46,20,0,167,5,2,0,"55",0,6,"227",1962,"7"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11925,3672,8230,1,22,11871,3528,131,13,0,1995,1646,18,3659,38,136,582,529,590,637,499,331,217,112,1,"0 to 100","44",1963,626,329,741,365,2468,826,593,1,267,1,0,70,3672,1653,2001,3659,13,0,34054,18,37764,34072,3672,105,1975,0,2080,5.05,39844,3777,10205,14005,"6.8",9.5,31.7,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","14.3","33.9","2.7","14.4","%","%","%","%",81,41,70,594,268,17,8,1.9,3650,70,22,0,285,25,2,0,"14",0,5,"443",3514,"158"
