"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,20430,5812,14596,5,17,20084,5557,177,66,12,3152,2562,20,5734,106,249,1630,1180,723,660,588,400,177,92,7,"0 to 118","32",2119,1678,680,1257,679,3504,1551,681,15,347,16,1,33,5812,2603,3188,5734,78,0,82298,249,88390,82547,5812,140,2347,0,2487,5.63,90877,5952,16943,22917,"8.7",6.5,29.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","increased by","3.3","","61.3","78.6","%","","%","%",0,14,34,696,363,12,7,0.6,5722,34,90,0,472,47,7,0,"125",0,0,"278",5720,"92",300,90,210,30
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2288,1281,974,0,33,2196,1104,176,0,1,369,911,0,1280,6,22,144,279,286,218,175,96,45,10,0,"0 to 97","40",612,163,50,455,15,716,549,81,0,51,0,0,6,1281,911,370,1280,1,0,5819,57,7182,5876,1281,4,72,0,76,5.26,7258,1285,1046,2364,"8.5",17.7,56.2,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","20","85.7","205.7","120.3","%","%","%","%",0,3,6,81,51,7,4,0.5,1273,6,8,0,49,4,0,1,"575",0,0,"34",1261,"20",29,8,21,27.6
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8642,5557,3068,1,16,8518,5329,141,85,2,2693,2733,44,5470,64,119,849,1049,919,938,786,482,246,84,21,"0 to 99","42",3108,563,723,1076,413,3616,1441,681,17,317,6,5,87,5557,2785,2728,5470,87,0,26283,30,31938,26313,5557,84,1288,0,1372,6.12,33310,5641,4356,10014,"5.5",16.9,65.3,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","8.3","16.7","26","36.5","%","%","%","%",0,17,92,698,323,13,6,1.7,5534,91,23,1,311,16,5,1,"436",0,5,"333",4931,"626",34,23,11,67.6
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2435,871,1563,0,1,2431,655,215,1,0,404,466,0,870,13,44,118,132,133,145,145,73,49,19,0,"0 to 107","44",545,222,45,58,28,747,95,90,0,52,0,0,5,871,467,404,870,1,0,5291,2,6184,5293,871,9,97,0,106,8.49,6290,880,1660,2541,"9.4",14,36.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","53.8","7.4","42.7","21","%","%","%","%",0,2,5,90,52,11,6,0.6,861,5,10,0,86,4,0,0,"241",0,0,"55",856,"15",21,10,11,47.6
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26691,7742,18924,0,25,26635,7576,141,22,3,4173,3513,31,7717,75,235,1271,1248,1084,1085,1136,707,490,391,20,"0 to 105","44",4033,962,677,2045,910,4357,2450,1272,7,713,4,1,237,7742,3526,4185,7717,25,0,89475,16,97292,89491,7742,279,5807,1,6087,4.58,103379,8021,24731,32778,"5.7",7.8,30.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","14.6","15.6","49.8","32.8","%","%","%","%",0,137,238,1279,717,17,10,3.1,7689,236,53,2,474,51,6,0,"66",0,19,"1099",7488,"254",201,53,148,26.4
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,169997,73696,96163,30,108,168026,67820,5263,573,40,38137,34812,134,73083,1593,4066,10742,14061,12697,11936,9828,4967,2442,1325,39,"0 to 104","39",30363,19536,9685,13499,27762,32253,13068,9935,97,5517,76,26,1244,73696,35198,38363,73083,613,0,450523,1236,526326,451759,73696,3918,48347,11,52276,7.49,578602,77614,144510,222273,"11.6",13.4,45.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","2.7","28.7","30.2","0.5","%","%","%","%",0,353,1270,10032,5593,14,8,1.7,73556,1260,140,10,7647,561,80,0,"352",1,47,"2987",73155,"541",1470,140,1330,9.5
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1238,586,651,0,1,1236,568,17,1,0,252,332,1,585,5,21,62,111,103,83,74,56,42,29,0,"0 to 99","44",381,92,39,73,25,474,86,59,1,32,1,0,10,586,333,252,585,1,0,4150,0,4746,4150,586,4,36,0,40,10,4786,590,687,1278,"8.8",12.3,47.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","50","48.6","36","","%","%","%",0,6,10,60,33,11,6,1.7,587,10,-1,0,39,0,0,0,"169",0,0,"83",551,"35",16,-1,17,-6.2
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7789,2821,4960,1,7,7758,2577,237,6,1,1491,1312,11,2814,24,63,298,313,309,407,508,414,273,212,0,"0 to 101","54",2197,172,248,197,237,2281,296,356,1,354,1,0,118,2821,1314,1495,2814,7,0,28077,16,30951,28093,2821,138,2908,0,3046,4.53,33997,2959,7868,10835,"6.1",8.7,38,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","72.7","84","2.3","11.8","%","%","%","%",0,59,118,357,355,13,13,4.2,2822,117,-1,1,133,10,2,0,"64",0,5,"456",2708,"113",81,-1,82,-1.2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6919,2355,4495,1,68,6836,1485,863,4,3,1284,1057,7,2348,18,83,301,278,261,351,402,312,215,124,10,"0 to 100","51",1874,128,181,165,119,1961,268,210,0,233,1,0,67,2355,1062,1286,2348,7,0,20863,7,23237,20870,2355,61,1433,0,1494,4.08,24731,2416,5928,8413,"5.9",9.8,34.9,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","55","90.1","33.5","%","%","%","%",0,20,67,210,234,9,10,2.8,2339,64,16,3,198,5,2,0,"56",0,7,"400",2339,"16",112,16,96,14.3
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12694,4282,8393,1,18,12642,4130,137,15,0,2313,1921,33,4267,43,154,658,612,681,774,589,396,250,124,1,"0 to 100","44",2303,667,413,884,415,2862,990,701,2,316,3,0,81,4282,1931,2318,4267,15,0,38358,18,42683,38376,4282,105,1975,0,2080,5.05,44763,4387,10368,14774,"7.1",9.8,34.6,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","21.9","15.7","7.4","%","%","%","%",0,46,81,703,319,17,8,1.9,4317,79,-35,2,327,32,2,0,"44",0,4,"476",4048,"234",-133,-35,-98,26.3
