"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,21283,6657,14604,4,18,20923,6379,185,81,12,3635,2903,26,6564,112,263,2298,1225,757,680,610,417,184,97,14,"0 to 118","29",2623,1748,764,1429,765,4009,1790,718,15,367,16,1,42,6657,2947,3683,6564,93,0,84794,248,91727,85042,6657,140,2347,0,2487,5.63,94214,6797,16951,23770,"9",7.2,31.9,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","34.4","22.7","82.1","77.8","%","%","%","%",98,17,43,733,383,12,6,0.6,6555,41,102,2,500,48,8,0,"143",0,9,"295",6536,"121",433,102,331,23.6
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2368,1341,994,0,33,2276,1151,189,0,1,405,935,0,1340,6,29,149,292,295,234,183,96,47,10,0,"0 to 97","40",655,175,47,463,16,782,542,92,0,61,0,0,8,1341,935,406,1340,1,0,6026,57,7450,6083,1341,4,72,0,76,5.26,7526,1345,1066,2444,"8.8",17.9,56.8,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","33.3","4.5","45.4","38.8","%","%","%","%",0,3,8,92,61,7,5,0.6,1330,7,11,1,57,4,0,1,"579",0,2,"35",1321,"20",36,11,25,30.6
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8844,5719,3106,1,18,8718,5491,141,85,2,2787,2802,43,5632,66,127,866,1078,948,956,807,500,260,90,21,"0 to 99","42",3200,584,766,1082,434,3741,1457,703,17,332,6,5,93,5719,2854,2822,5632,87,0,26866,30,32681,26896,5719,84,1288,0,1372,6.12,34053,5803,4394,10216,"5.6",17,65.6,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","72.7","2.9","13.2","76.4","%","%","%","%",48,19,98,720,338,13,6,1.7,5693,96,26,2,324,16,5,1,"442",0,7,"354",5056,"663",58,26,32,44.8
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2530,945,1583,0,2,2525,703,241,1,0,438,506,0,944,14,49,128,144,137,158,159,85,51,20,0,"0 to 107","45",597,241,47,59,29,814,101,96,0,57,0,0,6,945,507,438,944,1,0,5426,2,6393,5428,945,9,97,0,106,8.49,6499,954,1680,2636,"9.8",14.7,37.7,"2020-09-06 05:00:00","2020-09-12 05:00:00","YES","NO","NO","NO","decreased by","decreased by","decreased by","increased by","20","27","33.3","32.9","%","%","%","%",7,2,6,96,57,11,7,0.6,937,6,8,0,95,4,0,0,"257",0,1,"56",929,"16",25,8,17,32
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,27021,8050,18951,0,20,26969,7873,151,23,3,4345,3647,32,8024,82,248,1319,1282,1114,1132,1181,747,515,406,24,"0 to 105","44",4204,1003,689,2128,940,4552,2532,1329,6,746,3,1,263,8050,3661,4357,8024,26,0,91762,16,99889,91778,8050,279,5807,1,6087,4.58,105976,8329,24758,33108,"5.7",7.9,30.8,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","4.3","4.6","22.2","12.6","%","%","%","%",133,152,264,1335,749,17,10,3.3,7995,257,55,7,506,52,6,0,"66",0,28,"1130",7717,"333",382,55,327,14.4
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,171660,74689,96832,29,110,169704,68785,5303,561,40,38684,35269,135,74088,1608,4121,10930,14230,12817,12086,9958,5044,2496,1354,45,"0 to 104","39",30798,19815,9959,13516,28141,32924,13023,10097,96,5633,76,26,1288,74689,35653,38900,74088,601,0,461518,1233,538320,462751,74689,3918,48347,11,52276,7.49,590596,78607,145179,223936,"11.7",13.3,45.8,"2020-09-06 05:00:00","2020-09-12 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","6.8","17.8","48.2","30.7","%","%","%","%",375,366,1314,10193,5709,14,8,1.8,74525,1310,164,4,7738,566,82,0,"355",1,54,"3091",74101,"588",1757,164,1593,9.3
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1268,602,665,0,1,1266,577,24,1,0,257,343,1,601,5,24,67,112,106,83,76,58,43,28,0,"0 to 99","43",396,93,40,72,26,487,88,60,1,32,1,0,9,602,344,257,601,1,0,4225,0,4837,4225,602,4,36,0,40,10,4877,606,701,1308,"9.1",12.4,47.8,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","50","66.7","23.5","18.2","%","%","%","%",13,6,9,61,33,11,6,1.5,599,9,3,0,42,0,0,0,"170",0,-1,"83",563,"39",8,3,5,37.5
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7851,2881,4964,1,5,7822,2628,246,6,1,1525,1339,10,2874,24,68,303,315,313,417,522,422,280,217,0,"0 to 101","54",2237,174,270,193,238,2339,297,362,1,359,1,0,125,2881,1341,1529,2874,7,0,28798,16,31732,28814,2881,138,2908,0,3046,4.53,34778,3019,7872,10897,"6.2",8.7,38.5,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","233.3","76.9","40","29.1","%","%","%","%",114,60,125,363,360,13,13,4.3,2877,122,4,3,138,10,2,0,"64",0,8,"464",2762,"119",133,4,129,3
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7153,2493,4596,2,62,7074,1605,880,4,4,1363,1109,13,2485,26,92,316,289,271,373,422,324,234,129,17,"0 to 100","51",1961,143,204,177,128,2071,286,235,0,261,1,0,75,2493,1115,1365,2485,8,0,21615,7,24127,21622,2493,61,1433,0,1494,4.08,25621,2554,6029,8647,"6",10,35.7,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","31.8","9.1","33.3","16.9","%","%","%","%",157,24,75,235,262,10,11,3,2477,73,16,2,218,5,2,0,"56",0,11,"442",2477,"16",126,16,110,12.7
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,13090,4607,8465,1,17,13040,4452,141,14,0,2409,2146,38,4593,45,159,720,691,762,819,617,407,261,124,2,"0 to 100","43",2468,695,417,1013,425,3043,1125,745,2,325,3,0,88,4607,2155,2414,4593,14,0,40006,18,44659,40024,4607,105,1975,0,2080,5.05,46739,4712,10440,15170,"7.3",10.1,36,"2020-09-06 05:00:00","2020-09-12 05:00:00","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","11.1","8.1","17","25.2","%","%","%","%",75,49,88,747,328,17,8,1.9,4593,86,14,2,339,38,2,0,"140",0,9,"483",4360,"247",314,14,300,4.5
