"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,22053,595,910,2499,2792,2941,3031,3117,3077,2279,773,39,"0 to 105",49,11701,10199,153,21674,379,0,1028,16599,5195,204,8401,13491,3,158,21513,7928,373,84,16,4196,4066,39,8301,223,443,1492,1409,1424,1316,999,569,362,163,1,"0 to 101","39",3928,453,644,3276,3300,1802,3199,875,22,560,12,6,114,8401,4123,4234,8301,100,0,44823,279,53561,45102,8401,480,12023,1,12504,3.84,66065,8881,25514,34557,"9.5",13.4,40.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",97,44,120,897,572,11,7,1.4,8249,120,152,0,949,54,18,0,"9",-13,14
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,4931,111,140,380,686,750,742,891,672,334,215,10,"0 to 119",50,2268,2585,78,4911,20,0,423,3386,1459,20,1792,3134,0,5,4906,1652,133,6,1,455,1328,2,1785,32,50,169,331,367,333,266,151,65,27,1,"0 to 99","43",573,307,90,815,85,733,967,16,0,77,0,0,7,1792,1334,456,1785,7,0,8640,13,10487,8653,1792,13,259,0,272,4.78,10759,1805,3393,5203,"7.5",16.8,36.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",13,0,7,16,77,1,5,0.4,1523,6,269,1,107,0,0,0,"737",-1,3
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,230009,2895,4828,21858,39346,37496,41565,36929,23787,13259,7342,704,"0 to 225",47,119140,109496,1373,228240,1768,1,6213,204486,25141,1086,95068,134646,93,202,227947,93018,1234,807,9,47456,46420,376,94252,1256,2636,11963,18446,16140,17047,13182,7559,4231,2508,100,"0 to 108","43",32473,9136,4727,47916,35104,11311,47837,9354,58,4939,32,16,1354,95068,46830,47817,94251,816,1,438206,937,535356,439143,95068,4154,61598,2,65754,6.32,601110,99222,196244,295763,"10.9",16.5,43.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",1175,567,1370,9412,4971,10,6,1.4,92345,1358,2723,12,5512,422,60,13,"1384",-62,109
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3283,91,186,325,490,500,562,569,319,165,72,4,"0 to 102",46,1357,1805,121,3272,11,0,137,2180,1105,18,1123,2154,0,6,3266,992,130,1,0,468,650,4,1122,36,103,152,223,212,171,135,65,16,10,0,"0 to 97","36",723,109,58,232,599,262,261,166,0,91,0,0,14,1123,650,469,1122,1,0,7286,10,8436,7296,1123,8,170,0,178,4.49,8614,1131,2324,3461,"9.5",13.1,34.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,14,166,91,15,9,1.2,1112,14,11,0,172,7,3,0,"140",-1,1
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,982,25,41,83,119,160,123,153,148,86,43,1,"0 to 118",50,586,383,13,982,0,0,31,756,187,4,208,774,0,0,982,175,33,0,0,119,88,1,208,0,12,22,33,30,24,28,30,23,6,0,"6 to 91","48",138,16,2,52,2,147,59,33,0,21,0,0,4,208,88,119,208,0,0,1920,0,2130,1920,208,1,32,0,33,3.03,2163,209,806,1015,"6.2",9.7,21.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","80","33.3","138.5","28","%","%","%","%",0,0,4,33,21,16,11,1.9,203,4,5,0,20,0,0,0,"6",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,64496,1140,1732,7174,11547,9716,9781,10420,7326,3671,1855,134,"-6 to 119",46,35086,28623,787,63766,730,0,1540,57846,4842,247,18357,46016,11,112,63648,16848,1311,182,16,9433,8591,135,18159,229,701,3130,4410,3105,2666,2075,1165,548,319,9,"0 to 102","36",4402,5790,1664,6303,1475,8489,8195,932,24,521,12,4,113,18357,8698,9522,18159,198,0,154729,520,173805,155249,18357,690,8878,2,9570,7.21,183375,19047,54894,74066,"8",10.4,29.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.1","41.6","4.3","14.6","%","%","%","%",605,43,117,956,533,6,3,0.6,17979,112,378,5,1342,38,7,0,"90",-11,24
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,22969,527,652,2530,3421,2798,3045,3907,3177,1826,1026,60,"0 to 119",50,13466,9296,207,19668,3301,0,728,20646,2245,136,6461,16489,2,17,19649,5637,83,741,0,3064,2494,162,5720,76,223,1272,1307,915,785,795,517,368,203,0,"0 to 105","37",2213,1449,225,1833,180,3438,2102,549,3,306,4,4,73,6461,2806,3493,5720,741,0,48616,2518,57628,51134,6461,55,1316,0,1371,4.01,58999,6516,17805,24340,"7.8",11,28.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","1.3","0.5","22.8","8.3","%","%","%","%",187,39,77,552,310,9,5,1.2,6302,67,159,10,469,28,8,0,"46",5,18
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4526,77,61,284,469,536,639,858,853,516,226,7,"0 to 119",57,2619,1853,54,4487,39,0,226,3818,560,56,724,3799,0,3,4484,617,98,9,0,381,329,5,715,12,21,96,107,87,107,119,110,48,16,1,"0 to 94","49",414,97,119,85,92,510,113,106,4,61,2,1,8,724,334,385,715,9,0,11495,30,12263,11525,724,42,1274,0,1316,3.19,13579,766,5073,5842,"5.5",5.6,16.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","10","2.7","7.4","20.4","%","%","%","%",1,0,9,110,63,16,9,1.2,696,8,28,1,47,6,0,0,"8",0,1
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,610,12,12,39,49,50,73,140,138,79,18,0,"0 to 95",60,356,253,1,605,5,0,14,493,80,14,82,527,0,1,604,76,4,2,0,47,33,0,80,1,3,9,12,7,9,21,12,6,2,0,"0 to 85","55",51,23,2,4,4,71,5,7,0,3,0,0,1,82,33,49,80,2,0,2159,3,2245,2162,82,2,535,0,537,0.37,2782,84,1062,1147,"9.8",3,13.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","66.7","125","359","%","%","%","%",0,0,1,7,3,9,4,1.2,81,1,1,0,8,0,0,0,"0",0,1
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3664,75,158,346,618,623,621,534,426,171,89,3,"0 to 119",45,2405,1238,21,3643,20,1,86,3103,632,24,1040,2623,1,0,3643,982,51,7,0,597,426,10,1033,22,64,150,194,195,173,109,70,44,18,1,"0 to 98","39",288,358,74,313,168,494,371,143,0,83,0,0,12,1040,426,604,1032,7,1,8049,13,9135,8062,1040,10,147,0,157,6.37,9292,1050,2770,3821,"8.3",11.3,28.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","30.8","48.8","13.3","%","%","%","%",8,4,12,143,83,14,8,1.2,957,12,83,0,122,5,1,0,"115",20,3
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1000,39,32,118,127,134,143,143,114,91,59,0,"0 to 118",49,569,423,8,1000,0,0,36,737,277,6,283,716,0,1,999,253,30,0,0,138,145,0,283,10,13,41,41,39,40,36,19,22,22,0,"0 to 100","44",208,17,22,36,41,188,54,15,0,5,0,0,0,283,145,138,283,0,0,2862,0,3151,2862,283,3,69,0,72,4.17,3223,286,785,1072,"6.1",8.9,28.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","900","600","10.5","37.2","%","%","%","%",3,0,0,15,5,6,2,0,277,0,6,0,35,1,0,0,"38",0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,469,11,16,57,96,100,66,50,37,28,7,1,"0 to 90",40,195,273,1,469,0,0,57,252,283,0,292,177,0,0,469,290,2,0,0,94,198,0,292,5,5,40,73,76,47,30,10,3,3,0,"0 to 89","38",211,59,13,9,139,136,17,38,0,25,0,0,2,292,198,94,292,0,0,658,0,951,658,292,2,19,0,21,9.52,972,294,196,490,"3.7",30.2,62.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","1","50","43.8","12.3"," case","%","%","%",0,0,2,38,25,14,9,0.7,289,2,3,0,15,1,0,0,"175",0,1
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,866,27,39,78,91,92,154,158,137,70,20,0,"0 to 94",52,488,374,4,805,61,0,42,625,162,20,212,653,0,1,804,202,3,7,0,110,94,1,205,3,13,32,28,32,50,29,20,4,1,0,"1 to 89","44",110,62,3,30,12,157,36,40,2,9,2,0,0,212,100,111,205,7,0,2663,54,2933,2717,212,0,76,0,76,0,3009,212,729,942,"5.9",7,24.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","100","54.2","61","%","%","%","%",0,0,0,42,11,20,6,0,205,0,7,0,23,0,0,0,"3",1,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2208,32,51,209,574,441,344,255,181,75,43,3,"0 to 118",40,576,1613,19,2200,8,0,60,1906,516,11,527,1680,0,1,2199,486,36,4,1,187,335,0,522,21,34,79,125,92,80,59,26,9,2,0,"0 to 86","35",213,266,35,8,83,287,152,76,1,18,0,0,2,527,338,189,522,5,0,3091,3,3623,3094,527,1,47,0,48,2.08,3671,528,1727,2256,"15.8",14.4,23.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","50","18.2","20.4","27.4","%","%","%","%",0,0,2,77,18,15,4,0.4,523,2,4,0,77,9,0,0,"224",0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1698,58,157,263,315,219,219,202,157,79,29,0,"0 to 94",37,920,754,24,1690,8,0,72,695,922,16,733,964,1,0,1689,492,235,5,1,376,347,4,727,23,78,131,152,106,95,66,52,23,7,0,"0 to 93","33",545,72,81,29,502,195,30,111,3,61,3,1,4,733,351,378,727,6,0,3156,2,3894,3158,733,8,57,0,65,12.31,3959,741,1021,1763,"6.5",18.7,43.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","66.7","4.8","2.1","20.7","%","%","%","%",3,1,5,114,64,16,9,0.7,726,5,7,0,130,9,0,0,"3",0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3357,135,169,476,609,535,483,425,244,161,113,7,"0 to 104",40,1656,1688,13,3355,2,0,335,1764,1367,16,1451,1904,0,2,3353,1406,45,0,0,635,813,3,1451,45,76,235,307,259,225,147,81,48,28,0,"0 to 101","37",1152,162,44,93,979,391,81,232,0,128,0,0,32,1451,813,635,1451,0,0,5804,2,7272,5806,1451,14,139,0,153,9.15,7425,1465,2043,3510,"8.7",19.7,43.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","9.1","38.5","32.9","22.2","%","%","%","%",19,18,32,232,128,16,9,2.2,1427,32,24,0,160,9,1,0,"62",1,2
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,5140,89,108,501,705,639,749,875,676,499,295,4,"0 to 102",52,3058,2067,15,5114,26,0,418,3843,1416,55,1296,3842,1,1,5112,1055,229,11,1,688,596,0,1284,16,44,207,227,182,199,183,119,82,37,0,"0 to 100","43",888,114,110,172,193,786,305,252,2,141,2,1,19,1296,600,696,1284,12,0,14162,14,15478,14176,1296,29,1311,0,1340,2.16,16818,1325,5153,6480,"3.5",7.9,25.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.4","20.2","58.8","5.9","%","%","%","%",18,3,20,254,143,20,12,1.5,1273,17,23,3,85,6,0,0,"15",5,6
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4582,89,94,273,515,451,550,711,793,696,390,20,"0 to 119",59,2691,1853,38,4516,66,0,147,3859,675,37,912,3665,0,5,4511,818,91,3,0,463,443,3,909,18,29,100,138,130,134,146,96,85,36,0,"0 to 96","48",486,157,132,134,250,461,198,196,2,119,1,0,16,912,446,463,909,3,0,12245,63,13232,12308,912,24,466,0,490,4.9,13722,936,4131,5072,"5",6.8,20.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26.1","31.6","39.3","72.9","%","%","%","%",41,0,16,198,120,22,14,1.8,876,16,36,0,57,4,0,0,"22",1,3
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,75164,1784,2494,8437,12818,11198,11476,11431,8408,4492,2080,546,"0 to 119",45,42022,32665,477,74706,458,0,2375,66203,6952,386,25432,49560,22,150,74534,24867,450,112,3,13346,11761,210,25317,534,1084,4480,5672,4033,3708,2784,1450,814,439,434,"0 to 104","36",7986,3146,2952,11233,5587,7033,12697,1926,15,1085,11,4,278,25432,11810,13412,25317,115,0,171545,341,197601,171886,25432,650,16661,0,17311,3.75,214912,26082,66221,92475,"6.7",12.1,34.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","0.6","15","9.4","12.7","%","%","%","%",778,130,282,1941,1096,8,5,1.1,24891,264,541,18,2179,141,15,0,"18",9,47
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1146,22,28,108,170,167,189,188,169,76,28,1,"0 to 119",49,554,577,15,1128,18,0,28,809,300,29,348,797,1,0,1127,292,47,6,3,96,242,1,339,4,4,48,83,73,60,38,22,10,6,0,"1 to 93","39",197,80,27,35,20,251,68,18,0,9,0,0,1,348,245,102,339,9,0,3276,9,3640,3285,348,3,71,0,74,4.05,3714,351,868,1220,"6.3",9.5,30.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","NO","increased by","decreased by","decreased by","increased by","100","55.6","27.8","5.6","%","%","%","%",6,1,1,18,9,6,3,0.3,331,1,17,0,17,1,0,0,"161",0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,7371,107,187,673,794,769,921,1119,1218,880,688,15,"0 to 119",57,4434,2894,43,7299,72,0,310,5648,1671,89,1767,5560,0,44,7257,1736,17,12,2,940,794,19,1753,31,98,304,299,246,240,180,143,118,108,0,"0 to 99","40",715,157,169,712,307,618,828,219,6,121,3,0,31,1767,802,946,1753,14,0,20080,56,21914,20136,1767,54,2017,0,2071,2.61,23985,1821,7577,9442,"6.3",7.6,24.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","45.9","9.2","15.3","","%","%","%",63,13,31,225,124,13,8,1.8,1729,28,38,3,179,6,1,0,"4",-9,9
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3826,52,83,360,627,622,641,572,391,283,189,6,"0 to 105",47,1764,1976,86,3799,27,0,23,2838,856,43,963,2859,1,3,3795,902,48,12,1,388,554,8,950,8,29,109,167,162,167,130,86,55,50,0,"0 to 100","45",406,267,41,236,37,530,383,121,2,77,0,0,17,963,561,393,950,13,0,7212,14,8201,7226,963,22,180,0,202,10.89,8403,985,3039,4028,"8.3",11.7,25.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","75","100","371.1","179.4","%","%","%","%",107,4,17,123,77,13,8,1.8,916,15,47,2,61,5,0,0,"292",-1,11
