"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,22231,7581,14622,3,25,21858,7286,195,88,12,4105,3351,25,7481,118,276,2961,1307,809,724,644,436,192,101,13,"0 to 103","27",3089,1834,841,1717,851,4661,1969,752,18,375,20,1,46,7581,3401,4154,7481,100,0,87863,248,95720,88111,7581,185,2669,0,2854,6.48,98574,7766,17291,25085,"9.5",7.9,34.9,"2020-09-13 05:00:00","2020-09-19 05:00:00","YES","YES","NO","NO","decreased by","decreased by","increased by","decreased by","3.8","25.4","25.8","12.7","%","%","%","%",61,17,47,770,395,11,6,0.6,7502,47,79,0,530,50,9,0,"154",0,6,"309",7382,"199",500,79,421,15.8
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2459,1412,1012,0,35,2365,1204,207,0,1,442,969,0,1411,6,35,169,297,306,240,193,108,48,10,0,"0 to 97","40",711,195,48,457,16,849,546,99,0,64,0,0,11,1412,969,443,1411,1,0,6203,58,7699,6261,1412,7,88,0,95,7.37,7794,1419,1100,2554,"9.2",18.2,57.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","100","53.6","38.1","29","%","%","%","%",0,3,11,99,64,8,5,0.8,1410,11,2,0,68,4,0,1,"584",0,4,"37",1386,"26",20,2,18,10
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9025,5878,3126,1,20,8892,5645,141,90,2,2876,2869,41,5786,66,133,893,1104,974,972,834,515,269,92,26,"0 to 99","42",3311,593,794,1088,445,3855,1486,710,19,334,8,5,94,5878,2926,2911,5786,92,0,27611,30,33586,27641,5878,122,1379,0,1501,8.13,35087,6000,4505,10526,"5.8",17.1,66.5,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","36.8","37.2","7.6","12.5","%","%","%","%",39,19,99,729,342,13,6,1.7,5839,99,39,0,337,16,5,1,"443",0,3,"365",5184,"694",216,39,177,18.1
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2625,1033,1590,0,2,2620,758,274,1,0,491,541,0,1032,14,51,139,155,148,166,182,101,55,22,0,"0 to 107","45",672,251,51,58,30,899,103,109,0,64,0,0,7,1033,542,491,1032,1,0,5565,2,6621,5567,1033,14,113,0,127,11.02,6748,1047,1703,2752,"10.2",15.5,39.9,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","125","27.6","10.7","6.4","%","%","%","%",11,2,7,109,64,11,7,0.7,1027,7,6,0,101,5,1,0,"263",0,1,"59",1013,"20",16,6,10,37.5
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,27352,8429,18897,0,26,27293,8239,163,24,3,4549,3821,32,8402,86,275,1390,1332,1160,1176,1239,791,536,419,25,"0 to 105","44",4402,1037,712,2251,965,4767,2670,1359,6,764,3,1,277,8429,3836,4561,8402,27,0,94425,16,102929,94441,8429,360,6575,1,6936,5.19,109865,8789,25472,34288,"5.9",8,32.1,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","16.7","21.8","31.5","9.4","%","%","%","%",137,152,278,1365,767,17,10,3.3,8395,278,34,0,549,56,8,0,"66",0,21,"1143",8030,"399",419,34,385,8.1
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,173737,75801,97797,29,110,171766,69830,5354,576,41,39241,35800,143,75184,1631,4183,11113,14445,13014,12250,10106,5114,2534,1378,33,"0 to 119","39",31296,20065,10337,13486,28545,33676,12963,10207,97,5705,76,26,1322,75801,36193,39463,75184,617,0,474307,1234,552225,475541,75801,5310,55505,14,60829,8.73,613054,81111,153302,234566,"12.3",13.2,46.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","13","21.5","16","0.5","%","%","%","%",364,366,1348,10304,5781,14,8,1.8,75682,1346,119,2,7855,574,87,0,"370",1,38,"3229",75104,"697",1954,119,1835,6.1
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1277,607,669,0,1,1275,581,25,1,0,260,345,1,606,5,25,68,112,107,85,76,58,43,28,0,"0 to 99","43",402,92,41,71,26,491,89,60,1,32,1,0,10,607,346,260,606,1,0,4274,0,4891,4274,607,4,38,0,42,9.52,4933,611,707,1319,"9.1",12.4,47.8,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","YES","YES","YES","did not change","did not change","decreased by","decreased by","","","16.7","2.7","","","%","%",13,6,10,61,33,11,6,1.6,607,10,0,0,44,0,0,0,"170",0,1,"84",568,"39",2,0,2,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7928,2957,4964,1,6,7898,2699,251,6,1,1572,1368,10,2950,25,72,315,319,321,426,532,436,287,224,0,"0 to 101","54",2273,183,276,218,239,2387,324,377,1,371,1,0,131,2957,1370,1576,2950,7,0,29597,16,32609,29613,2957,187,3253,0,3440,5.44,36049,3144,8217,11368,"6.4",8.7,39.7,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","63.6","55.2","2.5","13.1","%","%","%","%",137,60,131,378,372,13,13,4.4,2953,131,4,0,144,10,2,0,"64",0,9,"486",2830,"127",94,4,90,4.3
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7392,2646,4681,2,63,7312,1726,912,4,4,1458,1171,9,2638,29,95,341,302,287,392,442,345,254,144,15,"0 to 100","51",2084,161,206,187,133,2212,293,249,0,272,1,0,86,2646,1177,1460,2638,8,0,22558,7,25223,22565,2646,89,1569,0,1658,5.37,26881,2735,6250,9050,"6.3",10.2,37,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","13.8","41.5","3.3","13.8","%","%","%","%",116,24,86,249,273,10,11,3.3,2623,86,23,0,231,5,2,0,"60",0,13,"495",2610,"36",98,23,75,23.5
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,13399,4831,8550,1,17,13348,4665,151,15,0,2521,2254,41,4816,52,170,755,729,795,851,654,426,272,125,2,"0 to 100","43",2587,717,437,1075,439,3200,1177,773,2,333,3,0,91,4831,2263,2527,4816,15,0,41625,18,46498,41643,4831,136,2165,0,2301,5.91,48799,4967,10715,15700,"7.6",10.2,37.1,"2020-09-13 05:00:00","2020-09-19 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","33.3","21.4","33.3","42.2","%","%","%","%",70,49,91,775,336,17,7,1.9,4811,91,20,0,364,42,3,0,"181",0,5,"487",4580,"251",156,20,136,12.8
