"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","SHAPE_Length","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1754,33,63,247,214,191,222,267,189,179,138,11,"0 to 119",50,1028,705,21,1744,10,0,86,1413,280,13,289,1464,0,1,1743,256,31,2,0,147,140,0,287,11,30,62,44,45,38,38,12,7,2,0,"0 to 87","33",206,23,27,31,158,98,31,25,0,24,2,0,0,289,141,148,287,2,0,2854,8,3151,2862,289,2.58761125674549,4,109,0,113,3.54,293,1573,1867,"4.6",9,16.7,"2020-06-14","2020-06-20","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","42.9","41.7","30.3","9.8","%","%","%","%",0,0,0,25,26,8.7,9,0,276,0,13,0,39,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,66150,1139,1492,5864,9939,9773,10382,10497,7487,3544,1351,4682,"0 to 120",47,36251,29555,344,65052,1097,1,847,63383,2346,417,6786,59312,0,52,65003,6544,104,133,5,3138,3472,38,6648,93,148,1568,1780,1095,939,664,300,145,51,3,"0 to 103","33",1931,970,1369,2378,1344,1824,3480,842,46,432,37,5,55,6786,3551,3196,6647,138,1,110860,957,118696,111817,6786,2.69541534247372,529,8279,0,8808,6.01,7315,67591,74958,"5.7",5.7,11.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","110.3","50","145.1","137.5","%","%","%","%",30,7,60,888,469,13.1,6.9,0.9,6056,53,730,2,204,23,6,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,13860,180,368,1022,1952,1982,2285,2354,1794,888,324,711,"0 to 155",49,7729,6058,73,13783,77,0,611,12228,1207,214,1321,12488,2,49,13733,1235,37,47,2,628,642,2,1272,19,37,182,299,193,225,169,110,65,20,2,"0 to 102","41",569,113,494,96,748,376,148,332,8,179,7,2,24,1321,678,641,1272,49,0,21500,27,22875,21527,1321,3.37526858197538,96,1414,0,1510,6.36,1417,13902,15370,"4.5",5.8,10.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","204","150","177.5","160.6","%","%","%","%",11,9,26,340,186,25.7,14.1,2,1222,24,99,0,43,8,1,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,71302,1064,1624,5317,8639,8601,10057,12094,10762,7553,3981,1610,"0 to 119",54,39061,31949,292,70524,776,2,2492,63547,8438,362,11840,59113,191,158,70180,11556,148,130,6,5826,5851,27,11704,175,416,1545,2036,1892,1795,1547,1015,804,602,13,"0 to 104","43",4928,2036,1926,2814,4061,4724,2919,2224,37,1647,23,13,486,11840,5930,5883,11702,136,2,117217,637,129929,117854,11840,4.37197700721313,1280,30826,0,32106,3.99,13120,89939,103408,"7.1",8.1,18.4,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","8.2","3.4","21.2","21.3","%","%","%","%",405,198,499,2261,1670,19.1,14.1,4.2,11536,482,304,4,542,54,18,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,14331,275,340,1131,1739,1942,2265,2509,2191,1332,574,33,"0 to 119",52,8341,5943,47,14255,76,0,305,13119,1006,115,1170,13121,2,38,14215,1106,53,10,1,608,550,1,1159,20,29,202,211,197,188,140,114,45,22,2,"0 to 96","41",673,108,133,245,232,646,281,190,4,112,3,1,17,1170,556,613,1159,11,0,29323,65,30570,29388,1170,2.21152384171728,65,3364,0,3429,1.9,1235,16485,17760,"3.5",3.6,8.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","31","52.6","181.8","241.4","%","%","%","%",32,10,18,194,115,16.6,9.8,1.5,1084,17,86,0,44,10,2,0
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,39665,386,567,2661,4976,4582,5692,7473,6827,4152,2255,94,"0 to 120",56,23007,16556,102,39327,338,0,2338,35131,5115,389,4669,34923,1,72,39254,4458,145,59,7,2609,1984,10,4603,55,174,728,1059,611,609,514,386,287,236,10,"0 to 102","39",2093,1039,233,1238,351,2781,1471,696,19,589,17,2,137,4669,2023,2636,4603,66,0,77252,272,82221,77524,4669,3.37527233690315,265,12263,2,12530,2.11,4934,47186,52195,"5.4",5.2,12.4,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","75.3","32.8","123","175","%","%","%","%",447,85,139,715,606,15.3,13,3,4387,132,282,5,197,12,4,0
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,19758,464,535,1543,2529,2570,2836,3175,3033,1928,806,339,"0 to 119",52,11401,8176,181,19663,95,0,445,17689,1790,146,2571,17172,1,14,19648,2300,255,15,1,1422,1132,1,2555,38,88,356,430,414,365,325,242,188,125,0,"0 to 103","43",1386,394,283,492,715,1256,584,654,9,436,5,1,84,2571,1139,1431,2555,16,0,37519,79,40183,37598,2571,3.74731907845249,96,2325,0,2421,3.97,2667,19497,22179,"3.3",6.3,13.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","43.7","46.6","104.3","138.5","%","%","%","%",291,55,85,663,441,25.8,17.2,3.3,2454,80,117,4,113,19,6,0
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3504,72,122,333,500,433,549,595,430,298,161,11,"0 to 118",50,2197,1267,40,3496,8,0,87,3174,320,22,271,3230,1,2,3493,165,106,0,0,154,117,0,271,4,29,41,38,37,39,34,25,17,7,0,"2 to 98","40",127,119,11,14,17,236,18,46,0,29,0,0,6,271,117,154,271,0,0,5709,8,5989,5717,271,2.24642787374222,5,192,0,197,2.54,276,3422,3701,"5.1",4.5,7.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","120","28.6","187.5","117","%","%","%","%",3,2,6,46,29,17,10.7,2.2,261,6,10,0,26,0,0,0
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,10116,134,239,796,1049,1472,1667,1812,1654,881,395,17,"0 to 119",53,5608,4387,121,10085,31,0,283,9342,567,139,599,9466,22,29,10035,523,64,9,3,298,288,1,587,5,10,121,85,72,107,94,68,31,6,0,"0 to 97","45",370,32,25,160,34,379,174,82,3,56,3,0,7,599,294,304,587,12,0,17021,18,17667,17039,599,3.24633645681211,96,2355,4,2455,3.91,695,11821,12571,"5.3",3.5,6.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","4.6","14","417.9","300.4","%","%","%","%",2,1,7,85,59,14.2,9.8,1.2,548,7,51,0,21,2,0,0
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,10588,180,217,735,1295,1317,1632,1846,1698,1093,543,32,"0 to 119",54,6073,4303,212,10441,147,0,438,9111,1329,74,1384,9113,5,86,10350,1297,75,12,0,716,652,4,1372,26,43,165,244,209,238,197,128,77,56,1,"0 to 99","45",477,237,118,540,232,523,617,219,1,154,2,0,45,1384,657,723,1372,12,0,19193,135,20719,19328,1384,2.4043656096016,54,1884,1,1939,2.78,1438,10997,12527,"4.1",6.3,13.6,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","8.6","21.1","35.3","39.2","%","%","%","%",57,19,45,220,156,15.9,11.3,3.3,1333,43,51,2,58,3,3,0
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7097,228,266,598,940,992,1058,1171,1048,546,240,10,"0 to 119",50,3896,3174,27,7029,68,0,102,6645,336,78,411,6684,1,1,7027,365,40,6,0,164,241,0,405,4,4,88,75,65,68,48,34,14,11,0,"0 to 98","39",311,48,9,37,24,323,58,31,0,27,0,0,9,411,242,169,405,6,0,11364,62,11839,11426,411,3.552029247735,16,494,0,510,3.14,427,7178,7607,"4.5",3.5,6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","63.6","38.5","67.7","86.7","%","%","%","%",2,0,9,31,27,7.5,6.6,2.2,371,9,40,0,11,2,1,7
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,13572,160,183,741,1261,1266,1690,2480,2799,1998,953,41,"0 to 119",61,7636,5769,167,13323,249,0,522,12482,1263,100,1139,12428,1,4,13321,1048,61,24,6,599,510,0,1109,12,17,119,187,139,139,147,139,137,103,0,"0 to 104","50",845,66,102,96,159,798,152,226,15,192,11,2,96,1139,529,610,1109,30,0,30917,216,32277,31133,1139,2.51442395330883,145,4514,9,4668,3.11,1284,16942,18240,"4.4",3.5,9.5,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","55.6","4.2","156.6","247.2","%","%","%","%",66,60,98,241,203,21.2,17.8,8.6,1091,95,48,1,29,3,1,0
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,17723,224,399,1671,2342,2371,2716,2899,2518,1194,518,871,"0 to 119",50,10038,7558,127,17682,41,0,316,16738,787,101,1768,15941,1,13,17669,1702,56,10,0,921,836,1,1758,18,29,492,401,244,233,146,105,59,41,0,"0 to 100","32",994,174,147,443,353,733,672,254,5,157,1,0,16,1768,839,928,1758,10,0,30191,30,32005,30221,1768,1.54465854506178,114,2842,0,2956,3.86,1882,18783,20679,"4.5",5.4,10.6,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","154.5","141.9","140.1","176.2","%","%","%","%",30,4,16,259,158,14.6,8.9,0.9,1624,16,144,0,40,6,2,0
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,3880,28,28,95,174,186,298,517,1431,905,132,86,"0 to 119",69,1904,1779,197,3805,75,0,121,3495,300,59,308,3549,0,23,3782,257,49,1,1,95,211,0,306,1,3,12,9,37,43,43,99,52,9,0,"4 to 92","65",243,39,8,16,21,265,20,67,0,48,0,0,17,308,213,95,306,2,0,6450,73,6836,6523,308,2.17022236361353,39,1901,0,1940,2.01,347,5450,5820,"4.8",4,8.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","150","8.3","350","349.4","%","%","%","%",3,1,17,67,48,21.8,15.6,5.5,299,17,9,0,4,0,0,3
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2289,62,59,188,306,271,267,370,306,238,212,10,"0 to 118",54,1452,757,80,2281,8,0,62,1934,601,18,360,1929,0,0,2281,240,112,5,3,215,137,0,352,7,18,45,56,55,45,49,28,33,24,0,"0 to 102","45",189,52,56,55,115,183,54,51,1,50,0,0,19,360,140,220,352,8,0,3176,0,3538,3176,360,2.13933972018078,8,112,0,120,6.67,368,2041,2409,"5.5",10.1,16.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","566.7","120","600","493.8","%","%","%","%",45,18,19,52,50,14.4,13.9,5.3,349,18,11,1,25,2,2,0
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,897,33,20,78,134,114,112,164,142,73,23,4,"0 to 118",50,495,371,31,889,8,0,17,762,149,28,70,826,1,0,888,58,11,1,0,23,46,0,69,0,2,13,23,13,2,8,3,6,0,0,"6 to 84","32",44,4,18,3,26,40,3,17,0,6,0,0,0,70,46,24,69,1,0,1302,7,1381,1309,70,2.58429378620819,0,29,0,29,0,70,855,926,"4.2",5,7.8,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","decreased by","increased by","decreased by","","100","37.5","32.8","","%","%","%",0,0,0,17,6,24.3,8.6,0,70,0,0,0,2,0,0,0
39,63,125,"UNION","Union","Union","Union County","FL",15239,1174,11,17,56,76,108,139,403,277,73,14,0,"0 to 118",59,319,848,7,1174,0,0,16,1132,80,4,46,1128,0,0,1174,42,4,0,0,8,38,0,46,0,0,2,5,1,4,21,11,2,0,0,"16 to 80","60",29,15,2,0,2,43,1,10,0,9,0,0,2,46,38,8,46,0,0,2120,0,2166,2120,46,1.26448361855685,0,21,0,21,0,46,1149,1195,"7.8",2.1,3.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","100","3","0.025210084","case","%","case","percent difference",0,0,2,10,9,21.7,19.6,4.3,44,2,2,0,1,0,0,1
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,20827,175,302,1173,2157,2256,2996,4286,3989,2178,1029,286,"0 to 119",57,11654,8474,699,20730,97,0,375,19528,1187,145,1464,19361,0,2,20728,1298,151,14,1,741,708,0,1449,8,28,219,253,186,228,215,175,88,63,1,"0 to 102","46",782,266,223,178,185,1003,261,294,6,201,5,0,53,1464,715,749,1449,15,0,33751,82,35313,33833,1464,5.33119702869585,169,7153,0,7322,2.31,1633,26514,28149,"5.3",3.8,7.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","37.5","15.6","165.4","171.1","%","%","%","%",56,34,53,300,206,20.5,14.1,3.6,1369,53,95,0,49,7,1,0
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1259,14,29,87,138,169,216,245,213,108,39,1,"0 to 102",53,711,537,11,1255,4,0,13,1190,198,4,42,1216,0,1,1254,24,16,2,0,26,14,0,40,1,0,5,6,6,12,6,3,2,1,0,"3 to 86","46",23,13,3,1,1,38,1,8,0,6,0,0,1,42,14,28,40,2,0,1879,2,1924,1881,42,2.72889764150517,3,166,0,169,1.78,45,1382,1428,"4.5",2.2,3.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","100","","5","0.033557047","%","","case","percent difference",0,0,1,8,6,19,14.3,2.4,41,1,1,0,0,0,0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1700,53,44,111,178,223,250,298,250,158,132,3,"0 to 101",54,942,721,37,1631,69,0,34,1529,227,49,205,1494,0,1,1630,153,23,26,3,96,80,0,176,6,11,22,24,39,25,37,22,13,6,0,"0 to 101","46",158,11,5,2,49,121,6,30,7,23,2,0,9,205,91,114,176,29,0,2906,40,3156,2946,205,3.60138877830291,26,877,0,903,2.88,231,2371,2603,"4",5.7,13.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","80","76.9","43.8","70.6","%","%","%","%",4,9,9,37,25,18,12.2,4.4,198,9,7,0,14,2,0,0
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,917,12,16,59,97,110,146,195,128,99,55,0,"0 to 119",55,540,355,22,911,6,0,32,747,141,14,102,812,0,3,908,80,20,2,0,52,48,0,100,0,2,5,12,9,12,22,17,16,7,0,"9 to 99","59",73,19,1,7,1,91,8,10,0,20,0,0,11,102,48,54,100,2,0,1631,4,1738,1635,102,2.37953061790718,1,68,0,69,1.45,103,880,986,"4",5.7,11.2,"2020-06-14","2020-06-20","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","75","75","14.3","34","%","%","%","%",15,10,11,10,20,9.8,19.6,10.8,101,11,1,0,2,0,0,0
99,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1398,0,4,66,155,181,193,178,141,213,265,2,"6 to 119",60,949,442,7,132,1266,0,3,1386,9,12,130,1267,1,0,131,9,0,119,2,3,6,0,9,0,3,11,33,25,28,13,7,5,5,0,"12 to 82","26",1,1,0,7,0,0,9,0,2,0,0,0,0,130,72,57,9,121,0,709,1145,1998,1854,130,0.736908814303344,31,304,0,335,9.25,161,1571,1733,"",6.9,11.5,"2020-06-14","2020-06-20","","","","","","","","","","","","","","","","",0,0,0,2,0,1.5,0,0,130,0,0,0,3,0,0,0
