"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19373,4759,14599,5,10,19052,4533,167,47,12,2574,2103,23,4700,79,202,1233,1048,600,562,494,324,134,76,7,"0 to 103","32",1596,1436,560,1108,554,2832,1314,442,13,239,15,1,31,4759,2138,2597,4700,59,0,72084,250,77121,72334,4759,100,2049,0,2149,4.65,79270,4859,16648,21522,"8.2",6.1,25.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","26.5","0.6","2.3","%","%","%","%",130,11,32,455,254,10,6,0.7,4713,30,46,2,385,32,7,0,"77",0,5,"189",4706,"53"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2060,1088,942,0,30,1972,981,107,0,0,282,806,0,1088,5,17,114,257,258,186,156,55,31,9,0,"1 to 97","40",459,139,44,446,14,553,521,68,0,40,0,0,4,1088,806,282,1088,0,0,5226,57,6396,5283,1088,1,68,0,69,1.45,6465,1089,1010,2129,"7.7",16.8,52.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","decreased by","did not change","decreased by","decreased by","44.4","","67.6","45.4","%","","%","%",0,3,4,68,40,7,4,0.4,1086,4,2,0,39,3,0,0,"565",0,0,"30",1081,"7"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7990,4938,3035,0,17,7875,4722,138,76,2,2346,2454,60,4860,61,95,753,940,830,849,689,417,209,72,23,"0 to 99","42",2686,497,607,1070,352,3053,1455,575,15,253,5,5,67,4938,2500,2377,4860,78,0,23612,30,28636,23642,4938,58,1190,0,1248,4.65,29884,4996,4225,9238,"5.1",16.7,62.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","4.8","46.3","45.8","9.4","%","%","%","%",62,10,72,590,258,12,6,1.5,4886,72,52,0,270,15,4,1,"416",0,15,"256",4401,"537"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2064,589,1473,0,2,2060,461,128,0,0,229,360,0,589,11,20,68,84,96,107,108,47,34,14,0,"0 to 107","46",340,178,25,46,20,502,67,53,0,36,0,0,4,589,360,229,589,0,0,4342,2,4955,4344,589,7,88,0,95,7.37,5050,596,1561,2159,"8",11.8,28.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","60","36.4","52.2","58.4","%","%","%","%",4,2,4,53,36,9,7,0.7,581,4,8,0,42,0,0,0,"224",0,0,"43",586,"3"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25560,6667,18878,0,15,25518,6519,127,18,3,3548,3060,38,6646,67,172,1122,1121,959,965,957,587,390,303,24,"0 to 105","43",3459,818,592,1777,836,3740,2070,1066,6,563,3,1,189,6667,3070,3559,6646,21,0,81617,16,88356,81633,6667,211,5304,1,5516,3.83,93872,6878,24182,31076,"5.4",7.3,26.9,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","19.7","25","7.1","8.7","%","%","%","%",266,102,190,1072,566,17,9,2.8,6614,182,53,8,369,41,6,0,"61",0,29,"875",6586,"81"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,161164,67534,93463,33,134,159227,62250,4737,513,34,34917,31921,149,66987,1452,3703,9772,12978,11656,11008,8986,4514,2233,1192,40,"0 to 104","39",26947,17916,7767,14357,24584,28596,13807,8791,90,4763,69,26,1049,67534,32282,35102,66987,547,0,401593,1235,471218,402828,67534,3078,44733,10,47821,6.44,519039,70612,138196,208985,"10.9",13.6,43.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","22.1","45.3","0.8","6.4","%","%","%","%",689,266,1075,8881,4832,14,8,1.6,67193,1051,341,24,6969,524,71,0,"309",1,190,"2428",67480,"54"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1073,511,561,0,1,1072,495,16,0,0,210,299,2,511,4,14,53,98,95,71,67,46,37,26,0,"1 to 99","44",319,83,35,74,22,403,86,54,0,31,0,0,8,511,299,210,511,0,0,3709,0,4235,3709,511,4,32,0,36,11.11,4271,515,593,1109,"7.7",12.1,48,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","16.7","15.4","79.6","27.5","%","%","%","%",13,6,8,54,31,11,7,1.6,506,8,5,0,25,0,0,0,"162",0,0,"80",478,"33"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7397,2415,4963,1,18,7356,2182,227,5,1,1254,1140,15,2409,24,52,255,273,260,354,437,345,233,182,0,"0 to 101","54",1876,146,160,227,189,1903,317,276,1,292,1,0,106,2415,1142,1257,2409,6,0,25386,16,27850,25402,2415,107,2612,0,2719,3.94,30569,2522,7575,10116,"5.7",8.3,34.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","36.4","33","4.4","%","%","%","%",152,56,106,277,293,12,13,4.4,2394,103,21,3,112,4,0,0,"56",0,10,"349",2349,"66"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6214,1834,4346,1,33,6168,1093,736,4,1,968,852,9,1829,18,64,232,223,207,281,344,235,150,70,10,"0 to 100","51",1440,109,137,143,99,1522,208,152,0,175,0,0,45,1834,856,969,1829,5,0,18193,7,20044,18200,1834,39,1327,0,1366,2.86,21410,1873,5673,7580,"5.3",8.7,30.1,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","decreased by","increased by","decreased by","increased by","5.3","7.4","2","23.8","%","%","%","%",37,11,45,152,175,9,10,2.5,1823,43,11,2,153,3,1,0,"52",0,7,"212",1828,"6"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11770,3538,8214,1,17,11722,3397,129,12,0,1924,1589,13,3526,36,127,563,514,566,615,481,320,205,107,4,"0 to 100","44",1877,605,309,735,353,2359,814,568,1,258,1,0,70,3538,1595,1930,3526,12,0,33223,18,36799,33241,3538,77,1813,0,1890,4.07,38689,3615,10027,13660,"6.6",9.3,30.7,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","47.6","38.9","15.7","","%","%","%",96,38,70,569,259,17,8,2,3512,69,26,1,269,25,2,0,"14",0,17,"431",3391,"147"
