"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,15569,224,253,873,1454,1528,1926,2524,2845,2022,666,1254,"0 to 103",58,8139,6367,1063,15430,139,0,187,14776,661,99,838,14718,0,13,15419,805,16,17,0,377,444,0,821,12,22,130,151,117,126,114,79,70,17,0,"0 to 103","43",401,120,158,142,158,493,170,164,12,99,5,1,21,838,454,384,821,17,0,28284,120,29254,28404,838,96,4239,0,4335,2.21,934,18957,19904,"5.9",2.8,6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","187.5","117.9","106.1","92.3","%","%","%","%",3,3,22,176,104,21,12.4,2.6,795,21,43,0,32,3,1,0
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,27435,321,432,1990,3219,3369,3855,4644,4850,3233,1463,59,"0 to 119",56,15795,11403,237,26474,960,1,640,24202,2788,175,3944,23464,1,26,26449,3683,175,80,6,2055,1789,14,3858,54,103,522,660,585,598,518,384,281,239,0,"0 to 101","45",2254,533,105,966,1231,1630,997,888,15,553,13,4,148,3944,1836,2092,3857,86,1,43783,873,48610,44656,3944,240,5750,1,5991,4.01,4184,29214,33426,"4.7",7.7,15.3,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","157.6","36.4","45.8","113.1","%","%","%","%",244,102,152,903,566,22.9,14.4,3.9,3745,149,199,-1,169,26,7,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,13042,190,308,1617,2132,1908,1987,2116,1735,676,342,31,"0 to 119",46,6766,6144,132,12805,236,1,194,12170,656,92,614,12380,3,45,12760,572,10,31,1,307,275,0,582,3,21,225,106,70,68,69,37,11,4,0,"0 to 91","28",205,287,21,69,41,460,81,97,11,44,9,7,8,614,291,323,581,32,1,22974,202,23795,23176,614,48,1483,0,1531,3.14,662,13863,14573,"5.1",2.6,5.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","7.1","43.5","312","304.7","%","%","%","%",20,2,15,108,53,17.6,8.6,2.4,596,8,18,0,23,2,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1746,26,28,167,228,192,232,338,266,189,79,1,"0 to 118",54,1010,719,17,1745,1,0,25,1471,313,4,154,1592,0,0,1745,136,18,0,0,50,104,0,154,1,1,32,40,27,13,21,10,6,3,0,"3 to 99","36",57,9,81,7,87,61,6,15,0,11,0,0,1,154,104,50,154,0,0,2793,1,2950,2794,154,3,126,0,129,2.33,157,1718,1875,"4.7",5.1,9,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","decreased by","decreased by","","71.4","7.3","5.9","","%","%","%",2,1,1,15,11,9.7,7.1,0.6,151,1,3,0,2,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2215,3,4,158,690,561,398,267,93,28,5,8,"0 to 92",38,169,2037,9,2215,0,0,1,2000,83,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,55,54,35,5,0,0,0,"20 to 73","41",115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2085,0,2307,2085,220,1,10,0,11,9.09,221,2005,2226,"26.6",9.5,10,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","100","73.9","","","%","%",0,0,1,5,1,2.3,0.5,0.5,220,1,0,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1114,48,40,95,126,141,152,168,180,108,49,7,"0 to 99",51,711,397,6,1091,23,0,27,903,287,15,143,970,1,0,1090,89,50,4,0,85,54,0,139,5,5,16,15,22,20,32,12,5,11,0,"0 to 98","49",33,91,10,5,9,112,18,27,0,4,0,1,3,143,55,88,139,4,0,1597,19,1761,1616,143,0,50,0,50,0,143,1020,1164,"6.3",7.9,12.8,"2020-06-14","2020-06-20","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","50","471.4","433.2","","%","%","%",4,3,4,27,4,18.9,2.8,2.8,143,3,0,0,11,1,0,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,16305,282,361,1008,1581,1722,2126,3021,3301,2048,752,103,"0 to 119",58,9268,6731,306,16053,252,0,826,14597,1700,46,2132,14168,4,1,16048,2057,59,16,0,1119,991,6,2116,47,96,265,352,340,305,276,193,163,95,0,"0 to 101","43",1259,247,208,402,701,938,477,181,2,253,2,2,127,2132,999,1127,2116,16,0,31365,236,33747,31601,2132,122,3249,0,3371,3.62,2254,17417,19676,"5.3",6.1,13.8,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","78.9","81.6","170.6","163.8","%","%","%","%",128,82,129,183,255,8.6,12,6.1,2013,127,119,0,119,1,2,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,14915,164,215,949,1687,1707,2152,2559,2814,1875,767,26,"0 to 168",57,9145,5720,50,14888,27,0,4311,10030,3330,146,467,14105,0,343,14546,438,24,4,1,261,201,0,462,7,11,62,84,76,72,73,46,28,8,0,"0 to 97","44",324,88,30,20,81,358,23,90,3,57,0,0,10,467,202,265,462,5,0,20824,21,21319,20845,467,51,1671,0,1722,2.96,518,15776,16637,"4.8",2.2,3.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","85","100","167.7","242.6","%","%","%","%",8,3,10,93,57,19.9,12.2,2.1,424,10,43,0,10,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,7706,153,183,580,795,905,1000,1366,1361,952,389,22,"0 to 100",56,3783,3464,459,7611,95,0,373,6471,1251,78,1639,6043,1,23,7588,1611,13,15,0,732,886,6,1624,59,87,259,293,307,277,172,81,61,41,2,"0 to 99","38",566,68,576,414,937,374,313,260,2,154,1,1,22,1639,895,738,1624,15,0,13262,78,14989,13340,1639,78,2269,0,2347,3.32,1717,8312,10053,"6.4",9.9,22.3,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","52.6","42.1","32.5","14.7","%","%","%","%",41,8,23,262,155,16,9.5,1.4,1611,22,28,0,114,9,0,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3736,29,61,230,450,504,638,819,601,294,108,2,"0 to 101",54,1967,1759,10,3655,81,0,1284,2031,832,127,174,3505,0,57,3604,141,20,9,4,74,87,0,161,2,6,12,19,24,28,25,28,18,12,0,"3 to 100","53",118,7,1,35,41,80,40,24,3,18,2,0,4,174,94,80,161,13,0,4648,61,4883,4709,174,99,2373,1,2473,4,273,5878,6209,"8.1",3.7,7.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","25","40","88.2","59.9","%","%","%","%",20,1,4,27,20,15.5,11.5,2.3,166,4,8,0,6,1,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3289,46,52,233,335,383,450,629,604,382,171,4,"0 to 103",57,1774,1321,194,3180,109,0,49,3142,94,34,128,3159,0,2,3178,99,21,6,2,61,59,0,120,2,1,19,22,28,14,15,17,7,3,0,"1 to 89","43",83,16,2,19,1,99,20,31,1,17,0,0,1,128,62,66,120,8,0,5821,101,6052,5922,128,15,559,0,574,2.61,143,3718,3863,"4.8",2.2,4.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","100","16.7","144.4","172.8","%","%","%","%",5,1,1,32,17,25,13.3,0.8,126,1,2,0,3,0,0,0
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7094,162,150,558,1039,1011,928,1083,820,732,571,40,"0 to 119",51,4297,2757,40,6950,143,1,161,6444,416,76,457,6636,0,1,6950,338,108,6,5,221,225,0,446,6,19,53,95,76,61,65,41,26,15,0,"0 to 96","42",336,45,43,22,141,285,20,96,2,57,1,0,6,457,233,224,445,11,1,11103,132,11700,11235,457,25,956,0,981,2.55,482,7592,8075,"4",3.8,6.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","27.8","9.5","12","17.6","%","%","%","%",1,4,6,98,58,21.4,12.7,1.3,436,6,21,0,19,0,0,0
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1735,32,61,246,210,189,219,263,189,177,138,11,"0 to 119",50,1015,699,21,1725,10,0,81,1419,256,12,276,1459,0,0,1725,243,31,2,0,138,136,0,274,10,30,61,41,43,36,36,12,5,2,0,"0 to 87","33",195,22,25,32,151,92,31,22,0,24,2,0,0,276,137,139,274,2,0,2677,8,2961,2685,276,4,109,0,113,3.54,280,1568,1848,"4.6",9.1,16.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","42.9","41.7","30.3","9.8","%","%","%","%",0,0,0,22,26,8,9.4,0,256,0,20,0,39,1,1,0
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,65420,1129,1477,5651,9710,9673,10300,10443,7472,3534,1349,4682,"0 to 120",47,35907,29171,342,64325,1094,1,846,62703,2311,418,6056,59300,0,64,64264,5818,103,130,5,2796,3091,34,5921,83,136,1357,1548,996,860,610,281,134,49,2,"0 to 103","34",1789,907,1247,1978,1322,1755,2844,836,46,428,37,5,53,6056,3168,2853,5920,135,1,107046,957,114145,108003,6056,529,8279,0,8808,6.01,6585,67579,74228,"5.6",5.4,10.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","110.3","50","145.1","137.5","%","%","%","%",32,7,58,882,465,14.6,7.7,1,5502,51,554,2,183,23,6,0
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,13748,178,362,993,1921,1971,2258,2349,1796,887,324,709,"0 to 155",49,7681,5995,72,13671,77,0,583,12179,1145,212,1222,12477,2,47,13623,1136,37,47,2,585,587,1,1173,18,31,156,269,184,202,165,112,64,20,1,"0 to 102","42",539,108,469,57,714,356,103,320,8,179,7,2,24,1222,623,598,1173,49,0,20768,27,22038,20795,1222,96,1414,0,1510,6.36,1318,13891,15258,"4.5",5.6,9.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","204","150","177.5","160.6","%","%","%","%",11,9,26,328,186,26.8,15.2,2.1,1147,23,75,1,37,8,1,0
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,70918,1053,1603,5257,8588,8543,10002,12048,10732,7525,3957,1610,"0 to 119",54,38863,31759,296,70142,774,2,2458,63371,8239,360,11536,59037,191,154,69802,11255,147,128,6,5672,5699,31,11402,166,403,1498,1992,1843,1753,1511,993,785,578,14,"0 to 104","43",4796,2006,1882,2718,3958,4624,2820,2195,35,1623,23,13,482,11536,5776,5729,11400,134,2,114472,637,126881,115109,11536,1280,30826,0,32106,3.99,12816,89863,103024,"7.1",8.1,18.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","8.2","3.4","21.2","21.3","%","%","%","%",414,198,495,2230,1646,19.3,14.3,4.3,11180,476,356,6,526,52,17,1
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,14212,274,337,1106,1717,1925,2248,2494,2184,1327,572,28,"0 to 119",52,8277,5890,45,14136,76,0,280,13109,928,114,1084,13095,2,31,14103,1019,54,10,1,556,517,0,1073,19,28,183,191,186,178,130,107,41,21,0,"0 to 94","41",601,104,124,244,211,587,275,179,4,111,3,1,17,1084,523,561,1073,11,0,28201,65,29362,28266,1084,65,3364,0,3429,1.9,1149,16459,17641,"3.5",3.5,8.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","31","52.6","181.8","241.4","%","%","%","%",33,10,18,183,114,16.9,10.5,1.7,954,17,130,0,42,9,2,0
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,39375,377,557,2608,4895,4552,5650,7441,6812,4138,2251,94,"0 to 120",56,22860,16411,104,39039,336,0,2290,34978,4949,385,4387,34920,1,67,38971,4179,144,57,7,2458,1854,11,4323,46,166,677,976,586,572,487,371,270,226,10,"0 to 102","40",1973,991,221,1138,334,2632,1357,679,19,575,17,2,132,4387,1893,2483,4323,64,0,74744,272,79426,75016,4387,265,12263,2,12530,2.11,4652,47183,51905,"5.4",5.1,11.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","75.3","32.8","123","175","%","%","%","%",366,85,134,698,592,15.9,13.5,3.1,4033,129,354,3,185,10,4,0
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,19627,459,530,1511,2504,2551,2814,3160,3027,1927,805,339,"0 to 119",52,11337,8107,183,19532,95,0,420,17653,1715,145,2454,17158,1,14,19517,2187,251,15,1,1369,1068,1,2438,35,84,327,408,395,345,314,235,187,124,0,"0 to 103","44",1343,384,262,449,684,1225,529,618,9,427,5,1,80,2454,1075,1378,2438,16,0,36362,79,38908,36441,2454,96,2325,0,2421,3.97,2550,19483,22048,"3.3",6.2,13,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","43.7","46.6","104.3","138.5","%","%","%","%",287,55,81,627,432,25.6,17.6,3.3,2279,78,175,2,106,17,6,0
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3496,72,122,332,498,432,548,593,429,298,161,11,"0 to 118",50,2193,1262,41,3488,8,0,87,3166,318,22,261,3232,1,2,3485,156,105,0,0,150,111,0,261,4,29,40,35,35,38,32,24,17,7,0,"2 to 98","40",125,116,11,9,16,232,13,46,0,29,0,0,6,261,111,150,261,0,0,5223,8,5493,5231,261,5,192,0,197,2.54,266,3424,3693,"5.1",4.7,7.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","120","28.6","187.5","117","%","%","%","%",3,2,6,46,29,17.6,11.1,2.3,242,6,19,0,25,0,0,0
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,10032,134,233,775,1036,1462,1657,1799,1651,876,392,17,"0 to 119",53,5566,4344,122,10001,31,0,278,9290,534,136,548,9442,19,23,9960,472,64,9,3,268,267,1,536,5,8,104,77,64,101,88,66,29,6,0,"0 to 97","46",341,32,23,140,33,352,151,81,3,55,3,0,7,548,273,274,536,12,0,16510,18,17102,16528,548,96,2355,4,2455,3.91,644,11797,12487,"5.3",3.3,6.4,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","4.6","14","417.9","300.4","%","%","%","%",2,1,7,84,58,15.3,10.6,1.3,510,7,38,0,17,2,0,0
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,10518,179,216,726,1284,1302,1614,1836,1697,1091,542,31,"0 to 119",54,6033,4272,213,10372,146,0,427,9076,1298,74,1333,9096,5,84,10283,1247,75,11,0,693,625,4,1322,26,42,158,235,197,228,189,127,76,55,0,"0 to 99","45",457,223,117,525,221,502,599,216,1,153,2,0,43,1333,630,699,1322,11,0,18670,135,20145,18805,1333,54,1884,1,1939,2.78,1387,10980,12457,"4.1",6.3,13.2,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","8.6","21.1","35.3","39.2","%","%","%","%",53,19,43,217,155,16.3,11.6,3.2,1249,42,84,1,57,3,3,0
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7050,228,265,579,930,986,1054,1167,1048,545,238,10,"0 to 119",50,3867,3156,27,6982,68,0,93,6629,314,76,371,6677,1,1,6980,325,40,6,0,137,228,0,365,4,4,70,65,61,66,45,34,13,9,0,"0 to 98","40",278,45,8,34,23,287,55,31,0,27,0,0,9,371,229,142,365,6,0,11121,62,11556,11183,371,16,494,0,510,3.14,387,7171,7560,"4.4",3.2,5.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","63.6","38.5","67.7","86.7","%","%","%","%",2,0,9,31,27,8.4,7.3,2.4,355,9,16,0,9,2,1,7
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,13501,159,181,724,1242,1256,1679,2473,2794,1997,954,42,"0 to 119",61,7599,5733,169,13252,249,0,513,12449,1202,100,1091,12402,1,7,13247,999,62,24,6,576,485,0,1061,11,16,104,173,132,132,143,137,138,104,1,"0 to 104","53",797,65,94,105,144,755,162,220,15,188,11,2,95,1091,504,587,1061,30,0,30447,216,31758,30663,1091,145,4514,9,4668,3.11,1236,16916,18169,"4.4",3.4,9.2,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","55.6","4.2","156.6","247.2","%","%","%","%",64,60,97,235,199,21.5,18.2,8.9,1031,95,60,0,28,2,1,0
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,17568,221,396,1633,2306,2341,2696,2887,2512,1189,516,871,"0 to 119",50,9950,7491,127,17527,41,0,316,16609,767,101,1624,15932,1,11,17516,1559,55,10,0,843,770,1,1614,17,26,453,366,216,216,137,100,55,38,0,"0 to 100","32",947,165,129,373,349,725,540,252,5,152,1,0,16,1624,773,850,1614,10,0,29007,30,30676,29037,1624,114,2842,0,2956,3.86,1738,18774,20524,"4.5",5.2,9.9,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","154.5","141.9","140.1","176.2","%","%","%","%",16,4,16,257,153,15.8,9.4,1,1451,16,173,0,34,6,2,0
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,3870,28,28,94,174,186,297,516,1429,900,132,86,"0 to 119",69,1899,1773,198,3795,75,0,119,3490,294,59,299,3548,0,23,3772,248,49,1,1,91,206,0,297,1,3,11,9,37,42,43,96,48,9,0,"4 to 92","65",236,38,8,15,21,259,17,64,0,47,0,0,17,299,208,91,297,2,0,6303,73,6680,6376,299,39,1901,0,1940,2.01,338,5449,5810,"4.8",3.9,8.7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","150","8.3","350","349.4","%","%","%","%",2,1,17,64,47,21.4,15.7,5.7,290,17,9,0,4,0,0,3
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2279,62,59,186,302,270,266,369,306,238,211,10,"0 to 118",54,1447,752,80,2271,8,0,63,1931,592,18,349,1930,0,0,2271,230,111,5,3,209,132,0,341,7,18,43,51,54,44,48,28,33,23,0,"0 to 102","45",181,52,51,57,109,177,55,50,1,47,0,0,18,349,135,214,341,8,0,3103,0,3454,3103,349,8,112,0,120,6.67,357,2042,2399,"5.5",10,15.7,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","566.7","120","600","493.8","%","%","%","%",44,18,18,51,47,14.6,13.5,5.2,339,19,10,-1,24,2,2,0
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,895,33,19,78,133,114,113,163,142,73,23,4,"0 to 118",51,493,371,31,887,8,0,17,763,147,28,70,824,1,0,886,58,11,1,0,23,46,0,69,0,1,13,23,13,3,8,3,6,0,0,"6 to 84","32",44,4,18,3,26,40,3,17,0,6,0,0,0,70,46,24,69,1,0,1293,7,1372,1300,70,0,29,0,29,0,70,853,924,"4.2",5,7.8,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","decreased by","increased by","decreased by","","100","37.5","32.8","","%","%","%",0,0,0,17,6,24.3,8.6,0,69,0,1,0,1,0,0,0
39,63,125,"UNION","Union","Union","Union County","FL",15239,1172,11,17,56,76,108,139,402,277,72,14,0,"0 to 118",59,317,848,7,1172,0,0,16,1130,79,4,44,1128,0,0,1172,41,3,0,0,7,37,0,44,0,0,2,5,1,3,20,11,2,0,0,"16 to 80","61",27,15,2,0,2,42,0,10,0,9,0,0,2,44,37,7,44,0,0,2095,0,2139,2095,44,0,21,0,21,0,44,1149,1193,"7.8",2,3.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","100","3","0.025210084","case","%","case","percent difference",0,0,2,10,9,22.7,20.5,4.5,43,2,1,0,1,0,0,1
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,20721,173,300,1156,2134,2238,2977,4275,3980,2174,1029,285,"0 to 119",58,11597,8422,702,20624,97,0,355,19474,1135,145,1369,19352,0,0,20624,1207,147,14,1,692,661,1,1354,6,26,203,232,169,211,207,168,84,63,0,"0 to 102","47",736,258,213,147,172,955,227,283,5,198,4,0,53,1369,668,700,1354,15,0,32699,82,34164,32781,1369,169,7153,0,7322,2.31,1538,26505,28043,"5.3",3.7,7.4,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","37.5","15.6","165.4","171.1","%","%","%","%",59,34,53,288,202,21,14.8,3.9,1301,53,68,0,47,6,1,0
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1258,14,29,87,138,169,216,245,213,107,39,1,"0 to 102",53,711,536,11,1254,4,0,13,1189,197,4,41,1216,0,1,1253,23,16,2,0,26,13,0,39,1,0,5,6,6,12,6,3,1,1,0,"3 to 86","46",22,13,3,1,1,37,1,7,0,5,0,0,1,41,13,28,39,2,0,1853,2,1896,1855,41,3,166,0,169,1.78,44,1382,1427,"4.5",2.1,3.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","100","","5","0.033557047","%","","case","percent difference",0,0,1,7,5,17.1,12.2,2.4,41,1,0,0,0,0,0,0
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1690,53,42,110,178,218,250,296,250,158,132,3,"0 to 101",54,938,715,37,1622,68,0,33,1524,215,49,198,1491,0,1,1621,147,23,25,3,93,77,0,170,6,11,21,24,35,25,35,22,13,6,0,"0 to 101","46",152,11,4,3,48,115,7,30,7,23,2,0,9,198,87,111,170,28,0,2799,40,3042,2839,198,26,877,0,903,2.88,224,2368,2593,"3.9",5.7,13.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","80","76.9","43.8","70.6","%","%","%","%",4,9,9,37,25,18.7,12.6,4.5,188,9,10,0,14,2,0,0
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,915,12,16,58,96,110,146,195,128,99,55,0,"0 to 119",55,538,355,22,909,6,0,32,748,138,14,101,811,0,3,906,79,20,2,0,51,48,0,99,0,2,5,11,9,12,22,17,16,7,0,"9 to 99","59",73,18,1,7,1,90,8,10,0,20,0,0,11,101,48,53,99,2,0,1599,4,1705,1603,101,1,68,0,69,1.45,102,879,984,"4",5.7,11.1,"2020-06-14","2020-06-20","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","75","75","14.3","34","%","%","%","%",46,10,11,10,20,9.9,19.8,10.9,98,11,3,0,2,0,0,0
99,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1398,0,4,66,155,181,193,178,141,213,265,2,"6 to 119",60,951,440,7,132,1266,0,3,1386,9,12,130,1267,1,0,131,9,0,119,2,3,6,0,9,0,3,11,33,25,28,13,7,5,5,0,"12 to 82","26",1,1,0,7,0,0,9,0,2,0,0,0,0,130,72,57,9,121,0,706,1145,1995,1851,130,31,304,0,335,9.25,161,1571,1733,"",6.9,11.5,"2020-06-14","2020-06-20","","","","","","","","","","","","","","","","",0,0,0,2,0,1.5,0,0,126,0,4,0,3,0,0,0
