"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18611,3952,14650,6,3,18301,3744,155,41,12,2139,1752,8,3899,63,151,1079,904,489,461,397,250,106,50,2,"0 to 103","31",1313,1141,501,944,505,2302,1092,305,11,159,11,1,25,3952,1782,2161,3899,53,0,65111,257,69343,65368,3952,81,1877,0,1958,4.14,71301,4033,16527,20569,"7.8",5.7,21.7,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","16.2","16.5","1.5","24.1","%","%","%","%",67,1,26,316,170,8,5,0.7,3862,26,90,0,298,20,3,0,"30",0,5
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1470,528,923,0,19,1392,436,92,0,0,217,310,1,528,5,14,72,94,118,85,81,30,23,6,0,"1 to 97","40",304,87,37,100,13,395,120,52,0,27,0,0,4,528,310,217,528,0,0,4172,59,4760,4231,528,0,57,0,57,0,4817,528,980,1527,"5.5",11,35.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","50","10","31.2","2.9","%","%","%","%",1,3,4,52,27,10,6,0.8,429,4,99,0,32,3,0,0,"106",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7105,4077,3017,0,11,7006,3872,137,66,2,1935,2016,58,4009,49,82,636,809,713,699,542,339,149,52,7,"0 to 98","41",2229,429,367,984,304,2466,1239,439,14,184,5,5,45,4077,2057,1961,4009,68,0,20725,38,24886,20763,4077,35,1066,0,1101,3.18,25987,4112,4083,8206,"4.5",15.8,57.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","28.3","12","31","27.3","%","%","%","%",35,0,50,453,189,12,5,1.2,3988,50,89,0,229,10,2,0,"350",0,25
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1825,378,1446,0,1,1822,279,99,0,0,173,205,0,378,6,13,48,43,61,64,72,32,26,13,0,"0 to 107","47",223,97,18,40,10,312,56,39,0,27,0,0,4,378,205,173,378,0,0,3904,2,4290,3906,378,7,77,0,84,8.33,4374,385,1523,1909,"7.1",8.8,21.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","decreased by","decreased by","increased by","increased by","50","20","5.7","19.3","%","%","%","%",3,2,4,39,27,11,8,1.1,343,4,35,0,28,0,0,0,"105",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,24683,5794,18879,0,10,24646,5663,110,18,3,3072,2678,23,5773,59,148,1039,1006,846,845,813,498,306,234,0,"0 to 110","42",3028,635,499,1611,750,3206,1817,894,6,447,3,0,134,5794,2688,3083,5773,21,0,75661,17,81531,75678,5794,144,4648,1,4793,3,86324,5938,23527,29476,"5.1",6.9,24.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","29.6","27.5","17.9","15.5","%","%","%","%",244,38,134,900,450,16,8,2.3,5712,132,82,2,324,39,6,0,"5",0,26
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,152050,60058,91796,29,167,150092,56372,3165,488,33,30902,28411,224,59537,1272,3109,8762,11669,10454,9808,8002,3980,1962,1009,31,"0 to 102","39",21505,15374,5883,16775,20134,23194,16209,6834,86,3595,66,25,782,60058,28751,31077,59537,521,0,359373,1311,421472,360684,60058,2191,39504,7,41702,5.25,463174,62249,131300,193752,"10.1",13.4,40.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","17","33.3","13.8","12.4","%","%","%","%",712,137,807,6920,3661,12,7,1.3,59354,808,704,-1,5975,403,55,0,"277",1,106
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,902,356,545,0,1,901,340,16,0,0,182,173,1,356,2,10,39,57,48,49,51,41,33,26,0,"1 to 99","49",254,44,22,36,18,293,45,43,0,28,0,0,7,356,173,182,356,0,0,2308,0,2674,2308,356,0,26,0,26,0,2700,356,571,928,"6.4",13.2,39.5,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","NO","did not change","decreased by","increased by","increased by","","55.6","93.9","13.2","","%","%","%",13,6,7,43,28,13,8,2,334,7,22,0,19,0,0,0,"44",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7123,2144,4968,1,10,7089,1918,219,6,1,1096,1016,25,2137,22,42,229,246,226,314,385,311,209,159,1,"0 to 101","54",1549,124,118,346,165,1538,434,219,1,229,1,0,89,2144,1018,1100,2137,7,0,22936,16,25122,22952,2144,83,2259,0,2342,3.54,27464,2227,7227,9465,"5.3",8.1,31.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","45.5","50","34.3","28.2","%","%","%","%",148,NA,89,220,230,11,11,4.2,2104,89,40,0,96,4,0,0,"54",0,4
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5709,1429,4247,1,32,5667,848,578,2,1,739,679,8,1426,12,38,199,175,164,222,267,173,119,54,6,"0 to 100","51",1088,99,105,134,75,1164,187,108,0,137,0,0,36,1429,681,740,1426,3,0,16371,7,17818,16378,1429,33,1196,0,1229,2.69,19047,1462,5443,6938,"4.8",7.7,25.6,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","53.1","11.4","29","7.4","%","%","%","%",78,6,36,108,137,8,10,2.5,1373,34,56,2,111,3,1,0,"46",0,10
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11206,3110,8082,1,13,11166,2980,122,8,0,1705,1387,10,3102,30,100,504,474,491,533,424,282,178,94,0,"0 to 100","44",1556,525,250,771,294,1964,844,457,0,206,0,0,50,3110,1391,1709,3102,8,0,30578,18,33723,30596,3110,63,1593,0,1656,3.8,35379,3173,9675,12862,"6.2",9,28.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","26.5","57","18.2","17.5","%","%","%","%",99,19,50,457,206,15,7,1.6,3021,49,89,1,215,18,1,0,"10",0,3
