"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19022,4391,14621,6,4,18710,4173,163,43,12,2372,1951,13,4336,71,190,1176,989,552,516,445,278,115,56,3,"0 to 103","31",1457,1321,527,1031,532,2604,1200,369,13,194,15,1,26,4391,1982,2395,4336,55,0,68655,257,73329,68912,4391,100,2049,0,2149,4.65,75478,4491,16670,21171,"8",6,23.6,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","11.8","7.7","7.8","4.8","%","%","%","%",97,11,27,382,209,9,5,0.6,4309,27,82,0,356,23,5,0,"63",0,1
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2025,1052,937,0,36,1930,955,97,0,0,263,789,0,1052,5,17,105,250,253,180,152,52,29,9,0,"1 to 97","40",433,137,41,441,14,520,518,64,0,38,0,0,4,1052,789,263,1052,0,0,4921,59,6057,4980,1052,1,68,0,69,1.45,6126,1053,1005,2094,"7.5",17.2,52,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","38.5","528.9","171.1","","%","%","%",1,3,4,64,38,7,4,0.4,1044,4,8,0,37,3,0,0,"557",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7694,4644,3034,0,16,7585,4433,138,71,2,2230,2284,57,4571,56,87,729,895,785,803,641,381,189,61,17,"0 to 99","41",2497,462,538,1074,335,2828,1408,509,14,215,5,5,52,4644,2328,2258,4571,73,0,23004,38,27744,23042,4644,58,1190,0,1248,4.65,28992,4702,4224,8942,"4.9",16.2,61.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","36.4","57.5","5.9","25.5","%","%","%","%",50,6,57,523,220,12,5,1.2,4551,57,93,0,254,12,3,1,"373",0,7
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2006,545,1460,0,1,2003,432,113,0,0,205,340,0,545,9,17,62,78,90,99,102,43,32,13,0,"0 to 107","46",310,168,23,44,16,466,63,45,0,30,0,0,4,545,340,205,545,0,0,4141,2,4710,4143,545,7,88,0,95,7.37,4805,552,1548,2101,"7.8",11.5,27.5,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","11.1","112.2","79","%","%","%","%",3,2,4,45,30,9,6,0.7,535,4,10,0,35,0,0,0,"222",0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25207,6313,18878,0,16,25164,6175,117,18,3,3346,2922,24,6292,64,157,1092,1074,914,922,900,550,355,272,13,"0 to 105","43",3295,759,546,1692,802,3548,1942,1002,6,510,3,1,163,6313,2932,3357,6292,21,0,79160,17,85547,79177,6313,211,5304,1,5516,3.83,91063,6524,24182,30723,"5.3",7.2,25.9,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","32","3.5","21.7","3.1","%","%","%","%",239,74,164,1008,513,16,9,2.6,6248,161,65,3,346,41,6,0,"55",0,30
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,157613,64741,92682,29,161,155676,59816,4401,491,33,33440,30599,178,64217,1381,3449,9396,12476,11214,10560,8631,4319,2135,1141,39,"0 to 104","39",24726,16842,7034,15615,22784,26278,15155,7799,88,4191,68,26,883,64741,30941,33620,64217,524,0,383193,1309,450047,384502,64741,3078,44733,10,47821,6.44,497868,67819,137415,205434,"10.8",13.6,43,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","44.1","33.6","48.2","25.5","%","%","%","%",669,225,909,7887,4259,13,7,1.4,64080,885,661,24,6562,458,65,0,"290",1,102
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1040,484,555,0,1,1039,468,16,0,0,201,282,1,484,2,14,51,91,88,67,62,45,38,26,0,"1 to 99","44",301,81,29,73,22,380,82,52,0,31,0,0,8,484,282,201,484,0,0,3659,0,4159,3659,484,4,32,0,36,11.11,4195,488,587,1076,"7.4",11.6,46.9,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","did not change","increased by","decreased by","500","","146","24.4","%","","%","%",13,6,8,52,31,11,7,1.7,482,8,2,0,23,0,0,0,"150",0,1
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7294,2321,4959,1,13,7258,2089,226,5,1,1201,1095,19,2315,23,49,248,267,249,339,416,332,229,168,1,"0 to 101","54",1753,133,144,285,181,1760,374,238,1,252,1,0,97,2321,1097,1204,2315,6,0,24517,16,26886,24533,2321,107,2612,0,2719,3.94,29605,2428,7571,10013,"5.7",8.2,33.3,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","100","37.8","39.2","42.9","%","%","%","%",171,53,97,239,253,11,11,4.2,2297,96,24,1,106,4,0,0,"55",0,8
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6008,1663,4306,1,38,5958,994,665,3,1,871,783,5,1659,13,54,223,202,186,253,319,208,135,62,8,"0 to 100","51",1282,105,126,146,87,1360,212,123,0,155,0,0,38,1663,786,872,1659,4,0,17428,8,19110,17436,1663,39,1327,0,1366,2.86,20476,1702,5633,7374,"5.2",8.3,28.3,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","61.2","53.3","23.2","2.4","%","%","%","%",36,10,38,123,155,8,10,2.3,1614,38,49,0,136,3,1,0,"47",0,2
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11541,3369,8158,1,13,11498,3234,124,11,0,1840,1506,12,3358,33,111,543,495,533,589,467,306,190,102,0,"0 to 100","44",1709,570,277,802,316,2152,890,509,0,232,0,0,61,3369,1511,1846,3358,11,0,32217,18,35624,32235,3369,77,1813,0,1890,4.07,37514,3446,9971,13431,"6.5",9.2,29.9,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16","36.1","2.4","6.2","%","%","%","%",104,31,61,509,232,16,7,1.8,3335,53,34,8,242,21,2,0,"13",0,11
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,24523,10640,13693,3,187,23912,10081,417,126,16,5306,5072,120,10498,287,547,1784,1731,1783,1694,1306,764,500,243,1,"0 to 104","40",5181,645,1099,3573,4242,2592,3664,1209,24,751,14,6,148,10640,5136,5348,10498,142,0,53204,290,64206,53494,10640,800,13575,1,14376,5.56,78582,11440,27268,38899,"10.7",14.6,46.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","NO","increased by","decreased by","decreased by","decreased by","11.1","24.8","35.1","33.6","%","%","%","%",70,55,154,1233,765,12,8,1.4,10530,152,110,2,1175,84,24,0,"10",0,18
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,6040,2958,3079,0,3,6013,2702,245,9,2,857,2087,3,2947,57,98,281,559,579,513,435,263,126,46,1,"0 to 102","43",1211,494,126,1116,132,1509,1306,56,1,138,2,0,21,2958,2095,860,2947,11,0,10877,13,13904,10890,2958,18,311,0,329,5.47,14233,2976,3390,6369,"9.2",20.9,49.3,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","34.4","27.5","34.8","21.5","%","%","%","%",59,2,21,57,140,2,5,0.7,2941,20,17,1,190,0,1,5,"1442",0,8
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,276038,140984,134585,96,373,273668,138357,1680,937,10,70915,68202,920,140037,2041,4672,18092,26260,23653,25458,19814,11022,6195,3446,331,"0 to 108","43",50874,12122,14185,62856,58128,16573,65336,12692,70,6494,38,16,1954,140984,68661,71334,140036,947,1,574643,987,718449,575630,140984,8250,76317,3,84570,9.76,803019,149234,210902,360608,"13.3",18.6,54.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","38.6","41.9","45.3","19.1","%","%","%","%",1542,616,1970,12762,6532,10,5,1.4,139271,1955,1713,15,9383,816,117,30,"1533",2,170
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3623,1393,2224,1,5,3604,1257,133,3,0,571,815,4,1390,42,121,198,268,262,212,164,83,31,12,0,"0 to 97","36",855,142,89,304,668,384,338,204,1,104,1,0,18,1393,816,573,1390,3,0,8320,13,9733,8333,1393,85,558,0,643,13.22,10376,1478,2782,4266,"11.7",14.2,40.8,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","decreased by","200","30.8","50.4","33.3","%","%","%","%",2,0,18,205,105,15,8,1.3,1382,18,11,0,211,11,3,0,"203",0,2
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1391,570,820,0,1,1390,532,38,0,0,191,379,0,570,2,19,53,97,131,92,82,59,28,7,0,"2 to 91","43",382,135,14,39,35,482,53,50,0,34,0,0,4,570,379,191,570,0,0,3630,0,4213,3630,570,3,41,0,44,6.82,4257,573,861,1435,"8.7",13.5,41.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","NO","NO","did not change","did not change","increased by","increased by","","","552.4","67.1","","","%","%",0,0,4,50,34,9,6,0.7,566,4,4,0,35,0,0,0,"247",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,70863,24162,46499,13,189,69882,22212,1700,228,22,12570,11126,216,23912,345,994,3869,5512,3986,3562,2902,1716,800,452,24,"0 to 103","38",5993,7912,2474,7533,1947,12074,9891,1407,31,750,17,8,212,24162,11260,12684,23912,250,0,190912,552,215844,191464,24162,1102,11831,2,12935,8.52,228779,25264,58330,83798,"9.1",11,35.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","10","43.7","9.7","4.3","%","%","%","%",542,73,220,1438,767,6,4,0.9,23972,218,190,2,1895,58,12,0,"125",0,49
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,26271,10035,16228,1,7,22809,9039,90,906,0,4579,4442,108,9129,122,366,1757,1972,1560,1320,1264,850,525,293,6,"0 to 105","38",3402,2184,745,2798,322,5637,3170,990,10,593,8,10,141,10035,4828,5099,9129,906,0,61578,2636,74303,64214,10035,123,1673,0,1796,6.85,76099,10158,17901,28067,"9",13.3,38.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","8.6","27.2","69.3","37.4","%","%","%","%",273,64,151,1000,601,10,6,1.5,9929,147,106,4,751,52,16,1,"838",0,33
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5039,1107,3926,0,6,4992,968,128,11,0,603,487,6,1096,18,49,153,155,143,178,174,141,73,22,1,"0 to 94","47",626,175,212,83,174,815,107,152,5,90,3,1,13,1107,493,608,1096,11,0,14287,30,15442,14317,1107,59,1510,0,1569,3.76,17011,1166,5436,6608,"6.2",6.9,23.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","YES","decreased by","decreased by","increased by","increased by","33.3","42.6","8.7","7.5","%","%","%","%",4,1,14,157,93,15,9,1.3,1101,14,6,0,93,9,1,0,"9",0,0
