"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,16513,221,241,2096,3109,2358,2319,2641,1947,932,582,67,"0 to 119",45,9457,6907,149,16230,283,0,311,15779,793,73,1701,14806,6,0,16224,1599,69,22,11,836,827,5,1668,13,40,583,408,176,173,138,109,39,20,2,"0 to 103","29",583,339,263,483,272,880,516,178,7,96,5,0,12,1701,846,850,1668,33,0,44152,250,46114,44402,1701,48,1402,0,1450,3.31,47564,1749,16208,17963,"6.8",3.7,10.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","17.2","2","9.3","30.5","%","%","%","%",70,10,12,185,101,11,6,0.7,1636,12,65,0,76,5,1,0
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,972,30,19,111,145,134,155,160,111,73,32,2,"0 to 99",48,523,395,54,912,60,0,56,849,138,5,110,861,0,1,911,68,42,0,0,45,62,3,110,0,4,18,15,15,13,18,12,12,3,0,"7 to 97","47",79,18,5,8,2,94,14,26,0,18,0,0,4,110,62,45,110,0,0,1909,60,2079,1969,110,0,33,0,33,0,2112,110,894,1005,"3.6",5.2,11.3,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","100","14.3","150","99.6","%","%","%","%",3,3,4,26,18,24,17,3.6,106,4,4,0,7,2,1,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,3833,46,49,330,527,543,617,690,482,304,190,55,"0 to 119",51,2134,1644,55,3779,54,0,226,3309,665,75,818,3013,0,2,3777,715,68,34,1,417,364,2,783,13,18,148,179,148,125,96,56,27,8,0,"0 to 95","38",519,100,42,122,142,492,149,113,6,38,2,2,5,818,385,431,783,35,0,8561,21,9414,8582,818,16,753,0,769,2.08,10183,834,3766,4602,"2.5",8.2,21.8,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","68.2","12.1","80.2","43.9","%","%","%","%",25,0,7,119,40,15,5,0.9,744,5,74,0,47,0,0,0
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1528,23,32,129,200,177,226,295,191,146,103,6,"0 to 118",53,950,554,24,1526,2,0,34,1400,194,2,102,1425,0,1,1525,53,49,0,0,67,35,0,102,1,7,13,15,15,11,9,8,12,11,0,"1 to 107","45",74,24,3,1,6,90,6,17,0,14,0,0,2,102,35,67,102,0,0,2762,2,2868,2764,102,5,48,0,53,9.43,2921,107,1473,1581,"5.9",3.7,7,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","250","800","45.5","15.7","%","%","%","%",3,2,2,17,14,17,14,2,95,2,7,0,10,0,0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,21578,281,408,1563,2340,2408,3004,4644,4055,2147,580,148,"0 to 119",56,12141,9333,104,21555,23,0,558,20133,1807,113,2706,18869,0,3,21552,2618,70,14,3,1373,1308,7,2688,34,74,588,585,412,373,331,170,83,55,0,"0 to 99","36",1537,167,181,803,435,1443,810,281,3,137,3,0,20,2705,1315,1383,2688,17,0,50653,6,53374,50659,2705,72,2983,1,3056,2.36,56430,2777,21852,24634,"4.3",4.9,12.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","6.2","23.4","13.1","3.1","%","%","%","%",24,3,20,284,140,11,6,0.7,2591,19,114,1,157,16,1,0
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,111557,2000,2728,8909,17145,17365,19160,19941,13402,7091,3611,205,"0 to 119",49,60197,49791,1569,109943,1614,0,3941,93172,18942,1099,22597,88907,14,39,109893,20654,1591,323,27,11231,10898,116,22245,361,802,3185,4635,3960,3672,3075,1569,885,442,9,"0 to 102","40",9469,6438,1741,4597,7598,10262,4385,4266,74,2317,60,22,418,22595,11128,11351,22245,350,0,209439,1261,233421,210700,22595,1212,25784,4,27000,4.49,260421,23807,114691,138557,"7.3",9.1,21.3,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","45.4","25.7","95.5","52","%","%","%","%",365,157,440,4340,2377,20,11,1.9,21856,414,739,4,1620,192,25,0
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,578,5,4,49,56,83,81,102,87,72,39,0,"0 to 99",56,345,215,18,578,0,0,7,449,84,5,101,476,0,1,577,85,16,0,0,68,32,1,101,0,0,12,11,8,7,10,11,21,21,0,"15 to 99","70",71,12,7,11,9,76,16,15,0,10,0,0,6,101,32,68,101,0,0,904,0,1008,904,101,1,24,0,25,4,1033,102,500,603,"4.2",9.9,17.6,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","50","100","360","582.4","%","%","%","%",29,6,6,15,10,15,10,5.9,97,6,4,0,1,0,0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,5884,67,56,305,503,575,814,1121,1110,765,562,6,"0 to 119",60,3433,2381,70,5865,19,0,261,5117,794,30,944,4933,1,6,5858,773,168,2,1,525,408,8,941,11,12,82,101,86,119,165,138,111,119,0,"0 to 101","59",716,69,17,139,65,706,170,140,1,159,1,0,77,944,409,526,941,3,0,12800,16,13766,12816,944,47,1571,0,1618,2.9,15384,991,6504,7502,"4.2",6.4,16.8,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","15.4","20.8","73.6","70.8","%","%","%","%",114,49,77,141,160,15,17,8.2,935,77,9,0,32,2,0,0
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,4370,44,86,251,433,400,524,806,960,655,203,8,"0 to 222",60,2431,1757,182,4363,7,0,99,3658,473,32,419,3948,1,2,4361,277,142,0,0,205,212,2,419,4,13,51,57,43,60,90,56,31,14,0,"0 to 97","52",322,23,19,55,34,326,59,44,0,46,0,0,13,419,212,205,419,0,0,10748,6,11177,10754,419,24,847,0,871,2.76,12048,443,4795,5241,"3.7",3.7,10.1,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","33.3","4.5","18.4","26.8","%","%","%","%",2,1,13,44,46,11,11,3.1,399,13,20,0,24,1,0,0
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,8892,126,230,741,1076,1255,1463,1540,1351,772,316,22,"0 to 101",52,5092,3687,113,8870,22,0,207,8164,747,61,1074,7817,1,0,8869,990,80,4,0,582,483,5,1070,6,26,144,179,166,180,146,118,65,43,1,"0 to 100","46",476,181,83,330,90,620,360,171,0,111,0,0,34,1074,485,584,1070,4,0,18465,18,19571,18483,1074,37,1028,0,1065,3.47,20636,1111,8845,9957,"4.8",5.4,12.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","81.5","26.4","89","70","%","%","%","%",24,23,34,171,111,16,11,3.2,1017,34,57,0,46,4,1,0
