"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,18605,432,724,1940,2244,2371,2433,2695,2849,2161,718,38,"0 to 105",51,9931,8564,110,18237,368,0,603,14795,3512,172,5205,13287,3,110,18124,4782,330,73,16,2528,2556,28,5112,152,271,963,869,885,736,608,358,248,111,0,"0 to 101","38",2421,224,395,2072,2196,994,1922,579,20,378,11,6,85,5201,2610,2563,5112,89,0,32347,279,37853,32626,5201,299,9723,1,10023,2.98,47876,5500,23010,28628,"7.9",11.5,29.6,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","12.1","12.6","2.3","8","%","%","%","%",50,38,91,599,389,12,8,1.7,5076,85,125,0,606,33,15,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3565,93,109,256,438,447,467,687,563,293,203,9,"0 to 119",54,2012,1459,94,3549,16,0,263,3050,459,16,377,3185,0,3,3546,333,41,3,0,185,189,0,374,12,18,43,74,56,55,57,35,19,8,0,"0 to 97","43",170,138,48,18,53,299,22,12,0,43,0,0,4,377,191,186,374,3,0,6237,13,6632,6250,377,10,190,0,200,5,6832,387,3375,3765,"5.4",5.7,10.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","23.1","2.9","154.1","74.8","%","%","%","%",16,0,4,12,43,4,12,1.1,364,4,13,0,38,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,187239,2163,3412,15948,31006,30212,33856,31056,20686,11633,6593,674,"0 to 225",48,97163,88898,1178,185679,1559,1,4592,167854,20080,1034,51061,135910,98,170,185413,49522,939,588,9,25054,25331,76,50461,626,1245,5954,9825,8601,9068,7121,4346,2504,1698,70,"0 to 108","44",20934,6050,1855,21622,21487,7536,21438,7272,50,4173,31,15,1057,51058,25635,25326,50460,597,1,320196,961,372720,321157,51058,2750,41893,2,44645,6.16,417365,53808,177803,231884,"8.5",12.9,28.7,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","30.3","0.5","68.6","31.3","%","%","%","%",1036,505,1072,7322,4204,15,9,2.1,48992,1051,2066,6,2620,268,44,10
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2850,75,144,271,410,411,489,519,298,159,70,4,"0 to 102",47,1184,1536,130,2840,10,0,99,2001,763,14,760,2084,0,6,2834,634,126,0,0,343,414,3,760,28,75,115,157,128,105,87,47,10,8,0,"0 to 92","35",560,81,28,91,467,190,103,121,0,70,0,0,10,760,414,343,760,0,0,4653,10,5429,4663,760,7,137,0,144,4.86,5573,767,2221,2994,"8.2",13.8,26.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","60","30","21.5","1.5","%","%","%","%",1,0,10,121,70,16,10,1.3,752,10,8,0,125,6,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,836,21,27,71,92,139,107,139,128,71,40,1,"0 to 118",52,493,326,17,836,0,0,12,706,106,2,84,752,0,0,836,68,16,0,0,40,43,1,84,0,3,16,6,14,11,12,11,8,3,0,"6 to 91","49",64,15,0,5,0,78,6,18,0,12,0,0,4,84,43,40,84,0,0,1426,0,1510,1426,84,0,25,0,25,0,1535,84,777,861,"5.2",5.5,10,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","6","250","236.4"," cases"," cases","%","%",0,0,4,18,12,22,15,4.8,80,4,4,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,56022,878,1297,5810,9860,8344,8461,9404,6743,3406,1691,128,"-6 to 119",47,30615,24620,787,55366,656,0,1035,51748,3337,227,9835,46106,11,70,55289,9127,584,112,12,4982,4666,63,9711,113,317,1786,2669,1706,1302,1023,550,242,124,3,"0 to 101","35",2598,2652,869,3592,931,4631,4149,621,22,380,11,3,70,9835,4732,5038,9711,124,0,111594,528,122133,112122,9835,317,5163,4,5484,5.78,127617,10152,51269,61506,"6.7",8,18.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","18.4","32.6","32.9","","%","%","%",264,35,73,643,391,7,4,0.7,9487,68,348,2,603,26,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,19834,472,527,1931,2760,2333,2653,3521,2940,1690,971,36,"0 to 119",52,11882,7908,44,16807,3027,0,387,18465,1412,94,3059,16766,2,7,16798,2528,72,459,0,1435,1164,1,2600,36,93,640,604,398,361,358,250,200,119,0,"0 to 105","37",1225,720,89,566,102,1776,722,231,2,120,1,3,48,3059,1340,1718,2600,459,0,33142,2568,38781,35710,3059,25,907,0,932,2.68,39713,3084,17673,20766,"6.7",7.8,15.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","108.1","82.4","124.9","30.4","%","%","%","%",106,35,51,233,121,8,4,1.7,2942,47,117,1,203,9,4,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4150,53,44,237,418,484,587,806,800,498,215,8,"0 to 119",58,2427,1661,62,4111,39,0,159,3718,347,45,410,3733,0,7,4104,348,53,9,0,234,162,5,401,6,7,53,64,43,62,74,64,30,7,0,"1 to 94","51",255,54,65,27,56,311,34,61,4,36,2,1,5,410,167,238,401,9,0,8698,30,9143,8728,410,32,943,0,975,3.28,10118,442,4676,5125,"4.8",4.4,10.7,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","40","27.3","32.8","7.8","%","%","%","%",1,0,6,65,38,16,10,1.5,392,5,18,0,20,2,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,505,3,5,27,38,41,54,117,130,74,16,0,"0 to 95",62,290,211,4,501,4,0,10,472,17,8,15,490,0,0,501,11,3,1,0,12,2,0,14,0,0,1,3,1,1,2,4,3,0,0,"21 to 77","63",11,2,0,1,0,13,1,0,0,0,0,0,0,15,2,13,14,1,0,1324,3,1342,1327,15,1,314,0,315,0.32,1657,16,804,820,"7",1,3.2,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","2","3","60","74.8"," cases"," cases","%","%",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3087,54,108,238,511,527,540,481,395,148,83,2,"0 to 119",47,2115,961,11,3069,17,1,53,2731,436,17,474,2611,1,1,3068,458,12,4,0,313,157,0,470,5,22,45,89,101,88,52,39,21,12,0,"0 to 98","41",170,179,25,96,66,295,109,104,0,72,0,0,7,474,157,317,469,4,1,5962,13,6461,5975,474,9,103,0,112,8.04,6573,483,2714,3199,"7",7.3,15.6,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","25","14.3","62.5","9.1","%","%","%","%",0,4,7,104,72,22,16,1.5,468,7,6,0,38,2,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,803,18,21,93,106,112,123,121,102,71,36,0,"0 to 118",49,446,346,11,803,0,0,16,677,167,3,122,681,0,0,803,102,20,0,0,33,89,0,122,5,6,20,21,20,23,18,6,3,0,0,"0 to 83","39",89,13,15,5,30,83,9,6,0,1,0,0,0,122,89,33,122,0,0,2370,0,2495,2370,122,3,58,0,61,4.92,2556,125,739,864,"4.9",4.9,15.6,"2020-06-28","2020-07-04","NO","NO","YES","YES","decreased by","decreased by","decreased by","increased by","87.5","77.8","5","25","%","%","%","%",0,0,0,6,1,5,1,0,116,0,6,0,18,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,363,8,15,49,73,74,45,34,32,26,6,1,"1 to 90",39,174,188,1,363,0,0,36,205,171,0,188,175,0,0,363,186,2,0,0,72,116,0,188,4,4,32,50,50,26,14,5,2,1,0,"1 to 89","36",128,26,8,26,99,60,29,25,0,17,0,0,1,188,116,72,188,0,0,539,0,728,539,188,2,13,0,15,13.33,743,190,188,378,"2.8",25.6,52.3,"2020-06-28","2020-07-04","YES","YES","NO","NO","did not change","did not change","decreased by","decreased by","","","60","53","","","%","%",0,0,1,25,17,14,10,0.5,188,1,0,0,12,1,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,666,11,15,52,62,69,115,133,123,66,20,0,"0 to 94",55,384,279,3,607,59,0,32,593,85,15,57,608,0,1,606,49,3,5,0,24,28,0,52,0,1,16,6,8,15,7,3,0,1,0,"9 to 89","42",36,12,2,2,11,39,2,10,1,3,1,0,0,57,32,25,52,5,0,1809,54,1920,1863,57,0,45,0,45,0,1965,57,653,711,"4.4",2.9,8.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","did not change","increased by","decreased by","50","","92.3","37.5","%","","%","%",0,0,0,11,4,20,8,0,54,0,3,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2078,25,36,176,551,420,332,248,174,70,42,4,"0 to 118",40,497,1555,26,2072,6,0,46,1893,392,6,392,1685,0,1,2071,380,9,2,1,107,282,0,389,14,19,46,102,70,68,52,17,4,0,0,"0 to 84","37",156,193,35,5,65,175,149,51,1,14,0,0,2,392,284,108,389,3,0,2576,3,2973,2579,392,1,33,0,34,2.94,3007,393,1718,2112,"14.8",13.1,18.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","increased by","decreased by","75","10","61.8","5.1","%","%","%","%",0,0,2,52,14,14,4,0.5,389,2,3,0,48,8,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1350,46,112,187,256,177,163,168,141,73,27,0,"0 to 94",39,731,589,30,1342,8,0,72,656,608,9,517,832,0,1,1341,378,133,5,1,258,246,7,511,19,53,79,118,81,60,43,41,18,5,0,"0 to 86","33",378,58,50,25,355,134,22,78,3,45,3,1,3,517,250,260,511,6,0,2342,2,2863,2344,517,7,44,0,51,13.73,2914,524,876,1401,"5.1",18,38.8,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","66.7","60","20.7","15.2","%","%","%","%",8,1,4,81,48,16,10,0.8,509,3,8,0,88,5,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2933,99,135,401,547,480,417,368,222,149,108,7,"0 to 104",40,1437,1478,18,2930,3,0,257,1728,1083,5,1111,1821,0,1,2929,1065,45,1,0,458,644,8,1110,32,54,174,255,216,165,101,58,35,21,0,"0 to 101","36",893,114,36,67,790,269,51,181,0,97,0,0,27,1111,645,458,1110,1,0,4676,2,5797,4678,1111,8,112,0,120,6.67,5917,1119,1933,3053,"7.6",18.9,38.2,"2020-06-28","2020-07-04","NO","YES","NO","NO","did not change","decreased by","increased by","increased by","","43.8","5.7","27.1","","%","%","%",9,18,27,181,97,17,9,2.4,1101,27,10,0,118,6,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4345,75,74,380,583,522,642,759,611,432,263,4,"0 to 102",53,2582,1739,24,4324,21,0,176,3669,598,51,592,3751,0,2,4322,458,127,6,1,283,301,1,585,9,15,102,117,81,95,80,60,23,10,0,"0 to 92","40",403,46,41,95,89,339,157,117,2,52,2,1,6,592,303,288,585,7,0,10934,14,11542,10948,592,20,886,0,906,2.21,12448,612,4637,5251,"2.9",4.9,14.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","24.4","8","20.4","18.1","%","%","%","%",9,0,7,119,54,21,10,1.2,557,6,35,0,35,1,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4030,68,65,217,431,372,477,637,743,641,359,20,"0 to 119",61,2438,1551,41,3964,66,0,92,3614,384,33,435,3589,0,6,3958,385,47,3,0,241,190,1,432,14,14,52,66,57,69,75,47,36,5,0,"0 to 91","47",243,82,62,45,144,237,51,98,2,73,1,0,12,435,193,241,432,3,0,9548,63,10062,9611,435,19,319,0,338,5.62,10400,454,3908,4368,"4.3",4.4,11.3,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","decreased by","increased by","4.5","2.4","9.6","0.4","%","%","%","%",13,0,12,100,74,23,18,2.8,416,12,19,0,33,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,65089,1506,1951,6932,10929,9508,9875,10196,7797,4174,1925,296,"0 to 119",46,36640,27961,488,64643,446,0,1149,59871,4179,331,15362,49569,22,136,64485,14941,319,99,3,7957,7118,185,15260,322,579,2985,3780,2355,2090,1522,804,469,273,183,"0 to 104","34",4646,1948,1718,6948,3080,4306,7874,1203,12,713,9,4,163,15362,7169,8008,15260,102,0,130688,344,146508,131032,15362,342,11939,1,12282,2.78,158790,15704,61508,77371,"5.6",9.9,24.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","20.3","11","","11.3","%","%","","%",522,92,167,1215,722,8,5,1.1,14677,158,685,5,1206,69,8,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,952,15,13,78,143,134,156,167,159,65,21,1,"0 to 119",51,452,485,15,940,12,0,7,764,205,8,201,751,0,0,940,176,22,1,2,30,168,0,198,2,0,22,58,50,35,18,13,3,0,0,"1 to 83","38",116,68,9,5,16,156,26,8,0,6,0,0,0,201,169,32,198,3,0,2431,9,2645,2440,201,1,43,0,44,2.27,2689,202,794,996,"5.1",7.5,21.2,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","decreased by","increased by","100","150","67.3","28.8","%","%","%","%",1,0,0,8,6,4,3,0,199,0,2,0,2,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6378,78,119,522,643,621,785,995,1134,832,631,18,"0 to 119",59,3858,2481,39,6306,72,0,240,5223,1067,73,969,5383,0,26,6282,942,15,10,2,491,457,9,957,14,52,183,169,134,133,90,82,67,44,1,"0 to 99","39",397,62,96,402,196,318,443,125,6,66,3,0,17,969,465,495,957,12,0,15505,58,16537,15563,969,42,1500,0,1542,2.72,18079,1011,6883,7920,"5.2",5.6,15.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","26.3","41.4","10.1","36.1","%","%","%","%",46,4,17,131,69,14,8,1.8,953,17,16,0,94,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3186,34,48,282,544,540,546,487,320,236,143,6,"0 to 105",47,1448,1650,88,3163,23,0,18,2637,407,35,415,2769,1,1,3161,367,39,8,1,117,289,0,406,6,10,51,91,89,75,57,24,9,3,0,"0 to 93","40",189,149,21,47,31,253,122,55,2,33,0,0,2,415,293,122,406,9,0,5317,14,5756,5331,415,18,96,0,114,15.79,5870,433,2865,3300,"6.8",7.4,13.6,"2020-06-28","2020-07-04","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","33.3","","35.7","16","%","","%","%",4,0,2,57,33,14,8,0.5,411,2,4,0,25,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,612,14,14,34,54,84,84,120,121,67,19,1,"0 to 101",56,365,243,4,606,6,0,8,494,107,8,67,545,0,0,606,39,25,3,0,37,27,0,64,2,1,10,10,10,6,9,7,6,6,0,"0 to 95","51",29,27,7,1,9,52,3,11,2,10,0,0,4,67,30,37,64,3,0,1311,3,1382,1314,67,0,60,0,60,0,1442,67,605,672,"4.8",4.6,10.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","1","3","16.7","8.9"," case"," cases","%","%",0,4,4,13,10,20,15,6,65,4,2,0,7,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,373,7,1,46,47,43,38,40,50,56,44,1,"0 to 119",56,233,129,11,373,0,0,12,329,23,1,42,331,0,0,373,35,7,0,0,18,20,4,42,2,1,6,10,5,6,4,5,1,2,0,"3 to 98","38",24,7,2,9,7,26,9,9,0,3,0,0,0,42,20,18,42,0,0,573,0,616,573,42,0,13,0,13,0,629,42,344,386,"4.4",6.7,11.3,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","100","40","54.5","41","%","%","%","%",0,0,0,9,3,22,8,0,40,0,2,0,4,0,0,0
