"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,19021,465,751,2015,2300,2437,2514,2735,2871,2172,722,39,"0 to 105",51,10141,8760,120,18652,369,0,618,15064,3675,175,5584,13309,3,125,18524,5152,335,74,16,2730,2729,28,5487,164,298,1037,921,943,814,646,380,260,113,1,"0 to 101","38",2540,255,407,2285,2302,1057,2128,601,20,392,11,6,85,5577,2783,2766,5487,90,0,33783,279,39668,34062,5577,299,9723,1,10023,2.98,49691,5876,23032,29044,"8",11.8,30.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","12.1","12.6","2.3","8","%","%","%","%",52,38,91,621,403,12,8,1.6,5433,85,144,0,655,34,15,0,"7"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3610,98,114,261,442,452,473,695,566,296,204,9,"0 to 119",54,2041,1476,93,3594,16,0,277,3067,485,16,421,3186,0,3,3591,376,42,3,0,211,207,0,418,17,23,48,78,61,59,66,38,22,9,0,"0 to 97","42",193,151,49,25,56,326,36,12,0,48,0,0,4,421,209,212,418,3,0,6493,13,6932,6506,421,10,190,0,200,5,7132,431,3376,3810,"5.5",6,11.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","23.1","2.9","154.1","74.8","%","%","%","%",18,0,4,12,48,3,12,1,392,4,29,0,48,0,0,0,"36"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,191979,2226,3593,16692,31911,30998,34715,31722,21012,11787,6643,680,"0 to 225",48,99644,91159,1176,190408,1570,1,4713,171937,20795,1042,55965,135739,97,178,190135,54387,965,600,9,27590,27667,95,55352,685,1419,6701,10779,9417,9964,7819,4681,2665,1755,76,"0 to 108","43",22261,6426,2015,24650,22881,8005,24466,7630,52,4274,31,15,1092,55961,27977,27867,55351,609,1,331508,960,389016,332468,55961,2750,41893,2,44645,6.16,433661,58711,177632,236624,"8.7",13.5,30.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","30.3","0.5","68.6","31.3","%","%","%","%",974,505,1107,7682,4305,14,8,2,53974,1068,1987,24,2959,296,45,10,"1224"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2906,81,150,278,416,420,499,528,301,159,70,4,"0 to 102",47,1212,1563,131,2896,10,0,110,2019,782,14,799,2100,0,7,2889,671,128,0,0,362,433,4,799,29,79,119,161,135,114,95,49,10,8,0,"0 to 92","35",578,82,29,110,481,196,122,128,0,76,0,0,11,799,433,362,799,0,0,4756,10,5571,4766,799,7,137,0,144,4.86,5715,806,2237,3050,"8.4",14.1,27.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","60","30","21.5","1.5","%","%","%","%",1,0,11,128,76,17,10,1.4,775,10,24,1,131,6,3,0,"22"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,849,21,27,74,93,140,109,141,131,72,40,1,"0 to 118",52,503,330,16,849,0,0,13,714,113,2,95,754,0,0,849,79,16,0,0,48,46,1,95,0,3,17,7,16,12,14,14,9,3,0,"6 to 91","50",72,15,0,8,0,87,8,19,0,13,0,0,4,95,46,48,95,0,0,1478,0,1573,1478,95,0,25,0,25,0,1598,95,779,874,"5.3",5.9,11.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","6","250","236.4"," cases"," cases","%","%",0,0,4,19,13,20,14,4.2,90,4,5,0,9,0,0,0,"2"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,57207,914,1354,6017,10118,8535,8636,9517,6815,3441,1730,130,"-6 to 119",47,31263,25153,791,56538,669,0,1090,52631,3553,229,11029,46080,11,87,56444,10178,713,125,12,5628,5192,71,10891,131,368,1989,2933,1905,1483,1140,625,281,168,5,"0 to 102","35",2894,3099,961,3937,1025,5158,4708,659,22,393,11,3,74,11028,5263,5691,10891,137,0,115811,528,127540,116339,11028,317,5163,4,5484,5.78,133024,11345,51243,62691,"6.8",8.5,19.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","18.4","32.6","32.9","","%","%","%",257,35,77,681,404,7,4,0.7,10439,70,589,4,708,27,6,0,"59"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,20072,477,533,1964,2821,2378,2687,3555,2956,1696,969,36,"0 to 119",52,11976,8047,49,17017,3055,0,425,18588,1525,95,3332,16729,2,9,17006,2770,73,489,0,1549,1290,4,2843,40,99,676,668,447,398,393,271,214,126,0,"0 to 105","37",1334,805,93,611,106,1939,798,287,2,155,1,3,52,3332,1489,1839,2843,489,0,33968,2566,39879,36534,3332,25,907,0,932,2.68,40811,3357,17636,21004,"6.7",8.2,16.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","108.1","82.4","124.9","30.4","%","%","%","%",117,35,55,289,156,9,5,1.7,3188,51,144,1,215,13,4,0,"23"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4182,54,46,241,428,487,589,813,802,499,217,6,"0 to 119",58,2441,1681,60,4143,39,0,164,3725,358,45,434,3742,0,6,4137,369,56,9,0,243,177,5,425,6,8,54,72,46,65,79,65,31,8,0,"1 to 94","50",268,55,72,30,58,323,44,67,4,39,2,1,5,434,182,247,425,9,0,8980,30,9449,9010,434,32,943,0,975,3.28,10424,466,4685,5157,"4.8",4.5,11.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","40","27.3","32.8","7.8","%","%","%","%",2,0,6,71,41,17,10,1.4,424,5,10,0,21,4,0,0,"7"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,520,4,8,28,39,43,57,121,130,74,16,0,"0 to 95",62,300,218,2,516,4,0,10,473,30,11,24,495,0,1,515,20,3,1,0,17,6,0,23,0,1,1,4,3,2,5,4,3,1,0,"9 to 85","57",17,3,0,3,0,20,3,3,0,0,0,0,0,24,6,18,23,1,0,1375,3,1402,1378,24,1,314,0,315,0.32,1717,25,809,835,"7.1",1.5,4.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","2","3","60","74.8"," cases"," cases","%","%",0,0,0,3,0,13,0,0,19,0,5,0,1,0,0,0,"0"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3112,55,110,243,517,532,543,483,395,149,83,2,"0 to 119",46,2121,980,11,3094,17,1,54,2738,452,18,495,2615,1,1,3093,479,12,4,0,322,169,0,491,6,24,48,95,107,89,54,39,21,12,0,"0 to 98","41",177,192,25,97,72,306,113,107,0,73,0,0,7,495,169,326,490,4,1,6035,13,6555,6048,495,9,103,0,112,8.04,6667,504,2718,3224,"7",7.6,16.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","25","14.3","62.5","9.1","%","%","%","%",0,4,7,107,73,22,15,1.4,481,7,14,0,42,3,1,0,"109"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,813,18,23,96,105,115,125,122,102,71,36,0,"0 to 118",49,453,351,9,813,0,0,19,677,175,3,129,684,0,0,813,109,20,0,0,38,91,0,129,5,6,22,21,22,24,20,6,3,0,0,"0 to 83","39",93,13,15,8,29,87,13,8,0,1,0,0,0,129,91,38,129,0,0,2442,0,2574,2442,129,3,58,0,61,4.92,2635,132,742,874,"5",5,16.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","increased by","87.5","77.8","5","25","%","%","%","%",0,0,0,8,1,7,1,0,124,0,5,0,18,0,0,0,"34"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,364,8,15,49,73,75,45,34,32,26,6,1,"1 to 90",39,175,188,1,364,0,0,37,202,174,0,189,175,0,0,364,187,2,0,0,73,116,0,189,4,4,32,50,50,27,14,5,2,1,0,"1 to 89","36",130,26,8,25,101,60,28,27,0,19,0,0,1,189,116,73,189,0,0,553,0,743,553,189,2,13,0,15,13.33,758,191,188,379,"2.8",25.2,52.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","YES","YES","NO","NO","did not change","did not change","decreased by","decreased by","","","60","53","","","%","%",0,0,1,27,19,15,11,0.5,189,1,0,0,12,1,0,0,"95"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,682,12,20,55,65,71,117,133,123,66,20,0,"0 to 94",55,391,288,3,623,59,0,32,591,93,15,66,616,0,0,623,58,3,5,0,27,34,0,61,1,3,18,6,10,17,7,3,0,1,0,"2 to 89","42",42,15,2,2,11,48,2,13,1,4,1,0,0,66,38,28,61,5,0,1888,54,2009,1942,66,0,45,0,45,0,2054,66,661,727,"4.5",3.2,9.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","did not change","increased by","decreased by","50","","92.3","37.5","%","","%","%",0,0,0,14,5,22,8,0,59,0,7,0,4,0,0,0,"0"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2095,26,39,183,553,421,333,248,174,72,42,4,"0 to 118",40,509,1560,26,2089,6,0,46,1896,408,6,409,1685,0,1,2088,397,9,2,1,119,287,0,406,15,22,53,104,71,69,52,17,6,0,0,"0 to 84","36",163,205,34,4,67,190,149,54,1,15,0,0,2,409,289,120,406,3,0,2693,3,3107,2696,409,1,33,0,34,2.94,3141,410,1718,2129,"14.9",13.1,19.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","increased by","increased by","decreased by","75","10","61.8","5.1","%","%","%","%",0,0,2,55,15,14,4,0.5,405,2,4,0,52,8,0,0,"221"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1402,56,116,198,264,179,171,172,144,75,27,0,"0 to 94",38,755,616,31,1394,8,0,74,663,640,13,548,853,0,1,1393,402,140,5,1,275,260,7,542,19,55,89,125,82,66,44,43,20,5,0,"0 to 86","33",397,59,53,33,373,139,30,86,3,49,3,1,3,548,264,277,542,6,0,2432,2,2983,2434,548,7,44,0,51,13.73,3034,555,897,1453,"5.3",18.3,39.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","66.7","60","20.7","15.2","%","%","%","%",8,1,4,89,52,17,10,0.7,536,3,12,0,95,7,0,0,"2"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2972,101,142,406,553,487,425,371,222,149,109,7,"0 to 104",40,1455,1499,18,2970,2,0,270,1730,1105,6,1137,1834,0,1,2969,1090,45,0,0,470,657,8,1135,32,58,176,259,221,171,103,59,35,21,0,"0 to 101","36",916,115,37,67,807,277,51,186,0,98,0,0,27,1135,657,470,1135,0,0,4742,2,5887,4744,1135,8,112,0,120,6.67,6007,1143,1946,3092,"7.7",19,38.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","YES","NO","NO","did not change","decreased by","increased by","increased by","","43.8","5.7","27.1","","%","%","%",10,18,27,186,98,17,9,2.4,1129,27,6,0,123,6,0,0,"44"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4488,77,76,399,611,543,664,777,627,444,266,4,"0 to 102",53,2656,1808,24,4467,21,0,200,3721,712,53,708,3778,0,2,4465,559,142,6,1,339,361,1,701,11,16,117,139,98,112,95,75,32,13,0,"0 to 92","41",476,50,53,122,101,393,207,129,2,60,2,1,6,708,363,344,701,7,0,11306,14,12030,11320,708,20,886,0,906,2.21,12936,728,4664,5394,"3",5.6,16.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","24.4","8","20.4","18.1","%","%","%","%",13,0,7,131,62,19,9,1,659,6,49,0,39,2,0,0,"8"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4082,72,68,220,440,381,482,645,747,647,360,20,"0 to 119",61,2462,1580,40,4016,66,0,98,3628,413,33,473,3602,1,6,4009,423,47,3,0,259,210,1,470,14,14,56,71,65,72,83,50,42,6,0,"0 to 95","48",263,86,67,54,156,256,58,109,2,80,1,0,12,473,213,259,470,3,0,9778,63,10331,9841,473,19,319,0,338,5.62,10669,492,3921,4420,"4.3",4.6,12.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","increased by","decreased by","increased by","4.5","2.4","9.6","0.4","%","%","%","%",13,0,12,111,81,24,18,2.5,457,12,16,0,33,2,0,0,"15"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,66429,1554,2015,7142,11197,9737,10079,10356,7863,4197,1939,350,"0 to 119",46,37327,28615,487,65985,444,0,1238,60754,4493,341,16666,49595,22,146,65817,16231,335,97,3,8627,7754,185,16566,352,628,3191,4053,2573,2297,1678,875,494,287,238,"0 to 104","34",5038,2065,1858,7605,3379,4586,8601,1281,12,761,10,4,182,16666,7801,8680,16566,100,0,135060,344,152195,135404,16666,342,11939,1,12282,2.78,164477,17008,61534,78711,"5.7",10.3,25.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","20.3","11","","11.3","%","%","","%",534,92,186,1293,771,8,5,1.1,16099,163,567,19,1320,72,8,0,"13"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,966,18,13,80,147,135,156,168,160,66,22,1,"0 to 119",51,459,492,15,953,13,0,10,766,213,8,212,754,0,0,953,182,26,2,2,32,176,0,208,2,0,23,62,51,35,19,15,4,1,0,"1 to 83","38",124,69,9,6,16,161,31,9,0,7,0,0,0,212,177,35,208,4,0,2473,9,2698,2482,212,1,43,0,44,2.27,2742,213,797,1010,"5.2",7.8,22,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","increased by","100","150","67.3","28.8","%","%","%","%",1,0,0,9,7,5,4,0,207,0,5,0,2,0,0,0,"143"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6473,84,126,546,654,640,788,1005,1143,836,633,18,"0 to 119",59,3903,2532,38,6401,72,0,252,5267,1123,74,1046,5400,0,27,6376,1018,15,10,2,527,496,10,1033,16,55,203,180,150,136,100,88,71,45,1,"0 to 99","38",420,74,100,439,205,345,483,134,6,73,3,0,18,1045,504,531,1033,12,0,15903,58,17012,15961,1045,42,1500,0,1542,2.72,18554,1087,6900,8015,"5.3",5.9,16.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","26.3","41.4","10.1","36.1","%","%","%","%",46,4,18,140,76,14,8,1.7,992,17,53,1,103,4,1,0,"1"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3294,34,48,287,559,563,574,504,330,244,145,6,"0 to 105",47,1469,1734,91,3271,23,0,19,2644,508,36,521,2770,1,2,3268,468,40,8,1,133,372,3,508,6,10,56,105,109,101,73,35,16,6,0,"0 to 100","42",206,157,21,124,32,268,208,74,2,50,0,0,2,517,376,138,508,9,0,5408,14,5950,5422,517,18,96,0,114,15.79,6064,535,2866,3408,"7",8.8,16.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","33.3","","35.7","16","%","","%","%",10,0,2,76,50,15,10,0.4,504,2,13,0,27,4,0,0,"284"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,619,14,14,36,55,84,84,124,121,67,19,1,"0 to 101",56,367,248,4,613,6,0,8,497,111,8,72,547,0,0,613,42,27,3,0,38,31,0,69,2,1,12,10,10,6,12,7,6,6,0,"0 to 95","52",32,27,7,3,9,54,6,12,2,10,0,0,4,72,34,38,69,3,0,1325,3,1401,1328,72,0,60,0,60,0,1461,72,607,679,"4.8",4.9,11.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","1","3","16.7","8.9"," case"," cases","%","%",0,4,4,14,10,20,14,5.6,69,4,3,0,7,1,2,0,"3"
