"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,379,7,3,47,48,43,38,42,50,56,44,1,"0 to 119",56,235,134,10,379,0,0,11,333,24,1,49,330,0,0,379,42,7,0,0,21,24,4,49,2,3,7,11,5,7,6,5,1,2,0,"3 to 98","36",29,7,3,10,8,31,10,12,0,4,0,0,0,49,24,21,49,0,0,610,0,660,610,49,0,13,0,13,0,673,49,343,392,"4.5",7.3,12.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","100","40","54.5","41","%","%","%","%",0,0,0,12,4,25,9,0,48,0,1,0,6,0,0,0,"0"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,17052,261,295,1146,1753,1730,2187,2720,2966,2075,681,1238,"0 to 103",56,8940,7086,1026,16907,145,0,231,15945,857,106,2181,14820,0,51,16858,2137,21,23,0,1069,1070,19,2158,34,55,390,428,307,360,288,174,111,31,3,"0 to 103","40",729,258,296,875,311,850,997,237,12,144,5,1,26,2181,1081,1081,2158,23,0,37698,120,40023,37818,2181,100,4480,0,4580,2.18,44603,2281,19300,21632,"6.5",5.1,13.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","2.9","26.2","36.2","26.8","%","%","%","%",16,5,27,249,149,12,7,1.2,2087,25,94,1,139,5,1,0,"124"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,31887,416,604,2800,4144,4098,4514,5147,5159,3392,1550,63,"0 to 119",53,18068,13552,267,30866,1020,1,982,27480,3978,195,8349,23517,1,20,30846,7915,276,143,6,4271,3842,78,8191,145,272,1315,1566,1316,1249,1006,679,445,339,8,"0 to 101","41",4068,965,226,2932,2282,2865,3044,1214,16,684,14,4,176,8340,3926,4334,8190,149,1,58628,871,67860,59499,8340,270,6392,1,6663,4.05,74523,8610,29909,38550,"5.4",11.6,27,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","20.8","6.8","46.9","48.5","%","%","%","%",340,113,180,1230,698,15,9,2.2,8125,171,215,5,616,52,9,0,"11"
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,14462,202,360,2253,2421,2056,2100,2220,1770,690,348,42,"0 to 119",44,7493,6818,151,14210,251,1,275,13291,1009,105,2049,12401,2,10,14199,1980,18,46,3,1026,943,29,1998,14,69,896,405,213,175,157,77,22,9,10,"0 to 105","25",521,525,70,882,106,855,1037,134,11,62,10,7,8,2047,966,1052,1997,49,1,34025,202,36352,34227,2047,49,1670,0,1719,2.85,38071,2096,14071,16181,"5.6",5.5,14.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.7","48","42.9","11.3","%","%","%","%",38,2,15,145,72,8,4,0.7,1955,8,92,0,133,5,1,0,"29"
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1858,28,31,189,241,209,254,354,278,194,79,1,"0 to 118",54,1064,774,20,1854,4,0,47,1485,428,9,235,1623,0,0,1854,206,26,0,3,83,146,3,232,1,3,49,47,38,32,29,23,9,4,0,"3 to 99","40",102,16,93,21,103,109,20,29,0,20,0,0,1,235,148,84,232,3,0,3524,1,3763,3525,235,3,135,0,138,2.17,3901,238,1758,1996,"5",6.1,12.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","20","44.4","31","37.3","%","%","%","%",2,1,1,29,20,13,9,0.4,225,1,10,0,9,1,0,0,"1"
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2254,5,7,165,694,563,407,275,95,29,6,8,"0 to 92",39,192,2055,7,2254,0,0,1,2007,115,0,257,1997,0,0,2254,253,4,0,0,21,236,0,257,2,3,20,62,57,63,42,6,1,1,0,"0 to 85","41",142,101,5,9,7,159,91,8,0,2,0,0,1,257,236,21,257,0,0,2207,0,2466,2207,257,1,11,0,12,8.33,2478,258,2008,2266,"27.1",10.4,11.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","did not change","increased by","increased by","increased by","","100","1000","711.9","","%","%","%",0,0,1,8,2,4,1,0.4,249,1,8,0,9,0,0,1,"214"
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1297,64,61,122,153,168,179,189,191,112,52,6,"0 to 99",49,827,465,5,1272,25,0,34,918,437,24,283,1013,0,1,1271,158,120,5,0,176,102,0,278,20,18,31,38,45,42,47,21,7,14,0,"0 to 98","42",58,193,17,10,20,227,31,58,0,11,0,1,4,283,104,179,278,5,0,2114,20,2421,2134,283,0,55,0,55,0,2476,283,1068,1352,"7.3",11.4,21.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","60","57.1","3.4","25.7","%","%","%","%",3,3,5,58,11,21,4,1.8,273,4,10,0,46,4,1,0,"8"
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,18444,332,528,1420,2009,2087,2414,3258,3416,2090,787,103,"0 to 119",56,10344,7805,295,18180,264,0,1078,16125,2359,52,4266,14169,4,5,18171,4175,63,28,0,2173,2046,19,4238,96,258,669,782,705,604,508,309,205,130,0,"0 to 101","39",1894,355,354,1635,1105,1339,1794,236,4,330,3,2,138,4266,2058,2189,4238,28,0,44747,236,49278,44983,4266,133,3701,0,3834,3.47,53112,4399,17870,22278,"6",8.3,23.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","5.6","0.6","14.7","19.2","%","%","%","%",133,70,140,240,333,6,8,3.3,4080,135,186,3,460,2,1,0,"5"
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,16173,183,271,1142,1908,1893,2327,2720,2962,1947,792,28,"0 to 168",56,9817,6301,55,16145,28,0,4347,10644,3886,168,1162,14818,0,193,15953,1124,32,5,1,592,558,6,1156,19,32,180,222,199,168,161,102,58,21,0,"0 to 97","40",806,175,72,103,209,830,117,214,3,130,0,0,12,1162,559,597,1156,6,0,26502,21,27690,26523,1162,55,1956,0,2011,2.73,29701,1217,16774,18184,"5.2",4.1,7.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26","36.5","33.2","38.3","%","%","%","%",10,3,12,217,130,19,12,1,1111,12,51,0,69,5,0,0,"78"
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,8714,184,262,740,973,1064,1147,1472,1442,1001,407,22,"0 to 100",54,4308,3960,446,8617,97,0,600,6554,2141,81,2547,6124,1,42,8575,2514,14,17,0,1165,1345,18,2528,88,148,406,455,446,412,266,155,107,59,3,"0 to 99","38",911,120,800,697,1396,629,503,382,2,215,1,1,36,2545,1355,1172,2528,17,0,16340,78,18986,16418,2545,83,2474,0,2557,3.25,21543,2628,8598,11271,"7.2",12.2,30.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","YES","NO","NO","NO","decreased by","increased by","increased by","increased by","20","4.2","2.8","4.7","%","%","%","%",70,13,37,384,216,16,9,1.5,2503,34,42,2,303,20,3,0,"5"
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,4154,38,80,278,534,573,710,873,650,308,108,2,"0 to 101",53,2156,1980,18,4067,87,0,1329,2193,899,138,445,3671,0,38,4032,405,23,13,4,192,231,5,428,8,17,42,76,72,77,55,56,29,12,1,"0 to 100","45",261,14,9,144,116,165,147,75,4,28,3,0,6,445,242,198,428,17,0,6521,66,7032,6587,445,103,2623,1,2727,3.78,9759,548,6294,6881,"9",5.6,13.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","78.6","23.8","150","46","%","%","%","%",8,1,6,79,31,18,7,1.3,427,6,18,0,28,7,0,0,"0"
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3640,51,64,315,393,445,506,673,625,389,175,4,"0 to 103",55,1968,1494,178,3521,119,0,115,3239,271,53,408,3223,0,9,3512,365,22,16,2,187,199,1,387,6,10,88,69,78,58,46,32,11,7,0,"0 to 93","39",229,44,21,93,21,258,108,54,1,27,0,0,2,405,206,198,387,18,0,8282,101,8794,8383,405,19,649,0,668,2.84,9462,424,3872,4308,"5.3",4.5,11.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","50","18.8","150","69.7","%","%","%","%",5,1,2,55,27,14,7,0.5,375,2,30,0,30,3,0,0,"2"
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7689,192,172,680,1156,1111,1013,1133,866,749,577,40,"0 to 119",50,4590,3025,74,7540,148,1,219,6688,660,93,1017,6653,0,19,7522,866,132,12,5,520,457,21,998,13,33,178,202,170,137,117,82,54,29,0,"0 to 99","39",620,84,79,215,200,535,263,118,3,69,1,0,10,1015,466,528,997,17,1,15572,131,16735,15703,1015,28,1068,0,1096,2.55,17831,1043,7721,8785,"4.4",5.8,13.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","43.6","9.4","66","11.1","%","%","%","%",41,4,10,121,70,12,7,1,969,9,46,1,61,1,0,0,"7"
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1965,36,80,281,264,224,243,300,200,184,142,11,"0 to 119",48,1134,808,23,1955,10,0,134,1451,415,15,459,1505,0,1,1954,416,41,2,0,232,222,3,457,13,40,89,84,75,55,67,19,11,6,0,"0 to 93","35",309,43,56,49,234,166,57,52,0,46,2,0,0,459,223,233,457,2,0,3787,8,4256,3795,459,4,118,0,122,3.28,4378,463,1623,2087,"5.1",10.6,23.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","225","107.1","8","7.2","%","%","%","%",3,0,0,52,48,12,11,0,452,0,7,0,76,3,1,0,"43"
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,75208,1304,1744,7802,12422,11320,11628,11310,7868,3747,1419,4644,"0 to 120",45,40650,34093,465,73975,1232,1,1247,71108,3494,437,15599,59415,0,194,73783,15203,120,267,5,7358,7818,147,15323,242,385,3458,4198,2586,2123,1455,675,342,117,14,"0 to 103","33",3598,2051,2398,7276,2109,3255,9959,1024,50,527,39,5,69,15595,7967,7473,15322,272,1,146477,959,163220,147436,15595,556,9730,0,10286,5.41,173506,16151,69145,85494,"6.5",9.3,21.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","6.9","6.7","9.8","7.2","%","%","%","%",83,7,74,1074,566,7,4,0.5,15194,63,401,6,905,42,4,0,"24"
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,16091,226,485,1393,2521,2415,2636,2561,1889,940,335,690,"0 to 155",47,8867,7134,90,15996,95,0,993,13591,1836,223,3466,12563,2,60,15935,3358,41,65,2,1731,1648,20,3399,59,132,534,850,599,569,365,205,121,30,2,"0 to 102","37",1142,191,1029,1037,1462,641,1296,433,9,211,7,2,31,3466,1696,1749,3399,67,0,28734,27,32282,28761,3466,103,1760,0,1863,5.53,34145,3569,14323,17954,"5.3",10.5,22.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.9","15.2","40.7","28.4","%","%","%","%",7,9,33,442,218,13,7,1,3302,30,164,1,246,15,0,0,"6"
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,78665,1230,1923,6548,10136,9812,11085,12980,11268,7844,4229,1610,"0 to 119",53,42777,35565,323,77828,835,2,3619,67779,11772,424,18664,59635,184,182,77467,18298,164,188,6,9240,9162,60,18462,315,674,2698,3466,3048,2720,2357,1454,1057,854,13,"0 to 105","41",7265,3022,2688,5487,5709,6930,5823,2720,41,1970,27,14,578,18656,9269,9324,18460,194,2,149945,638,169504,150583,18656,1422,34424,0,35846,3.97,205350,20078,94059,114511,"7.9",9.8,25.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.7","16.8","29.9","26.8","%","%","%","%",615,229,592,2761,1997,15,11,3.2,18231,569,425,9,1334,102,34,1,"357"
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,16691,327,427,1564,2204,2315,2634,2790,2389,1415,595,31,"0 to 119",50,9505,7097,89,16606,85,0,612,14227,2162,147,3334,13313,2,42,16562,3235,75,19,1,1665,1611,34,3310,61,100,599,657,549,507,394,286,128,48,1,"0 to 99","39",1753,211,302,1044,562,1540,1208,393,8,220,4,1,27,3330,1621,1675,3310,20,0,39229,65,42643,39294,3330,67,3815,0,3882,1.73,46525,3397,17128,20573,"4",7.3,20.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","27.2","34.6","","9.1","%","%","","%",51,11,28,401,224,13,7,0.8,3193,26,137,1,234,27,4,0,"63"
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,44848,456,711,3531,6119,5304,6413,8180,7238,4410,2394,92,"0 to 120",54,25621,19081,146,44496,352,0,3052,38229,8155,417,9829,34969,2,48,44446,9569,177,73,7,5188,4497,61,9746,124,316,1596,2205,1331,1323,1211,775,549,385,11,"0 to 104","39",4157,1731,452,3406,670,5116,3960,1100,20,833,17,2,221,9826,4543,5222,9746,80,0,102198,272,112346,102470,9826,303,14174,2,14479,2.09,126825,10129,49143,59327,"6.2",8,22.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","15","27.6","6.6","12.8","%","%","%","%",698,138,223,1120,850,12,9,2.3,9395,209,431,12,595,36,3,0,"25"
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,23432,544,703,2132,3358,3294,3376,3545,3261,2025,860,334,"0 to 119",49,13152,10077,203,23331,101,0,769,20361,2788,158,6206,17201,1,24,23306,5689,495,20,2,3163,2994,27,6184,106,240,936,1247,1135,896,692,473,298,182,1,"0 to 103","39",2781,967,530,1906,1432,2466,2286,862,10,539,5,1,127,6206,3003,3176,6184,22,0,50768,79,57107,50847,6206,104,2715,0,2819,3.69,59926,6310,19916,26251,"3.9",10.5,26.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17","13.8","15.8","17.8","%","%","%","%",379,67,128,872,544,15,9,2.1,5895,122,311,5,479,38,5,0,"221"
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3817,84,150,410,564,478,583,620,449,305,162,12,"0 to 118",49,2318,1419,80,3807,10,0,95,3421,446,22,619,3195,1,2,3804,341,276,1,1,299,274,44,617,14,58,121,113,86,79,63,46,26,12,1,"0 to 98","35",277,206,46,88,93,386,138,86,0,46,0,0,7,619,275,300,617,2,0,7238,8,7867,7246,619,5,232,0,237,2.11,8104,624,3427,4054,"5.6",7.7,16.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","14.7","168.3","213.7","%","%","%","%",7,2,7,86,46,14,8,1.1,593,6,26,1,96,8,0,0,"13"
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,11459,161,289,1135,1282,1658,1886,1978,1722,915,415,18,"0 to 119",51,6237,5030,192,11416,43,0,421,9983,1037,189,1634,9758,11,56,11350,1481,127,20,4,797,783,28,1608,22,37,419,260,213,255,226,117,57,25,1,"0 to 98","38",863,74,72,599,87,869,652,141,4,88,4,0,9,1632,795,809,1608,24,0,23601,18,25280,23619,1632,131,2842,4,2977,4.4,28257,1763,12600,14436,"6.1",6.2,15.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","did not change","increased by","increased by","12.1","","24.3","44.1","%","","%","%",3,1,9,145,92,9,6,0.6,1517,9,115,0,123,4,0,0,"3"
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,11989,206,278,935,1526,1538,1846,2017,1822,1177,607,37,"0 to 119",53,6897,4858,234,11841,148,0,632,9783,2101,91,2483,9359,6,141,11694,2373,95,15,0,1339,1111,18,2468,49,89,347,447,397,411,309,220,124,84,6,"0 to 102","42",854,409,216,989,502,856,1110,285,1,214,2,1,59,2483,1120,1345,2468,15,0,23712,133,26341,23845,2483,68,2120,1,2189,3.11,28530,2551,11479,14178,"4.6",8.9,21.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17.7","24.2","20.5","24.8","%","%","%","%",109,26,60,286,216,12,9,2.4,2433,59,50,0,193,9,5,0,"48"
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7830,249,305,832,1062,1072,1169,1243,1076,568,244,10,"0 to 119",48,4309,3483,38,7760,70,0,215,6831,764,107,1033,6796,0,1,7759,966,58,9,0,495,519,10,1024,17,27,301,187,125,154,109,60,35,18,0,"0 to 99","34",771,68,27,158,34,795,195,59,0,61,1,0,10,1033,522,501,1024,9,0,13867,61,14964,13928,1033,18,581,0,599,3.01,15563,1051,7377,8429,"4.9",6.8,13.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","40","25","224.4","68.5","%","%","%","%",10,0,10,59,62,6,7,1,993,10,40,0,100,6,4,7,"119"
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,14905,176,239,994,1522,1478,1892,2636,2891,2047,987,43,"0 to 119",59,8291,6442,172,14651,254,0,614,13492,1682,106,2431,12466,1,7,14643,2326,67,32,6,1214,1161,18,2393,28,70,378,441,349,332,290,219,185,137,2,"0 to 104","43",1231,123,176,863,274,1093,1026,267,16,232,11,2,100,2431,1184,1229,2393,38,0,39871,216,42523,40087,2431,162,5137,7,5306,3.05,47829,2593,17603,20211,"4.9",5.4,17.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","10.5","30","68.4","50.1","%","%","%","%",105,62,102,283,243,12,10,4.2,2334,98,97,2,155,3,2,0,"3"
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,19855,265,474,2089,2814,2696,3043,3128,2643,1264,576,863,"0 to 119",48,11168,8528,159,19810,45,0,442,18386,1233,110,3808,16019,1,27,19783,3732,60,14,0,2014,1757,21,3792,51,96,899,870,545,537,365,224,127,92,0,"0 to 104","34",1510,340,332,1610,463,1090,2239,333,5,198,1,0,21,3806,1762,2023,3792,14,0,40510,30,44378,40540,3806,124,3336,0,3460,3.58,47838,3930,19355,23315,"5.1",8.2,19.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","16","15.6","9.9","4.1","%","%","%","%",102,7,21,338,199,9,6,0.6,3652,20,154,1,209,14,2,0,"10"
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,4157,28,35,116,191,206,330,562,1498,961,145,85,"0 to 119",69,2048,1919,190,4080,77,0,167,3642,449,71,549,3585,0,23,4057,492,52,4,1,207,326,11,544,1,10,30,26,56,76,81,157,90,22,0,"4 to 92","64",343,65,13,123,31,381,132,127,1,75,0,0,18,549,328,210,544,5,0,9487,72,10116,9559,549,41,2156,1,2198,1.87,12314,590,5741,6355,"5.3",4.8,14.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","136.8","121.4","126.7","%","%","%","%",7,1,18,128,75,24,14,3.3,516,18,33,0,14,1,0,3,"123"
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2597,81,92,245,348,323,318,395,323,247,214,11,"0 to 118",52,1595,919,83,2581,16,0,86,2001,766,21,686,1911,0,0,2581,559,111,13,3,378,281,11,670,26,50,107,101,109,98,73,51,43,27,1,"0 to 102","40",319,105,139,107,238,314,118,86,1,67,0,0,21,686,287,388,670,16,0,4170,0,4859,4170,686,8,127,0,135,5.93,4994,694,2038,2732,"6.2",13.9,26.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","86.7","163.2","37.3","35.8","%","%","%","%",53,6,21,87,67,13,10,3.1,673,21,13,0,100,5,3,0,"2"
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,962,33,20,94,152,126,121,170,144,74,24,4,"0 to 118",49,535,396,31,954,8,0,20,772,211,28,116,844,1,1,952,93,21,2,0,53,60,1,114,0,2,24,36,20,8,14,4,8,0,0,"6 to 84","33",63,20,20,11,26,76,12,24,0,8,0,0,1,116,60,55,114,2,0,1546,6,1671,1552,116,0,35,0,35,0,1706,116,879,997,"4.5",6.8,12.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","100","40","130","24.4","%","%","%","%",0,0,1,24,8,21,7,0.9,109,1,7,0,3,0,0,0,"3"
39,63,125,"UNION","Union","Union","Union County","FL",15239,1235,12,28,79,83,114,142,407,282,74,14,0,"0 to 118",59,342,887,6,1235,0,0,25,1139,132,4,101,1134,0,0,1235,81,20,0,0,27,74,0,101,1,8,25,11,6,6,25,16,3,0,0,"4 to 80","43",62,27,4,8,5,85,11,12,0,10,0,0,2,101,74,27,101,0,0,2431,0,2532,2431,101,0,24,0,24,0,2556,101,1158,1259,"8.3",4,8.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","60","75","9.5","4.4","%","%","%","%",0,0,2,12,10,12,10,2,99,2,2,0,16,0,0,2,"38"
25,64,127,"VOLUSIA","Volusia","Volusia","Volusia County","FL",527634,22739,203,373,1516,2515,2525,3274,4543,4174,2247,1076,293,"0 to 119",56,12682,9405,652,22636,103,0,645,20734,1996,174,3234,19490,0,15,22621,2962,251,20,1,1665,1539,9,3213,32,89,543,603,448,475,440,334,151,111,8,"0 to 102","42",1382,423,601,807,418,1717,1078,472,6,277,5,0,67,3234,1549,1676,3213,21,0,43294,82,46646,43376,3234,173,7585,0,7758,2.23,54404,3407,27075,30497,"5.8",6.3,15,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","5.8","17.7","5.6","36.6","%","%","%","%",130,35,67,478,282,15,9,2.1,3070,62,164,5,173,11,1,0,"172"
41,65,129,"WAKULLA","Wakulla","Wakulla","Wakulla County","FL",31877,1345,17,33,114,155,183,224,250,219,110,39,1,"0 to 102",52,764,570,11,1340,5,0,26,1209,233,7,102,1242,0,1,1339,77,22,2,1,58,41,0,99,1,1,27,20,17,17,9,6,3,1,0,"3 to 86","35",61,23,5,10,5,84,10,18,0,8,0,0,1,102,42,60,99,3,0,2519,2,2626,2521,102,3,194,0,197,1.52,2823,105,1436,1542,"4.8",3.7,7.8,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","did not change","increased by","increased by","increased by","","50","106.7","103.6","","%","%","%",0,0,1,18,8,18,8,1,94,1,8,0,5,1,0,0,"8"
51,66,131,"WALTON","Walton","Walton","Walton County","FL",65858,1988,54,54,194,231,269,291,336,259,164,133,3,"0 to 101",51,1087,859,42,1894,94,0,67,1727,427,67,434,1554,0,0,1894,364,24,43,3,195,191,2,388,6,16,91,66,74,56,69,30,20,6,0,"0 to 101","40",340,20,7,21,100,251,37,55,9,31,2,0,9,434,212,220,388,46,0,3912,48,4398,3960,434,28,926,0,954,2.94,5352,462,2480,2942,"4.5",8.6,23.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","142.9","219.4","63.2","%","%","%","%",15,9,9,64,33,15,8,2.1,395,9,39,0,37,2,0,0,"2"
53,67,133,"WASHINGTON","Washington","Washington","Washington County","FL",24566,973,12,21,64,106,122,155,206,133,99,55,0,"0 to 119",55,572,380,21,965,8,0,39,750,188,15,141,829,0,3,962,109,27,4,0,72,64,0,136,0,4,9,19,15,19,28,22,17,7,0,"6 to 99","56",86,33,4,13,2,118,16,19,0,23,0,0,13,140,66,74,136,4,0,1911,4,2056,1915,140,1,71,0,72,1.39,2128,141,900,1045,"4.3",6.6,14.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","50","37.5","33.3","10.9","%","%","%","%",12,12,13,19,23,14,17,9.3,136,13,4,0,5,0,0,0,"5"
68,999,999,"UNKNOWN","Unknown","Unknown","Unknown","FL",0,1514,1,6,98,191,207,211,190,139,210,258,3,"3 to 119",57,981,516,17,178,1336,0,4,1492,24,15,262,1251,1,0,177,51,0,208,3,14,28,9,51,1,5,42,69,51,46,26,9,6,6,1,"12 to 90","32",18,2,0,31,24,0,27,0,2,0,1,0,0,262,147,105,51,211,0,1769,1125,3170,2894,262,910,351,0,24471,9.07,27641,1172,1602,25985,"",4.2,77.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","","","","","","","","","","","","","","","","",0,86,0,2,1,1,1,0,251,0,11,0,15,0,0,0,"0"
