"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,23277,8548,14691,4,34,22908,8238,224,74,12,4637,3803,22,8462,128,317,3496,1423,875,810,695,475,209,115,5,"0 to 103","26",3949,1983,943,1587,1024,5562,1876,858,19,431,24,2,63,8548,3855,4670,8462,86,0,92878,248,101704,93126,8548,210,2798,0,3008,6.98,104712,8758,17489,26285,"10",8.4,37.6,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","46.2","26.5","28.3","36.6","%","%","%","%",49,20,65,877,455,11,6,0.8,8494,65,54,0,605,51,10,0,"165",0,9,"337",8220,"328",504,54,450,10.7,"600","6859","7459","8.0",36,491,527,"6.83"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2628,1523,1070,0,35,2534,1301,221,0,1,500,1022,0,1522,6,39,182,314,322,263,210,123,54,10,0,"0 to 97","41",801,207,50,464,17,946,559,109,0,72,0,0,13,1523,1022,501,1522,1,0,6642,58,8250,6700,1523,11,94,0,105,10.48,8355,1534,1164,2733,"9.8",18.4,58.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","68.8","13.1","51.3","%","%","%","%",0,3,13,109,72,8,5,0.9,1517,13,6,0,76,4,0,1,"586",0,1,"42",1470,"53",41,6,35,14.6,"76","593","669","11.4",2,38,40,"5"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9402,6194,3188,1,19,9238,5927,143,122,2,3045,2998,27,6070,69,156,942,1148,1022,1033,882,558,287,96,1,"0 to 99","42",3488,623,854,1105,474,4107,1489,743,19,351,8,5,113,6194,3071,3096,6070,124,0,28881,30,35176,28911,6194,140,1454,0,1594,8.78,36770,6334,4642,10996,"6",17.2,67.4,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","37.5","7.4","36","29.6","%","%","%","%",28,24,118,762,359,13,6,1.9,6183,118,11,0,382,19,5,1,"444",0,9,"380",5398,"796",109,11,98,10.1,"370","2404","2774","13.3",17,85,102,"16.67"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2770,1151,1615,0,4,2763,856,294,1,0,555,595,0,1150,17,58,156,171,163,183,202,118,60,23,0,"0 to 107","45",763,274,53,60,34,1007,109,127,0,71,0,0,9,1151,596,555,1150,1,0,5854,2,7027,5856,1151,18,120,0,138,13.04,7165,1169,1735,2908,"10.8",16.3,42.2,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","60","76.2","26.8","36.8","%","%","%","%",5,2,9,127,71,12,7,0.8,1148,9,3,0,114,6,1,0,"272",0,1,"60",1122,"29",25,3,22,12,"114","763","877","13.0",11,35,46,"23.91"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,28324,9373,18940,0,11,28275,9154,187,28,4,5036,4268,37,9341,98,334,1508,1457,1288,1309,1415,918,612,432,2,"0 to 105","44",5032,1100,798,2411,1052,5423,2866,1486,6,843,3,1,305,9373,4285,5051,9341,32,0,99363,16,108815,99379,9373,386,6854,2,7242,5.33,116057,9759,25794,35566,"6.2",8.4,34.5,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","12","10","18.8","16.6","%","%","%","%",82,176,306,1492,846,16,10,3.3,9335,304,38,2,654,64,9,0,"68",0,12,"1179",8577,"796",411,38,373,9.2,"654","7390","8044","8.1",61,468,529,"11.53"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,177642,77933,99565,29,115,175618,71832,5435,626,41,40322,36814,131,77267,1666,4300,11421,14837,13368,12602,10394,5267,2616,1430,33,"0 to 107","39",32541,20470,10815,13441,29411,34939,12917,10485,101,5894,77,26,1420,77934,37240,40561,77267,667,0,498652,1232,578703,499884,77934,5913,58161,22,64096,9.23,642799,83847,157726,241738,"12.7",13,47.2,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","3.2","4.9","5.8","3.2","%","%","%","%",286,385,1446,10586,5971,14,8,1.9,77762,1441,172,5,8086,593,91,0,"401",1,40,"3378",76950,"984",1891,172,1719,9.1,"8067","42555","50622","15.9",117,1436,1553,"7.53"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1310,630,679,0,1,1308,598,31,1,0,265,363,1,629,5,25,74,114,108,89,79,63,44,29,0,"0 to 99","44",415,94,43,77,27,504,98,60,1,33,1,0,13,630,364,265,629,1,0,4386,0,5026,4386,630,6,41,0,47,12.77,5073,636,720,1357,"9.4",12.5,48.5,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","1","50","87.5","48.5"," case","%","%","%",14,6,13,61,34,10,6,2.1,629,13,1,0,49,0,0,0,"178",0,2,"85",589,"41",4,1,3,25,"49","423","472","10.4",3,11,14,"21.43"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,8118,3149,4961,1,7,8086,2866,275,7,1,1681,1450,10,3141,25,77,329,331,332,451,560,471,330,242,1,"0 to 101","55",2413,208,283,237,256,2535,350,409,1,395,1,0,140,3149,1452,1686,3141,8,0,31273,16,34477,31289,3149,206,3398,2,3606,5.71,38083,3355,8359,11724,"6.6",8.8,41.3,"2020-09-27 05:00:00","2020-10-03 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","57.1","33.3","24.7","32.2","%","%","%","%",111,63,140,410,396,14,13,4.4,3136,140,13,0,152,9,1,0,"65",0,5,"536",2985,"164",128,13,115,10.2,"152","1596","1748","8.7",6,108,114,"5.26"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7776,2836,4889,2,49,7710,1860,967,4,4,1586,1237,4,2827,33,104,370,325,311,418,478,370,276,149,1,"0 to 100","51",2239,170,211,207,142,2371,314,271,0,293,1,1,108,2835,1243,1588,2827,8,0,23930,7,26783,23937,2835,100,1662,0,1762,5.68,28545,2935,6551,9538,"6.7",10.3,37.7,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","26.1","33.3","21.7","22.3","%","%","%","%",67,36,109,271,294,10,11,3.8,2822,109,13,0,250,5,2,0,"61",0,6,"517",2787,"48",145,13,132,9,"250","1935","2185","11.4",6,106,112,"5.36"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,14027,5286,8711,2,28,13962,5097,171,17,0,2724,2493,51,5268,55,195,828,785,881,932,716,463,298,131,1,"0 to 100","43",3040,808,462,958,476,3689,1103,849,2,362,3,0,105,5285,2503,2731,5268,17,0,44472,18,49803,44490,5285,156,2273,0,2429,6.42,52232,5441,10984,16456,"7.9",10.4,38.8,"2020-09-27 05:00:00","2020-10-03 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","3","25","20.3","16.5","%","%","%","%",75,52,105,851,365,17,7,2,5252,105,33,0,418,47,3,0,"245",0,5,"506",4985,"300",277,33,244,11.9,"417","4574","4991","8.4",30,305,335,"8.96"
