"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,17538,385,670,1736,2061,2198,2268,2566,2780,2124,710,40,"0 to 105",52,9387,8059,92,17174,364,0,538,14097,3161,170,4225,13206,3,104,17067,3824,316,69,16,2026,2107,7,4140,121,226,775,697,719,578,493,297,214,103,2,"0 to 101","38",2159,193,346,1442,1996,883,1261,506,20,323,11,6,74,4225,2159,2059,4140,85,0,29258,279,33777,29537,4225,299,9723,1,10023,2.98,43800,4524,22929,27561,"7.6",10.3,25.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","56","46.8","46.8","21.3","%","%","%","%",41,36,80,526,334,13,8,1.9,4147,71,78,3,485,29,13,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3492,90,107,244,430,437,455,674,555,289,202,9,"0 to 119",54,1970,1424,98,3477,15,0,222,3063,374,16,287,3202,0,3,3474,246,39,2,0,143,142,0,285,9,16,31,65,44,43,40,24,9,6,0,"0 to 97","39",131,111,35,8,38,235,12,9,0,26,0,0,3,287,144,143,285,2,0,5553,13,5858,5566,287,10,190,0,200,5,6058,297,3392,3692,"5.3",4.9,8.5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","116.7","63.2","14.9","21","%","%","%","%",4,0,3,9,26,4,10,1,281,3,6,0,30,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,173406,1901,2890,13960,28020,27771,31484,29360,19765,11155,6420,680,"0 to 225",48,90276,81987,1143,171896,1509,1,4297,155525,18561,1016,36820,136326,101,159,171638,35376,903,532,9,17989,18261,29,36279,373,745,3937,6717,6095,6594,5378,3400,2011,1497,73,"0 to 108","45",16953,4881,1499,12946,17184,6254,12841,6744,49,3962,31,15,991,36820,18539,18236,36278,541,1,277044,967,315151,278011,36820,2750,41893,2,44645,6.16,359796,39570,178219,218051,"8",11,22.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","67.8","41.9","103.7","29.6","%","%","%","%",1074,435,1006,6793,3993,19,11,2.7,35222,975,1598,16,1600,234,42,7
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2671,70,129,244,372,368,467,501,287,157,70,6,"0 to 102",48,1113,1425,133,2661,10,0,66,1958,605,12,604,2055,0,12,2649,481,123,0,0,292,311,1,604,25,66,93,121,89,86,71,36,9,8,0,"0 to 92","34",457,61,24,62,386,146,72,98,0,59,0,0,10,604,311,292,604,0,0,3954,10,4573,3964,604,7,137,0,144,4.86,4717,611,2192,2815,"7.7",13,22.9,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","28.6","46.2","54.5","18.7","%","%","%","%",1,0,10,98,59,17,10,1.7,600,10,4,0,111,6,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,815,21,27,66,91,133,107,138,122,69,40,1,"0 to 118",52,483,315,17,815,0,0,11,699,81,1,68,747,0,0,815,52,16,0,0,34,34,0,68,0,3,13,5,11,11,11,5,6,3,0,"6 to 91","48",52,14,0,2,0,65,3,14,0,10,0,0,4,68,34,34,68,0,0,1320,0,1388,1320,68,0,25,0,25,0,1413,68,772,840,"5.1",4.8,8.3,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","decreased by","increased by","increased by","","100","300","218.9","","%","%","%",0,0,4,14,10,21,15,5.9,65,4,3,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,52409,830,1132,5156,8925,7726,7936,9035,6570,3319,1656,124,"-6 to 119",48,28709,22962,738,51773,636,0,898,48842,2830,221,6207,46117,10,75,51688,5741,358,97,11,3057,3026,16,6099,74,166,1148,1711,1078,785,646,367,148,81,3,"0 to 101","34",1847,1589,605,2058,632,3187,2280,547,22,350,11,3,64,6207,3085,3104,6099,108,0,96599,528,103460,97127,6207,317,5163,4,5484,5.78,108944,6524,51280,57893,"6.3",6,12.4,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","65.9","31","204.4","53.4","%","%","%","%",161,33,67,569,361,10,6,1.1,5839,64,368,0,338,23,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,18763,459,488,1691,2524,2179,2505,3396,2870,1663,950,38,"0 to 119",53,11306,7414,43,15850,2913,0,278,17704,1129,83,1952,16807,2,2,15846,1548,64,340,0,906,704,2,1612,25,59,391,357,234,216,224,177,171,97,1,"0 to 105","39",798,460,48,306,63,1115,434,167,1,92,1,3,45,1952,832,1118,1612,340,0,28933,2573,33469,31506,1952,25,907,0,932,2.68,34401,1977,17714,19695,"6.3",5.7,10.5,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","5.1","47.2","172.6","124","%","%","%","%",37,32,48,168,93,9,5,2.5,1702,44,250,1,121,6,3,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4013,44,40,212,395,467,572,790,786,489,212,6,"0 to 119",58,2352,1609,52,3975,38,0,126,3706,268,44,310,3702,0,1,3974,264,38,8,0,182,120,0,302,1,5,35,46,35,50,62,50,22,4,0,"1 to 94","52",186,47,56,13,43,241,18,47,3,29,2,1,5,310,124,186,302,8,0,7857,30,8202,7887,310,32,943,0,975,3.28,9177,342,4645,4988,"4.7",3.7,8.5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","66.7","69.2","318.8","151.7","%","%","%","%",1,0,6,50,31,17,10,1.9,302,5,8,0,9,0,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,477,2,5,25,36,36,50,108,128,71,16,0,"0 to 95",63,266,208,3,473,4,0,9,460,9,7,6,470,0,1,472,2,3,1,0,4,1,0,5,0,0,0,2,0,0,1,2,1,0,0,"34 to 75","65",5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,5,5,1,0,844,3,853,847,6,1,314,0,315,0.32,1168,7,784,792,"6.7",0.6,1.5,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","4","0.0416666666666667","",""," cases","percent difference",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,2989,51,101,222,498,504,526,468,390,145,82,2,"0 to 119",47,2066,912,11,2971,17,1,41,2693,364,16,379,2607,1,2,2969,365,10,4,0,263,112,0,375,4,15,30,75,77,75,40,33,19,11,0,"0 to 98","43",145,154,17,59,43,258,74,76,0,60,0,0,7,379,112,267,374,4,1,5441,13,5840,5454,379,9,103,0,112,8.04,5952,388,2710,3101,"6.7",6.5,13,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","300","266.7","225","198.5","%","%","%","%",4,4,7,76,60,21,16,1.8,376,7,3,0,25,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,773,16,16,88,103,110,117,118,99,70,36,0,"0 to 118",49,434,328,11,773,0,0,11,674,109,2,97,676,0,0,773,77,20,0,0,24,73,0,97,3,4,15,18,19,18,15,3,2,0,0,"0 to 83","38",69,10,16,2,26,66,5,5,0,0,0,0,0,97,73,24,97,0,0,2218,0,2318,2218,97,3,58,0,61,4.92,2379,100,734,834,"4.7",4.2,12.9,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","8","700","55.1","48.8"," cases","%","%","%",0,0,0,5,0,6,0,0,96,0,1,0,10,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,338,4,13,46,73,73,37,32,30,23,6,1,"1 to 90",39,147,189,2,338,0,0,31,217,154,0,175,163,0,0,338,173,2,0,0,51,124,0,175,1,3,29,53,50,20,12,5,1,1,0,"3 to 89","35",128,18,5,24,103,47,25,19,0,14,0,0,1,175,124,51,175,0,0,474,0,649,474,175,2,13,0,15,13.33,664,177,176,353,"2.6",26.7,52.4,"2020-06-21","2020-06-27","YES","YES","NO","NO","did not change","decreased by","decreased by","decreased by","","100","12","31.8","","%","%","%",0,0,1,19,14,11,8,0.6,167,1,8,0,7,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,628,11,15,39,57,65,106,128,122,65,20,0,"0 to 94",56,368,257,3,571,57,0,19,583,66,13,23,605,0,0,571,17,3,3,0,11,9,0,20,0,1,3,2,2,6,5,3,0,1,0,"9 to 89","49",13,4,2,1,2,17,1,7,1,2,1,0,0,23,11,12,20,3,0,1444,54,1521,1498,23,0,45,0,45,0,1566,23,650,673,"4.2",1.5,3.7,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","2","2","400","702.4"," cases"," cases","%","%",0,0,0,8,3,35,14,0,22,0,1,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2022,19,30,162,542,416,325,245,168,69,42,4,"0 to 118",41,460,1535,27,2016,6,0,37,1878,336,6,334,1687,0,1,2015,323,8,2,1,68,263,0,331,8,13,32,92,66,60,49,11,3,0,0,"0 to 84","38",144,154,31,2,55,130,146,38,1,10,0,0,2,334,265,69,331,3,0,2340,3,2678,2343,334,1,33,0,34,2.94,2712,335,1720,2056,"14.4",12.4,16.6,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","133.3","125","30.4","17.8","%","%","%","%",0,0,2,39,10,12,3,0.6,327,2,7,0,33,7,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1226,36,91,169,230,161,152,158,134,69,26,0,"0 to 94",40,679,532,15,1219,7,0,70,651,498,8,430,796,0,0,1219,345,80,4,1,219,206,0,425,13,41,67,96,69,53,37,35,14,5,0,"0 to 86","34",308,58,42,17,298,112,15,66,3,38,3,1,3,430,209,221,425,5,0,2040,2,2474,2042,430,7,44,0,51,13.73,2525,437,840,1277,"4.7",17.3,35.6,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","22.2","61.5","32.3","34.6","%","%","%","%",6,1,4,69,41,17,10,0.9,426,3,4,0,67,4,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2745,94,119,359,507,451,391,356,211,143,107,7,"0 to 104",41,1354,1381,10,2743,2,0,209,1732,931,4,953,1792,0,0,2743,908,45,0,0,396,556,1,953,29,41,142,217,194,141,90,47,32,20,0,"0 to 101","37",769,95,30,59,696,215,42,162,0,88,0,0,25,953,556,396,953,0,0,4184,2,5141,4186,953,8,112,0,120,6.67,5261,961,1904,2865,"7.1",18.3,35,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","120","42.1","47.3","12.4","%","%","%","%",9,18,25,162,88,17,10,2.6,938,25,15,0,97,5,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4099,70,68,337,539,488,600,724,587,423,259,4,"0 to 102",54,2463,1615,21,4078,21,0,100,3642,319,48,373,3726,0,0,4078,263,103,6,1,182,184,0,366,6,10,62,74,53,58,53,36,15,6,0,"0 to 92","40",235,31,19,81,49,178,139,71,2,35,2,1,5,373,186,187,366,7,0,9742,14,10130,9756,373,20,886,0,906,2.21,11036,393,4612,5005,"2.7",3.6,9.6,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","350","73.9","268.2","81.2","%","%","%","%",5,0,6,73,37,20,10,1.6,361,5,12,0,21,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3940,64,63,201,415,360,467,626,731,634,359,20,"0 to 119",61,2388,1514,38,3874,66,0,73,3596,308,30,350,3583,0,7,3867,300,47,3,0,186,161,0,347,11,12,39,49,47,60,62,35,30,5,0,"0 to 91","48",209,61,51,26,116,193,38,71,2,64,1,0,11,350,164,186,347,3,0,8362,63,8784,8425,350,19,319,0,338,5.62,9122,369,3902,4278,"4.2",4,9.4,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","120","50","84.9","31.1","%","%","%","%",11,0,11,73,65,21,19,3.1,345,11,5,0,27,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,60370,1386,1722,6042,9821,8777,9185,9697,7596,4067,1876,201,"0 to 119",47,34295,25783,292,59938,432,0,959,56502,3282,320,10752,49478,23,117,59799,10427,238,84,3,5624,5006,35,10665,220,374,2126,2688,1641,1399,1031,606,357,223,87,"0 to 104","34",3204,1519,1359,4583,2141,3264,5260,984,11,617,8,3,138,10752,5046,5671,10665,87,0,113430,344,124611,113774,10752,342,11939,1,12282,2.78,136893,11094,61417,72652,"5.3",8.1,18.4,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","98.4","28.7","123.2","23.1","%","%","%","%",462,88,141,995,625,10,6,1.3,10323,135,429,3,789,49,7,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,928,14,13,74,139,130,152,161,159,64,21,1,"0 to 119",51,444,469,15,917,11,0,6,768,172,6,177,751,0,0,917,157,18,0,2,21,154,0,175,1,0,18,54,46,31,13,12,2,0,0,"1 to 79","38",97,61,6,11,13,130,32,7,0,5,0,0,0,177,155,22,175,2,0,2274,9,2464,2283,177,1,43,0,44,2.27,2508,178,794,972,"5",7.1,19.2,"2020-06-21","2020-06-27","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","50","33.3","769.2","4.9","%","%","%","%",0,0,0,7,5,4,3,0,161,0,16,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6000,71,97,452,571,573,725,952,1111,818,616,14,"0 to 119",60,3651,2324,25,5928,72,0,200,5070,812,67,697,5279,0,24,5906,671,14,10,2,353,328,4,685,10,37,130,114,102,93,56,63,55,36,1,"0 to 99","39",293,42,61,289,129,235,321,106,6,54,3,0,16,697,336,357,685,12,0,13399,58,14155,13457,697,42,1500,0,1542,2.72,15697,739,6779,7542,"5",4.7,12.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","81.8","50","41","8.8","%","%","%","%",43,8,16,112,57,17,9,2.3,686,16,11,0,69,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3115,32,42,265,532,527,541,482,314,233,141,6,"0 to 105",47,1411,1612,92,3092,23,0,18,2627,357,31,363,2743,1,8,3083,316,38,8,1,93,261,0,354,3,10,36,86,81,68,54,18,6,1,0,"0 to 87","40",157,140,20,37,29,212,113,45,2,28,0,0,2,363,265,98,354,9,0,4830,14,5216,4844,363,18,96,0,114,15.79,5330,381,2839,3229,"6.7",7.1,12.2,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","200","42.9","73.3","25.9","%","%","%","%",3,0,2,47,28,13,8,0.6,359,2,4,0,17,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,592,15,13,28,49,83,81,119,121,65,17,1,"0 to 101",57,357,231,4,587,5,0,7,490,91,7,49,543,0,0,587,25,22,2,0,30,17,0,47,2,1,5,5,10,4,7,7,4,4,0,"0 to 95","52",15,23,7,2,8,36,3,8,2,9,0,0,4,49,19,30,47,2,0,1203,3,1256,1206,49,0,60,0,60,0,1316,49,603,652,"4.6",3.7,8.3,"2020-06-21","2020-06-27","YES","NO","NO","YES","did not change","decreased by","increased by","decreased by","","100","175","14.5","","%","%","%",0,4,4,10,9,21,19,8.2,46,4,3,0,5,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,365,6,1,44,46,40,37,40,50,56,44,1,"0 to 119",57,231,127,7,365,0,0,12,327,23,1,32,333,0,0,365,25,7,0,0,16,16,0,32,1,1,4,8,2,5,4,4,1,2,0,"3 to 98","41",23,6,2,1,7,25,0,7,0,3,0,0,0,32,16,16,32,0,0,512,0,545,512,32,0,13,0,13,0,558,32,346,378,"4.3",5.7,8.8,"2020-06-21","2020-06-27","NO","YES","NO","NO","did not change","did not change","increased by","decreased by","","","42.9","41","","","%","%",0,0,0,7,3,22,10,0,31,0,1,0,2,0,0,0
