"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19954,5345,14584,5,20,19617,5103,176,54,12,2876,2383,20,5279,102,230,1344,1137,692,632,562,384,169,86,7,"0 to 103","33",1893,1624,623,1139,633,3249,1397,639,15,323,16,1,33,5345,2420,2904,5279,66,0,80291,249,85916,80540,5345,140,2347,0,2487,5.63,88403,5485,16931,22441,"8.5",6.2,27.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","3.3","42.7","25.7","12.8","%","%","%","%",97,14,34,654,339,13,7,0.6,5303,34,42,0,448,46,7,0,"115",0,2,"269",5257,"88",363,42,321,11.6
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2230,1231,966,0,33,2138,1061,169,0,1,344,886,0,1230,5,20,135,271,279,206,173,90,42,10,0,"1 to 97","40",571,154,50,455,15,657,558,77,0,48,0,0,6,1231,886,345,1230,1,0,5673,57,6986,5730,1231,4,72,0,76,5.26,7062,1235,1038,2306,"8.3",17.5,55.4,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","28.6","55.6","5.4","4.9","%","%","%","%",0,3,6,77,48,7,4,0.5,1212,6,19,0,46,3,0,0,"575",0,2,"33",1215,"16",56,19,37,33.9
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8533,5455,3063,1,14,8413,5229,141,83,2,2641,2685,44,5370,63,113,826,1036,911,928,769,472,238,80,19,"0 to 99","42",3046,553,701,1070,400,3538,1432,668,16,310,6,5,84,5455,2735,2676,5370,85,0,25699,30,31247,25729,5455,84,1288,0,1372,6.12,32619,5539,4351,9905,"5.4",17,64.9,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","57.1","67.4","37.2","16.6","%","%","%","%",66,17,89,684,316,13,6,1.6,5417,87,38,2,302,15,5,1,"436",0,7,"310",4860,"595",147,38,109,25.9
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2326,797,1528,0,1,2323,600,197,0,0,354,443,0,797,12,40,103,120,121,134,136,67,46,18,0,"0 to 107","45",493,203,42,59,27,674,96,75,0,44,0,0,5,797,443,354,797,0,0,5152,2,5971,5154,797,9,97,0,106,8.49,6077,806,1625,2432,"9",13.3,34.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","57.1","83.3","3.9","12.9","%","%","%","%",5,2,5,75,44,10,6,0.6,764,5,33,0,74,3,0,0,"237",0,0,"50",785,"12",79,33,46,41.8
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26386,7464,18903,0,19,26337,7305,135,21,3,4008,3400,32,7440,72,212,1222,1223,1054,1054,1089,675,466,377,20,"0 to 105","44",3870,929,664,1977,893,4186,2361,1216,7,677,4,1,223,7464,3412,4020,7440,24,0,87600,16,95137,87616,7464,279,5807,1,6087,4.58,101224,7743,24710,32473,"5.6",7.6,29.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","10.9","15.1","27.9","26.6","%","%","%","%",252,127,224,1223,681,17,10,3,7423,219,41,5,436,45,6,0,"66",0,18,"1080",7277,"187",367,41,326,11.2
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,168367,72634,95595,30,108,166429,66885,5169,540,40,37617,34301,136,72054,1570,4010,10524,13874,12530,11788,9696,4894,2401,1302,45,"0 to 119","39",29766,19288,9235,13765,27195,31575,13284,9758,97,5399,76,26,1206,72634,34675,37822,72054,580,0,441020,1235,515769,442255,72634,3918,48347,11,52276,7.49,568045,76552,143942,220643,"11.6",13.5,45.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","26.3","25.1","33.5","22.6","%","%","%","%",680,345,1232,9855,5475,14,8,1.7,72371,1223,263,9,7541,558,79,0,"329",1,37,"2922",72189,"445",2334,263,2071,11.3
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1207,575,631,0,1,1205,557,17,1,0,245,328,1,574,4,20,60,109,101,81,73,57,41,29,0,"1 to 99","44",374,90,39,71,24,464,86,58,1,32,1,0,10,575,329,245,574,1,0,4029,0,4614,4029,575,4,36,0,40,10,4654,579,667,1247,"8.6",12.4,48,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","decreased by","100","","2.9","30.3","%","","%","%",13,6,10,59,33,11,6,1.7,573,10,2,0,37,0,0,0,"168",0,2,"82",540,"35",11,2,9,18.2
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7713,2744,4961,1,7,7682,2504,233,6,1,1436,1289,12,2737,24,62,284,305,299,398,490,404,270,208,0,"0 to 101","54",2130,165,236,206,229,2204,304,345,1,345,1,0,114,2744,1291,1440,2737,7,0,27434,16,30231,27450,2744,138,2908,0,3046,4.53,33277,2882,7869,10759,"6.1",8.7,37.4,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","increased by","175","10.5","7.6","10.7","%","%","%","%",150,56,114,346,346,13,13,4.2,2729,113,15,1,129,10,2,0,"64",0,5,"433",2643,"101",103,15,88,14.6
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6679,2166,4459,1,53,6611,1318,841,4,3,1154,998,7,2159,18,76,287,259,247,331,391,277,188,84,8,"0 to 100","51",1717,120,164,158,115,1804,240,196,0,217,1,0,61,2166,1003,1156,2159,7,0,20312,7,22495,20319,2166,61,1433,0,1494,4.08,23989,2227,5892,8173,"5.7",9.3,33.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","52.9","3.3","33.1","14","%","%","%","%",35,18,61,196,218,10,11,2.8,2145,60,21,1,184,5,2,0,"56",0,7,"271",2153,"13",128,21,107,16.4
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12550,4179,8351,1,19,12498,4030,135,14,0,2250,1876,39,4165,40,146,641,583,661,739,558,374,241,121,75,"0 to 100","44",2190,651,403,921,401,2736,1028,674,2,305,3,0,79,4179,1884,2256,4165,14,0,37622,18,41858,37640,4179,105,1975,0,2080,5.05,43938,4284,10326,14630,"7.1",9.8,34.1,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","27.8","57.8","46.2","15.8","%","%","%","%",82,44,79,676,308,17,8,1.9,4127,77,52,2,312,33,2,0,"21",0,4,"469",3961,"218",381,52,329,13.6
