"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,18467,428,721,1912,2226,2352,2411,2678,2833,2153,715,38,"0 to 105",51,9866,8501,100,18099,368,0,586,14740,3406,172,5076,13282,3,106,17990,4657,330,73,16,2468,2498,21,4987,151,269,937,853,869,716,589,344,240,108,0,"0 to 101","38",2361,218,379,2029,2143,962,1882,551,20,352,11,6,85,5076,2552,2503,4987,89,0,32204,279,37583,32483,5076,299,9723,1,10023,2.98,47606,5375,23005,28490,"7.8",11.3,29.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","12.1","12.6","2.3","8","%","%","%","%",75,38,91,571,363,12,8,1.8,5019,85,57,0,597,33,14,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3552,92,108,255,437,446,464,685,561,293,202,9,"0 to 119",54,2007,1451,94,3536,16,0,254,3050,446,16,364,3185,0,3,3533,320,41,3,0,180,181,0,361,11,17,42,73,55,52,55,33,19,7,0,"0 to 97","42",160,134,48,19,52,285,24,12,0,42,0,0,4,364,183,181,361,3,0,6156,13,6538,6169,364,10,190,0,200,5,6738,374,3375,3752,"5.4",5.6,10.5,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","23.1","2.9","154.1","74.8","%","%","%","%",16,0,4,12,42,4,12,1.1,361,3,3,1,36,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,185290,2117,3343,15666,30632,29898,33513,30809,20553,11539,6549,671,"0 to 225",48,96244,87897,1149,183757,1532,1,4547,166175,19784,1032,48994,136029,99,168,183492,47484,939,560,9,24069,24299,55,48423,583,1184,5659,9426,8266,8699,6864,4203,2401,1641,66,"0 to 108","44",19804,5897,1776,20946,20447,7307,20669,7178,50,4146,31,15,1051,48992,24591,24327,48422,569,1,314666,962,365100,315628,48992,2750,41893,2,44645,6.16,409745,51742,177922,229935,"8.5",12.6,27.9,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","30.3","0.5","68.6","31.3","%","%","%","%",979,505,1066,7228,4177,15,9,2.2,47011,1043,1981,8,2468,260,44,10
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2840,75,143,271,408,410,485,518,297,159,70,4,"0 to 102",47,1178,1533,129,2830,10,0,97,2000,755,14,752,2082,0,6,2824,626,126,0,0,337,412,3,752,28,74,115,155,128,102,86,46,10,8,0,"0 to 92","35",552,81,27,92,462,187,103,118,0,68,0,0,10,752,412,337,752,0,0,4639,10,5407,4649,752,7,137,0,144,4.86,5551,759,2219,2984,"8.2",13.7,26.7,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","60","30","21.5","1.5","%","%","%","%",1,0,10,118,68,16,10,1.3,748,10,4,0,124,6,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,831,21,27,70,92,137,107,139,126,71,40,1,"0 to 118",52,490,324,17,831,0,0,12,706,102,2,80,751,0,0,831,64,16,0,0,38,41,1,80,0,3,15,6,13,11,12,9,8,3,0,"6 to 91","49",60,15,0,5,1,73,6,17,0,12,0,0,4,80,41,38,80,0,0,1415,0,1495,1415,80,0,25,0,25,0,1520,80,776,856,"5.2",5.3,9.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","6","250","236.4"," cases"," cases","%","%",0,0,4,17,12,22,15,5,78,4,2,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,55648,869,1278,5751,9781,8292,8400,9359,6720,3389,1682,127,"-6 to 119",47,30428,24468,752,54998,650,0,999,51537,3217,226,9487,46093,11,57,54931,8788,578,109,12,4799,4522,45,9366,108,301,1732,2591,1658,1247,981,527,224,114,4,"0 to 101","34",2496,2542,823,3505,888,4411,4067,601,22,370,11,3,68,9487,4587,4853,9366,121,0,110209,528,120399,110737,9487,317,5163,4,5484,5.78,125883,9804,51256,61132,"6.6",7.8,17.6,"2020-06-28","2020-07-04","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","18.4","32.6","32.9","","%","%","%",329,35,71,623,381,7,5,0.7,9146,68,341,0,574,26,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,19722,471,527,1908,2735,2314,2638,3506,2929,1688,969,37,"0 to 119",52,11812,7866,44,16719,3003,0,368,18410,1348,92,2942,16773,2,5,16712,2435,72,435,0,1377,1129,1,2507,35,93,615,578,379,348,341,239,197,117,0,"0 to 105","37",1165,682,83,577,97,1684,726,215,2,110,1,3,47,2942,1297,1644,2507,435,0,32789,2568,38311,35357,2942,25,907,0,932,2.68,39243,2967,17680,20654,"6.6",7.6,15,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","108.1","82.4","124.9","30.4","%","%","%","%",95,35,50,217,111,8,4,1.7,2809,47,133,0,199,7,4,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4121,51,43,229,415,480,586,801,800,496,214,6,"0 to 119",58,2416,1650,55,4082,39,0,155,3716,331,45,392,3727,0,2,4080,332,51,9,0,227,153,3,383,5,6,48,63,41,61,69,64,29,6,0,"1 to 94","51",245,51,65,22,56,299,28,56,4,34,2,1,5,392,158,231,383,9,0,8581,30,9008,8611,392,32,943,0,975,3.28,9983,424,4670,5096,"4.8",4.2,10.3,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","40","27.3","32.8","7.8","%","%","%","%",2,0,6,60,36,16,10,1.5,383,5,9,0,16,2,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,504,3,5,27,38,41,54,116,130,74,16,0,"0 to 95",63,289,211,4,500,4,0,10,472,17,8,15,489,0,0,500,11,3,1,0,12,2,0,14,0,0,1,3,1,1,2,4,3,0,0,"21 to 77","63",11,2,0,1,0,13,1,0,0,0,0,0,0,15,2,13,14,1,0,1320,3,1338,1323,15,1,314,0,315,0.32,1653,16,803,819,"7",1,3.2,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","2","3","60","74.8"," cases"," cases","%","%",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3083,54,109,237,509,526,540,480,395,148,83,2,"0 to 119",47,2113,958,12,3065,17,1,51,2729,430,17,468,2611,1,3,3062,452,12,4,0,311,153,0,464,5,23,44,87,100,86,51,39,21,12,0,"0 to 98","41",167,174,25,98,63,289,112,101,0,70,0,0,7,468,153,315,463,4,1,5935,13,6428,5948,468,9,103,0,112,8.04,6540,477,2714,3195,"6.9",7.3,15.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","25","14.3","62.5","9.1","%","%","%","%",0,4,7,101,70,22,15,1.5,468,7,0,0,37,2,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,796,17,20,93,106,111,120,120,102,71,36,0,"0 to 118",49,444,341,11,796,0,0,13,677,161,2,116,680,0,0,796,96,20,0,0,31,85,0,116,4,6,20,21,19,20,17,6,3,0,0,"0 to 83","38",82,11,16,7,29,76,11,5,0,0,0,0,0,116,85,31,116,0,0,2354,0,2473,2354,116,3,58,0,61,4.92,2534,119,738,857,"4.9",4.7,14.9,"2020-06-28","2020-07-04","NO","NO","YES","YES","decreased by","decreased by","decreased by","increased by","87.5","77.8","5","25","%","%","%","%",0,0,0,5,0,5,0,0,114,0,2,0,16,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,360,8,15,49,72,73,44,34,32,26,6,1,"1 to 90",39,173,185,2,360,0,0,36,205,170,0,188,172,0,0,360,186,2,0,0,72,115,1,188,4,4,32,50,50,26,14,5,2,1,0,"1 to 89","36",128,25,8,27,99,60,29,25,0,17,0,0,1,188,115,72,188,0,0,528,0,717,528,188,2,13,0,15,13.33,732,190,185,375,"2.8",26,52.8,"2020-06-28","2020-07-04","YES","YES","NO","NO","did not change","did not change","decreased by","decreased by","","","60","53","","","%","%",0,0,1,25,17,14,10,0.5,179,1,9,0,12,1,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,663,11,15,52,62,69,112,133,123,66,20,0,"0 to 94",55,382,278,3,603,60,0,32,591,81,15,54,608,0,1,602,45,3,6,0,21,27,0,48,0,1,16,6,8,12,7,3,0,1,0,"9 to 89","41",34,10,2,2,11,35,2,9,1,3,1,0,0,54,31,23,48,6,0,1788,54,1896,1842,54,0,45,0,45,0,1941,54,653,708,"4.4",2.8,8.1,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","did not change","increased by","decreased by","50","","92.3","37.5","%","","%","%",0,0,0,10,4,19,8,0,54,0,0,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2075,25,37,176,551,420,332,248,170,70,42,4,"0 to 118",40,495,1554,26,2069,6,0,46,1891,390,6,389,1685,0,1,2068,377,9,2,1,105,281,0,386,14,20,46,102,70,68,52,13,4,0,0,"0 to 84","37",155,192,35,4,66,172,148,48,1,12,0,0,2,389,283,106,386,3,0,2572,3,2966,2575,389,1,33,0,34,2.94,3000,390,1718,2109,"14.8",13,18.8,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","increased by","decreased by","75","10","61.8","5.1","%","%","%","%",0,0,2,49,12,13,4,0.5,384,2,5,0,49,8,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1339,44,111,187,255,176,160,166,141,72,27,0,"0 to 94",38,729,587,23,1330,9,0,72,657,600,9,509,829,0,1,1329,369,133,6,1,254,244,4,502,17,53,79,117,80,58,42,41,17,5,0,"0 to 86","33",367,60,49,26,349,130,23,77,3,44,3,1,3,509,249,256,502,7,0,2319,2,2832,2321,509,7,44,0,51,13.73,2883,516,873,1390,"5.1",17.9,38.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","66.7","60","20.7","15.2","%","%","%","%",8,1,4,80,47,16,10,0.8,506,3,3,0,86,5,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2919,98,134,397,541,481,416,367,221,148,108,8,"0 to 104",40,1432,1470,17,2917,2,0,250,1734,1063,5,1101,1818,0,0,2917,1056,45,0,0,455,639,7,1101,32,54,171,250,216,164,100,57,35,21,1,"0 to 101","37",880,111,35,75,779,263,59,178,0,95,0,0,27,1101,639,455,1101,0,0,4639,2,5749,4641,1101,8,112,0,120,6.67,5869,1109,1930,3039,"7.6",18.9,38,"2020-06-28","2020-07-04","NO","YES","NO","NO","did not change","decreased by","increased by","increased by","","43.8","5.7","27.1","","%","%","%",5,18,27,178,95,17,9,2.5,1085,27,16,0,117,6,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4311,75,74,375,580,515,632,758,606,429,263,4,"0 to 102",53,2563,1725,23,4290,21,0,164,3660,561,51,557,3752,0,2,4288,422,128,6,1,264,286,0,550,9,15,98,112,74,85,79,55,20,10,0,"0 to 92","40",385,43,35,87,82,318,150,109,2,50,2,1,6,557,288,269,550,7,0,10806,14,11379,10820,557,20,886,0,906,2.21,12285,577,4638,5217,"2.9",4.7,13.4,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","24.4","8","20.4","18.1","%","%","%","%",7,0,7,111,52,20,10,1.3,541,5,16,1,35,1,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4010,66,64,215,429,372,475,633,737,640,359,20,"0 to 119",61,2428,1544,38,3944,66,0,90,3607,369,33,416,3588,0,6,3938,366,47,3,0,228,184,1,413,13,13,51,63,57,68,70,41,35,5,0,"0 to 91","47",238,77,59,39,139,227,47,94,2,70,1,0,12,416,187,228,413,3,0,9504,63,9999,9567,416,19,319,0,338,5.62,10337,435,3907,4348,"4.3",4.2,10.8,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","decreased by","increased by","4.5","2.4","9.6","0.4","%","%","%","%",11,0,12,96,71,24,18,2.9,405,11,11,1,31,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,64383,1481,1910,6791,10792,9409,9763,10111,7766,4149,1922,289,"0 to 119",46,36339,27652,392,63945,438,0,1106,59383,4027,328,14677,49562,22,122,63801,14264,319,91,3,7655,6809,119,14583,308,541,2850,3647,2258,1977,1441,770,440,269,176,"0 to 104","34",4386,1879,1666,6652,2895,4120,7568,1165,12,688,9,4,158,14677,6854,7704,14583,94,0,128110,344,143226,128454,14677,342,11939,1,12282,2.78,155508,15019,61501,76665,"5.6",9.7,23.3,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","20.3","11","","11.3","%","%","","%",512,92,162,1177,697,9,5,1.1,14336,150,341,8,1138,67,8,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,951,15,13,77,143,134,156,167,159,65,21,1,"0 to 119",51,451,485,15,939,12,0,7,765,202,8,199,752,0,0,939,176,20,1,2,28,168,0,196,2,0,21,57,50,35,18,13,3,0,0,"1 to 83","38",115,67,9,5,16,155,25,7,0,5,0,0,0,199,169,30,196,3,0,2424,9,2636,2433,199,1,43,0,44,2.27,2680,200,795,995,"5.1",7.5,21,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","decreased by","increased by","100","150","67.3","28.8","%","%","%","%",1,0,0,7,5,4,3,0,199,0,0,0,2,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6353,78,119,519,638,619,781,991,1131,831,628,18,"0 to 119",59,3846,2470,37,6281,72,0,235,5223,1041,73,953,5375,0,25,6258,927,14,10,2,482,450,9,941,14,52,181,166,133,132,87,79,66,42,1,"0 to 99","39",387,60,92,402,193,304,444,117,6,63,3,0,17,953,458,486,941,12,0,15278,58,16292,15336,953,42,1500,0,1542,2.72,17834,995,6875,7895,"5.2",5.6,15.7,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","26.3","41.4","10.1","36.1","%","%","%","%",45,4,17,123,66,13,7,1.8,932,17,21,0,94,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3178,33,46,279,544,539,546,487,320,235,143,6,"0 to 105",47,1444,1645,89,3155,23,0,18,2638,395,35,411,2765,1,1,3153,363,39,8,1,115,287,0,402,6,10,49,91,89,75,56,24,8,3,0,"0 to 93","40",188,148,21,45,31,251,120,53,2,32,0,0,2,411,291,120,402,9,0,5291,14,5726,5305,411,18,96,0,114,15.79,5840,429,2861,3292,"6.8",7.3,13.5,"2020-06-28","2020-07-04","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","33.3","","35.7","16","%","","%","%",3,0,2,55,32,14,8,0.5,406,2,5,0,25,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,608,14,13,34,52,84,83,120,121,67,19,1,"0 to 101",56,363,241,4,603,5,0,8,492,105,7,65,543,0,0,603,38,25,2,0,37,26,0,63,2,1,10,8,10,6,9,7,6,6,0,"0 to 95","52",29,26,7,1,9,51,3,11,2,10,0,0,4,65,28,37,63,2,0,1300,3,1369,1303,65,0,60,0,60,0,1429,65,603,668,"4.7",4.5,10.7,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","1","3","16.7","8.9"," case"," cases","%","%",0,4,4,13,10,20,16,6.2,58,4,7,0,7,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,371,7,1,46,47,42,37,40,50,56,44,1,"0 to 119",56,236,128,7,371,0,0,12,332,23,1,40,331,0,0,371,33,7,0,0,21,19,0,40,2,1,6,10,4,5,4,5,1,2,0,"3 to 98","36",23,8,2,7,7,25,8,7,0,3,0,0,0,40,19,21,40,0,0,563,0,604,563,40,0,13,0,13,0,617,40,344,384,"4.4",6.5,10.8,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","100","40","54.5","41","%","%","%","%",0,0,0,7,3,18,8,0,36,0,4,0,4,0,0,0
