"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,26858,12692,14115,3,48,26414,12127,448,101,16,6400,6130,45,12575,336,653,2131,2029,2099,2004,1579,916,611,328,6,"0 to 104","40",6340,779,1471,3985,4974,3580,4021,1464,25,908,15,7,216,12692,6198,6449,12575,117,0,66375,279,79439,66654,12692,1183,15330,1,16514,7.16,95953,13875,29445,43372,"11.9",14.5,51.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","6.7","30.8","17.8","2.7","%","%","%","%",36,85,223,1489,923,12,8,1.8,12681,223,11,0,1388,114,26,0,"85",0,14,"706",11870,"822",175,11,164,6.3,"1387","5809","7196","19.3",21,348,369,"5.69"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,6888,3790,3092,0,6,6856,3408,369,10,3,1246,2529,2,3777,66,142,422,668,709,640,562,353,162,65,1,"0 to 102","43",2295,1138,160,184,237,3306,234,106,1,207,2,0,54,3790,2537,1251,3777,13,0,13650,13,17509,13663,3790,46,412,0,458,10.04,17967,3836,3504,7346,"10.6",21.4,55.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","35.7","6.5","32.7","45.4","%","%","%","%",21,11,54,107,209,3,6,1.4,3787,54,3,0,268,3,3,9,"1595",0,4,"257",3540,"250",29,3,26,10.3,"268","1760","2028","13.2",12,62,74,"16.22"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,306887,169467,136790,89,541,304206,166512,1844,1090,20,85635,81703,1018,168356,2700,6289,22434,30836,28058,30321,23713,13173,7431,4040,471,"0 to 108","42",68476,14925,21488,63467,79806,22684,65866,15264,95,7753,41,21,3228,169466,82302,86087,168355,1110,1,739769,962,912211,740731,169466,15052,97888,4,112944,13.33,1025155,184518,234678,419831,"15.5",18,60.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","increased by","17.3","29","12.6","8.9","%","%","%","%",725,744,3249,15359,7794,10,5,1.9,169426,3252,40,-3,12439,1067,160,35,"1976",2,173,"5747",167837,"1629",854,40,814,4.7,"12345","53715","66060","18.7",260,2410,2670,"9.74"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3884,1565,2312,1,6,3864,1429,133,3,0,641,917,4,1562,44,132,220,299,292,233,186,98,45,16,0,"0 to 97","37",945,164,124,329,716,468,378,236,1,120,1,0,25,1565,918,643,1562,3,0,9620,10,11201,9630,1565,131,895,0,1026,12.77,12227,1696,3207,4910,"13.5",13.9,43.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","40","70.6","18.8","32.5","%","%","%","%",8,0,25,237,121,16,8,1.6,1563,25,2,0,226,14,3,0,"246",0,2,"63",1558,"7",15,2,13,13.3,"226","1277","1503","15.0",-1,54,53,"0"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1701,832,869,0,0,1700,758,73,1,0,300,531,0,831,7,37,85,135,176,130,123,88,42,9,0,"0 to 91","43",601,187,24,19,51,742,38,77,0,51,0,0,7,832,531,301,831,1,0,4461,0,5305,4461,832,4,52,0,56,7.14,5361,836,921,1757,"10.7",15.6,49.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","66.7","50","71.9","73","%","%","%","%",0,0,7,77,51,10,7,0.8,832,7,0,0,62,2,1,3,"345",0,1,"30",817,"15",2,0,2,0,"62","488","550","11.3",0,22,22,"0"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,77819,30264,47297,15,243,76698,27903,2024,314,23,15908,13692,327,29927,470,1332,4867,6548,4781,4480,3728,2232,1142,647,37,"0 to 118","38",8566,9786,3588,7987,2482,17039,10406,2078,42,1092,21,15,379,30264,13867,16061,29927,337,0,243493,547,274560,244040,30264,1538,13555,2,15095,10.19,289655,31802,60852,92914,"10.1",11,40.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","8.9","22","9.2","1.8","%","%","%","%",379,129,394,2120,1113,8,4,1.3,30207,393,57,1,2489,119,22,0,"175",1,28,"1954",29276,"988",601,57,544,9.5,"2473","22183","24656","10.0",106,1738,1844,"5.75"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,28425,12249,16170,1,5,24781,11050,92,1107,0,5661,5386,95,11142,162,449,2091,2329,1841,1609,1604,1095,686,357,26,"0 to 105","39",4429,2501,1251,2961,388,7369,3385,1304,18,814,14,15,228,12249,5866,6288,11142,1107,0,77477,2626,92410,80103,12249,238,2124,0,2362,10.08,94772,12487,18294,30787,"9.9",13.2,43.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","33.3","14.8","19.9","8.3","%","%","%","%",79,95,243,1322,828,11,7,2,12243,243,6,0,921,70,25,3,"889",0,14,"1117",12181,"68",91,6,85,6.6,"872","7171","8043","10.8",18,181,199,"9.05"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5861,1729,4120,0,12,5806,1565,150,14,0,940,771,4,1715,27,98,217,215,210,252,274,244,145,46,1,"0 to 96","49",1008,239,327,141,239,1300,176,219,5,141,3,1,23,1729,777,948,1715,14,0,18715,29,20490,18744,1729,72,1673,0,1745,4.13,22235,1801,5793,7606,"7.1",8.1,30.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","54.5","31.7","18.3","4.8","%","%","%","%",8,1,24,224,144,13,9,1.4,1726,24,3,0,170,14,2,0,"10",0,0,"139",1594,"135",57,3,54,5.3,"168","1137","1305","12.9",6,66,72,"8.33"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,1353,613,736,0,4,1342,598,11,4,0,152,457,0,609,5,28,66,152,115,95,95,36,19,2,0,"0 to 85","39",363,226,10,10,45,501,63,19,0,8,0,0,3,613,458,155,609,4,0,4333,3,4960,4336,613,8,559,0,567,1.41,5527,621,1295,1920,"16.4",11.2,45.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","did not change","did not change","increased by","2","","","1.7"," cases","","","%",0,0,3,19,8,4,2,0.5,614,3,-1,0,48,0,0,0,"347",0,0,"4",602,"11",1,-1,2,-100,"47","519","566","8.3",6,18,24,"25"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,5542,2797,2740,1,4,5516,2731,58,8,0,1333,1443,13,2789,64,168,382,458,526,495,373,199,82,33,17,"0 to 98","40",810,1143,499,337,515,1791,483,408,0,212,0,0,46,2797,1444,1340,2788,8,1,13954,16,16807,13970,2797,28,220,0,248,11.29,17055,2825,2960,5790,"12.6",16.6,51,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","37.5","26.7","10.2","40.4","%","%","%","%",1,7,46,408,212,15,8,1.6,2797,46,0,0,317,19,2,0,"315",0,2,"87",2736,"61",2,0,2,0,"317","1794","2111","15.0",18,112,130,"13.85"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1295,511,782,1,1,1293,466,45,0,0,269,241,1,511,10,25,74,93,60,71,63,36,36,43,0,"0 to 106","43",421,31,29,30,79,399,33,71,0,38,0,0,12,511,241,269,511,0,0,4162,0,4682,4162,511,6,100,0,106,5.66,4788,517,882,1401,"8",10.8,39.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","100","33.3","33.3","3.8","%","%","%","%",0,8,12,71,38,14,8,2.3,511,12,0,0,52,7,1,0,"53",0,0,"73",504,"7",7,0,7,0,"52","539","591","8.8",1,20,21,"4.76"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,763,540,223,0,0,763,534,6,0,0,172,368,0,540,7,22,61,131,135,85,58,19,19,3,0,"0 to 89","38",393,91,32,24,216,296,28,63,0,46,0,0,4,540,368,172,540,0,0,956,0,1497,956,540,3,24,0,27,11.11,1524,543,247,790,"5.9",35.6,71.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","50","166.7","29.2","6","%","%","%","%",0,0,4,63,46,12,9,0.7,540,4,0,0,42,1,0,0,"279",0,0,"5",538,"2",1,0,1,0,"42","116","158","26.6",7,22,29,"24.14"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,1698,875,819,0,4,1631,861,4,10,0,344,521,0,865,20,46,80,143,126,157,175,90,27,11,0,"0 to 94","46",564,266,16,19,42,775,48,125,3,53,2,0,14,875,528,347,865,10,0,4864,55,5800,4919,875,3,99,0,102,2.94,5902,878,918,1800,"11.2",14.9,51.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","1","100","28.6","10.8"," case","%","%","%",2,1,14,128,55,15,7,1.6,875,14,0,0,82,2,0,0,"287",0,0,"14",854,"21",0,0,0,NA,"82","524","606","13.5",0,1,1,"0"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2522,850,1671,0,1,2512,714,130,4,2,286,558,0,844,28,52,106,169,148,143,118,55,21,10,0,"0 to 91","40",366,414,55,9,112,604,128,96,1,31,0,0,8,850,561,289,844,6,0,4668,3,5523,4671,850,6,64,0,70,8.57,5593,856,1735,2592,"18.2",15.3,33.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","NO","did not change","increased by","decreased by","decreased by","","16.7","66.2","42.5","","%","%","%",0,0,8,97,31,12,4,0.9,849,8,1,0,107,9,0,0,"361",0,0,"27",832,"18",3,1,2,33.3,"106","511","617","17.2",0,10,10,"0"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,2595,1361,1230,1,3,2582,986,368,6,1,640,709,5,1354,34,115,256,268,204,220,136,80,39,9,0,"0 to 93","35",969,119,186,80,819,442,93,174,3,125,4,1,11,1361,714,642,1354,7,0,6560,2,7932,6562,1361,18,107,0,125,14.4,8057,1379,1337,2720,"10",17.1,53.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","increased by","33.3","15.4","17.6","9.7","%","%","%","%",3,2,12,177,129,14,10,0.9,1358,12,3,0,208,12,0,0,"144",0,1,"62",1353,"8",9,3,6,33.3,"208","933","1141","18.2",6,29,35,"17.14"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,4121,2069,2051,1,0,4116,2013,54,2,0,949,1116,2,2067,64,142,333,400,369,308,226,129,63,35,0,"0 to 101","37",1631,242,92,102,1387,597,83,341,0,190,0,0,42,2069,1117,950,2067,2,0,8111,2,10200,8113,2069,40,190,0,230,17.39,10430,2109,2241,4351,"10.8",20.2,51.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","50","73.3","14.8","38.7","%","%","%","%",0,19,42,341,190,17,10,2,2069,42,0,0,270,17,2,0,"69",0,0,"97",2061,"8",6,0,6,0,"270","1210","1480","18.2",5,81,86,"5.81"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,7542,3127,4410,0,5,7504,2648,460,17,2,1745,1363,0,3108,36,106,390,445,421,476,430,339,263,199,22,"0 to 101","48",2370,292,424,22,563,2506,39,546,2,397,3,1,119,3127,1368,1758,3108,19,0,24732,14,27892,24746,3127,122,1841,0,1963,6.21,29855,3249,6251,9505,"5.2",10.9,43.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","increased by","decreased by","decreased by","14.3","30","27.3","7","%","%","%","%",55,47,120,548,400,18,13,3.8,3126,121,1,-1,201,12,2,0,"40",0,6,"540",3051,"76",46,1,45,2.2,"201","1962","2163","9.3",9,195,204,"4.41"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,6118,2160,3947,0,11,6034,1954,195,11,0,1161,987,1,2149,36,96,241,352,279,319,327,223,189,98,0,"0 to 99","48",1273,323,336,217,598,1243,308,437,6,231,4,0,86,2160,995,1164,2149,11,0,19036,62,21268,19098,2160,71,657,0,728,9.75,21996,2231,4604,6846,"6.7",10.1,36.5,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","did not change","increased by","27.3","23.9","","47.3","%","%","","%",8,22,86,443,235,21,11,4,2156,86,4,0,170,16,2,3,"63",0,5,"357",2150,"10",54,4,50,7.4,"170","1601","1771","9.6",6,121,127,"4.72"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,92822,41947,50459,21,395,91858,41051,684,207,5,22140,19237,358,41735,899,1950,7544,8393,6603,6293,4735,2628,1507,868,527,"0 to 107","37",14926,5380,6011,15418,10600,13347,17788,3390,27,1843,19,5,628,41947,19332,22251,41735,212,0,275363,345,318188,275708,41947,2354,24816,0,27170,8.66,345358,44301,75275,119992,"8.7",12.8,47.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","12","13.8","19.8","4.6","%","%","%","%",383,281,633,3417,1862,9,5,1.5,41826,633,121,0,3891,239,31,0,"78",1,24,"2516",41200,"747",837,121,716,14.5,"3882","25910","29792","13.0",104,1610,1714,"6.07"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1655,753,900,0,2,1630,627,112,11,3,329,410,0,739,15,31,98,137,128,126,90,74,35,19,0,"0 to 101","41",542,86,51,60,32,603,104,52,0,28,0,0,7,753,414,339,739,14,0,4549,9,5321,4558,753,11,119,0,130,8.46,5451,764,1019,1785,"9.2",14,46.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","decreased by","1","","4.2","0.4"," case","","%","%",6,2,7,52,28,7,4,0.9,753,7,0,0,75,3,0,1,"189",0,2,"57",719,"34",-1,0,-1,0,"75","358","433","17.3",3,8,11,"27.27"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,9365,3226,6083,0,56,9230,3183,18,22,2,1747,1441,13,3201,58,171,492,476,419,447,417,312,238,195,0,"0 to 105","44",1692,385,348,776,676,1597,928,525,8,293,4,0,116,3225,1456,1756,3201,24,0,32666,55,35965,32721,3225,158,2695,0,2853,5.54,38818,3383,8778,12218,"8.1",8.7,36.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","44.4","15.4","34","81.1","%","%","%","%",52,53,116,533,297,17,10,3.6,3219,116,6,0,330,20,2,0,"7",0,6,"444",3211,"14",111,6,105,5.4,"330","3110","3440","9.6",8,281,289,"2.77"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,5715,2811,2876,0,28,5642,2714,66,30,1,962,1812,6,2780,31,88,323,557,521,466,374,212,146,92,1,"0 to 100","42",1241,546,130,863,112,1323,1345,203,3,146,1,0,77,2811,1830,975,2780,31,0,13931,15,16769,13946,2811,61,318,0,379,16.09,17148,2872,3194,6094,"12.6",16.7,50.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","22.2","18.2","21","15.6","%","%","%","%",13,57,77,206,147,8,6,2.7,2810,77,1,0,190,9,0,7,"1074",0,1,"397",2742,"69",2,1,1,50,"190","1079","1269","15.0",16,29,45,"35.56"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,1206,562,642,1,1,1191,486,65,11,0,170,381,0,551,6,14,56,100,87,104,105,59,21,10,0,"0 to 95","46",216,291,36,8,25,488,38,57,2,34,0,0,9,562,388,174,551,11,0,3275,2,3854,3277,562,8,117,0,125,6.4,3979,570,759,1331,"9.4",14.3,47.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","50","28.6","25.7","","%","%","%",7,4,9,59,34,11,7,1.6,557,9,5,0,35,1,2,0,"276",0,1,"43",555,"7",8,5,3,62.5,"35","342","377","9.3",1,14,15,"6.67"
