"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1554,712,841,0,1,1552,672,39,1,0,243,468,0,711,5,26,67,119,156,117,104,75,35,8,0,"0 to 91","43",494,163,21,33,44,618,49,61,0,42,0,0,4,712,468,244,711,1,0,4017,0,4741,4017,712,3,46,0,49,6.12,4790,715,887,1603,"9.8",14.9,46,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","100","22.2","20.6","30.8","%","%","%","%",0,0,4,61,42,9,6,0.6,702,4,10,0,46,0,0,0,"306",0,0,"24",703,"9"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,73569,26391,46940,12,226,72525,24235,1879,255,22,13829,12027,258,26114,381,1108,4164,5855,4295,3902,3221,1936,935,536,58,"0 to 103","38",6910,8875,2755,7574,2167,13989,9958,1734,35,934,18,8,254,26391,12174,13955,26114,277,0,209356,549,236513,209905,26391,1336,12709,2,14047,9.51,250560,27727,59649,87616,"9.5",11.1,37.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","5.2","51.5","12.2","7.3","%","%","%","%",475,104,262,1769,952,7,4,1,26284,262,107,0,2084,79,16,0,"144",0,19,"1421",25998,"393"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,27329,11151,16173,1,4,23778,10058,92,1001,0,5134,4922,94,10150,143,408,1873,2141,1688,1475,1449,993,626,331,24,"0 to 105","39",3942,2385,975,2848,354,6549,3247,1213,13,744,10,12,186,11151,5356,5701,10150,1001,0,68516,2646,82371,71162,11151,179,1923,0,2102,8.52,84473,11330,18096,29431,"9.4",13.4,41.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","93.8","27.4","34.2","33.5","%","%","%","%",177,85,198,1226,754,11,7,1.8,11121,198,30,0,829,62,20,1,"865",0,17,"1035",11136,"15"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5316,1310,3997,0,9,5264,1153,144,13,0,717,576,4,1297,22,66,178,180,168,208,204,165,89,29,1,"0 to 94","47",726,203,277,91,205,974,118,177,5,108,3,1,15,1310,582,724,1297,13,0,15979,30,17334,16009,1310,60,1538,0,1598,3.75,18932,1370,5535,6914,"6.5",7.2,25.8,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","60","35.9","20.5","14.3","%","%","%","%",10,1,16,182,111,14,9,1.2,1302,16,8,0,122,11,1,0,"9",0,0,"94",1273,"37"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,1187,542,642,0,3,1177,528,10,4,0,118,420,0,538,5,19,51,142,111,78,85,33,16,2,0,"0 to 85","39",307,215,8,8,45,435,58,17,0,7,0,0,3,542,421,121,538,4,0,4035,3,4585,4038,542,8,549,0,557,1.44,5142,550,1191,1744,"14.9",10.7,46.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","100","100","13.5","13.3","%","%","%","%",0,0,3,17,7,4,2,0.6,537,3,5,0,32,0,0,0,"335",0,0,"4",539,"3"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,4967,2317,2644,1,5,4940,2258,51,8,0,1136,1153,20,2309,52,143,324,393,440,400,291,156,69,32,17,"0 to 105","40",680,898,388,343,434,1364,511,331,0,175,0,0,31,2317,1154,1143,2308,8,1,12512,16,14886,12528,2317,23,198,0,221,10.41,15107,2340,2842,5188,"11.3",15.5,47.1,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","YES","NO","decreased by","decreased by","decreased by","increased by","50","50","0.7","5.5","%","%","%","%",3,7,31,331,175,15,8,1.3,2290,31,27,0,264,16,1,0,"309",0,2,"79",2264,"53"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1234,460,773,0,1,1233,422,38,0,0,246,213,1,460,10,25,67,77,54,60,57,33,35,42,0,"0 to 106","44",379,30,21,30,67,356,37,62,0,31,0,0,10,460,213,246,460,0,0,3691,0,4159,3691,460,6,86,0,92,6.52,4251,466,859,1326,"7.5",11,37.8,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","NO","did not change","did not change","decreased by","decreased by","","","46.2","25.4","","","%","%",2,6,10,62,31,14,7,2.2,457,10,3,0,49,5,0,0,"46",0,1,"72",456,"4"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,645,454,191,0,0,645,452,2,0,0,133,321,0,454,6,17,49,105,124,76,51,11,12,3,0,"0 to 89","38",332,79,25,18,192,237,25,53,0,37,0,0,3,454,321,133,454,0,0,805,0,1260,805,454,2,23,0,25,8,1285,456,214,670,"5",35.5,70.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","2","33.3","60","31.7"," cases","%","%","%",0,0,3,53,37,12,9,0.7,453,3,1,0,29,1,0,0,"272",0,0,"5",453,"1"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,1624,824,798,0,2,1559,810,4,10,0,313,501,0,814,17,45,78,132,121,145,169,83,24,10,0,"0 to 94","46",519,259,16,20,41,724,49,116,3,47,2,0,11,824,508,316,814,10,0,4571,55,5455,4626,824,3,94,0,97,3.09,5552,827,892,1721,"10.7",14.9,50.9,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","did not change","decreased by","decreased by","100","","48.1","30.8","%","","%","%",2,1,11,119,49,15,6,1.3,819,11,5,0,78,2,0,0,"279",0,3,"12",808,"16"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2363,697,1665,0,1,2354,576,116,4,1,258,434,0,692,26,49,99,148,116,107,87,41,16,8,0,"0 to 90","37",310,323,51,8,101,434,157,85,1,27,0,0,6,697,437,260,692,5,0,4554,3,5256,4557,697,4,59,0,63,6.35,5319,701,1724,2426,"17",13.2,29.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","600","16.7","30.6","13.1","%","%","%","%",0,0,6,86,27,13,4,0.9,695,6,2,0,101,9,0,0,"260",0,2,"25",688,"9"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,2223,1092,1126,1,4,2209,786,299,6,1,507,573,5,1085,26,99,190,212,166,174,115,71,31,8,0,"0 to 93","35",780,95,142,68,672,337,76,146,3,112,4,1,9,1092,578,509,1085,7,0,5889,2,6992,5891,1092,16,91,0,107,14.95,7099,1108,1217,2330,"8.6",15.6,49.8,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","100","30.8","27.7","20.9","%","%","%","%",3,2,10,149,116,14,11,0.9,1091,10,1,0,171,9,0,0,"99",0,1,"48",1092,"0"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3980,1969,2010,1,0,3975,1915,52,2,0,903,1062,2,1967,62,132,319,389,350,298,209,119,58,33,0,"0 to 101","37",1556,228,82,101,1331,552,84,316,0,173,0,0,39,1969,1063,904,1967,2,0,7274,2,9265,7276,1969,32,174,0,206,15.53,9471,2001,2184,4186,"10.4",21.1,50.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","did not change","decreased by","decreased by","33.3","","35.7","8.4","%","","%","%",0,19,39,316,173,17,9,2,1960,39,9,0,254,13,1,0,"65",0,0,"90",1964,"5"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,6701,2601,4095,0,5,6665,2209,375,15,2,1443,1141,0,2584,30,81,323,383,347,392,366,274,201,149,55,"0 to 101","48",1912,261,350,61,461,2050,73,473,2,338,2,1,83,2601,1146,1454,2584,17,0,20348,14,22986,20362,2601,92,1693,0,1785,5.15,24771,2693,5788,8486,"4.6",10.9,40.2,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","34.2","31.5","17.5","21.6","%","%","%","%",94,30,84,475,340,19,14,3.2,2560,84,41,0,157,11,1,0,"22",0,14,"424",2554,"47"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,5637,1821,3805,0,11,5557,1625,189,7,0,968,845,1,1814,34,79,197,300,243,276,275,186,154,77,0,"0 to 99","47",1069,270,281,194,508,1033,273,376,2,196,1,0,67,1821,850,970,1814,7,0,16553,62,18446,16615,1821,61,595,0,656,9.3,19102,1882,4400,6293,"6.2",9.9,33.4,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","61.5","32.7","29.1","1.7","%","%","%","%",23,16,67,378,197,21,11,3.7,1811,67,10,0,141,12,1,2,"56",0,14,"301",1821,"0"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,87048,37013,49773,22,240,86283,36236,614,158,5,19529,17006,315,36850,809,1717,6099,7675,5980,5633,4233,2323,1309,738,497,"0 to 104","37",12669,4822,5247,14112,9372,11087,16391,3056,22,1672,15,5,547,37013,17079,19615,36850,163,0,238920,350,276811,239270,37013,1895,23021,0,24916,7.61,301727,38908,72794,111964,"8.1",12.9,44.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","increased by","17.5","34.3","12.4","4.5","%","%","%","%",503,258,552,3078,1687,9,5,1.5,36784,550,229,2,3426,208,26,0,"63",1,27,"2193",36668,"345"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1478,622,853,0,3,1455,523,88,8,3,253,354,4,611,13,23,85,119,115,109,69,56,25,8,0,"0 to 96","40",447,82,43,39,29,496,86,44,0,23,0,0,5,622,358,260,611,11,0,4042,9,4681,4051,622,6,103,0,109,5.5,4790,628,956,1587,"8.2",13.1,42.5,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","100","75","28","47.1","%","%","%","%",5,2,5,44,23,8,4,0.8,619,5,3,0,59,2,0,1,"184",0,1,"36",598,"24"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,8643,2834,5755,0,54,8515,2797,18,17,2,1518,1276,21,2815,51,149,433,433,385,395,349,252,208,178,1,"0 to 101","44",1380,351,316,768,593,1282,940,445,7,250,3,0,98,2834,1289,1524,2815,19,0,27900,55,30803,27955,2834,127,2521,0,2648,4.8,33451,2961,8276,11291,"7.5",8.9,34.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","166.7","63","13.1","10.3","%","%","%","%",57,50,98,452,253,16,9,3.5,2827,98,7,0,291,15,2,0,"5",0,19,"390",2833,"1"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,5218,2335,2875,0,8,5176,2251,65,18,1,732,1579,5,2316,25,61,219,491,458,403,321,173,109,75,0,"0 to 100","43",998,432,114,772,93,1007,1216,167,2,114,0,0,66,2335,1588,742,2316,19,0,12737,16,15101,12753,2335,46,245,0,291,15.81,15392,2381,3120,5509,"11.4",15.5,45.6,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","45.5","27.3","49","11.7","%","%","%","%",18,50,66,169,114,8,5,2.8,2327,66,8,0,121,6,0,7,"1055",0,1,"327",2302,"33"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,1107,498,607,1,1,1095,438,52,8,0,133,357,0,490,6,11,48,91,79,92,96,51,16,8,0,"0 to 95","46",191,264,27,8,24,432,34,46,2,29,0,0,6,498,363,135,490,8,0,2869,2,3384,2871,498,7,107,0,114,6.14,3498,505,714,1221,"8.7",14.4,45.6,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","NO","YES","did not change","did not change","decreased by","decreased by","","","61.9","50.3","","","%","%",1,4,6,48,29,10,6,1.2,495,6,3,0,29,1,2,0,"273",0,1,"33",494,"4"
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,1520,1202,314,0,4,1516,1159,43,0,0,156,1046,0,1202,6,11,99,386,320,167,114,57,25,16,1,"1 to 98","37",806,341,37,18,146,971,85,35,0,14,0,0,7,1202,1046,156,1202,0,0,1335,0,2549,1335,1202,4,19,0,23,17.39,2572,1206,333,1543,"17.6",46.9,79.3,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","YES","YES","did not change","decreased by","decreased by","decreased by","","47.1","77.5","48.3","","%","%","%",18,3,7,35,14,3,2,0.6,1189,7,13,0,19,1,0,1,"744",0,3,"51",1186,"16"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,21798,6385,15231,3,179,21459,6273,74,38,0,3274,2954,119,6347,119,251,942,1105,986,991,841,584,364,170,32,"0 to 103","42",2198,818,1301,2030,1034,2837,2476,659,13,402,5,1,116,6385,2976,3287,6347,38,0,68668,124,75270,68792,6385,291,6333,0,6624,4.39,81894,6676,21564,28422,"8.5",8.2,30.6,"2020-08-23 05:00:00","2020-08-29 05:00:00","YES","NO","YES","YES","did not change","increased by","decreased by","decreased by","","10.5","19.9","6","","%","%","%",127,35,117,672,407,11,7,1.8,6345,117,40,0,527,23,4,0,"159",0,23,"426",6257,"128"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,42640,18634,23965,2,39,41430,17449,884,292,9,9608,8605,120,18333,337,659,2846,3345,2991,2954,2399,1540,916,600,47,"0 to 103","42",8143,1841,963,7386,4250,6296,7787,2419,23,1368,19,9,418,18634,8762,9747,18332,301,1,109816,917,129446,110733,18634,849,10366,1,11216,7.57,140662,19483,34331,53856,"7.5",13.9,45.7,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","increased by","10.1","19.1","3.6","25.3","%","%","%","%",343,211,427,2442,1387,14,8,2.3,18584,427,50,0,1441,122,18,0,"99",1,16,"1482",18343,"291"
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,18975,6294,12657,4,20,18600,6084,60,146,4,3270,2854,20,6144,113,266,2052,1181,803,692,625,311,136,97,18,"0 to 105","29",1884,2006,779,1475,438,3356,2350,474,16,180,10,7,33,6294,2928,3346,6143,150,1,66111,209,72740,66320,6294,162,2850,0,3012,5.38,75752,6456,15507,21987,"7.6",8.5,34,"2020-08-23 05:00:00","2020-08-29 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","increased by","114.3","20.7","7.2","25.1","%","%","%","%",188,10,40,490,190,8,4,0.6,6194,40,100,0,545,33,4,0,"170",0,4,"292",5779,"515"
