"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,18817,4171,14636,6,4,18501,3954,159,46,12,2265,1839,9,4113,65,172,1129,944,517,488,425,269,108,52,2,"0 to 103","31",1365,1226,517,1005,517,2431,1165,339,11,174,12,1,26,4171,1873,2288,4113,58,0,67260,258,71712,67518,4171,100,2049,0,2149,4.65,73861,4271,16685,20966,"8",5.8,22.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","11.8","7.7","7.8","4.8","%","%","%","%",72,11,27,350,186,9,5,0.6,4142,27,29,0,326,21,4,0,"43",0,3
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1891,932,936,0,23,1809,838,94,0,0,247,684,1,932,5,17,98,218,220,157,136,47,27,7,0,"1 to 97","39",396,112,39,385,13,475,444,56,0,29,0,0,4,932,684,247,932,0,0,4680,59,5686,4739,932,1,68,0,69,1.45,5755,933,1004,1960,"7.1",16.2,49.3,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","38.5","528.9","171.1","","%","%","%",1,3,4,56,29,7,4,0.4,907,4,25,0,36,3,0,0,"465",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7483,4447,3026,0,10,7385,4242,137,66,2,2113,2175,91,4379,54,83,699,867,754,767,602,364,175,59,23,"0 to 99","41",2309,437,538,1095,314,2607,1458,465,14,196,5,5,51,4447,2215,2140,4379,68,0,22409,38,26952,22447,4447,58,1190,0,1248,4.65,28200,4505,4216,8731,"4.8",16,60.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","36.4","57.5","5.9","25.5","%","%","%","%",46,6,56,479,201,11,5,1.3,4440,56,7,0,244,10,2,0,"359",0,30
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1963,508,1454,0,1,1960,401,107,0,0,189,319,0,508,9,15,59,72,81,88,98,42,31,13,0,"0 to 107","46",286,155,23,44,13,432,63,40,0,28,0,0,4,508,319,189,508,0,0,4020,2,4551,4022,508,7,88,0,95,7.37,4646,515,1542,2058,"7.6",11.1,26.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","11.1","112.2","79","%","%","%","%",3,2,4,40,28,8,6,0.8,494,4,14,0,33,0,0,0,"205",0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,24991,6099,18879,0,13,24951,5966,112,18,3,3223,2828,27,6078,62,154,1074,1052,888,893,869,524,331,245,7,"0 to 105","42",3166,709,524,1679,777,3384,1917,948,6,470,3,1,151,6099,2838,3234,6078,21,0,77982,17,84154,77999,6099,211,5304,1,5516,3.83,89670,6310,24183,30507,"5.3",7,25.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","32","3.5","21.7","3.1","%","%","%","%",234,74,152,954,473,16,8,2.5,6064,151,35,1,336,40,6,0,"6",0,35
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,155361,62898,92266,27,170,153396,58353,4019,493,33,32453,29711,208,62372,1345,3315,9163,12168,10919,10262,8369,4176,2062,1084,35,"0 to 104","39",23152,16235,6635,16350,21528,24890,15954,7313,88,3904,67,26,821,62898,30055,32633,62372,526,0,373387,1312,438355,374699,62898,3078,44733,10,47821,6.44,486176,65976,136999,203182,"10.6",13.6,42.5,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","44.1","33.6","48.2","25.5","%","%","%","%",690,225,847,7401,3971,12,7,1.3,62268,829,630,18,6346,430,58,0,"286",1,74
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1024,475,548,0,1,1023,459,16,0,0,195,279,1,475,2,14,50,90,87,64,61,45,35,27,0,"1 to 99","44",294,59,27,95,19,346,110,47,0,29,0,0,7,475,279,195,475,0,0,3566,0,4057,3566,475,4,32,0,36,11.11,4093,479,580,1060,"7.3",11.7,46.8,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","did not change","increased by","decreased by","500","","146","24.4","%","","%","%",13,6,7,47,29,10,7,1.5,475,7,0,0,23,0,0,0,"74",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7222,2257,4954,1,10,7188,2025,225,6,1,1161,1068,21,2250,23,46,244,259,240,326,409,325,223,161,1,"0 to 101","54",1652,130,137,331,175,1656,419,226,1,237,1,0,91,2257,1070,1165,2250,7,0,24068,16,26374,24084,2257,107,2612,0,2719,3.94,29093,2364,7566,9941,"5.6",8.1,32.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","100","37.8","39.2","42.9","%","%","%","%",180,53,91,227,238,11,11,4,2238,91,19,0,102,4,0,0,"54",0,2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5858,1548,4273,1,36,5810,933,611,3,1,806,732,6,1544,13,44,206,190,183,238,292,189,126,60,7,"0 to 100","51",1190,105,111,138,81,1268,195,119,0,148,0,0,36,1548,735,807,1544,4,0,16917,8,18484,16925,1548,39,1327,0,1366,2.86,19850,1587,5600,7224,"5",8,27.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","61.2","53.3","23.2","2.4","%","%","%","%",50,10,36,119,148,8,10,2.3,1539,36,9,0,121,3,1,0,"46",0,6
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11404,3298,8092,1,13,11364,3167,123,8,0,1804,1478,8,3290,32,107,533,495,526,572,457,294,184,98,0,"0 to 100","44",1643,558,273,816,306,2086,898,481,0,214,0,0,51,3298,1482,1808,3290,8,0,31566,18,34900,31584,3298,77,1813,0,1890,4.07,36790,3375,9905,13294,"6.4",9.2,29.6,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16","36.1","2.4","6.2","%","%","%","%",108,31,51,481,214,15,7,1.5,3282,51,16,0,234,20,2,0,"12",0,3
