"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19590,4981,14590,5,14,19264,4751,170,48,12,2697,2203,21,4921,87,208,1280,1083,633,590,519,348,148,78,7,"0 to 103","32",1694,1511,588,1128,577,2961,1383,494,14,264,16,1,31,4981,2237,2722,4921,60,0,75443,250,80706,75693,4981,140,2347,0,2487,5.63,83193,5121,16937,22077,"8.4",6.2,26.1,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","9.1","18.1","32.8","45.3","%","%","%","%",97,13,32,508,280,11,6,0.6,4950,32,31,0,408,33,7,0,"84",0,2,"200",4926,"55"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2092,1118,945,0,29,2005,998,120,0,0,291,827,0,1118,5,17,116,260,260,194,160,63,33,10,0,"1 to 97","40",480,145,45,448,14,579,525,72,0,44,0,0,4,1118,827,291,1118,0,0,5378,57,6578,5435,1118,4,72,0,76,5.26,6654,1122,1017,2168,"7.8",16.9,53.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","40","46.2","78.2","63.6","%","%","%","%",0,3,4,72,44,7,4,0.4,1117,4,1,0,39,3,0,0,"569",0,0,"32",1112,"6"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8222,5181,3025,1,15,8106,4963,138,78,2,2479,2567,55,5101,62,99,779,992,876,882,729,448,221,75,18,"0 to 99","42",2827,518,686,1070,370,3244,1487,606,16,273,6,5,71,5181,2615,2511,5101,80,0,24540,30,29808,24570,5181,84,1288,0,1372,6.12,31180,5265,4313,9594,"5.3",16.9,64,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","33.3","47","16.8","15.4","%","%","%","%",67,13,76,622,279,13,6,1.5,5144,76,37,0,279,15,4,1,"421",0,7,"274",4620,"561"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2143,660,1482,0,1,2140,507,153,0,0,269,389,2,660,12,26,79,97,106,116,114,57,38,15,0,"0 to 107","45",392,192,25,51,23,559,78,59,0,38,0,0,4,660,389,269,660,0,0,4542,2,5226,4544,660,9,97,0,106,8.49,5332,669,1579,2249,"8.3",12.5,31.2,"2020-08-16 05:00:00","2020-08-22 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","250","9.1","5.3","5.8","%","%","%","%",6,2,4,59,38,9,6,0.6,649,4,11,0,50,0,0,0,"227",0,0,"44",651,"9"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25850,6946,18891,0,13,25810,6796,129,18,3,3714,3178,33,6925,67,184,1154,1156,995,994,998,618,421,340,19,"0 to 105","43",3608,860,616,1841,855,3894,2176,1110,6,596,3,1,195,6946,3188,3725,6925,21,0,83632,16,90652,83648,6946,279,5807,1,6087,4.58,96739,7225,24698,31937,"5.5",7.5,27.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","increased by","14.8","5.6","9.2","0.1","%","%","%","%",271,115,196,1116,599,17,9,2.8,6912,196,34,0,392,44,6,0,"62",0,17,"933",6825,"121"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,163671,69383,94127,34,127,161731,63883,4944,521,35,35921,32766,140,68827,1489,3812,10032,13300,11956,11287,9267,4656,2306,1240,38,"0 to 104","39",28048,18493,8381,13905,25619,29782,13426,9268,94,5077,74,26,1132,69383,33131,36111,68827,556,0,414052,1235,485534,415287,69383,3918,48347,11,52276,7.49,537810,73301,142474,215947,"11.3",13.6,44.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16.2","31.3","35.8","23.5","%","%","%","%",610,313,1158,9362,5151,14,8,1.7,69136,1139,247,19,7166,541,75,0,"321",1,119,"2661",69177,"206"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1112,538,573,0,1,1111,521,17,0,0,223,314,1,538,4,14,55,106,99,73,70,52,38,27,0,"1 to 99","44",340,89,39,70,23,430,85,57,0,32,0,0,8,538,314,223,538,0,0,3793,0,4341,3793,538,4,36,0,40,10,4381,542,609,1152,"8",12.4,48.7,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","80","72.7","16.7","49.1","%","%","%","%",13,6,8,57,32,11,6,1.5,537,8,1,0,25,0,0,0,"167",0,0,"82",502,"36"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7511,2538,4960,1,12,7476,2303,229,5,1,1322,1199,11,2532,24,54,267,283,275,370,461,370,246,188,0,"0 to 101","54",1959,162,185,226,209,2003,320,287,1,301,1,0,107,2538,1201,1325,2532,6,0,26107,16,28694,26123,2538,138,2908,0,3046,4.53,31740,2676,7868,10557,"6",8.4,35.6,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","60","46.7","2.9","10.9","%","%","%","%",133,56,107,288,302,12,12,4.2,2519,107,19,0,116,5,1,0,"60",0,6,"370",2462,"76"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6376,1970,4368,1,37,6326,1175,790,4,1,1048,910,7,1965,17,69,258,237,229,303,368,251,155,74,9,"0 to 100","50",1556,113,145,151,105,1641,219,163,0,189,1,0,48,1970,914,1049,1965,5,0,18923,7,20910,18930,1970,61,1433,0,1494,4.08,22404,2031,5801,7870,"5.5",9.1,31.9,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","NO","YES","NO","decreased by","decreased by","decreased by","decreased by","5.6","40","22.9","37.1","%","%","%","%",37,15,48,163,190,9,10,2.4,1969,46,1,2,167,5,2,0,"55",0,8,"227",1963,"7"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11945,3690,8232,1,22,11891,3546,131,13,0,2005,1655,17,3677,38,139,584,532,593,641,499,332,218,113,1,"0 to 100","44",1968,626,330,753,365,2473,839,596,2,269,2,0,71,3690,1662,2011,3677,13,0,34181,18,37910,34199,3690,105,1975,0,2080,5.05,39990,3795,10207,14025,"6.8",9.5,31.8,"2020-08-16 05:00:00","2020-08-22 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","14.3","33.9","2.7","14.4","%","%","%","%",81,41,71,598,271,17,8,1.9,3672,70,18,1,289,25,2,0,"14",0,6,"444",3530,"160"
