"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,17904,3186,14708,6,4,17598,3037,101,36,12,1677,1456,5,3138,45,108,923,745,380,362,302,199,82,37,3,"0 to 103","30",1057,839,409,833,427,1782,929,250,10,129,11,1,20,3186,1483,1697,3138,48,0,59619,246,63071,59865,3186,81,1877,0,1958,4.14,65029,3267,16585,19862,"7.5",5,18.2,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","5.3","23.8","1","2.9","%","%","%","%",55,11,21,260,140,9,5,0.7,3144,21,42,0,211,14,3,0,"25",-4,6
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1208,310,885,0,13,1136,229,81,0,0,151,155,4,310,4,9,52,53,58,45,44,21,20,4,0,"1 to 97","41",203,56,28,23,9,266,35,43,0,25,0,0,4,310,155,151,310,0,0,3650,58,4019,3708,310,0,57,0,57,0,4076,310,942,1265,"4.6",7.6,25.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","did not change","decreased by","decreased by","increased by","","30","13.5","14.5","","%","%","%",1,3,4,43,25,14,9,1.3,300,4,10,0,23,3,0,0,"19",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,6039,3026,3006,0,7,5954,2831,136,57,2,1431,1526,10,2967,40,53,471,638,546,513,383,238,105,39,0,"0 to 98","40",1676,306,149,836,284,1652,1031,241,11,95,4,4,15,3026,1559,1457,2967,59,0,18106,25,21188,18131,3026,35,1066,0,1101,3.18,22289,3061,4072,7140,"3.9",13.7,50.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","7.1","33.6","24.3","191.9","%","%","%","%",62,0,19,252,99,9,4,0.6,2972,19,54,0,156,3,1,0,"33",-3,7
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1680,236,1443,0,1,1677,150,86,0,0,148,88,0,236,6,10,38,30,38,37,25,15,24,13,0,"0 to 107","44",155,68,11,2,6,227,3,35,0,24,0,0,3,236,88,148,236,0,0,3578,2,3819,3580,236,7,77,0,84,8.33,3903,243,1520,1764,"6.5",6.2,14.5,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","YES","increased by","did not change","decreased by","decreased by","50","","20.4","20","%","","%","%",3,2,3,35,24,15,11,1.3,233,3,3,0,23,0,0,0,"11",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,23955,5069,18879,1,6,23922,4946,103,17,3,2658,2363,28,5049,52,128,956,921,736,733,696,412,245,189,1,"0 to 105","41",2597,481,414,1557,674,2645,1730,694,6,350,3,0,65,5069,2372,2669,5049,20,0,70358,6,75493,70364,5069,144,4648,1,4793,3,80286,5213,23527,28748,"5",6.5,21.8,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","increased by","","7.9","11.7","1.7","","%","%","%",287,19,65,700,353,14,7,1.3,4966,64,103,1,284,34,5,0,"3",-14,15
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,141500,50784,90562,26,128,139612,47871,2425,453,35,26019,24024,253,50296,1066,2516,7407,10073,8908,8298,6683,3305,1660,843,25,"0 to 102","39",17360,13066,4229,15641,16333,18798,15165,5929,86,3072,66,25,607,50784,24334,26185,50296,488,0,317780,1235,370307,319015,50784,2191,39504,7,41702,5.25,412009,52975,130066,183202,"9.6",12.9,37.4,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","34.8","39.2","9.9","2","%","%","%","%",667,188,632,6015,3138,12,7,1.2,49350,630,1434,2,4887,329,47,0,"253",11,95
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,798,261,537,0,0,798,245,16,0,0,156,105,0,261,2,6,31,33,25,36,38,32,34,24,0,"1 to 99","54",200,18,18,25,14,214,33,37,0,25,0,0,7,261,105,156,261,0,0,1805,0,2071,1805,261,0,26,0,26,0,2097,261,563,824,"5.7",12.4,32.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","decreased by","","28.6","53.1","15.4","","%","%","%",13,6,7,37,25,15,10,2.7,254,7,7,0,14,0,0,0,"7",-1,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6678,1717,4955,1,5,6650,1506,205,5,1,895,791,25,1711,18,31,184,205,170,235,299,254,175,145,1,"0 to 101","55",1174,89,80,368,118,1165,428,190,1,213,1,0,84,1717,792,899,1711,6,0,19592,16,21336,19608,1717,83,2259,0,2342,3.54,23678,1800,7214,9020,"5.1",7.6,27,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","31.2","13.6","20.6","10.6","%","%","%","%",137,52,84,191,214,12,13,4.9,1683,82,34,2,75,4,0,3,"4",-7,2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5301,1102,4187,1,11,5281,656,444,2,0,558,541,1,1100,12,30,163,146,124,169,201,131,90,36,0,"0 to 100","50",845,75,69,111,59,872,169,75,0,99,0,0,20,1102,542,559,1100,2,0,14852,6,15971,14858,1102,33,1196,0,1229,2.69,17200,1135,5383,6530,"4.6",6.6,21.4,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","23.7","51","17.9","1.9","%","%","%","%",55,2,20,75,99,7,9,1.8,1083,20,19,0,89,2,0,0,"39",1,3
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10553,2577,7959,1,16,10509,2448,120,9,0,1412,1148,8,2568,23,91,413,406,403,428,352,240,141,80,0,"0 to 100","43",1225,427,202,714,242,1536,790,373,0,172,0,0,47,2577,1152,1417,2568,9,0,27778,18,30388,27796,2577,63,1593,0,1656,3.8,32044,2640,9552,12209,"5.9",8.2,25,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","6.7","23.5","18.9","18","%","%","%","%",113,27,47,373,172,15,7,1.8,2538,47,39,0,183,15,1,0,"10",1,4
