"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,20868,6241,14604,4,19,20510,5968,184,77,12,3399,2731,22,6152,110,262,1985,1192,734,666,602,407,182,91,10,"0 to 103","30",2393,1714,725,1320,731,3789,1632,705,15,361,16,1,40,6241,2774,3444,6152,89,0,83509,249,90029,83758,6241,140,2347,0,2487,5.63,92516,6381,16951,23355,"8.9",6.9,30.6,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","increased by","3.3","","61.3","78.6","%","","%","%",113,14,41,720,377,12,7,0.7,6029,41,212,0,494,48,8,0,"138",0,7,"290",6138,"103",698,212,486,30.4
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2330,1307,989,0,34,2237,1120,186,0,1,384,922,0,1306,6,27,146,286,291,222,176,96,47,10,0,"0 to 97","40",636,166,47,457,16,751,539,87,0,56,0,0,7,1307,922,385,1306,1,0,5953,57,7342,6010,1307,4,72,0,76,5.26,7418,1311,1061,2406,"8.7",17.7,56.3,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","20","85.7","205.7","120.3","%","%","%","%",0,3,7,87,56,7,5,0.5,1301,7,6,0,55,4,0,1,"576",0,1,"35",1287,"20",61,6,55,9.8
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8753,5659,3077,1,16,8629,5431,141,85,2,2759,2770,43,5572,66,124,863,1067,935,949,799,492,255,88,21,"0 to 99","42",3155,576,761,1080,425,3683,1464,692,17,324,6,5,91,5659,2822,2794,5572,87,0,26636,30,32392,26666,5659,84,1288,0,1372,6.12,33764,5743,4365,10125,"5.5",17,65.6,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","8.3","16.7","26","36.5","%","%","%","%",40,17,96,709,330,13,6,1.7,5622,95,37,1,321,16,5,1,"440",0,6,"349",5002,"657",172,37,135,21.5
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2486,911,1573,0,2,2481,676,234,1,0,430,480,0,910,14,47,123,138,135,152,153,78,51,20,0,"0 to 107","44",574,230,46,60,29,777,104,91,0,54,0,0,6,911,481,430,910,1,0,5365,2,6298,5367,911,9,97,0,106,8.49,6404,920,1670,2592,"9.6",14.4,37,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","53.8","7.4","42.7","21","%","%","%","%",7,2,6,91,54,10,6,0.7,903,6,8,0,92,4,0,0,"242",0,1,"56",896,"15",28,8,20,28.6
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26884,7926,18937,0,21,26833,7753,149,21,3,4278,3592,32,7902,79,243,1301,1270,1106,1112,1164,729,499,401,22,"0 to 105","44",4122,988,687,2105,925,4460,2517,1306,6,731,3,1,254,7926,3604,4290,7902,24,0,90654,16,98656,90670,7926,279,5807,1,6087,4.58,104743,8205,24744,32971,"5.7",7.8,30.5,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","14.6","15.6","49.8","32.8","%","%","%","%",173,137,255,1312,734,17,10,3.2,7861,254,65,1,491,52,6,0,"66",0,20,"1115",7609,"317",512,65,447,12.7
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,170976,74273,96564,28,111,168995,68364,5287,582,40,38448,35066,137,73651,1607,4098,10855,14159,12762,12020,9902,5007,2470,1340,53,"0 to 104","39",30617,19703,9834,13497,27970,32643,13038,10021,97,5579,76,26,1279,74273,35458,38677,73651,622,0,456417,1237,532802,457654,74273,3918,48347,11,52276,7.49,585078,78191,144911,223252,"11.7",13.4,45.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","2.7","28.7","30.2","0.5","%","%","%","%",397,353,1305,10118,5655,14,8,1.8,74084,1302,189,3,7705,563,80,0,"356",1,64,"3041",73696,"577",2196,189,2007,8.6
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1255,596,658,0,1,1253,575,20,1,0,255,339,1,595,5,24,64,112,104,83,76,57,43,28,0,"0 to 99","43",391,92,40,72,25,485,85,59,1,32,1,0,9,596,340,255,595,1,0,4191,0,4797,4191,596,4,36,0,40,10,4837,600,694,1295,"9",12.4,47.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","50","48.6","36","","%","%","%",13,6,9,60,33,11,6,1.5,593,9,3,0,42,0,0,0,"170",0,-1,"82",557,"39",10,3,7,30
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7825,2858,4960,1,6,7795,2609,242,6,1,1513,1327,11,2851,24,66,301,314,311,415,517,417,275,218,0,"0 to 101","54",2213,173,270,195,237,2317,297,361,1,358,1,0,123,2858,1329,1517,2851,7,0,28451,16,31362,28467,2858,138,2908,0,3046,4.53,34408,2996,7868,10871,"6.1",8.7,38.3,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","72.7","84","2.3","11.8","%","%","%","%",129,59,123,362,359,13,13,4.3,2849,123,9,0,136,10,2,0,"64",0,7,"460",2741,"117",151,9,142,6
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,7048,2443,4545,1,59,6973,1557,878,4,4,1328,1094,13,2435,24,87,310,285,265,365,413,319,230,129,16,"0 to 100","51",1926,137,198,174,122,2029,284,232,0,258,1,0,72,2443,1100,1330,2435,8,0,21321,7,23782,21328,2443,61,1433,0,1494,4.08,25276,2504,5978,8542,"6",9.9,35.5,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","55","90.1","33.5","%","%","%","%",145,20,72,232,259,10,11,2.9,2411,70,32,2,211,5,2,0,"56",0,8,"419",2427,"16",207,32,175,15.5
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,13000,4534,8447,1,18,12948,4380,139,15,0,2370,2110,39,4519,44,157,706,677,752,808,605,403,257,123,2,"0 to 100","43",2407,682,413,1017,420,2974,1125,715,2,325,3,0,86,4534,2120,2375,4519,15,0,39264,18,43842,39282,4534,105,1975,0,2080,5.05,45922,4639,10422,15080,"7.3",10.1,35.7,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","21.9","15.7","7.4","%","%","%","%",77,46,86,717,328,16,8,1.9,4411,85,123,1,332,34,2,0,"122",0,7,"476",4287,"247",481,123,358,25.6
