"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,23697,9897,13593,3,204,23054,9343,397,141,16,4910,4711,119,9740,265,516,1686,1636,1676,1568,1196,693,448,213,0,"0 to 104","39",4765,594,945,3436,3978,2331,3431,1110,22,689,12,6,129,9897,4772,4952,9740,157,0,49976,289,60226,50265,9897,590,12472,1,13063,4.52,73289,10487,26065,36760,"10.1",14.3,44.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","NO","decreased by","decreased by","decreased by","increased by","50","47.4","9.6","6.4","%","%","%","%",119,34,135,1132,701,12,8,1.4,9811,130,86,5,1103,74,24,0,"10",0,9
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,5740,2637,3099,0,4,5713,2402,225,8,2,688,1935,4,2627,50,76,244,506,530,463,390,231,107,39,1,"0 to 102","43",947,440,104,1136,110,1182,1335,36,1,107,2,0,13,2637,1942,691,2627,10,0,10269,13,12974,10282,2637,14,278,0,292,4.79,13266,2651,3377,6032,"8.7",20,46.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","34.8","9.7","47.4","26.4","%","%","%","%",57,1,13,37,109,2,5,0.5,2598,11,39,2,157,0,1,4,"1402",0,3
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,259419,124759,134359,91,210,257277,122414,1462,874,9,62622,60461,793,123876,1787,3921,15843,23618,21013,22463,17453,9814,5541,3126,180,"0 to 108","43",44078,11082,10844,57872,49463,14574,59839,11306,67,5777,36,16,1724,124759,60896,63005,123875,883,1,523672,992,651023,524664,124759,5460,66974,2,72436,7.54,723459,130219,201333,331855,"12.2",18,50.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","32.1","46.2","12.2","13","%","%","%","%",1534,NA,1740,11373,5813,10,5,1.4,123644,1710,1115,30,7961,710,92,20,"1445",2,299
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3519,1308,2202,2,7,3497,1172,133,3,0,537,765,3,1305,41,119,180,258,244,202,155,75,23,11,0,"0 to 97","36",812,132,73,288,651,337,317,189,1,97,1,0,16,1308,766,539,1305,3,0,7990,13,9319,8003,1308,58,402,0,460,12.61,9779,1366,2604,3979,"10.9",14,38.8,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","66.7","64.3","9.2","90.8","%","%","%","%",2,0,16,190,98,15,8,1.2,1297,15,11,1,204,10,3,0,"186",0,2
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1092,284,808,0,0,1092,246,38,0,0,169,114,1,284,0,18,35,46,41,33,43,38,24,6,0,"6 to 91","45",228,25,5,26,4,249,31,41,0,29,0,0,4,284,114,169,284,0,0,2215,0,2501,2215,284,1,35,0,36,2.78,2537,285,843,1128,"6.9",11.2,26.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","YES","NO","decreased by","decreased by","decreased by","increased by","66.7","93.8","14.3","3.7","%","%","%","%",0,0,4,41,29,15,11,1.4,277,4,7,0,29,0,0,0,"9",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,68421,22034,46216,13,158,67493,20235,1570,208,21,11428,10235,142,21805,305,896,3596,5137,3668,3230,2568,1499,720,407,8,"0 to 103","37",5338,7097,2194,7176,1769,10661,9375,1181,29,632,15,6,162,22034,10358,11532,21805,229,0,178407,550,201214,178957,22034,857,10177,2,11036,7.77,212250,22891,56393,79457,"8.6",10.8,33.5,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","4.4","43.4","40.6","17.1","%","%","%","%",617,NA,168,1210,647,6,3,0.8,21830,166,204,2,1703,52,10,0,"114",0,17
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,24589,8262,16309,1,17,21144,7299,90,873,0,4026,3240,123,7389,102,305,1550,1603,1183,1046,1065,694,454,254,6,"0 to 105","38",2878,1906,554,2051,259,4798,2332,799,9,466,8,7,101,8262,3607,4532,7389,873,0,55905,2633,66838,58538,8262,72,1420,0,1492,4.83,68330,8334,17729,26081,"8.4",12.2,33.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","35.2","36.9","19.3","2.2","%","%","%","%",232,43,108,808,474,10,6,1.3,8125,103,137,5,632,41,12,0,"64",0,17
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4842,961,3876,0,5,4797,834,117,10,0,526,420,5,951,14,41,134,141,116,153,150,129,63,19,1,"0 to 94","47",550,147,169,85,134,705,112,137,4,79,2,1,13,961,426,530,951,10,0,13283,30,14296,13313,961,45,1361,0,1406,3.2,15702,1006,5237,6248,"5.8",6.4,20.8,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","21.4","35.8","12.6","13","%","%","%","%",1,1,14,141,81,15,9,1.5,945,12,16,2,76,9,1,0,"9",0,3
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,739,189,548,0,2,732,181,6,2,0,64,123,0,187,0,5,17,47,30,28,36,16,8,2,0,"6 to 85","43",88,62,4,33,8,145,34,10,0,4,0,0,2,189,123,66,187,2,0,2601,3,2797,2604,189,7,540,0,547,1.28,3344,196,1088,1286,"11",5.9,26.5,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","1","2","66.7","59.2"," case"," cases","%","%",0,0,2,10,4,6,3,1.1,158,2,31,0,11,0,0,0,"83",0,1
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,4234,1600,2627,1,6,4206,1539,53,8,0,888,693,11,1592,40,106,221,269,290,272,191,125,58,26,2,"0 to 105","40",395,560,210,427,272,705,615,221,0,111,0,0,21,1600,693,896,1591,8,1,10329,16,11978,10345,1600,14,161,0,175,8,12153,1614,2788,4409,"9.6",13.3,38.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","20","16.7","6.2","18.3","%","%","%","%",3,7,21,221,111,14,7,1.3,1576,20,24,1,192,7,1,0,"120",0,8
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1073,334,735,0,4,1069,305,29,0,0,177,157,0,334,8,13,51,48,37,39,47,22,31,38,0,"0 to 106","47",261,20,22,31,47,234,53,23,0,19,0,0,3,334,157,177,334,0,0,3149,0,3489,3149,334,3,70,0,73,4.11,3562,337,805,1146,"6.5",9.5,31.4,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","decreased by","300","33.3","22.2","7.1","%","%","%","%",46,1,3,23,19,7,6,0.9,331,3,3,0,34,2,0,0,"40",0,2
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,571,392,179,0,0,571,390,2,0,0,103,289,0,392,6,9,43,96,114,64,44,10,4,2,0,"0 to 89","38",285,75,18,14,166,204,22,40,0,26,0,0,3,392,289,103,392,0,0,698,0,1092,698,392,2,20,0,22,9.09,1114,394,199,593,"4.4",35.4,69,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","1","300","90","67.6"," case","%","%","%",0,0,3,40,26,11,7,0.8,392,3,0,0,20,1,0,0,"261",0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,1114,415,699,0,0,1052,403,3,9,0,203,203,0,406,8,24,47,54,58,79,79,46,13,7,0,"1 to 94","47",227,154,8,17,20,360,26,76,2,28,2,0,2,415,210,205,406,9,0,3103,55,3578,3158,415,0,80,0,80,0,3658,415,779,1194,"7.4",11.3,37.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","25","35.7","34.7","4.8","%","%","%","%",1,0,2,78,30,19,8,0.5,390,2,25,0,41,0,0,0,"65",0,2
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2266,592,1673,0,1,2257,508,79,4,1,219,368,0,587,23,38,89,134,97,93,69,32,12,5,0,"0 to 90","36",252,287,39,9,90,343,154,81,1,21,0,0,3,592,371,221,587,5,0,3360,3,3957,3363,592,1,49,0,50,2,4007,593,1722,2316,"16.2",14.8,26.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","87.5","66.7","40.4","36.8","%","%","%","%",0,0,3,82,21,14,4,0.5,586,3,6,0,84,9,0,0,"233",0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1882,857,1024,1,0,1872,586,264,6,1,434,411,5,850,25,83,167,175,119,117,80,58,25,8,0,"0 to 93","33",633,81,107,29,579,243,28,130,3,73,3,1,7,857,416,436,850,7,0,3605,2,4469,3607,857,10,67,0,77,12.99,4546,867,1091,1959,"7.2",19.1,46.1,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","YES","YES","NO","decreased by","decreased by","decreased by","decreased by","20","29.4","7.6","23.6","%","%","%","%",3,2,8,133,76,16,9,0.9,857,8,0,0,147,9,0,0,"5",0,1
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3649,1691,1956,0,2,3645,1642,49,0,0,751,936,4,1691,56,108,277,348,302,252,172,96,51,29,0,"0 to 101","36",1346,191,60,94,1154,458,79,266,0,145,0,0,37,1691,936,751,1691,0,0,6363,2,8072,6365,1691,19,150,0,169,11.24,8241,1710,2106,3818,"9.5",20.7,46.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","NO","decreased by","decreased by","decreased by","decreased by","28.6","35.7","11.4","12.1","%","%","%","%",17,7,37,266,145,16,9,2.2,1667,37,24,0,213,9,1,0,"64",0,3
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,5721,1802,3916,1,2,5690,1512,276,12,2,972,811,5,1788,24,61,263,292,246,271,244,191,129,76,5,"0 to 100","45",1185,190,212,201,293,1137,358,352,2,228,2,1,37,1802,815,982,1788,14,0,16184,14,18015,16198,1802,46,1401,0,1447,3.18,19462,1848,5317,7168,"3.9",9.5,32.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","NO","decreased by","decreased by","increased by","increased by","23.6","30.3","4.3","2.2","%","%","%","%",46,12,38,354,230,20,13,2.1,1766,34,36,4,124,11,1,0,"17",0,14
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,5022,1296,3718,0,8,4948,1175,118,3,0,683,606,4,1293,24,46,144,208,179,193,203,133,110,56,0,"0 to 98","48",734,209,187,163,353,714,226,277,2,147,1,0,30,1296,609,683,1293,3,0,13965,63,15338,14028,1296,27,494,0,521,5.18,15859,1323,4212,5543,"5.4",8.3,26.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","14.3","27.8","24.2","9","%","%","%","%",78,2,30,279,148,22,12,2.3,1277,29,19,1,88,7,0,0,"41",0,6
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,80556,30798,49553,22,183,79881,30136,532,125,5,16232,14204,232,30668,656,1386,5238,6590,4956,4613,3460,1851,1039,576,433,"0 to 104","37",10170,3915,3937,12646,7338,8791,14539,2424,16,1312,12,5,369,30798,14261,16305,30668,130,0,199529,349,231139,199878,30798,965,18044,0,19009,5.08,250148,31763,67597,99565,"7.2",12.7,39.4,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","20.9","35.6","10.4","10.7","%","%","%","%",895,NA,374,2440,1324,8,5,1.2,30450,353,348,21,2765,160,20,0,"30",0,59
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1288,457,827,0,4,1266,386,62,6,3,158,289,1,448,8,13,60,99,86,81,49,38,16,7,0,"0 to 96","39",296,80,30,42,22,348,78,27,0,12,0,0,2,457,292,164,448,9,0,3651,9,4124,3660,457,3,78,0,81,3.7,4205,460,905,1369,"7",10.9,35.7,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","YES","NO","increased by","increased by","decreased by","decreased by","100","116.7","6.8","40.5","%","%","%","%",5,1,2,27,12,6,3,0.4,455,2,2,0,32,1,0,0,"170",0,1
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,8069,2369,5648,1,51,7948,2338,18,11,2,1263,1053,40,2356,41,125,378,376,330,325,269,201,180,144,0,"0 to 101","42",986,237,251,882,409,850,1097,286,6,175,3,0,50,2369,1061,1268,2356,13,0,23582,57,26022,23639,2369,65,2143,0,2208,2.94,28230,2434,7791,10277,"6.8",8.6,30.2,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","47.1","61.4","16.3","7.7","%","%","%","%",110,20,50,292,178,13,8,2.1,2340,48,29,2,242,6,1,0,"4",0,12
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,4533,1643,2884,1,5,4497,1575,53,14,1,511,1106,11,1628,15,47,164,332,308,309,230,120,64,54,0,"0 to 100","43",766,347,63,452,69,727,832,146,2,97,0,0,33,1643,1114,517,1628,15,0,8828,18,10498,8846,1643,22,186,0,208,10.58,10706,1665,3070,4741,"9.8",15.6,36.7,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","50","50","17.6","21.6","%","%","%","%",46,1,33,148,97,10,6,2,1618,33,25,0,93,6,0,1,"736",0,7
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,997,417,579,0,1,988,363,49,5,0,97,315,0,412,6,5,38,78,70,78,82,41,12,7,0,"0 to 95","46",119,142,16,135,18,238,156,34,2,23,0,0,5,417,319,98,412,5,0,2344,4,2776,2348,417,1,95,0,96,1.04,2872,418,674,1093,"7.7",14.6,41.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","100","50","189.8","85.6","%","%","%","%",0,4,5,36,23,9,6,1.2,363,5,54,0,19,1,2,0,"100",0,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,441,113,328,0,0,441,104,9,0,0,66,47,0,113,5,5,10,22,7,18,22,17,3,4,0,"1 to 98","48",63,26,17,7,15,89,9,24,0,8,0,0,1,113,47,66,113,0,0,773,0,889,773,113,0,14,0,14,0,903,113,342,455,"5.2",12.5,25.6,"2020-07-26 05:00:00","2020-08-01 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","200","50","84.6","79.6","%","%","%","%",0,0,1,24,8,22,8,0.9,113,1,0,0,11,1,0,0,"3",0,1
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,19833,4769,15007,0,57,19625,4672,66,31,0,2458,2199,81,4738,84,183,752,869,758,730,636,420,244,90,3,"0 to 119","41",1342,552,803,2041,602,1721,2415,392,14,245,6,1,52,4769,2216,2471,4738,31,0,56497,125,61470,56622,4769,169,5571,0,5740,2.94,67210,4938,20578,25573,"7.6",7.3,24.9,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","27.4","25.4","23.2","2.4","%","%","%","%",100,12,53,406,251,9,6,1.1,4708,52,61,1,377,7,2,0,"142",0,3
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,39601,15874,23699,2,26,38420,14944,646,278,6,8112,7251,227,15590,287,561,2484,2939,2566,2511,1994,1266,740,506,20,"0 to 101","41",6381,1479,674,7056,3496,4742,7352,1821,20,1003,17,8,312,15874,7395,8239,15589,284,1,93548,928,110404,94476,15874,497,8826,1,9324,5.33,119728,16371,32525,48925,"6.8",13.7,41.3,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","25.7","31.6","25.4","10","%","%","%","%",371,105,320,1841,1020,12,7,2,15799,308,75,12,1225,86,13,0,"50",1,39
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,17072,4489,12538,1,44,16743,4351,55,79,4,2313,2067,26,4406,59,189,1531,889,569,496,446,198,66,34,12,"0 to 105","28",1296,1364,411,1335,313,2174,1919,317,14,117,11,7,15,4489,2112,2351,4405,83,1,51487,213,56303,51700,4489,87,2381,0,2468,3.53,58771,4576,14919,19540,"6.8",7.8,26.8,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","8.3","48.4","16.6","17.8","%","%","%","%",88,3,22,331,128,8,3,0.5,4448,22,41,0,360,17,2,0,"129",0,1
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,2371,627,1743,0,1,2366,579,45,0,3,305,317,2,624,14,32,121,102,81,102,79,56,29,9,2,"0 to 99","40",298,105,148,73,181,346,97,56,0,34,0,0,4,627,319,306,624,3,0,5326,1,5963,5327,627,4,192,0,196,2.04,6159,631,1935,2567,"6.4",10.2,26.6,"2020-07-26 05:00:00","2020-08-01 05:00:00","YES","NO","NO","NO","decreased by","decreased by","decreased by","increased by","25","7.1","1.8","9.5","%","%","%","%",2,1,4,56,34,9,6,0.6,618,3,9,1,66,2,2,0,"3",0,2
