"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,17865,3144,14711,6,4,17560,2996,101,35,12,1652,1440,5,3097,44,106,911,738,377,356,299,194,80,36,3,"0 to 103","30",1055,813,405,824,420,1753,924,245,10,128,11,1,20,3144,1467,1671,3097,47,0,59356,246,62766,59602,3144,81,1877,0,1958,4.14,64724,3225,16588,19823,"7.5",5,18.1,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","5.3","23.8","1","2.9","%","%","%","%",53,11,21,255,139,9,5,0.7,3050,19,94,2,207,13,3,0,"25",15,7
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1195,300,885,0,10,1126,219,81,0,0,147,151,2,300,4,8,47,51,57,44,44,21,20,4,0,"1 to 97","41",198,54,28,20,9,258,33,41,0,25,0,0,4,300,151,147,300,0,0,3620,58,3979,3678,300,0,57,0,57,0,4036,300,942,1252,"4.5",7.4,25.1,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","did not change","decreased by","decreased by","increased by","","30","13.5","14.5","","%","%","%",1,3,4,41,25,14,9,1.3,285,4,15,0,19,3,0,0,"19",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,5984,2972,3006,0,6,5901,2778,136,56,2,1408,1495,11,2914,40,53,465,630,536,505,372,230,102,39,0,"0 to 98","40",1627,302,143,842,279,1603,1032,234,10,94,4,4,15,2972,1528,1433,2914,58,0,17949,25,20976,17974,2972,35,1066,0,1101,3.18,22077,3007,4072,7085,"3.9",13.6,50.3,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","7.1","33.6","24.3","191.9","%","%","%","%",17,0,19,244,98,9,4,0.6,2862,19,110,0,155,3,1,0,"33",0,7
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1678,233,1444,0,1,1675,147,86,0,0,147,86,0,233,6,10,38,29,37,37,25,14,24,13,0,"0 to 107","44",154,67,10,2,6,222,5,35,0,24,0,0,3,233,86,147,233,0,0,3562,2,3800,3564,233,7,77,0,84,8.33,3884,240,1521,1762,"6.5",6.2,14.3,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","NO","NO","YES","increased by","did not change","decreased by","decreased by","50","","20.4","20","%","","%","%",3,2,3,35,24,16,11,1.3,228,3,5,0,23,0,0,0,"11",0,1
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,23855,4966,18879,1,9,23819,4843,103,17,3,2600,2323,23,4946,51,125,947,909,716,714,677,403,241,182,1,"0 to 105","40",2587,477,406,1476,673,2629,1644,692,6,349,3,0,64,4966,2332,2611,4946,20,0,69676,6,74706,69682,4966,144,4648,1,4793,3,79499,5110,23527,28648,"5",6.4,21.4,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","increased by","","7.9","11.7","1.7","","%","%","%",290,19,64,698,352,15,8,1.3,4898,64,68,0,280,34,5,0,"3",5,14
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,140004,49350,90499,26,129,138120,46498,2370,447,35,25250,23371,247,48868,1046,2444,7197,9822,8682,8058,6470,3195,1606,807,23,"0 to 102","39",17067,12741,4071,14989,15947,18379,14542,5866,86,3038,66,25,605,49350,23677,25414,48868,482,0,312520,1234,363584,313754,49350,2191,39504,7,41702,5.25,405286,51541,130003,181706,"9.5",12.7,36.8,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","decreased by","34.8","39.2","9.9","2","%","%","%","%",649,188,630,5952,3104,13,7,1.3,48187,605,1163,25,4754,324,47,0,"248",-23,113
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,792,254,538,0,0,792,238,16,0,0,150,104,0,254,2,6,30,31,25,34,37,32,33,24,0,"1 to 99","54",196,18,17,23,14,211,29,37,0,25,0,0,7,254,104,150,254,0,0,1790,0,2049,1790,254,0,26,0,26,0,2075,254,564,818,"5.7",12.2,32.1,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","did not change","decreased by","decreased by","decreased by","","28.6","53.1","15.4","","%","%","%",13,6,7,37,25,15,10,2.8,247,7,7,0,14,0,0,0,"7",-1,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6643,1683,4954,1,5,6615,1472,205,5,1,877,775,25,1677,17,29,184,195,167,229,298,247,172,144,1,"0 to 101","55",1167,89,79,342,117,1161,399,190,1,213,1,0,82,1683,776,881,1677,6,0,19339,16,21050,19355,1683,83,2259,0,2342,3.54,23392,1766,7213,8985,"5.1",7.5,26.6,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","31.2","13.6","20.6","10.6","%","%","%","%",133,52,82,191,214,12,13,4.9,1660,82,23,0,72,4,0,3,"4",4,1
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5277,1083,4182,1,11,5257,640,441,2,0,544,534,3,1081,12,30,160,143,123,165,198,130,87,35,0,"0 to 100","50",832,74,70,105,58,859,164,74,0,99,0,0,20,1083,535,545,1081,2,0,14767,6,15866,14773,1083,33,1196,0,1229,2.69,17095,1116,5378,6506,"4.5",6.5,21.1,"2020-07-19 05:00:00","2020-07-25 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","23.7","51","17.9","1.9","%","%","%","%",57,2,20,74,99,7,10,1.8,1056,20,27,0,88,2,0,0,"38",5,3
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10517,2538,7963,1,15,10474,2409,120,9,0,1394,1127,8,2529,22,89,410,400,398,423,345,238,133,80,0,"0 to 100","43",1189,422,200,718,236,1496,797,364,0,171,0,0,47,2538,1131,1399,2529,9,0,27577,18,30149,27595,2538,63,1593,0,1656,3.8,31805,2601,9556,12173,"5.9",8.2,24.7,"2020-07-19 05:00:00","2020-07-25 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","6.7","23.5","18.9","18","%","%","%","%",87,27,47,364,171,15,7,1.9,2473,47,65,0,180,15,1,0,"10",0,5
