"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19107,4483,14615,5,4,18794,4263,163,45,12,2417,1990,19,4426,73,191,1195,1004,567,527,456,286,118,59,7,"0 to 103","32",1479,1354,532,1061,536,2652,1238,391,13,208,15,1,27,4483,2023,2440,4426,57,0,69165,257,73930,69422,4483,100,2049,0,2149,4.65,76079,4583,16664,21256,"8.1",6,24,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","11.8","7.7","7.8","4.8","%","%","%","%",95,11,28,404,223,10,5,0.6,4391,27,92,1,360,26,6,0,"64",0,1,"152",4433,"50"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2034,1059,940,0,35,1940,962,97,0,0,267,792,0,1059,5,17,107,251,254,180,154,52,30,9,0,"1 to 97","40",438,138,41,442,14,529,516,65,0,38,0,0,4,1059,792,267,1059,0,0,5088,59,6231,5147,1059,1,68,0,69,1.45,6300,1060,1008,2103,"7.6",16.8,52.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","38.5","528.9","171.1","","%","%","%",1,3,4,65,38,7,4,0.4,1052,4,7,0,37,3,0,0,"560",0,0,"29",1052,"7"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7776,4720,3035,0,21,7661,4508,138,72,2,2270,2324,52,4646,57,89,737,904,790,817,661,391,192,64,18,"0 to 99","41",2522,465,557,1102,338,2868,1440,526,14,225,5,5,61,4720,2368,2299,4646,74,0,23168,38,27986,23206,4720,58,1190,0,1248,4.65,29234,4778,4225,9024,"4.9",16.3,61.4,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","36.4","57.5","5.9","25.5","%","%","%","%",51,6,66,540,230,12,5,1.4,4644,57,76,9,257,12,3,1,"378",0,16,"227",4206,"514"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2020,554,1465,0,1,2017,441,113,0,0,210,344,0,554,9,18,63,80,91,101,104,43,32,13,0,"0 to 107","46",316,169,23,46,16,473,65,47,0,30,0,0,4,554,344,210,554,0,0,4184,2,4762,4186,554,7,88,0,95,7.37,4857,561,1553,2115,"7.8",11.6,27.8,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","66.7","11.1","112.2","79","%","%","%","%",4,2,4,47,30,9,6,0.7,545,4,9,0,36,0,0,0,"222",0,0,"40",552,"2"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25289,6392,18879,0,18,25244,6253,118,18,3,3392,2952,27,6371,65,159,1099,1081,925,930,915,559,361,283,15,"0 to 105","43",3333,782,560,1696,807,3606,1958,1013,6,520,3,1,168,6392,2962,3403,6371,21,0,79648,17,86113,79665,6392,211,5304,1,5516,3.83,91629,6603,24183,30805,"5.3",7.2,26.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","32","3.5","21.7","3.1","%","%","%","%",246,74,169,1019,523,16,9,2.6,6313,164,79,5,350,41,6,0,"55",0,29,"805",6349,"43"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,158383,65369,92836,30,148,156455,60398,4444,494,33,33771,30892,179,64842,1391,3515,9488,12596,11303,10659,8706,4366,2156,1151,38,"0 to 119","39",25227,17050,7256,15309,23196,26816,14830,7963,88,4277,68,26,914,65369,31234,33954,64842,527,0,386820,1309,454317,388129,65369,3078,44733,10,47821,6.44,502138,68447,137569,206204,"10.8",13.6,43.2,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","44.1","33.6","48.2","25.5","%","%","%","%",679,225,940,8051,4345,13,7,1.4,64741,909,628,31,6656,472,67,0,"290",1,133,"2205",65317,"52"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1045,488,556,0,1,1044,472,16,0,0,204,283,1,488,2,14,51,92,89,68,64,46,36,26,0,"1 to 99","44",305,81,31,71,22,383,83,53,0,31,0,0,8,488,283,204,488,0,0,3678,0,4182,3678,488,4,32,0,36,11.11,4218,492,588,1081,"7.5",11.7,47.1,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","NO","increased by","did not change","increased by","decreased by","500","","146","24.4","%","","%","%",13,6,8,53,31,11,7,1.6,484,8,4,0,23,0,0,0,"156",0,1,"80",457,"31"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7310,2340,4954,1,15,7272,2108,226,5,1,1212,1105,17,2334,23,50,250,267,252,344,420,334,230,169,1,"0 to 101","54",1783,136,146,269,182,1797,355,248,1,262,1,0,97,2340,1107,1215,2334,6,0,24703,16,27090,24719,2340,107,2612,0,2719,3.94,29809,2447,7566,10029,"5.7",8.2,33.5,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","YES","NO","YES","increased by","decreased by","decreased by","decreased by","100","37.8","39.2","42.9","%","%","%","%",166,53,97,249,263,11,12,4.1,2321,97,19,0,107,4,0,0,"55",0,7,"320",2276,"64"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6081,1708,4331,1,41,6027,1025,678,4,1,894,798,11,1703,16,58,225,211,190,256,326,213,136,63,14,"0 to 100","51",1324,108,127,144,91,1401,211,125,0,156,0,0,38,1708,802,895,1703,5,0,17584,8,19310,17592,1708,39,1327,0,1366,2.86,20676,1747,5658,7447,"5.2",8.4,28.7,"2020-08-02 05:00:00","2020-08-08 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","61.2","53.3","23.2","2.4","%","%","%","%",30,10,38,125,156,8,10,2.2,1663,38,45,0,144,3,1,0,"48",0,2,"198",1705,"3"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11581,3389,8177,1,14,11535,3252,124,13,0,1846,1518,12,3376,33,114,542,499,536,594,468,308,192,103,0,"0 to 100","44",1728,576,284,788,324,2179,873,525,1,242,1,0,61,3389,1524,1853,3376,13,0,32448,18,35874,32466,3389,77,1813,0,1890,4.07,37764,3466,9990,13471,"6.5",9.2,29.9,"2020-08-02 05:00:00","2020-08-08 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","16","36.1","2.4","6.2","%","%","%","%",101,31,61,526,243,16,8,1.8,3369,61,20,0,245,21,2,0,"13",0,11,"419",3257,"132"
