"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,18404,424,718,1903,2214,2339,2406,2670,2829,2148,715,38,"0 to 105",51,9830,8474,100,18036,368,0,583,14684,3401,172,5019,13276,3,106,17927,4600,330,73,16,2436,2473,21,4930,148,266,928,840,857,710,584,341,237,108,0,"0 to 101","38",2338,216,375,2001,2139,953,1838,551,20,352,11,6,85,5019,2527,2471,4930,89,0,31978,279,37299,32257,5019,299,9723,1,10023,2.98,47322,5318,22999,28427,"7.8",11.2,28.9,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","12.1","12.6","2.3","8","%","%","%","%",49,38,91,571,363,12,8,1.8,4880,85,139,0,589,33,14,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3549,92,108,255,436,446,463,684,561,293,202,9,"0 to 119",54,2004,1451,94,3533,16,0,253,3048,444,16,361,3185,0,3,3530,317,41,3,0,177,181,0,358,11,17,42,72,55,51,54,33,19,7,0,"0 to 97","42",158,134,48,18,51,284,23,12,0,42,0,0,3,361,183,178,358,3,0,6115,13,6494,6128,361,10,190,0,200,5,6694,371,3375,3749,"5.4",5.5,10.5,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","23.1","2.9","154.1","74.8","%","%","%","%",16,0,3,12,42,4,12,0.8,348,3,13,0,36,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,183321,2079,3254,15391,30203,29553,33168,30575,20411,11480,6539,668,"0 to 225",48,95269,86905,1147,181791,1529,1,4547,164235,19753,1032,47012,136041,100,168,181525,45508,937,557,9,23077,23316,52,46445,546,1094,5386,8986,7924,8349,6631,4060,2343,1629,63,"0 to 119","44",19507,5798,1729,19411,20043,7203,19199,7162,50,4144,31,15,1043,47011,23606,23334,46444,566,1,308208,962,356623,309170,47011,2750,41893,2,44645,6.16,401268,49761,177934,227966,"8.4",12.4,27.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","30.3","0.5","68.6","31.3","%","%","%","%",981,505,1058,7212,4175,16,9,2.3,44729,1038,2282,5,2302,260,44,10
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2842,75,143,271,405,411,485,516,298,159,70,9,"0 to 102",47,1177,1535,130,2832,10,0,93,2005,738,14,748,2080,0,14,2818,622,126,0,0,336,411,1,748,28,74,115,153,127,102,85,46,10,8,0,"0 to 92","35",543,79,27,99,456,182,110,114,0,67,0,0,10,748,411,336,748,0,0,4606,10,5370,4616,748,7,137,0,144,4.86,5514,755,2217,2986,"8.2",13.7,26.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","60","30","21.5","1.5","%","%","%","%",1,0,10,114,67,16,9,1.3,733,10,15,0,125,6,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,826,21,27,67,91,136,107,139,126,71,40,1,"0 to 118",52,488,322,16,826,0,0,12,706,100,2,78,748,0,0,826,62,16,0,0,38,40,0,78,0,3,13,5,14,11,12,9,8,3,0,"6 to 91","50",59,15,0,4,0,73,5,17,0,12,0,0,4,78,40,38,78,0,0,1395,0,1473,1395,78,0,25,0,25,0,1498,78,773,851,"5.2",5.2,9.4,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","6","250","236.4"," cases"," cases","%","%",0,0,4,17,12,22,16,5.1,75,4,3,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,55308,865,1260,5687,9705,8242,8343,9324,6701,3377,1678,126,"-6 to 119",47,30246,24318,744,54658,650,0,991,51239,3187,226,9146,46095,11,56,54592,8447,578,109,12,4615,4370,40,9025,105,288,1666,2514,1607,1191,947,506,210,109,3,"0 to 101","34",2445,2445,812,3323,875,4319,3831,600,22,368,11,3,68,9146,4435,4669,9025,121,0,108823,528,118665,109351,9146,317,5163,4,5484,5.78,124149,9463,51258,60792,"6.6",7.6,17.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","18.4","32.6","32.9","","%","%","%",245,35,71,622,379,7,5,0.8,8614,68,532,0,552,26,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,19590,468,513,1882,2707,2296,2629,3485,2922,1686,965,37,"0 to 119",52,11744,7802,44,16597,2993,0,363,18295,1324,90,2809,16777,2,2,16593,2312,72,425,0,1315,1068,1,2384,33,79,589,548,360,340,320,232,195,113,0,"0 to 105","37",1118,642,75,549,92,1590,702,212,2,110,1,3,47,2809,1233,1575,2384,425,0,32374,2568,37763,34942,2809,25,907,0,932,2.68,38695,2834,17684,20522,"6.6",7.3,14.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","108.1","82.4","124.9","30.4","%","%","%","%",102,35,50,214,111,8,4,1.8,2597,47,212,0,173,7,4,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4108,48,43,228,414,476,586,799,799,495,214,6,"0 to 119",58,2410,1644,54,4069,39,0,154,3717,317,45,383,3723,0,2,4067,323,51,9,0,224,148,2,374,3,6,47,62,40,61,67,63,28,6,0,"1 to 94","51",241,51,64,18,53,294,27,56,4,34,2,1,5,383,153,228,374,9,0,8441,30,8859,8471,383,32,943,0,975,3.28,9834,415,4666,5083,"4.7",4.2,10.1,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","40","27.3","32.8","7.8","%","%","%","%",0,0,6,60,36,16,10,1.6,369,5,14,0,14,2,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,503,3,5,27,38,41,53,116,130,74,16,0,"0 to 95",63,289,211,3,499,4,0,10,476,13,8,15,488,0,0,499,11,3,1,0,12,2,0,14,0,0,1,3,1,1,2,4,3,0,0,"21 to 77","63",11,0,0,3,0,11,3,0,0,0,0,0,0,15,2,13,14,1,0,1310,3,1328,1313,15,1,314,0,315,0.32,1643,16,802,818,"7",1,3.2,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","2","3","60","74.8"," cases"," cases","%","%",0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3082,54,108,237,510,524,541,479,395,148,84,2,"0 to 119",47,2114,956,12,3064,17,1,46,2737,419,17,468,2610,1,3,3061,452,12,4,0,312,152,0,464,5,22,44,88,98,87,51,39,21,13,0,"0 to 105","42",166,173,24,101,62,288,114,96,0,69,0,0,7,468,152,316,463,4,1,5882,13,6375,5895,468,9,103,0,112,8.04,6487,477,2713,3194,"6.9",7.4,15.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","25","14.3","62.5","9.1","%","%","%","%",0,4,7,96,69,21,15,1.5,446,7,22,0,36,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,794,17,19,93,106,111,120,120,101,71,36,0,"0 to 118",49,443,340,11,794,0,0,12,678,149,2,114,679,0,1,793,94,20,0,0,30,84,0,114,4,6,19,21,19,20,17,5,3,0,0,"0 to 83","38",81,11,15,7,28,75,11,5,0,0,0,0,0,114,84,30,114,0,0,2328,0,2445,2328,114,3,58,0,61,4.92,2506,117,737,855,"4.9",4.7,14.7,"2020-06-28","2020-07-04","NO","NO","YES","YES","decreased by","decreased by","decreased by","increased by","87.5","77.8","5","25","%","%","%","%",0,0,0,5,0,5,0,0,112,0,2,0,15,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,352,8,15,49,71,69,42,33,32,26,6,1,"1 to 90",39,166,185,1,352,0,0,36,207,160,0,179,173,0,0,352,177,2,0,0,64,115,0,179,4,4,31,49,46,24,13,5,2,1,0,"1 to 89","35",123,22,8,26,95,56,28,25,0,17,0,0,1,179,115,64,179,0,0,523,0,703,523,179,2,13,0,15,13.33,718,181,186,367,"2.7",25.2,51.4,"2020-06-28","2020-07-04","YES","YES","NO","NO","did not change","did not change","decreased by","decreased by","","","60","53","","","%","%",0,0,1,25,17,14,10,0.6,174,1,5,0,12,1,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,664,11,15,53,62,69,112,133,123,66,20,0,"0 to 94",55,382,279,3,605,59,0,24,599,78,15,54,609,0,1,604,46,3,5,0,21,28,0,49,0,1,17,6,8,12,6,3,0,1,0,"9 to 89","40",23,10,2,14,2,33,14,8,1,2,1,0,0,54,32,22,49,5,0,1768,54,1876,1822,54,0,45,0,45,0,1921,54,654,709,"4.4",2.8,8.1,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","did not change","increased by","decreased by","50","","92.3","37.5","%","","%","%",0,0,0,9,3,17,6,0,34,0,20,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2070,25,37,174,549,420,332,248,169,70,42,4,"0 to 118",40,492,1552,26,2064,6,0,46,1888,385,6,384,1685,0,1,2063,372,9,2,1,102,279,0,381,14,20,44,100,70,68,52,12,4,0,0,"0 to 84","37",154,188,35,4,66,167,148,44,1,11,0,0,2,384,281,103,381,3,0,2563,3,2952,2566,384,1,33,0,34,2.94,2986,385,1718,2104,"14.7",12.9,18.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","increased by","decreased by","75","10","61.8","5.1","%","%","%","%",0,0,2,45,11,12,3,0.5,382,2,2,0,49,8,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1334,44,110,185,254,176,160,166,141,71,27,0,"0 to 94",39,730,589,15,1326,8,0,72,661,593,9,506,827,0,1,1325,367,133,5,1,254,246,0,500,17,53,78,116,80,58,42,41,16,5,0,"0 to 86","33",366,64,49,21,349,133,18,76,3,43,3,1,3,506,250,256,500,6,0,2306,2,2816,2308,506,7,44,0,51,13.73,2867,513,871,1385,"5.1",17.9,38.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","66.7","60","20.7","15.2","%","%","%","%",8,1,4,79,46,16,10,0.8,504,3,2,0,86,4,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2896,96,130,393,536,480,413,367,219,147,108,7,"0 to 104",40,1420,1461,15,2894,2,0,243,1741,1040,5,1085,1811,0,0,2894,1040,45,0,0,447,632,6,1085,30,52,170,246,215,162,100,55,34,21,0,"0 to 101","37",864,109,34,78,766,257,62,176,0,94,0,0,27,1085,632,447,1085,0,0,4573,2,5666,4575,1085,8,112,0,120,6.67,5786,1093,1923,3016,"7.5",18.9,37.7,"2020-06-28","2020-07-04","NO","YES","NO","NO","did not change","decreased by","increased by","increased by","","43.8","5.7","27.1","","%","%","%",5,18,27,176,94,17,9,2.5,1052,27,33,0,113,6,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4294,73,72,373,578,516,628,756,604,428,262,4,"0 to 102",53,2553,1716,25,4273,21,0,145,3685,530,51,541,3752,0,1,4272,407,127,6,1,253,278,3,534,9,14,96,110,74,81,78,51,19,9,0,"0 to 92","39",364,42,29,99,73,294,167,101,2,49,2,1,5,541,280,258,534,7,0,10710,14,11267,10724,541,20,886,0,906,2.21,12173,561,4638,5200,"2.8",4.6,13.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","24.4","8","20.4","18.1","%","%","%","%",6,0,6,103,51,20,10,1.1,521,5,20,0,34,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3998,65,64,214,424,371,475,631,737,638,359,20,"0 to 119",61,2419,1542,37,3932,66,0,86,3607,362,31,405,3587,0,6,3926,355,47,3,0,219,183,0,402,12,13,50,60,56,68,67,41,33,5,0,"0 to 91","47",232,74,58,38,138,220,44,93,2,69,1,0,11,405,186,219,402,3,0,9453,63,9937,9516,405,19,319,0,338,5.62,10275,424,3906,4336,"4.2",4.1,10.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","decreased by","increased by","4.5","2.4","9.6","0.4","%","%","%","%",11,0,11,95,70,24,18,2.7,397,11,8,0,30,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,64022,1470,1893,6734,10716,9352,9708,10077,7741,4132,1911,288,"0 to 119",46,36184,27471,367,63583,439,0,1100,59115,3953,328,14336,49545,22,119,63442,13937,304,92,3,7498,6642,101,14241,298,530,2794,3573,2203,1927,1409,746,422,259,175,"0 to 104","34",4289,1850,1634,6468,2819,4049,7373,1149,12,675,9,3,150,14336,6688,7547,14241,95,0,126847,344,141620,127191,14336,342,11939,1,12282,2.78,153902,14678,61484,76304,"5.5",9.5,22.9,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","20.3","11","","11.3","%","%","","%",486,92,153,1161,684,9,5,1.1,13700,150,636,0,1109,63,8,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,951,15,13,77,143,134,156,167,159,65,21,1,"0 to 119",51,451,485,15,939,12,0,7,765,202,8,199,752,0,0,939,176,20,1,2,28,168,0,196,2,0,21,57,50,35,18,13,3,0,0,"1 to 83","38",115,67,9,5,16,155,25,7,0,5,0,0,0,199,169,30,196,3,0,2418,9,2630,2427,199,1,43,0,44,2.27,2674,200,795,995,"5.1",7.5,21,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","decreased by","increased by","100","150","67.3","28.8","%","%","%","%",1,0,0,7,5,4,3,0,195,0,4,0,2,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6322,78,115,517,631,617,775,987,1128,829,627,18,"0 to 119",59,3830,2457,35,6250,72,0,233,5213,999,71,932,5365,0,25,6227,906,14,10,2,470,442,8,920,14,51,180,160,131,128,84,77,65,41,1,"0 to 99","39",372,58,92,398,187,294,439,116,6,61,3,0,17,932,450,474,920,12,0,15114,58,16107,15172,932,42,1500,0,1542,2.72,17649,974,6865,7864,"5.2",5.5,15.4,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","26.3","41.4","10.1","36.1","%","%","%","%",43,4,17,122,64,14,7,1.8,897,16,35,1,93,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3170,33,46,278,539,538,545,487,320,235,143,6,"0 to 105",47,1437,1643,90,3147,23,0,18,2638,389,34,406,2762,1,1,3145,358,39,8,1,112,285,0,397,6,10,48,89,88,74,56,24,8,3,0,"0 to 93","40",185,146,21,45,31,246,120,52,2,32,0,0,2,406,289,117,397,9,0,5226,14,5656,5240,406,18,96,0,114,15.79,5770,424,2858,3284,"6.8",7.3,13.4,"2020-06-28","2020-07-04","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","33.3","","35.7","16","%","","%","%",2,0,2,54,32,14,8,0.5,401,2,5,0,25,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,602,15,13,30,51,84,82,119,121,67,19,1,"0 to 101",57,362,236,4,597,5,0,8,491,100,7,58,544,0,0,597,31,25,2,0,35,21,0,56,2,1,6,7,10,5,8,7,6,6,0,"0 to 95","53",23,25,7,1,8,45,3,11,2,10,0,0,4,58,23,35,56,2,0,1287,3,1349,1290,58,0,60,0,60,0,1409,58,604,662,"4.7",4.1,9.6,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","1","3","16.7","8.9"," case"," cases","%","%",0,4,4,13,10,23,18,6.9,58,4,0,0,5,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,367,6,1,44,46,42,37,40,50,56,44,1,"0 to 119",57,233,127,7,367,0,0,12,328,23,1,36,331,0,0,367,29,7,0,0,18,18,0,36,1,1,4,9,4,5,4,5,1,2,0,"3 to 98","42",23,8,2,3,7,25,4,7,0,3,0,0,0,36,18,18,36,0,0,551,0,588,551,36,0,13,0,13,0,601,36,344,380,"4.3",6,9.8,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","100","40","54.5","41","%","%","%","%",0,0,0,7,3,20,9,0,36,0,0,0,2,0,0,0
