"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1703,834,869,0,0,1702,760,73,1,0,301,532,0,833,7,37,85,135,176,130,125,88,42,9,0,"0 to 91","43",601,187,25,20,52,742,39,77,0,52,0,0,8,834,532,302,833,1,0,4469,0,5315,4469,834,4,52,0,56,7.14,5371,838,921,1759,"10.7",15.6,49.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","66.7","50","71.9","73","%","%","%","%",0,0,8,77,52,10,7,1,832,7,2,1,62,2,1,3,"346",0,1,"31",819,"15",10,2,8,20,"62","489","551","11.3",0,20,20,"0"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,77996,30418,47318,15,245,76866,28050,2024,321,23,15976,13765,333,30074,476,1338,4894,6580,4798,4504,3752,2240,1147,650,39,"0 to 103","38",8661,9818,3596,7999,2488,17182,10404,2098,43,1104,22,15,385,30418,13940,16136,30074,344,0,244528,547,275754,245075,30418,1538,13555,2,15095,10.19,290849,31956,60873,93091,"10.1",11,41,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","8.9","22","9.2","1.8","%","%","%","%",374,158,400,2141,1126,8,4,1.3,30264,394,154,6,2506,122,23,0,"175",1,33,"1971",29401,"1017",1189,154,1035,13,"2489","22409","24898","10.0",104,1823,1927,"5.4"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,28487,12319,16162,1,5,24839,11116,92,1111,0,5697,5415,96,11208,162,454,2120,2335,1848,1611,1611,1100,689,361,28,"0 to 105","39",4447,2507,1276,2978,390,7410,3408,1306,18,817,14,15,230,12319,5898,6325,11208,1111,0,77847,2626,92850,80473,12319,238,2124,0,2362,10.08,95212,12557,18286,30849,"9.9",13.2,44.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","33.3","14.8","19.9","8.3","%","%","%","%",76,106,245,1324,831,11,7,2,12249,243,70,2,927,71,26,3,"890",0,15,"1118",12233,"86",440,70,370,15.9,"878","7207","8085","10.9",23,188,211,"10.9"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5879,1744,4124,0,11,5825,1580,150,14,0,949,777,4,1730,27,98,221,215,210,255,278,247,146,46,1,"0 to 96","49",1014,244,329,143,239,1312,179,222,5,144,3,1,25,1744,783,957,1730,14,0,18795,29,20586,18824,1744,72,1673,0,1745,4.13,22331,1816,5797,7624,"7.1",8.1,30.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","54.5","31.7","18.3","4.8","%","%","%","%",8,3,26,227,147,14,9,1.5,1729,24,15,2,171,14,2,0,"10",0,2,"139",1608,"136",95,15,80,15.8,"169","1154","1323","12.8",5,74,79,"6.33"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,1370,626,740,0,4,1359,611,11,4,0,161,461,0,622,6,29,72,152,117,97,96,36,19,2,0,"0 to 85","38",376,226,10,10,46,512,64,19,0,8,0,0,4,626,462,164,622,4,0,4355,3,4995,4358,626,8,559,0,567,1.41,5562,634,1299,1937,"16.5",11.4,46.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","did not change","did not change","increased by","2","","","1.7"," cases","","","%",0,0,4,19,8,4,2,0.6,613,3,13,1,55,0,0,0,"347",0,1,"4",615,"11",35,13,22,37.1,"54","530","584","9.2",12,28,40,"30"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,5583,2828,2750,1,4,5557,2762,58,8,0,1356,1451,13,2820,64,169,387,461,533,501,377,201,83,33,19,"0 to 98","40",823,1161,512,324,523,1814,483,411,0,213,0,0,47,2828,1452,1363,2819,8,1,14010,16,16894,14026,2828,28,220,0,248,11.29,17142,2856,2970,5831,"12.7",16.7,51.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","37.5","26.7","10.2","40.4","%","%","%","%",1,7,47,411,213,15,8,1.7,2797,46,31,1,320,19,2,0,"315",0,2,"87",2766,"62",87,31,56,35.6,"320","1803","2123","15.1",16,109,125,"12.8"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1298,512,784,1,1,1296,467,45,0,0,270,241,1,512,10,25,74,93,61,71,63,36,36,43,0,"0 to 106","43",423,31,29,29,80,400,32,71,0,38,0,0,12,512,241,270,512,0,0,4171,0,4692,4171,512,6,100,0,106,5.66,4798,518,884,1404,"8",10.8,39.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","100","33.3","33.3","3.8","%","%","%","%",0,9,12,71,38,14,8,2.3,511,12,1,0,52,7,1,0,"54",0,0,"73",505,"7",10,1,9,10,"52","539","591","8.8",0,20,20,"0"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,765,541,224,0,0,765,535,6,0,0,173,368,0,541,7,22,61,131,136,85,58,19,19,3,0,"0 to 89","38",394,92,32,23,216,297,28,64,0,46,0,0,4,541,368,173,541,0,0,961,0,1503,961,541,3,24,0,27,11.11,1530,544,248,792,"5.9",35.6,71.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","50","166.7","29.2","6","%","%","%","%",0,0,4,64,46,12,9,0.7,540,4,1,0,42,1,0,0,"280",0,0,"5",539,"2",6,1,5,16.7,"42","117","159","26.4",7,20,27,"25.93"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,1699,875,820,0,4,1632,861,4,10,0,344,521,0,865,20,46,80,143,126,157,175,90,27,11,0,"0 to 94","46",564,266,16,19,42,775,48,125,3,53,2,0,14,875,528,347,865,10,0,4870,55,5806,4925,875,3,99,0,102,2.94,5908,878,919,1801,"11.2",14.9,51.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","1","100","28.6","10.8"," case","%","%","%",2,1,14,128,55,15,7,1.6,875,14,0,0,82,2,0,0,"287",0,0,"14",854,"21",6,0,6,0,"82","525","607","13.5",0,1,1,"0"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2525,853,1671,0,1,2515,717,130,4,2,287,560,0,847,28,52,107,169,148,144,118,55,22,10,0,"0 to 91","40",367,416,55,9,112,607,128,99,1,32,0,0,8,853,563,290,847,6,0,4671,3,5529,4674,853,6,64,0,70,8.57,5599,859,1735,2595,"18.2",15.3,34,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","NO","did not change","increased by","decreased by","decreased by","","16.7","66.2","42.5","","%","%","%",0,0,8,100,32,12,4,0.9,850,8,3,0,107,9,0,0,"362",0,0,"27",834,"19",6,3,3,50,"106","511","617","17.2",0,9,9,"0"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,2599,1364,1231,1,3,2586,989,368,6,1,641,711,5,1357,34,115,257,268,206,220,136,80,39,9,0,"0 to 93","35",970,119,186,82,820,443,94,175,3,126,4,1,11,1364,716,643,1357,7,0,6575,2,7950,6577,1364,18,107,0,125,14.4,8075,1382,1338,2724,"10",17.1,53.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","increased by","33.3","15.4","17.6","9.7","%","%","%","%",3,2,12,178,130,14,10,0.9,1361,12,3,0,209,12,0,0,"146",0,1,"62",1356,"8",18,3,15,16.7,"209","933","1142","18.3",7,24,31,"22.58"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,4135,2072,2062,1,0,4130,2016,54,2,0,950,1118,2,2070,64,142,334,400,369,309,226,129,64,35,0,"0 to 101","37",1633,242,92,103,1390,597,83,341,0,190,0,0,42,2072,1119,951,2070,2,0,8148,2,10240,8150,2072,40,190,0,230,17.39,10470,2112,2252,4365,"10.9",20.2,51.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","50","73.3","14.8","38.7","%","%","%","%",0,19,42,341,190,17,10,2,2069,42,3,0,270,17,2,0,"69",0,0,"97",2064,"8",40,3,37,7.5,"270","1230","1500","18.0",5,94,99,"5.05"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,7574,3150,4419,0,5,7536,2672,459,17,2,1757,1374,0,3131,36,107,394,451,422,479,431,339,266,199,26,"0 to 101","48",2387,293,424,27,567,2516,48,547,2,398,3,1,125,3150,1379,1770,3131,19,0,24911,14,28095,24925,3150,122,1841,0,1963,6.21,30058,3272,6260,9537,"5.2",10.9,43.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","increased by","decreased by","decreased by","14.3","30","27.3","7","%","%","%","%",53,56,126,549,401,18,13,4,3127,120,23,6,202,12,2,0,"46",0,11,"541",3073,"77",202,23,179,11.4,"202","1991","2193","9.2",9,193,202,"4.46"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,6133,2170,3951,0,12,6048,1964,195,11,0,1165,993,1,2159,36,97,243,354,279,320,328,225,190,98,0,"0 to 99","48",1280,322,339,218,604,1246,309,439,6,231,4,0,89,2170,1001,1168,2159,11,0,19103,62,21345,19165,2170,71,657,0,728,9.75,22073,2241,4608,6861,"6.7",10.2,36.5,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","did not change","increased by","27.3","23.9","","47.3","%","%","","%",11,27,89,445,235,21,11,4.1,2160,86,10,3,171,16,2,0,"63",0,8,"360",2160,"10",77,10,67,13,"171","1609","1780","9.6",5,112,117,"4.27"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,93049,42118,50518,21,392,92088,41222,684,207,5,22220,19321,365,41906,900,1960,7574,8419,6624,6324,4762,2639,1511,871,534,"0 to 107","37",15028,5404,6036,15438,10656,13457,17793,3398,28,1851,20,5,636,42118,19416,22331,41906,212,0,277035,344,320027,277379,42118,2354,24816,0,27170,8.66,347197,44472,75334,120219,"8.7",12.8,47.8,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","12","13.8","19.8","4.6","%","%","%","%",393,295,641,3426,1871,9,5,1.5,41947,633,171,8,3907,239,32,0,"78",1,31,"2529",41353,"765",1842,171,1671,9.3,"3898","26174","30072","13.0",107,1718,1825,"5.86"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1659,755,902,0,2,1634,629,112,11,3,330,411,0,741,15,31,99,137,128,126,91,74,35,19,0,"0 to 101","41",546,86,51,58,32,606,103,52,0,28,0,0,7,755,415,340,741,14,0,4553,9,5327,4562,755,11,119,0,130,8.46,5457,766,1021,1789,"9.2",14,46.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","decreased by","1","","4.2","0.4"," case","","%","%",6,2,7,52,28,7,4,0.9,753,7,2,0,75,3,0,1,"189",0,2,"57",721,"34",6,2,4,33.3,"75","358","433","17.3",3,8,11,"27.27"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,9400,3244,6101,0,55,9265,3200,18,23,2,1754,1451,13,3218,60,171,494,476,421,450,422,314,240,195,0,"0 to 105","44",1699,388,351,780,680,1609,929,529,8,297,4,0,117,3243,1467,1763,3218,25,0,32783,55,36100,32838,3243,158,2695,0,2853,5.54,38953,3401,8796,12253,"8.1",8.7,36.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","44.4","15.4","34","81.1","%","%","%","%",41,58,117,537,301,17,10,3.6,3225,116,18,1,332,20,2,0,"7",0,4,"446",3228,"15",135,18,117,13.3,"332","3133","3465","9.6",9,291,300,"3"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,5728,2822,2878,0,28,5654,2724,66,31,1,966,1818,6,2790,31,88,325,559,522,471,374,213,146,92,1,"0 to 100","42",1242,548,130,870,112,1328,1350,203,3,147,1,0,79,2822,1837,979,2790,32,0,13979,15,16828,13994,2822,61,318,0,379,16.09,17207,2883,3196,6107,"12.6",16.8,50.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","22.2","18.2","21","15.6","%","%","%","%",13,59,79,206,148,8,6,2.8,2811,77,11,2,190,9,0,7,"1074",0,2,"397",2753,"69",59,11,48,18.6,"190","1089","1279","14.9",13,36,49,"26.53"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,1210,563,645,1,1,1195,487,65,11,0,170,382,0,552,6,14,56,100,88,104,105,59,21,10,0,"0 to 95","46",216,292,36,8,25,489,38,57,2,35,0,0,9,563,389,174,552,11,0,3303,2,3883,3305,563,8,117,0,125,6.4,4008,571,762,1335,"9.5",14.2,47.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","50","28.6","25.7","","%","%","%",5,5,9,59,35,11,7,1.6,562,9,1,0,35,1,2,0,"276",0,1,"43",556,"7",29,1,28,3.4,"35","344","379","9.2",1,14,15,"6.67"
