"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4418,76,75,391,600,532,651,773,617,435,264,4,"0 to 102",53,2618,1776,24,4397,21,0,188,3699,657,51,659,3757,0,2,4395,513,139,6,1,315,336,1,652,10,16,112,132,90,104,92,66,26,11,0,"0 to 92","40",437,50,49,116,97,367,188,121,2,55,2,1,6,659,338,320,652,7,0,11172,14,11847,11186,659,20,886,0,906,2.21,12753,679,4643,5324,"2.9",5.3,15.4,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","24.4","8","20.4","18.1","%","%","%","%",13,0,7,123,57,19,9,1.1,592,6,67,0,38,2,0,0,"8"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4056,68,67,220,436,375,480,640,746,644,360,20,"0 to 119",61,2449,1566,41,3990,66,0,94,3628,395,33,457,3592,1,6,3983,407,47,3,0,250,203,1,454,14,14,56,69,60,72,79,49,38,6,0,"0 to 95","47",253,85,64,52,150,246,58,105,2,76,1,0,12,457,206,250,454,3,0,9687,63,10224,9750,457,19,319,0,338,5.62,10562,476,3911,4394,"4.3",4.5,11.7,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","increased by","decreased by","increased by","4.5","2.4","9.6","0.4","%","%","%","%",13,0,12,107,77,24,17,2.6,435,12,22,0,33,2,0,0,"13"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,65830,1530,1990,7040,11082,9622,10000,10285,7836,4189,1932,324,"0 to 119",46,37018,28316,496,65383,447,0,1182,60397,4312,334,16099,49568,22,141,65220,15671,325,100,3,8339,7466,191,15996,342,608,3096,3936,2466,2217,1611,846,485,280,212,"0 to 104","34",4841,2014,1793,7348,3228,4455,8313,1240,12,726,9,4,163,16099,7517,8391,15996,103,0,133416,344,149980,133760,16099,342,11939,1,12282,2.78,162262,16441,61507,78112,"5.7",10.1,25,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","20.3","11","","11.3","%","%","","%",534,92,167,1252,735,8,5,1,15362,163,737,0,1273,70,8,0,"12"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,958,15,13,79,145,135,156,167,160,65,22,1,"0 to 119",51,452,491,15,945,13,0,10,765,209,8,207,751,0,0,945,178,25,2,2,30,173,0,203,2,0,22,60,51,35,19,14,3,1,0,"1 to 83","38",118,68,9,8,16,157,30,8,0,6,0,0,0,207,174,33,203,4,0,2453,9,2673,2462,207,1,43,0,44,2.27,2717,208,794,1002,"5.2",7.7,21.7,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","decreased by","increased by","100","150","67.3","28.8","%","%","%","%",1,0,0,8,6,4,3,0,201,0,6,0,2,0,0,0,"142"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6404,78,120,527,644,629,787,999,1137,834,631,18,"0 to 119",59,3871,2494,39,6332,72,0,246,5222,1095,74,992,5386,0,26,6308,965,15,10,2,505,466,9,980,14,52,188,170,140,135,94,85,69,44,1,"0 to 99","39",409,66,98,407,198,333,449,131,6,73,3,0,17,992,474,509,980,12,0,15633,58,16689,15691,992,42,1500,0,1542,2.72,18231,1034,6886,7946,"5.3",5.7,16.1,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","26.3","41.4","10.1","36.1","%","%","%","%",46,4,17,137,76,14,8,1.7,969,17,23,0,94,4,1,0,"1"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3279,34,48,285,558,561,573,503,326,241,144,6,"0 to 105",47,1462,1700,117,3256,23,0,19,2676,442,36,506,2771,1,1,3254,456,39,8,1,127,339,29,495,6,10,54,104,108,101,72,31,14,4,0,"0 to 100","41",202,154,21,118,32,264,199,66,2,43,0,0,2,504,343,132,495,9,0,5338,14,5866,5352,504,18,96,0,114,15.79,5980,522,2867,3393,"7",8.7,15.9,"2020-06-28","2020-07-04","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","33.3","","35.7","16","%","","%","%",10,0,2,68,43,14,9,0.4,415,2,89,0,26,4,0,0,"245"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,616,14,14,35,55,84,84,122,121,67,19,1,"0 to 101",56,367,245,4,610,6,0,8,494,111,8,69,547,0,0,610,40,26,3,0,38,28,0,66,2,1,11,10,10,6,10,7,6,6,0,"0 to 95","51",31,27,7,1,9,54,3,12,2,10,0,0,4,69,31,38,66,3,0,1318,3,1391,1321,69,0,60,0,60,0,1451,69,607,676,"4.8",4.8,11.2,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","1","3","16.7","8.9"," case"," cases","%","%",0,4,4,14,10,21,15,5.8,67,4,2,0,7,1,2,0,"3"
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,379,7,2,47,48,43,39,42,50,56,44,1,"0 to 119",56,235,134,10,379,0,0,12,334,24,1,48,331,0,0,379,41,7,0,0,20,24,4,48,2,2,7,11,5,7,6,5,1,2,0,"3 to 98","38",27,7,2,12,8,28,12,11,0,3,0,0,0,48,24,20,48,0,0,596,0,645,596,48,0,13,0,13,0,658,48,344,392,"4.5",7.3,12.7,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","100","40","54.5","41","%","%","%","%",0,0,0,11,3,23,7,0,42,0,6,0,5,0,0,0,"0"
27,35,69,"LAKE","Lake","Lake","Lake County","FL",335362,16949,258,292,1129,1733,1720,2170,2702,2954,2072,681,1238,"0 to 103",57,8880,7043,1026,16807,142,0,230,15854,846,106,2087,14813,0,49,16760,2046,21,20,0,1016,1032,19,2067,32,52,373,408,297,344,273,165,109,31,3,"0 to 103","40",713,244,290,820,309,835,923,233,12,141,5,1,25,2087,1043,1025,2067,20,0,37149,120,39379,37269,2087,100,4480,0,4580,2.18,43959,2187,19293,21529,"6.4",5,12.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","2.9","26.2","36.2","26.8","%","%","%","%",16,5,26,245,146,12,7,1.2,1998,25,89,0,132,5,1,0,"123"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,31654,412,592,2766,4106,4066,4476,5108,5141,3380,1545,62,"0 to 119",53,17942,13442,270,30633,1020,1,944,27347,3880,195,8127,23505,1,21,30612,7707,269,143,6,4158,3738,80,7976,142,260,1282,1526,1292,1217,968,665,433,333,7,"0 to 101","41",3952,947,218,2859,2226,2777,2973,1188,16,673,14,4,171,8125,3822,4221,7975,149,1,58060,871,67077,58931,8125,270,6392,1,6663,4.05,73740,8395,29897,38317,"5.3",11.4,26.5,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","20.8","6.8","46.9","48.5","%","%","%","%",340,113,175,1204,687,15,9,2.2,7859,172,266,-1,593,50,9,0,"11"
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,14365,202,357,2222,2399,2050,2093,2200,1764,688,348,42,"0 to 119",44,7433,6781,151,14113,251,1,271,13206,993,105,1957,12396,2,10,14102,1889,17,46,3,970,907,29,1906,14,67,867,382,207,166,141,72,20,9,10,"0 to 105","25",487,493,64,862,99,837,970,129,11,60,10,7,8,1955,930,996,1905,49,1,33438,202,35672,33640,1955,49,1670,0,1719,2.85,37391,2004,14066,16084,"5.6",5.4,14,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","35.7","48","42.9","11.3","%","%","%","%",38,2,15,140,70,8,4,0.8,1911,8,44,0,130,5,1,0,"29"
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1842,27,31,187,239,207,250,351,276,194,79,1,"0 to 118",54,1057,765,20,1838,4,0,46,1481,417,9,225,1617,0,0,1838,196,26,0,3,79,140,3,222,1,3,46,47,37,29,28,21,9,4,0,"3 to 99","39",98,15,93,16,101,104,17,29,0,20,0,0,1,225,142,80,222,3,0,3449,1,3678,3450,225,3,135,0,138,2.17,3816,228,1752,1980,"5",6,12.4,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","20","44.4","31","37.3","%","%","%","%",2,1,1,29,20,13,9,0.4,218,1,7,0,9,1,0,0,"1"
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2244,3,6,163,694,562,405,274,94,29,6,8,"0 to 92",39,186,2051,7,2244,0,0,1,2003,112,0,249,1995,0,0,2244,245,4,0,0,17,232,0,249,0,2,18,62,56,62,41,6,1,1,0,"10 to 85","41",138,99,5,7,7,156,86,8,0,2,0,0,1,249,232,17,249,0,0,2160,0,2411,2160,249,1,11,0,12,8.33,2423,250,2006,2256,"27",10.3,11.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","did not change","increased by","increased by","increased by","","100","1000","711.9","","%","%","%",0,0,1,8,2,4,1,0.4,245,1,4,0,6,0,0,1,"214"
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1288,60,60,121,154,167,179,186,190,112,52,7,"0 to 99",49,819,463,6,1263,25,0,34,918,429,24,274,1013,0,1,1262,156,112,5,0,169,99,0,268,17,18,30,37,44,41,45,20,7,14,0,"0 to 98","42",56,187,17,8,20,218,30,58,0,11,0,1,4,273,101,172,268,5,0,2097,20,2394,2117,273,0,55,0,55,0,2449,273,1068,1343,"7.3",11.1,21.2,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","60","57.1","3.4","25.7","%","%","%","%",3,3,5,58,11,22,5,1.8,265,4,8,0,43,4,1,0,"8"
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,18260,325,512,1384,1971,2061,2391,3231,3408,2090,784,103,"0 to 119",56,10258,7713,289,17996,264,0,1070,15994,2306,50,4080,14172,4,4,17988,3989,63,28,0,2087,1953,12,4052,90,242,632,745,679,580,481,301,203,127,0,"0 to 101","39",1831,347,340,1534,1075,1315,1662,232,4,328,3,2,135,4080,1965,2103,4052,28,0,44195,236,48540,44431,4080,133,3701,0,3834,3.47,52374,4213,17873,22094,"5.9",8,23.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","5.6","0.6","14.7","19.2","%","%","%","%",133,70,137,236,331,6,9,3.4,3890,135,190,0,432,2,1,0,"5"
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,16032,182,258,1129,1882,1875,2299,2703,2942,1944,790,28,"0 to 168",56,9746,6233,53,16004,28,0,4287,10630,3803,165,1111,14752,0,169,15836,1074,31,5,1,567,533,5,1105,18,31,178,213,188,157,156,95,56,19,0,"0 to 97","40",781,171,70,83,202,808,95,196,3,118,0,0,12,1111,534,572,1105,6,0,26244,21,27381,26265,1111,55,1956,0,2011,2.73,29392,1166,16708,18043,"5.2",4,7.3,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26","36.5","33.2","38.3","%","%","%","%",10,3,12,199,118,18,11,1.1,1043,12,68,0,64,4,0,0,"77"
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,8666,184,259,729,962,1060,1144,1465,1436,999,406,22,"0 to 100",54,4277,3940,449,8570,96,0,585,6575,2083,81,2504,6119,1,42,8528,2473,14,16,0,1138,1331,18,2487,88,145,397,444,444,409,260,149,106,58,3,"0 to 99","38",888,116,792,691,1377,613,497,377,2,212,1,1,34,2503,1340,1145,2487,16,0,16166,78,18770,16244,2503,83,2474,0,2557,3.25,21327,2586,8593,11223,"7.1",12.1,29.8,"2020-06-28","2020-07-04","YES","NO","NO","NO","decreased by","increased by","increased by","increased by","20","4.2","2.8","4.7","%","%","%","%",70,13,35,379,213,16,9,1.4,2461,31,42,3,300,20,3,0,"4"
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,4125,35,76,276,529,567,708,871,647,307,108,1,"0 to 101",53,2141,1967,17,4038,87,0,1323,2185,895,138,427,3660,0,38,4004,387,23,13,4,181,225,4,410,6,15,40,72,69,75,54,55,29,12,0,"0 to 100","46",253,13,9,135,110,162,138,69,4,26,3,0,6,427,236,187,410,17,0,6411,65,6903,6476,427,103,2623,1,2727,3.78,9630,530,6283,6852,"9",5.5,12.8,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","78.6","23.8","150","46","%","%","%","%",8,1,6,73,29,18,7,1.4,398,5,29,1,24,6,0,0,"0"
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3603,49,62,310,384,436,500,671,623,389,175,4,"0 to 103",55,1950,1476,177,3486,117,0,114,3220,262,52,376,3218,0,9,3477,337,22,14,2,175,184,0,359,5,8,83,61,69,55,44,32,11,7,0,"0 to 93","40",218,41,20,80,20,248,91,53,1,27,0,0,2,375,189,186,359,16,0,8162,101,8644,8263,375,19,649,0,668,2.84,9312,394,3867,4271,"5.3",4.2,10.9,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","50","18.8","150","69.7","%","%","%","%",5,1,2,54,27,15,8,0.5,346,2,29,0,26,3,0,0,"2"
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7631,185,172,667,1148,1100,1007,1128,859,748,577,40,"0 to 119",50,4572,3007,52,7482,148,1,209,6673,640,88,971,6644,0,16,7467,820,132,12,5,507,444,1,952,12,33,168,194,159,132,112,76,54,29,0,"0 to 99","39",599,80,76,197,199,509,244,114,3,68,1,0,9,969,453,515,951,17,1,15357,131,16472,15488,969,28,1068,0,1096,2.55,17568,997,7712,8727,"4.3",5.7,13.1,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","43.6","9.4","66","11.1","%","%","%","%",41,4,9,117,69,13,8,0.9,938,9,31,0,60,1,0,0,"5"
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,1955,36,80,281,263,223,241,295,200,183,142,11,"0 to 119",48,1130,802,23,1945,10,0,135,1443,414,15,452,1502,0,1,1944,411,39,2,0,231,216,3,450,13,40,88,84,74,54,64,19,10,6,0,"0 to 93","35",304,43,56,47,231,164,55,51,0,45,2,0,0,452,217,232,450,2,0,3752,8,4214,3760,452,4,118,0,122,3.28,4336,456,1620,2077,"5.1",10.5,23.3,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","225","107.1","8","7.2","%","%","%","%",3,0,0,51,47,12,11,0,451,0,1,0,76,3,1,0,"43"
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,74798,1300,1734,7733,12320,11249,11570,11255,7849,3732,1411,4645,"0 to 120",45,40441,33892,465,73568,1229,1,1210,70864,3343,435,15197,59412,0,189,73381,14805,120,264,5,7156,7623,146,14925,239,376,3393,4097,2516,2067,1404,650,326,112,14,"0 to 103","33",3515,1975,2352,7083,2053,3144,9728,1002,50,514,39,5,63,15194,7771,7268,14924,269,1,144822,959,161160,145781,15194,556,9730,0,10286,5.41,171446,15750,69142,85084,"6.4",9.2,21.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","6.9","6.7","9.8","7.2","%","%","%","%",83,7,68,1052,553,7,4,0.4,14768,61,426,2,889,41,4,0,"24"
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,15921,222,470,1363,2491,2383,2604,2543,1882,937,335,691,"0 to 155",47,8787,7047,87,15825,96,0,966,13473,1787,223,3302,12558,2,59,15765,3193,41,66,2,1652,1566,16,3234,58,119,506,821,566,538,348,197,117,30,2,"0 to 102","37",1113,189,1011,921,1406,627,1201,427,9,208,7,2,30,3302,1614,1671,3234,68,0,28135,27,31518,28162,3302,103,1760,0,1863,5.53,33381,3405,14318,17784,"5.3",10.2,21.4,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.9","15.2","40.7","28.4","%","%","%","%",7,9,32,436,215,14,7,1,3190,29,112,1,226,15,0,0,"6"
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,78194,1220,1906,6489,10036,9728,11010,12923,11223,7829,4221,1609,"0 to 119",53,42516,35362,316,77357,835,2,3493,67587,11486,414,18238,59596,184,176,77002,17876,161,188,6,9009,8973,55,18037,311,660,2641,3368,2975,2654,2302,1415,1047,846,12,"0 to 105","41",7099,2941,2632,5365,5585,6741,5711,2674,40,1944,26,14,569,18231,9080,9093,18035,194,2,148329,638,167455,148967,18231,1422,34424,0,35846,3.97,203301,19653,94020,114040,"7.9",9.7,25.1,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.7","16.8","29.9","26.8","%","%","%","%",615,229,583,2714,1970,15,11,3.2,17638,563,593,6,1314,99,34,1,"356"
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,16547,320,421,1544,2168,2301,2611,2769,2377,1409,596,31,"0 to 119",50,9426,7030,91,16464,83,0,582,14174,2059,143,3196,13308,2,41,16421,3100,75,17,1,1590,1551,34,3175,56,94,580,623,536,482,376,274,123,48,1,"0 to 119","39",1667,205,295,1008,535,1466,1174,367,8,203,4,1,26,3193,1560,1599,3175,18,0,38746,65,42023,38811,3193,67,3815,0,3882,1.73,45905,3260,17123,20429,"4",7.1,19.7,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","27.2","34.6","","9.1","%","%","","%",51,11,27,375,207,12,7,0.8,3004,26,189,0,218,27,4,0,"60"
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,44429,453,692,3467,6018,5236,6358,8125,7215,4391,2383,91,"0 to 120",54,25410,18872,147,44080,349,0,2973,38062,7836,415,9396,34986,2,45,44033,9143,175,70,7,4970,4290,58,9318,121,298,1531,2103,1261,1265,1151,753,530,372,10,"0 to 104","39",3939,1670,432,3277,636,4881,3801,1074,20,822,17,2,209,9395,4335,5002,9318,77,0,100654,272,110371,100926,9395,303,14174,2,14479,2.09,124850,9698,49160,58908,"6.1",7.8,21.8,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","15","27.6","6.6","12.8","%","%","%","%",698,138,211,1094,839,12,9,2.2,9032,206,363,3,561,33,3,0,"24"
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,23112,539,693,2086,3287,3235,3343,3510,3226,2013,846,334,"0 to 119",49,12982,9932,198,23011,101,0,715,20205,2467,158,5895,17194,1,22,22988,5396,477,20,2,2995,2857,21,5873,105,230,891,1182,1077,862,655,438,286,168,1,"0 to 103","39",2608,814,509,1942,1350,2240,2283,830,10,526,5,1,122,5895,2866,3008,5873,22,0,50044,79,56070,50123,5895,104,2715,0,2819,3.69,58889,5999,19909,25931,"3.9",10.2,26,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17","13.8","15.8","17.8","%","%","%","%",379,67,123,840,531,15,10,2.1,5665,115,230,7,463,34,5,0,"140"
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3795,82,146,407,560,477,579,619,447,304,162,12,"0 to 118",49,2304,1412,79,3785,10,0,94,3402,432,22,593,3199,1,2,3782,326,265,1,1,281,267,43,591,13,54,118,109,85,75,62,43,24,9,1,"0 to 98","35",264,202,45,80,93,370,128,83,0,44,0,0,6,593,268,282,591,2,0,7131,8,7734,7139,593,5,232,0,237,2.11,7971,598,3431,4032,"5.5",7.5,15.8,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","14.7","168.3","213.7","%","%","%","%",7,2,6,83,44,14,8,1,566,6,27,0,90,8,0,0,"8"
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,11301,155,286,1092,1257,1633,1859,1960,1716,913,412,18,"0 to 119",51,6163,4958,180,11258,43,0,406,9892,995,183,1519,9732,11,39,11209,1376,117,20,4,734,732,27,1493,20,35,386,242,198,234,213,113,54,21,1,"0 to 98","38",799,65,64,565,76,810,607,130,4,85,4,0,9,1517,744,746,1493,24,0,23103,18,24668,23121,1517,131,2842,4,2977,4.4,27645,1648,12574,14278,"6.1",6,14.6,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","did not change","increased by","increased by","12.1","","24.3","44.1","%","","%","%",3,1,9,134,89,9,6,0.6,1433,8,84,1,113,4,0,0,"3"
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,11916,205,277,926,1507,1529,1842,2012,1809,1171,601,37,"0 to 119",53,6861,4829,226,11767,149,0,614,9752,2063,87,2433,9358,6,119,11642,2326,92,15,0,1312,1086,20,2418,49,88,341,429,388,405,305,214,124,84,6,"0 to 102","42",829,393,212,984,485,835,1098,282,1,212,2,1,59,2433,1095,1318,2418,15,0,23508,134,26088,23642,2433,68,2120,1,2189,3.11,28277,2501,11478,14105,"4.6",8.8,21,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17.7","24.2","20.5","24.8","%","%","%","%",109,26,60,283,214,12,9,2.5,2355,54,78,5,191,9,5,0,"48"
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,7788,246,302,824,1054,1067,1163,1238,1072,567,245,10,"0 to 119",48,4286,3466,36,7719,69,0,212,6842,718,105,993,6794,0,1,7718,927,58,8,0,476,501,8,985,17,24,292,178,120,149,104,57,34,18,0,"0 to 99","34",744,65,25,151,33,759,193,52,0,55,1,0,10,993,504,481,985,8,0,13745,61,14802,13806,993,18,581,0,599,3.01,15401,1011,7375,8387,"4.9",6.6,13,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","40","25","224.4","68.5","%","%","%","%",10,0,10,52,56,6,6,1,941,9,52,1,93,6,4,7,"118"
57,58,115,"SARASOTA","Sarasota","Sarasota","Sarasota County","FL",412144,14808,176,235,981,1501,1463,1876,2624,2886,2038,985,43,"0 to 119",59,8251,6392,165,14554,254,0,606,13421,1649,106,2334,12466,1,7,14546,2229,67,32,6,1173,1113,10,2296,28,66,364,421,334,317,278,214,175,135,2,"0 to 104","43",1206,117,171,802,272,1066,958,264,16,227,11,2,98,2334,1136,1188,2296,38,0,39512,216,42067,39728,2334,162,5137,7,5306,3.05,47373,2496,17603,20114,"4.9",5.3,16.9,"2020-06-28","2020-07-04","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","10.5","30","68.4","50.1","%","%","%","%",105,62,100,280,238,12,11,4.3,2249,98,85,0,147,3,2,0,"3"
30,59,117,"SEMINOLE","Seminole","Seminole","Seminole County","FL",455086,19685,261,463,2069,2788,2673,3011,3103,2630,1254,569,864,"0 to 119",48,11072,8451,162,19639,46,0,427,18279,1183,106,3652,16005,1,27,19612,3577,60,15,0,1928,1685,24,3637,50,86,880,842,527,504,343,211,119,89,1,"0 to 104","34",1471,330,317,1519,453,1044,2140,318,5,193,1,0,20,3652,1690,1937,3637,15,0,39720,30,43434,39750,3652,124,3336,0,3460,3.58,46894,3776,19341,23145,"5.1",8.1,19.2,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","16","15.6","9.9","4.1","%","%","%","%",102,7,20,323,194,9,6,0.5,3522,20,130,0,195,13,2,0,"10"
29,60,119,"SUMTER","Sumter","Sumter","Sumter County","FL",120999,4115,28,35,113,191,203,329,555,1484,948,144,85,"0 to 119",69,2026,1897,192,4038,77,0,162,3618,432,69,516,3575,0,24,4014,459,52,4,1,192,309,10,511,1,10,27,26,53,74,76,145,83,21,0,"4 to 92","63",322,63,13,113,30,360,121,123,1,71,0,0,18,516,311,195,511,5,0,9084,72,9680,9156,516,41,2156,1,2198,1.87,11878,557,5731,6313,"5.2",4.7,13.5,"2020-06-28","2020-07-04","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","136.8","121.4","126.7","%","%","%","%",7,1,18,124,71,25,14,3.5,478,17,38,1,12,0,0,3,"123"
35,61,121,"SUWANNEE","Suwannee","Suwannee","Suwannee County","FL",43924,2583,79,90,244,344,320,319,393,322,247,214,11,"0 to 118",52,1587,913,83,2568,15,0,84,2011,745,21,673,1910,0,0,2568,547,111,12,3,372,275,11,658,26,48,105,97,106,99,71,50,43,27,1,"0 to 102","40",308,101,138,111,230,304,124,83,1,67,0,0,21,673,281,381,658,15,0,4105,0,4781,4105,673,8,127,0,135,5.93,4916,681,2037,2718,"6.2",13.9,26.4,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","increased by","increased by","increased by","86.7","163.2","37.3","35.8","%","%","%","%",53,6,21,84,67,13,10,3.1,646,21,27,0,98,5,3,0,"2"
3,62,123,"TAYLOR","Taylor","Taylor","Taylor County","FL",22098,954,33,20,91,150,126,119,170,144,73,24,4,"0 to 118",49,531,392,31,946,8,0,20,769,204,28,109,844,1,0,945,86,21,2,0,50,56,1,107,0,2,21,35,20,7,12,4,8,0,0,"6 to 84","33",61,17,20,9,26,71,10,23,0,8,0,0,1,109,56,52,107,2,0,1529,6,1647,1535,109,0,35,0,35,0,1682,109,879,989,"4.5",6.5,11.4,"2020-06-28","2020-07-04","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","100","40","130","24.4","%","%","%","%",0,0,1,23,8,22,8,0.9,102,1,7,0,3,0,0,0,"3"
