"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,19245,4629,14607,5,4,18931,4404,167,46,12,2500,2049,22,4571,75,195,1210,1031,582,542,480,308,128,71,7,"0 to 103","32",1544,1388,548,1091,540,2727,1304,411,13,216,15,1,28,4629,2083,2523,4571,58,0,70490,256,75400,70746,4629,100,2049,0,2149,4.65,77549,4729,16656,21394,"8.1",6.1,24.6,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","26.5","0.6","2.3","%","%","%","%",98,11,29,424,231,10,5,0.6,4544,29,85,0,367,30,6,0,"65",0,2,"156",4579,"50"
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2053,1077,941,0,35,1960,974,103,0,0,278,799,0,1077,5,17,111,255,257,184,156,53,30,9,0,"1 to 97","40",450,139,44,444,14,543,520,66,0,38,0,0,4,1077,799,278,1077,0,0,5167,58,6327,5225,1077,1,68,0,69,1.45,6396,1078,1009,2122,"7.6",16.9,52.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","NO","decreased by","did not change","decreased by","decreased by","44.4","","67.6","45.4","%","","%","%",0,3,4,66,38,7,4,0.4,1070,4,7,0,39,3,0,0,"562",0,0,"30",1069,"8"
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,7874,4821,3033,0,20,7758,4607,138,74,2,2309,2373,63,4745,57,90,748,914,800,832,671,404,206,70,29,"0 to 99","42",2587,475,602,1081,339,2935,1471,544,14,239,5,5,64,4821,2419,2338,4745,76,0,23565,38,28482,23603,4821,58,1190,0,1248,4.65,29730,4879,4223,9122,"5",16.4,62,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","4.8","46.3","45.8","9.4","%","%","%","%",61,10,69,558,244,12,6,1.4,4787,69,34,0,259,12,3,1,"382",0,13,"232",4297,"524"
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2039,569,1469,0,1,2036,450,119,0,0,219,350,0,569,11,18,67,81,92,103,106,45,32,14,0,"0 to 107","46",323,174,24,48,17,481,71,49,0,33,0,0,4,569,350,219,569,0,0,4262,2,4855,4264,569,7,88,0,95,7.37,4950,576,1557,2134,"7.9",11.6,28.2,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","60","36.4","52.2","58.4","%","%","%","%",4,2,4,49,33,9,6,0.7,563,4,6,0,40,0,0,0,"223",0,0,"41",567,"2"
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,25407,6511,18878,0,18,25362,6365,125,18,3,3465,2994,31,6490,67,162,1111,1098,940,945,938,571,370,291,18,"0 to 105","43",3377,802,577,1734,820,3665,2005,1034,6,534,3,1,178,6511,3004,3476,6490,21,0,80463,17,87048,80480,6511,211,5304,1,5516,3.83,92564,6722,24182,30923,"5.4",7.3,26.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","19.7","25","7.1","8.7","%","%","%","%",258,102,179,1040,537,16,9,2.7,6478,175,33,4,357,41,6,0,"56",0,28,"839",6460,"51"
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,159773,66447,93147,34,145,157845,61338,4583,492,34,34358,31397,166,65921,1428,3639,9630,12779,11450,10833,8857,4435,2189,1171,36,"0 to 120","39",25958,17498,7485,14980,23851,27574,14496,8270,88,4470,68,26,980,66447,31738,34541,65921,526,0,394015,1310,462633,395325,66447,3078,44733,10,47821,6.44,510454,69525,137880,207594,"10.9",13.6,43.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","22.1","45.3","0.8","6.4","%","%","%","%",692,266,1006,8358,4538,13,7,1.5,66011,966,436,40,6848,490,69,0,"298",1,177,"2288",66396,"51"
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1061,503,557,0,1,1060,487,16,0,0,209,293,1,503,2,14,51,97,95,69,67,46,36,26,0,"1 to 99","44",314,81,33,75,22,391,90,54,0,31,0,0,8,503,293,209,503,0,0,3694,0,4213,3694,503,4,32,0,36,11.11,4249,507,589,1097,"7.6",11.9,47.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","16.7","15.4","79.6","27.5","%","%","%","%",13,6,8,54,31,11,7,1.6,497,8,6,0,23,0,0,0,"156",0,1,"80",472,"31"
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7362,2378,4967,1,16,7323,2146,226,5,1,1226,1129,17,2372,23,52,251,268,255,351,428,340,230,179,1,"0 to 101","54",1809,141,150,272,185,1827,360,263,1,277,1,0,100,2378,1131,1229,2372,6,0,25018,16,27445,25034,2378,107,2612,0,2719,3.94,30164,2485,7579,10081,"5.7",8.2,33.8,"2020-08-09 05:00:00","2020-08-15 05:00:00","NO","YES","YES","YES","decreased by","decreased by","decreased by","increased by","16.7","36.4","33","4.4","%","%","%","%",160,56,100,264,278,12,12,4.2,2369,100,9,0,110,4,0,0,"56",0,9,"336",2315,"63"
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6156,1778,4340,1,37,6106,1053,720,4,1,937,829,7,1773,16,64,229,219,195,271,341,224,143,66,10,"0 to 100","51",1373,107,130,163,91,1454,228,130,0,161,0,0,40,1778,833,938,1773,5,0,17950,8,19746,17958,1778,39,1327,0,1366,2.86,21112,1817,5667,7522,"5.3",8.6,29.5,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","NO","NO","NO","decreased by","increased by","decreased by","increased by","5.3","7.4","2","23.8","%","%","%","%",35,11,40,130,161,8,10,2.2,1750,40,28,0,150,3,1,0,"51",0,4,"203",1774,"4"
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,11665,3461,8189,1,14,11620,3321,128,12,0,1888,1548,13,3449,36,122,555,507,550,600,473,316,196,106,0,"0 to 100","44",1767,588,294,800,336,2235,878,541,1,250,1,0,65,3461,1554,1894,3449,12,0,32838,18,36337,32856,3461,77,1813,0,1890,4.07,38227,3538,10002,13555,"6.5",9.3,30.3,"2020-08-09 05:00:00","2020-08-15 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","47.6","38.9","15.7","","%","%","%",99,38,65,542,251,16,8,1.9,3440,65,21,0,261,22,2,0,"13",0,14,"425",3329,"132"
