"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,21882,586,899,2475,2775,2913,3003,3102,3056,2268,766,39,"0 to 105",49,11625,10105,152,21503,379,0,999,16519,5108,204,8249,13475,3,155,21345,7777,372,84,16,4123,3988,38,8149,220,433,1472,1392,1400,1289,985,547,354,156,1,"0 to 101","39",3866,451,625,3207,3258,1779,3112,868,22,555,12,6,114,8249,4045,4161,8149,100,0,44097,279,52680,44376,8249,480,12023,1,12504,3.84,65184,8729,25498,34386,"9.4",13.4,39.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","8.5","8.3","31.4","14.5","%","%","%","%",97,44,120,890,567,11,7,1.5,8076,115,173,5,934,53,18,0,"8",-1,15
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,4663,110,137,366,656,682,682,838,648,321,214,9,"0 to 119",50,2256,2331,76,4643,20,0,409,3171,1409,20,1523,3137,0,3,4640,1386,130,6,1,442,1073,1,1516,32,47,155,301,299,272,213,127,52,25,0,"0 to 99","42",526,287,83,620,82,695,739,16,0,77,0,0,6,1523,1079,443,1516,7,0,8415,13,9989,8428,1523,13,259,0,272,4.78,10261,1536,3396,4935,"7.1",15,32.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","25","11.1","14.6","10","%","%","%","%",13,0,6,16,77,2,6,0.4,1456,5,67,1,104,0,0,0,"707",0,2
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,227350,2838,4690,21457,38894,37060,41075,36588,23608,13159,7285,696,"0 to 225",47,117768,108236,1346,225595,1754,1,5983,202614,24730,1082,92345,134715,93,197,225307,90327,1216,793,9,46061,45135,347,91543,1203,2501,11549,17981,15689,16541,12842,7375,4123,2449,92,"0 to 108","43",31794,8963,4363,46423,34083,11107,46353,9190,57,4874,32,16,1342,92345,45540,46413,91542,802,1,430614,937,524949,431551,92345,4154,61598,2,65754,6.32,590703,96499,196313,293104,"10.8",16.3,42.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","14.8","12.9","30.7","4.5","%","%","%","%",1175,567,1358,9247,4906,11,6,1.5,89557,1341,2788,17,5258,406,57,13,"1380",5,141
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3268,90,186,323,487,499,556,569,317,165,72,4,"0 to 102",46,1346,1799,123,3257,11,0,133,2180,1089,18,1112,2150,0,6,3251,979,132,1,0,461,645,5,1111,36,103,151,221,211,166,135,63,16,10,0,"0 to 97","36",720,107,58,226,592,263,256,161,0,89,0,0,14,1112,645,462,1111,1,0,7220,10,8360,7230,1112,8,170,0,178,4.49,8538,1120,2320,3446,"9.5",13.1,34.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","37.5","35.3","49.1","23.4","%","%","%","%",1,0,14,161,89,15,9,1.3,1099,14,13,0,172,7,3,0,"139",0,2
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,971,24,39,82,118,159,123,151,147,85,42,1,"0 to 118",50,578,380,13,971,0,0,31,757,178,3,203,768,0,0,971,171,32,0,0,115,87,1,203,0,12,22,32,30,24,26,30,22,5,0,"6 to 91","47",137,15,2,49,2,145,56,33,0,21,0,0,4,203,87,115,203,0,0,1882,0,2087,1882,203,1,32,0,33,3.03,2120,204,800,1004,"6.1",9.6,21,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","80","33.3","138.5","28","%","%","%","%",0,0,4,33,21,17,11,2,199,4,4,0,20,0,0,0,"6",0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,64120,1132,1704,7108,11480,9662,9730,10372,7300,3652,1846,134,"-6 to 119",46,34885,28448,787,63393,727,0,1519,57601,4784,247,17979,46023,11,107,63280,16515,1269,179,16,9234,8421,129,17784,226,675,3071,4343,3051,2610,2027,1136,524,307,9,"0 to 102","36",4326,5631,1630,6197,1453,8331,8000,926,24,517,12,4,108,17979,8526,9322,17784,195,0,152974,520,171672,153494,17979,690,8878,2,9570,7.21,181242,18669,54901,73690,"8",10.3,29.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.1","41.6","4.3","14.6","%","%","%","%",605,43,112,950,529,6,3,0.6,17544,109,435,3,1304,37,7,0,"81",23,19
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,22829,524,642,2508,3396,2774,3031,3877,3172,1819,1026,60,"0 to 119",50,13394,9239,196,19536,3293,0,718,20553,2181,130,6302,16507,2,18,19516,5487,82,733,0,2984,2434,151,5569,73,212,1249,1280,888,767,765,511,357,200,0,"0 to 105","37",2150,1419,213,1787,171,3354,2044,530,3,290,4,4,63,6302,2743,3408,5569,733,0,47940,2518,56792,50458,6302,55,1316,0,1371,4.01,58163,6357,17823,24200,"7.8",10.9,27.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","1.3","0.5","22.8","8.3","%","%","%","%",187,39,67,533,294,9,5,1.1,6074,66,228,1,450,28,8,0,"45",0,9
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4489,74,59,281,465,533,636,855,847,508,224,7,"0 to 119",57,2601,1834,54,4450,39,0,223,3802,548,56,696,3790,0,3,4447,594,93,9,0,366,316,5,687,12,20,94,104,85,104,117,105,40,14,1,"0 to 94","49",405,96,118,68,86,504,97,102,4,58,2,1,7,696,321,370,687,9,0,11299,30,12039,11329,696,42,1274,0,1316,3.19,13355,738,5064,5805,"5.4",5.5,16.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","decreased by","10","2.7","7.4","20.4","%","%","%","%",1,0,8,106,60,16,9,1.1,683,8,13,0,46,6,0,0,"8",0,1
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,610,12,12,38,49,50,73,141,138,79,18,0,"0 to 95",60,357,252,1,605,5,0,14,494,80,14,81,528,0,1,604,76,3,2,0,47,32,0,79,1,3,8,12,7,9,21,12,6,2,0,"0 to 85","55",50,23,2,4,4,70,5,7,0,3,0,0,1,81,32,49,79,2,0,2149,3,2234,2152,81,2,535,0,537,0.37,2771,83,1063,1147,"9.8",3,13.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","66.7","125","359","%","%","%","%",0,0,1,7,3,9,4,1.2,80,0,1,1,8,0,0,0,"0",0,1
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3584,72,151,326,597,608,610,533,427,168,89,3,"0 to 119",45,2371,1193,20,3563,20,1,85,3036,616,24,957,2626,1,0,3563,900,50,7,0,562,378,10,950,20,59,128,173,182,159,107,69,41,18,1,"0 to 98","39",272,342,61,275,146,483,321,139,0,83,0,0,12,957,378,569,949,7,1,7824,13,8829,7837,957,10,147,0,157,6.37,8986,967,2773,3741,"8.1",10.8,27,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","33.3","30.8","48.8","13.3","%","%","%","%",8,4,12,139,83,15,9,1.3,912,12,45,0,112,5,1,0,"115",0,3
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,993,38,32,117,126,132,142,142,114,91,59,0,"0 to 118",49,566,419,8,993,0,0,36,739,260,5,277,715,0,1,992,247,30,0,0,135,142,0,277,10,13,40,40,37,39,35,19,22,22,0,"0 to 100","44",198,17,22,40,39,172,66,15,0,5,0,0,0,277,142,135,277,0,0,2820,0,3103,2820,277,3,69,0,72,4.17,3175,280,784,1065,"6",8.8,28.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","900","600","10.5","37.2","%","%","%","%",3,0,0,15,5,6,2,0,266,0,11,0,34,1,0,0,"37",0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,467,11,16,57,96,100,64,50,37,27,7,2,"0 to 90",39,194,272,1,467,0,0,57,252,281,0,289,178,0,0,467,287,2,0,0,93,196,0,289,5,5,40,73,76,45,30,10,2,2,1,"0 to 89","38",208,59,13,9,136,136,17,37,0,25,0,0,2,289,196,93,289,0,0,650,0,940,650,289,2,19,0,21,9.52,961,291,197,488,"3.7",30.3,62.3,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","increased by","decreased by","decreased by","decreased by","1","50","43.8","12.3"," case","%","%","%",0,0,2,37,25,13,9,0.7,287,2,2,0,15,1,0,0,"175",0,1
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,859,27,38,78,90,90,151,158,137,70,20,0,"0 to 94",52,485,370,4,798,61,0,42,621,162,20,205,653,0,1,797,195,3,7,0,107,90,1,198,3,13,32,27,30,47,29,19,4,1,0,"1 to 89","44",106,58,3,31,12,150,36,38,2,8,2,0,0,205,96,108,198,7,0,2652,54,2915,2706,205,0,76,0,76,0,2991,205,729,935,"5.8",6.9,23.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","100","54.2","61","%","%","%","%",0,0,0,40,10,20,5,0,192,0,13,0,23,0,0,0,"3",0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2204,32,51,209,573,440,344,255,180,74,43,3,"0 to 118",40,575,1610,19,2197,7,0,60,1906,513,11,523,1680,0,1,2196,484,35,3,1,186,333,0,519,21,34,79,124,91,80,59,25,8,2,0,"0 to 86","35",211,265,35,8,82,284,153,74,1,18,0,0,2,523,335,188,519,4,0,3078,3,3606,3081,523,1,47,0,48,2.08,3654,524,1727,2252,"15.8",14.3,23.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","50","18.2","20.4","27.4","%","%","%","%",0,0,2,75,18,15,4,0.4,519,2,4,0,77,9,0,0,"224",0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1692,58,157,262,314,218,219,201,157,77,29,0,"0 to 94",37,917,751,24,1684,8,0,71,698,914,16,726,965,1,0,1683,488,232,5,1,372,344,4,720,23,78,130,151,105,95,64,52,21,7,0,"0 to 93","33",540,72,81,27,500,194,26,108,3,61,3,1,4,726,348,374,720,6,0,3134,2,3865,3136,726,8,57,0,65,12.31,3930,734,1022,1757,"6.5",18.7,43.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","66.7","4.8","2.1","20.7","%","%","%","%",3,1,5,111,64,16,9,0.7,717,5,9,0,130,9,0,0,"2",0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,3332,131,167,472,606,533,481,422,240,160,112,8,"0 to 104",40,1645,1673,14,3330,2,0,330,1758,1354,15,1427,1902,0,3,3327,1382,45,0,0,622,801,4,1427,44,76,231,303,257,222,144,77,47,25,1,"0 to 101","37",1144,160,42,81,977,386,64,229,0,126,0,0,32,1427,801,622,1427,0,0,5684,2,7124,5686,1427,14,139,0,153,9.15,7277,1441,2041,3485,"8.7",19.8,43.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","9.1","38.5","32.9","22.2","%","%","%","%",19,18,32,229,126,17,9,2.2,1409,31,18,1,158,9,1,0,"62",0,2
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,5103,89,106,497,697,633,745,868,674,495,295,4,"0 to 102",52,3035,2053,15,5077,26,0,410,3840,1382,55,1273,3829,1,0,5076,1041,220,11,1,675,586,0,1261,16,42,207,221,178,197,178,117,80,37,0,"0 to 100","43",874,107,106,174,188,772,301,245,2,139,2,1,16,1273,590,683,1261,12,0,13987,14,15280,14001,1273,29,1311,0,1340,2.16,16620,1302,5140,6443,"3.5",7.8,25.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","increased by","30.4","20.2","58.8","5.9","%","%","%","%",18,3,17,247,141,20,12,1.3,1229,15,44,2,83,6,0,0,"15",0,6
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4538,87,93,265,511,440,540,707,789,696,390,20,"0 to 119",60,2679,1820,39,4472,66,0,145,3827,654,37,876,3656,0,6,4466,787,86,3,0,456,413,4,873,18,29,94,134,120,125,142,93,85,36,0,"0 to 96","49",474,155,131,113,246,442,185,194,2,119,1,0,16,876,416,456,873,3,0,12024,63,12976,12087,876,24,466,0,490,4.9,13466,900,4122,5028,"4.9",6.7,19.8,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","26.1","31.6","39.3","72.9","%","%","%","%",41,0,16,196,120,23,14,1.8,809,16,67,0,57,4,0,0,"20",0,3
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,74599,1779,2464,8357,12705,11091,11381,11358,8388,4477,2070,529,"0 to 119",45,41715,32410,474,74140,459,0,2249,65941,6736,382,24891,49539,22,147,73971,24336,438,114,3,13051,11516,207,24774,525,1059,4401,5563,3935,3617,2715,1431,799,429,417,"0 to 104","36",7829,3092,2882,10971,5433,6910,12431,1855,14,1050,11,4,260,24891,11566,13118,24774,117,0,169171,340,194667,169511,24891,650,16661,0,17311,3.75,211978,25541,66200,91910,"6.7",12,34.2,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","0.6","15","9.4","12.7","%","%","%","%",778,130,264,1869,1061,8,5,1.1,24550,247,341,17,2130,134,16,0,"18",33,69
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1125,23,27,102,167,165,188,183,166,76,27,1,"0 to 119",49,542,569,14,1107,18,0,29,797,291,29,331,793,1,0,1106,281,41,6,3,85,237,0,322,4,4,45,79,72,60,33,19,10,5,0,"1 to 93","39",191,78,23,30,19,245,58,18,0,9,0,0,1,331,240,91,322,9,0,3221,9,3568,3230,331,3,71,0,74,4.05,3642,334,864,1199,"6.2",9.2,29.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","NO","increased by","decreased by","decreased by","increased by","100","55.6","27.8","5.6","%","%","%","%",6,1,1,18,9,6,3,0.3,323,1,8,0,15,1,0,0,"157",0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,7309,108,180,665,788,763,916,1112,1209,874,679,15,"0 to 119",57,4391,2876,42,7239,70,0,304,5618,1639,90,1729,5545,0,35,7206,1701,16,10,2,916,783,18,1717,31,93,300,296,243,236,177,141,112,100,0,"0 to 99","40",701,155,162,699,301,602,814,216,6,120,3,0,28,1729,791,920,1717,12,0,19899,56,21694,19955,1729,54,2017,0,2071,2.61,23765,1783,7562,9380,"6.2",7.5,24.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","45.9","9.2","15.3","","%","%","%",63,13,28,222,123,13,8,1.6,1685,27,44,1,172,5,1,0,"4",0,6
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3773,50,81,355,620,619,634,563,388,275,182,6,"0 to 105",47,1732,1956,85,3746,27,0,23,2812,835,43,916,2854,1,2,3743,858,45,12,1,358,538,7,903,8,27,104,161,159,160,123,83,48,43,0,"0 to 100","45",376,248,40,239,37,499,367,119,2,76,0,0,15,916,545,363,903,13,0,7188,14,8131,7202,916,22,180,0,202,10.89,8333,938,3034,3975,"8.2",11.3,24.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","75","100","371.1","179.4","%","%","%","%",107,4,15,121,76,14,9,1.6,887,15,29,0,58,5,0,0,"291",0,10
