"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,17554,241,282,2360,3352,2505,2448,2737,2004,960,598,67,"0 to 119",45,10034,7376,144,17254,300,0,580,16286,1276,93,2809,14735,6,4,17244,2676,82,39,12,1451,1303,4,2758,28,81,859,657,326,319,255,177,71,34,2,"0 to 103","30",955,685,373,745,391,1544,823,222,8,117,9,1,15,2809,1334,1470,2758,51,0,55999,247,59075,56246,2809,68,1800,0,1868,3.64,60943,2877,16535,19422,"7.4",4.7,16.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","18.9","21.7","13.5","8.1","%","%","%","%",49,10,16,230,126,9,5,0.6,2737,15,72,1,156,10,2,0,"24",0,4
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,1141,38,25,139,177,169,179,184,117,78,33,2,"0 to 99",46,640,476,25,1082,59,0,93,864,281,7,250,882,0,9,1073,174,76,0,0,120,129,1,250,3,8,38,42,46,36,39,17,17,4,0,"1 to 97","42",174,46,18,12,8,222,20,33,0,24,0,0,4,250,129,120,250,0,0,3415,58,3723,3473,250,0,54,0,54,0,3777,250,936,1195,"4.3",6.6,21.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","4","37.5","20.8","65.6"," cases","%","%","%",1,3,4,33,24,14,10,1.6,245,4,5,0,16,2,1,0,"19",0,0
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,5282,72,76,577,817,788,871,890,594,341,201,55,"0 to 119",48,2913,2313,56,5207,75,0,385,4338,1258,106,2269,3011,0,2,5205,2093,120,54,2,1188,1018,7,2213,35,44,397,468,395,376,296,169,67,22,0,"0 to 96","39",1213,246,114,640,193,1311,709,193,9,73,4,3,13,2269,1050,1212,2213,56,0,16892,23,19211,16915,2269,22,991,0,1013,2.17,20224,2291,4002,6295,"3.4",11.3,43.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","8.1","1.7","56.2","0.7","%","%","%","%",27,0,16,202,77,9,4,0.7,2195,14,74,2,133,2,1,0,"31",1,5
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,1633,28,37,152,210,192,245,307,198,155,103,6,"0 to 118",52,1024,587,22,1631,2,0,77,1384,289,2,205,1427,0,1,1630,131,74,0,0,127,78,0,205,5,8,33,25,31,33,22,14,22,12,0,"0 to 107","45",141,54,8,2,6,197,2,31,0,22,0,0,2,205,78,127,205,0,0,3345,2,3554,3347,205,7,75,0,82,8.54,3636,212,1502,1715,"6.4",5.8,13,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","did not change","increased by","increased by","14.3","","225","46.9","%","","%","%",3,2,2,31,22,16,11,1,198,2,7,0,18,0,0,0,"8",0,0
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,23437,305,442,1857,2619,2672,3286,4921,4243,2269,677,146,"0 to 119",56,13141,10174,122,23413,24,0,1034,20959,3459,133,4561,18872,0,4,23409,4448,95,15,3,2373,2141,29,4543,49,106,884,867,674,653,612,358,204,154,0,"0 to 103","40",2323,411,367,1442,618,2347,1578,602,4,302,3,0,58,4561,2148,2384,4543,18,0,66346,6,70964,66352,4561,114,4339,1,4454,2.56,75418,4675,23211,27891,"4.8",6.2,19.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","39.4","18.2","3.5","1","%","%","%","%",244,14,58,606,305,14,7,1.3,4413,53,148,5,247,27,4,0,"3",4,18
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,134044,3086,4351,12298,21372,21210,22638,22696,14716,7623,3840,214,"0 to 119",47,72097,60366,1581,132332,1712,0,5784,106976,26604,1169,43747,90150,24,123,132188,41234,2053,432,28,22255,20799,233,43287,906,2071,6404,8769,7707,7086,5773,2866,1446,701,18,"0 to 102","39",15321,11389,3055,13522,13902,16426,12959,5561,85,2880,66,25,529,43747,21093,22409,43287,460,0,291447,1234,336828,292681,43747,1736,36495,7,38238,4.54,375066,45483,126645,172282,"9",12.1,33.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","12.3","0.5","34.4","3.7","%","%","%","%",566,172,554,5646,2946,13,7,1.3,42577,542,1170,12,4072,302,42,0,"241",2,67
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,756,12,19,72,79,112,106,129,106,80,41,0,"0 to 99",52,447,295,14,756,0,0,24,472,200,9,230,525,0,1,755,214,16,0,0,141,89,0,230,1,6,29,25,22,30,34,30,29,24,0,"1 to 99","55",181,18,16,15,12,196,22,33,0,22,0,0,7,230,89,141,230,0,0,1653,0,1889,1653,230,0,25,0,25,0,1914,230,550,781,"5.4",12,30.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","did not change","increased by","increased by","200","","250","39.6","%","","%","%",15,6,7,33,22,15,10,3,229,7,1,0,13,0,0,0,"6",0,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,6492,77,71,380,575,643,914,1233,1206,808,577,8,"0 to 119",59,3743,2670,79,6470,22,0,398,5391,1097,31,1536,4950,1,5,6464,1339,191,5,1,803,703,24,1530,16,27,159,171,154,215,273,228,155,137,1,"0 to 101","55",1061,85,64,320,110,1050,370,177,1,189,1,0,82,1536,704,807,1530,6,0,18347,16,19908,18363,1536,70,2103,0,2173,3.22,22081,1606,7053,8665,"4.9",7.3,24.7,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","decreased by","decreased by","109.1","22","11.7","50.5","%","%","%","%",125,51,82,178,190,12,13,5.3,1500,82,36,0,66,4,0,0,"4",0,2
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,5061,76,111,352,543,481,625,913,1036,697,219,8,"0 to 222",59,2846,2059,156,5051,10,0,221,3820,823,39,911,4141,1,8,5043,553,355,3,0,464,441,3,908,9,26,121,135,103,135,167,114,72,29,0,"0 to 100","49",675,55,56,122,53,699,156,68,0,88,0,0,18,911,442,466,908,3,0,13946,6,14871,13952,911,29,1134,0,1163,2.49,16034,940,5275,6224,"4.3",5.9,18.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","decreased by","30.6","14.3","56.6","13.2","%","%","%","%",26,1,18,68,88,8,10,2,874,17,37,1,61,2,0,0,"12",0,1
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,10209,199,298,972,1274,1454,1671,1715,1445,821,339,21,"0 to 101",50,5828,4262,119,10183,26,0,474,8561,1427,89,2249,7949,1,10,10172,2132,109,8,0,1231,1001,9,2241,20,80,358,366,350,376,308,210,116,65,0,"0 to 100","43",1006,375,175,685,204,1276,761,303,0,157,0,0,44,2249,1005,1235,2241,8,0,25577,18,27857,25595,2249,53,1481,0,1534,3.46,29391,2302,9430,11743,"5.7",7.8,22.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","26","29.6","53.6","0.9","%","%","%","%",78,26,44,303,157,14,7,2,2197,43,52,1,152,11,1,0,"7",0,2
