"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,17876,404,700,1806,2112,2253,2308,2600,2803,2137,713,40,"0 to 105",52,9559,8224,93,17508,368,0,567,14263,3314,172,4539,13229,3,105,17400,4129,321,73,16,2182,2256,12,4450,135,249,837,745,775,623,522,316,229,106,2,"0 to 101","38",2257,202,360,1631,2080,919,1451,536,20,349,11,6,82,4539,2310,2217,4450,89,0,30304,279,35138,30583,4539,299,9723,1,10023,2.98,45161,4838,22952,27899,"7.7",10.7,27.1,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","56","46.8","46.8","21.3","%","%","%","%",41,36,88,556,360,13,8,1.9,4376,81,163,1,545,31,14,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3512,91,107,250,432,439,458,676,557,291,202,9,"0 to 119",54,1982,1435,95,3497,15,0,241,3047,408,16,316,3193,0,3,3494,273,41,2,0,156,158,0,314,10,16,37,68,47,46,44,27,14,7,0,"0 to 97","40",142,121,41,10,44,256,14,11,0,31,0,0,3,316,160,156,314,2,0,5821,13,6155,5834,316,10,190,0,200,5,6355,326,3383,3712,"5.4",5.1,9.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","decreased by","116.7","63.2","14.9","21","%","%","%","%",15,0,3,11,31,4,10,0.9,296,3,20,0,33,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,176778,1964,3023,14406,28698,28376,32053,29796,20024,11287,6467,684,"0 to 225",48,91968,83670,1140,175261,1516,1,4438,158257,19204,1027,40265,136249,101,163,174999,38800,914,542,9,19683,19998,33,39714,430,872,4388,7424,6701,7188,5828,3660,2148,1548,78,"0 to 108","45",18015,5246,1599,14854,18365,6644,14705,6978,50,4056,31,15,1018,40265,20281,19935,39713,551,1,287940,964,329523,288904,40265,2750,41893,2,44645,6.16,374168,43015,178142,221423,"8.2",11.5,24.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","67.8","41.9","103.7","29.6","%","%","%","%",1082,435,1033,7028,4087,18,11,2.6,37961,1000,2304,18,1839,250,44,7
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2744,72,132,256,384,389,476,508,291,157,70,9,"0 to 102",48,1141,1471,132,2734,10,0,75,1978,655,13,661,2068,0,15,2719,535,126,0,0,313,347,1,661,26,67,103,132,106,93,77,40,9,8,0,"0 to 92","35",488,67,24,82,416,157,88,108,0,62,0,0,10,661,347,313,661,0,0,4148,10,4824,4158,661,7,137,0,144,4.86,4968,668,2205,2888,"7.9",13.4,24.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","28.6","46.2","54.5","18.7","%","%","%","%",1,0,10,108,62,17,10,1.5,634,10,27,0,114,6,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,816,21,27,66,91,133,107,138,123,69,40,1,"0 to 118",52,484,315,17,816,0,0,11,700,98,2,69,747,0,0,816,53,16,0,0,35,34,0,69,0,3,13,5,11,11,11,6,6,3,0,"6 to 91","48",53,15,0,1,0,67,2,17,0,12,0,0,4,69,34,35,69,0,0,1346,0,1415,1346,69,0,25,0,25,0,1440,69,772,841,"5.1",4.8,8.5,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","decreased by","increased by","increased by","","100","300","218.9","","%","%","%",0,0,4,17,12,25,18,5.8,69,4,0,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,53425,839,1169,5347,9210,7895,8090,9136,6620,3330,1663,126,"-6 to 119",47,29247,23442,736,52784,641,0,953,49628,3001,224,7247,46113,10,55,52720,6726,409,101,11,3609,3506,20,7135,82,201,1333,2016,1254,930,758,420,160,90,3,"0 to 101","34",2066,1879,675,2515,702,3612,2821,570,22,359,11,3,68,7247,3569,3656,7135,112,0,101138,528,109046,101666,7247,317,5163,4,5484,5.78,114530,7564,51276,58909,"6.4",6.6,14.2,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","65.9","31","204.4","53.4","%","%","%","%",181,33,71,592,370,9,6,1,6480,67,767,1,404,24,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,19048,461,495,1754,2591,2220,2543,3426,2887,1673,960,38,"0 to 119",53,11472,7533,43,16107,2941,0,310,17873,1238,89,2240,16803,2,3,16102,1799,71,370,0,1054,815,1,1870,27,63,457,425,274,253,254,195,182,109,1,"0 to 105","38",923,521,61,365,71,1299,500,192,2,98,1,3,45,2240,954,1285,1870,370,0,29827,2571,34650,32398,2240,25,907,0,932,2.68,35582,2265,17710,19980,"6.4",6.4,11.9,"2020-06-21","2020-06-27","NO","NO","NO","NO","decreased by","increased by","increased by","increased by","5.1","47.2","172.6","124","%","%","%","%",89,32,48,194,99,9,5,2.1,2046,44,194,1,133,6,3,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4056,46,41,221,404,471,576,796,791,491,213,6,"0 to 119",58,2381,1622,53,4017,39,0,133,3718,282,44,340,3715,0,1,4016,292,39,9,0,200,130,1,331,2,6,42,54,36,52,64,55,24,5,0,"1 to 94","51",208,49,56,18,47,260,24,52,4,33,2,1,5,340,135,204,331,9,0,8100,30,8475,8130,340,32,943,0,975,3.28,9450,372,4658,5031,"4.7",3.9,9.2,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","66.7","69.2","318.8","151.7","%","%","%","%",1,0,6,56,35,17,11,1.8,323,5,17,0,13,1,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,487,3,5,27,36,37,52,111,128,72,16,0,"0 to 95",63,273,211,3,483,4,0,9,469,9,7,9,478,0,0,483,5,3,1,0,6,2,0,8,0,0,1,2,0,1,1,2,2,0,0,"21 to 75","63",7,0,0,1,0,6,2,0,0,0,0,0,0,9,2,7,8,1,0,976,3,988,979,9,1,314,0,315,0.32,1303,10,792,802,"6.8",0.8,2.1,"2020-06-21","2020-06-27","YES","YES","NO","YES","did not change","did not change","increased by","increased by","","","4","0.0416666666666667","",""," cases","percent difference",0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3017,52,103,225,502,512,530,471,391,147,82,2,"0 to 119",47,2086,920,11,2999,17,1,46,2693,392,17,406,2609,1,1,2998,392,10,4,0,281,121,0,402,4,17,33,79,85,78,43,35,21,11,0,"0 to 98","43",151,163,20,68,49,272,81,87,0,65,0,0,7,406,121,285,401,4,1,5541,13,5969,5554,406,9,103,0,112,8.04,6081,415,2712,3129,"6.8",6.8,13.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","300","266.7","225","198.5","%","%","%","%",1,4,7,87,65,22,17,1.7,389,7,17,0,28,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,783,17,18,88,105,111,118,119,100,70,36,1,"0 to 118",49,440,332,11,783,0,0,11,675,118,2,106,677,0,0,783,86,20,0,0,29,77,0,106,4,6,15,20,19,19,16,4,2,0,1,"0 to 83","38",76,10,15,5,29,68,9,5,0,0,0,0,0,106,77,29,106,0,0,2269,0,2378,2269,106,3,58,0,61,4.92,2439,109,735,844,"4.8",4.5,13.9,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","8","700","55.1","48.8"," cases","%","%","%",0,0,0,5,0,5,0,0,102,0,4,0,13,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,332,5,13,46,67,69,39,32,31,23,6,1,"1 to 90",39,155,175,2,332,0,0,34,205,148,0,167,165,0,0,332,165,2,0,0,58,109,0,167,2,3,29,47,46,21,12,5,1,1,0,"1 to 89","36",115,18,7,27,90,49,28,22,0,15,0,0,1,167,109,58,167,0,0,493,0,660,493,167,2,13,0,15,13.33,675,169,178,347,"2.6",25,50.9,"2020-06-21","2020-06-27","YES","YES","NO","NO","did not change","decreased by","decreased by","decreased by","","100","12","31.8","","%","%","%",0,0,1,22,15,14,9,0.6,164,1,3,0,9,1,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,637,11,15,41,57,67,110,129,122,65,20,0,"0 to 94",56,371,262,4,580,57,0,21,584,73,13,32,604,0,1,579,26,3,3,0,15,14,0,29,0,1,5,2,5,10,5,3,0,1,0,"9 to 89","46",22,4,2,1,2,26,1,7,1,2,1,0,0,32,16,16,29,3,0,1502,54,1588,1556,32,0,45,0,45,0,1633,32,649,682,"4.2",2,5,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","2","2","400","702.4"," cases"," cases","%","%",0,0,0,8,3,25,10,0,23,0,9,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2062,25,37,170,546,419,332,248,169,70,42,4,"0 to 118",40,485,1551,26,2056,6,0,44,1896,367,6,376,1685,0,1,2055,364,9,2,1,95,278,0,373,14,20,40,97,69,68,52,12,4,0,0,"0 to 84","38",149,177,34,13,61,155,157,40,1,11,0,0,2,376,280,96,373,3,0,2528,3,2909,2531,376,1,33,0,34,2.94,2943,377,1718,2096,"14.7",12.8,18.3,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","133.3","125","30.4","17.8","%","%","%","%",0,0,2,41,11,11,3,0.5,345,2,31,0,48,7,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1276,37,97,175,244,167,155,164,139,72,26,0,"0 to 94",39,699,562,15,1269,7,0,70,667,528,8,468,808,0,0,1269,360,103,4,1,234,229,0,463,13,43,72,107,75,55,41,40,17,5,0,"0 to 86","34",332,59,48,24,325,117,21,71,3,42,3,1,3,468,232,236,463,5,0,2149,2,2621,2151,468,7,44,0,51,13.73,2672,475,852,1327,"4.9",17.8,37.2,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","22.2","61.5","32.3","34.6","%","%","%","%",7,1,4,74,45,16,10,0.9,440,3,28,0,69,4,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2793,95,124,372,517,459,396,360,213,143,107,7,"0 to 104",41,1379,1406,8,2791,2,0,212,1735,964,4,993,1800,0,0,2791,948,45,0,0,416,577,0,993,30,45,152,225,201,146,93,49,32,20,0,"0 to 101","37",794,102,33,64,718,226,49,167,0,88,0,0,25,993,577,416,993,0,0,4284,2,5281,4286,993,8,112,0,120,6.67,5401,1001,1912,2913,"7.3",18.5,35.8,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","120","42.1","47.3","12.4","%","%","%","%",9,18,25,167,88,17,9,2.5,980,25,13,0,104,6,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4195,70,69,351,563,502,612,742,594,426,262,4,"0 to 102",53,2510,1663,22,4174,21,0,106,3694,393,50,451,3744,0,0,4174,328,116,6,1,216,227,1,444,6,11,75,94,63,67,66,43,17,9,0,"0 to 92","40",265,35,23,121,53,203,188,76,2,39,2,1,5,451,229,221,444,7,0,10203,14,10669,10217,451,20,886,0,906,2.21,11575,471,4630,5101,"2.8",4.1,11.2,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","increased by","350","73.9","268.2","81.2","%","%","%","%",3,0,6,78,41,18,10,1.3,408,5,43,0,24,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3962,64,63,205,419,365,471,627,733,636,359,20,"0 to 119",61,2400,1524,38,3896,66,0,77,3597,333,31,372,3584,0,6,3890,322,47,3,0,198,171,0,369,11,12,43,53,52,64,63,37,32,5,0,"0 to 91","48",221,65,55,28,131,203,35,84,2,67,1,0,11,372,174,198,369,3,0,9070,63,9520,9133,372,19,319,0,338,5.62,9858,391,3903,4300,"4.2",4,9.9,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","120","50","84.9","31.1","%","%","%","%",11,0,11,86,68,24,19,3,365,11,7,0,27,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,61995,1429,1802,6372,10220,9034,9416,9852,7652,4096,1891,231,"0 to 119",47,35157,26547,291,61558,437,0,1004,57740,3543,325,12376,49489,23,107,61429,12019,265,89,3,6496,5752,36,12284,264,452,2459,3082,1900,1637,1184,657,385,238,118,"0 to 104","34",3649,1666,1464,5505,2426,3593,6265,1068,11,634,8,3,145,12376,5796,6544,12284,92,0,119262,344,132072,119606,12376,342,11939,1,12282,2.78,144354,12718,61428,74277,"5.4",8.8,20.5,"2020-06-21","2020-06-27","NO","NO","NO","NO","increased by","increased by","increased by","increased by","98.4","28.7","123.2","23.1","%","%","%","%",480,88,148,1079,642,9,6,1.2,11465,140,911,5,957,57,7,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,942,14,13,76,142,132,155,164,159,65,21,1,"0 to 119",51,449,478,15,930,12,0,7,760,195,8,191,751,0,0,930,169,19,1,2,25,163,0,188,1,0,20,57,48,34,16,12,3,0,0,"1 to 83","38",109,65,9,5,16,147,25,7,0,5,0,0,0,191,164,27,188,3,0,2373,9,2577,2382,191,1,43,0,44,2.27,2621,192,794,986,"5.1",7.3,20.4,"2020-06-21","2020-06-27","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","50","33.3","769.2","4.9","%","%","%","%",0,0,0,7,5,4,3,0,181,0,10,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6106,74,102,475,593,585,741,964,1116,820,618,18,"0 to 119",60,3702,2372,32,6034,72,0,219,5100,888,69,772,5308,0,26,6010,746,14,10,2,384,369,7,760,11,41,148,130,109,104,64,68,57,39,1,"0 to 99","39",319,49,75,317,157,255,348,109,6,56,3,0,16,772,377,388,760,12,0,13971,58,14803,14029,772,42,1500,0,1542,2.72,16345,814,6808,7648,"5.1",5,13.3,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","81.8","50","41","8.8","%","%","%","%",42,8,16,115,59,15,8,2.1,739,16,33,0,74,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3129,32,42,268,534,529,545,484,314,234,141,6,"0 to 105",47,1419,1619,91,3106,23,0,18,2625,372,31,381,2746,1,1,3104,334,38,8,1,101,271,0,372,5,10,41,86,82,74,55,20,7,1,0,"0 to 87","40",169,141,20,42,29,227,116,47,2,29,0,0,2,381,275,106,372,9,0,4928,14,5332,4942,381,18,96,0,114,15.79,5446,399,2842,3243,"6.7",7.3,12.8,"2020-06-21","2020-06-27","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","200","42.9","73.3","25.9","%","%","%","%",2,0,2,49,29,13,8,0.5,365,2,16,0,22,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,600,15,13,29,52,83,82,120,121,65,19,1,"0 to 101",57,361,235,4,595,5,0,7,494,95,7,57,543,0,0,595,32,23,2,0,34,21,0,55,2,1,6,8,10,5,8,7,4,6,0,"0 to 95","52",19,24,7,5,8,40,7,9,2,10,0,0,4,57,23,34,55,2,0,1222,3,1283,1225,57,0,60,0,60,0,1343,57,603,660,"4.7",4.2,9.5,"2020-06-21","2020-06-27","YES","NO","NO","YES","did not change","decreased by","increased by","decreased by","","100","175","14.5","","%","%","%",0,4,4,11,10,20,18,7,51,4,6,0,5,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,366,6,1,44,47,40,37,40,50,56,44,1,"0 to 119",57,231,128,7,366,0,0,12,327,23,1,33,333,0,0,366,26,7,0,0,16,17,0,33,1,1,4,9,2,5,4,4,1,2,0,"3 to 98","36",23,7,2,1,7,25,1,7,0,3,0,0,0,33,17,16,33,0,0,520,0,554,520,33,0,13,0,13,0,567,33,346,379,"4.3",5.8,9,"2020-06-21","2020-06-27","NO","YES","NO","NO","did not change","did not change","increased by","decreased by","","","42.9","41","","","%","%",0,0,0,7,3,22,10,0,32,0,1,0,2,0,0,0
