"Timestamp1","OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
2020-10-22 15:52:07,66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,24601,9807,14746,4,44,24214,9457,256,82,12,5292,4405,16,9713,143,350,4251,1558,950,879,753,542,245,132,4,"0 to 103","25",4933,2178,1058,1544,1250,6657,1806,1030,22,486,26,3,74,9807,4464,5326,9713,94,0,98793,250,108881,99043,9807,210,2798,0,3008,6.98,111889,10017,17544,27609,"10.5",9,40.7,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","29.2","7.5","32.2","17.8","%","%","%","%",65,30,77,1052,512,11,6,0.8,9616,77,191,0,692,70,12,0,"173",0,5,"378",9355,"452",989,191,798,19.3,"687","7923","8610","8.0",35,451,486,"7.2"
2020-10-22 15:52:07,17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2906,1723,1147,0,36,2807,1426,292,3,2,590,1128,0,1718,9,48,210,361,360,292,228,134,64,17,0,"0 to 103","40",906,231,55,526,18,1068,632,126,0,85,0,0,18,1723,1131,592,1718,5,0,7069,55,8875,7124,1723,11,94,0,105,10.48,8980,1734,1241,3011,"10.8",19.3,59.7,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","YES","NO","NO","did not change","decreased by","decreased by","decreased by","","8.3","33","12.5","","%","%","%",0,3,18,126,85,8,5,1,1709,17,14,1,100,5,0,1,"633",0,1,"53",1641,"82",58,14,44,24.1,"100","682","782","12.8",9,38,47,"19.15"
2020-10-22 15:52:07,15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,9904,6579,3299,1,25,9684,6252,153,172,2,3211,3165,29,6405,72,174,1009,1207,1080,1099,948,591,301,97,1,"0 to 99","42",3772,640,868,1125,504,4409,1492,772,21,370,10,6,132,6579,3261,3289,6405,174,0,31272,30,37955,31302,6579,140,1454,0,1594,8.78,39549,6719,4753,11498,"6.3",17,67.8,"2020-10-11 05:00:00","2020-10-17 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","50","30.6","26.8","40.9","%","%","%","%",14,31,138,793,380,13,6,2.1,6512,138,67,0,419,22,7,1,"447",0,7,"378",5590,"989",211,67,144,31.8,"404","2795","3199","12.6",15,173,188,"7.98"
2020-10-22 15:52:07,40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2879,1214,1661,0,4,2872,898,315,1,0,590,623,0,1213,19,59,164,181,170,194,214,124,65,24,0,"0 to 107","45",816,286,58,53,34,1127,52,144,0,73,0,0,15,1214,624,590,1213,1,0,6163,2,7399,6165,1214,18,120,0,138,13.04,7537,1232,1781,3017,"11.2",16.3,42.8,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","YES","YES","increased by","decreased by","did not change","decreased by","57.1","23.5","","17.6","%","%","","%",5,2,15,144,73,12,7,1.2,1207,12,7,3,119,9,1,0,"279",0,4,"67",1181,"33",29,7,22,24.1,"119","851","970","12.3",2,35,37,"5.41"
2020-10-22 15:52:07,42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,29747,10747,18992,0,8,29679,10481,212,50,4,5724,4904,65,10693,116,418,1730,1675,1449,1472,1631,1090,701,463,2,"0 to 105","44",5841,1224,908,2720,1184,6302,3207,1647,13,969,5,1,352,10747,4933,5749,10693,54,0,106683,14,117513,106697,10747,386,6854,2,7242,5.33,124755,11133,25846,36989,"6.4",8.9,37.4,"2020-10-11 05:00:00","2020-10-17 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","13","37.1","11","4","%","%","%","%",60,205,353,1660,974,16,10,3.3,10596,353,151,0,803,66,9,0,"70",0,15,"1224",9538,"1209",1119,151,968,13.5,"800","8620","9420","8.5",52,528,580,"8.97"
2020-10-22 15:52:07,62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,184766,82250,102329,30,157,182641,75465,6063,677,45,42375,39024,129,81528,1749,4563,12127,15737,14112,13311,10906,5520,2718,1472,35,"0 to 107","39",35094,21124,11839,13471,31160,37461,12907,10799,110,6079,82,29,1519,82250,39481,42637,81528,722,0,541058,1235,625417,542293,82250,5913,58161,22,64096,9.23,689513,88163,160490,248862,"13",12.8,47.7,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","6.5","0.8","29.2","20.7","%","%","%","%",241,425,1548,10909,6161,14,8,1.9,81704,1548,546,0,8570,619,96,0,"408",1,28,"3469",80758,"1492",5577,546,5031,9.8,"8551","48518","57069","15.0",239,2952,3191,"7.49"
2020-10-22 15:52:07,5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1405,697,707,0,1,1403,648,48,1,0,291,404,1,696,7,28,78,128,116,101,90,73,47,29,0,"0 to 99","44",462,100,56,78,30,564,102,69,1,37,1,0,14,697,405,291,696,1,0,4467,0,5174,4467,697,6,41,0,47,12.77,5221,703,748,1452,"10.1",13.5,50,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","3","14.3","10.5","12.1"," cases","%","%","%",14,6,14,70,38,11,6,2,681,14,16,0,56,2,0,0,"205",0,0,"89",651,"46",26,16,10,61.5,"56","463","519","10.8",6,10,16,"37.5"
2020-10-22 15:52:07,56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,8435,3440,4987,1,7,8401,3126,304,9,1,1838,1581,11,3430,26,86,357,353,358,493,612,534,368,253,0,"0 to 101","55",2639,226,309,256,279,2768,383,459,1,425,1,0,156,3440,1583,1845,3430,10,0,34093,17,37588,34110,3440,206,3398,2,3606,5.71,41194,3646,8385,12041,"6.8",8.9,43.2,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","43.5","50","12.2","11.1","%","%","%","%",82,70,156,460,426,14,13,4.5,3404,156,36,0,165,10,1,0,"66",0,5,"550",3205,"235",376,36,340,9.6,"165","1838","2003","8.2",3,88,91,"3.3"
2020-10-22 15:52:07,32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,8332,3091,5184,2,55,8255,2052,1026,6,7,1717,1358,3,3078,35,112,395,351,336,454,527,414,308,158,1,"0 to 100","52",2476,181,231,190,154,2620,304,291,1,319,2,1,130,3091,1368,1720,3078,13,0,25582,7,28692,25589,3091,100,1662,0,1762,5.68,30454,3191,6846,10094,"7.1",10.5,38.3,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","34.8","22.2","19.3","10.1","%","%","%","%",53,50,131,292,321,10,11,4.2,3070,132,21,-1,266,6,2,0,"61",0,6,"536",3020,"71",238,21,217,8.8,"266","2230","2496","10.7",4,107,111,"3.6"
2020-10-22 15:52:07,22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,14837,5869,8935,1,32,14770,5648,204,16,0,3032,2759,61,5852,61,229,908,853,991,1017,812,517,328,151,1,"0 to 102","43",3509,863,488,992,532,4186,1134,956,2,401,3,0,117,5868,2768,3039,5852,16,0,48291,18,54208,48309,5868,156,2273,0,2429,6.42,56637,6024,11208,17266,"8.3",10.6,40.6,"2020-10-11 05:00:00","2020-10-17 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","41","55.4","26.6","23.9","%","%","%","%",81,59,117,958,404,17,7,2,5813,117,55,0,486,61,5,0,"248",0,4,"547",5491,"377",354,55,299,15.5,"485","5254","5739","8.5",33,316,349,"9.46"
