"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity","Y_casesall","Y_negall","Y_testedall","Y_PctPosAll","Y_CasesD7","Y_NegTestsD7","Y_testedD7","Y_PctPosD7"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,26924,12751,14126,3,44,26482,12184,448,103,16,6429,6159,44,12632,336,658,2146,2036,2104,2007,1588,928,614,331,3,"0 to 104","40",6377,780,1470,4005,4981,3619,4032,1469,25,910,15,7,221,12751,6228,6479,12632,119,0,66553,279,79676,66832,12751,1183,15330,1,16514,7.16,96190,13934,29456,43438,"11.9",14.5,51.8,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","6.7","30.8","17.8","2.7","%","%","%","%",36,95,228,1494,925,12,8,1.8,12732,225,19,3,1393,115,26,0,"85",0,13,"706",11921,"830",-79,19,-98,-24.1,"1392","5863","7255","19.2",22,354,376,"5.85"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,6937,3836,3096,0,5,6906,3454,369,10,3,1265,2556,2,3823,66,144,436,675,711,646,564,358,166,69,1,"0 to 102","43",2324,1153,159,187,238,3347,238,110,1,210,2,0,58,3836,2564,1270,3823,13,0,13722,13,17627,13735,3836,46,412,0,458,10.04,18085,3882,3508,7395,"10.7",21.5,56,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","increased by","35.7","6.5","32.7","45.4","%","%","%","%",34,13,58,111,212,3,6,1.5,3828,56,8,2,271,3,3,9,"1609",0,4,"257",3578,"258",35,8,27,22.9,"271","1773","2044","13.3",12,65,77,"15.58"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,308021,170401,136975,88,557,305310,167429,1848,1103,20,86170,82236,871,169277,2730,6340,22619,31018,28241,30521,23845,13261,7478,4063,284,"0 to 108","42",69025,14995,21747,63510,80501,22967,65809,15315,95,7792,41,21,3280,170400,82841,86626,169276,1123,1,744957,964,918330,745921,170400,15052,97888,4,112944,13.33,1031274,185452,234863,420965,"15.5",18,60.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","increased by","17.3","29","12.6","8.9","%","%","%","%",695,784,3301,15410,7833,10,5,1.9,170086,3264,314,37,12551,1072,159,35,"1983",2,153,"5756",168723,"1677",1797,314,1483,17.5,"12457","54509","66966","18.6",299,2640,2939,"10.17"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,3892,1571,2314,1,6,3872,1435,133,3,0,644,920,4,1568,44,132,221,301,294,233,186,98,46,16,0,"0 to 97","37",952,164,125,327,717,475,376,239,1,121,1,0,25,1571,921,646,1568,3,0,9638,10,11225,9648,1571,131,895,0,1026,12.77,12251,1702,3209,4918,"13.5",13.9,43.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","40","70.6","18.8","32.5","%","%","%","%",7,0,25,240,122,16,8,1.6,1566,25,5,0,226,14,3,0,"248",0,1,"63",1564,"7",10,5,5,50,"226","1278","1504","15.0",-1,45,44,"0"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,1704,835,869,0,0,1703,760,74,1,0,302,532,0,834,7,37,86,135,176,130,125,88,42,9,0,"0 to 91","43",601,187,26,20,53,742,39,78,0,53,0,0,9,835,532,303,834,1,0,4473,0,5320,4473,835,4,52,0,56,7.14,5376,839,921,1760,"10.7",15.6,49.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","decreased by","66.7","50","71.9","73","%","%","%","%",0,0,9,78,53,10,7,1.1,834,8,1,1,62,2,1,3,"346",0,2,"31",820,"15",5,1,4,20,"62","490","552","11.2",0,19,19,"0"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,78139,30548,47332,15,244,77009,28167,2036,322,23,16050,13830,323,30203,480,1346,4922,6608,4826,4523,3771,2247,1154,651,20,"0 to 103","38",8738,9854,3607,8004,2494,17302,10407,2112,43,1118,22,15,394,30548,14006,16209,30203,345,0,245577,546,276938,246123,30548,1538,13555,2,15095,10.19,292033,32086,60887,93234,"10.1",11,41.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","8.9","22","9.2","1.8","%","%","%","%",372,158,409,2155,1140,8,4,1.3,30418,400,130,9,2523,122,24,0,"177",1,34,"1988",29493,"1055",1178,130,1048,11,"2506","22617","25123","10.0",106,1759,1865,"5.68"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,28524,12353,16163,1,7,24863,11139,92,1122,0,5711,5424,96,11231,164,456,2125,2344,1858,1615,1618,1109,691,361,12,"0 to 105","39",4466,2508,1282,2975,391,7434,3406,1308,18,820,14,15,235,12353,5916,6341,11231,1122,0,77976,2626,93013,80602,12353,238,2124,0,2362,10.08,95375,12591,18287,30886,"9.9",13.2,44.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","decreased by","33.3","14.8","19.9","8.3","%","%","%","%",74,106,250,1326,834,11,7,2,12319,245,34,5,932,71,26,3,"891",0,15,"1123",12264,"89",163,34,129,20.9,"883","7232","8115","10.9",27,193,220,"12.27"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,5888,1751,4127,0,10,5835,1587,150,14,0,951,782,4,1737,27,99,223,216,211,255,278,247,148,46,1,"0 to 96","49",1022,247,327,141,238,1322,177,226,5,147,3,1,27,1751,788,959,1737,14,0,18789,29,20587,18818,1751,72,1673,0,1745,4.13,22332,1823,5800,7633,"7.1",8.2,31,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","increased by","54.5","31.7","18.3","4.8","%","%","%","%",5,3,28,231,150,14,9,1.6,1744,26,7,2,172,14,2,0,"10",0,4,"141",1613,"138",1,7,-6,700,"170","1155","1325","12.8",6,69,75,"8"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,1375,627,744,0,4,1364,612,11,4,0,161,462,0,623,6,29,72,153,117,97,96,36,19,2,0,"0 to 85","38",377,226,10,10,46,513,64,19,0,9,0,0,4,627,463,164,623,4,0,4359,3,5000,4362,627,8,559,0,567,1.41,5567,635,1303,1942,"16.5",11.4,46.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","did not change","did not change","increased by","2","","","1.7"," cases","","","%",0,0,4,19,9,4,2,0.6,626,4,1,0,55,0,1,0,"347",0,1,"4",615,"12",5,1,4,20,"54","530","584","9.2",11,28,39,"28.21"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,5589,2833,2751,1,4,5563,2767,58,8,0,1365,1458,2,2825,64,169,389,463,537,506,384,202,84,34,1,"0 to 98","40",839,1175,510,301,533,1849,443,413,0,215,0,0,47,2833,1459,1372,2824,8,1,13939,16,16828,13955,2833,28,220,0,248,11.29,17076,2861,2971,5837,"12.7",16.8,51.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","decreased by","37.5","26.7","10.2","40.4","%","%","%","%",1,7,47,413,215,15,8,1.7,2828,47,5,0,320,19,2,0,"315",0,2,"87",2770,"63",-66,5,-71,-7.6,"320","1805","2125","15.1",15,108,123,"12.2"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,1301,513,786,1,1,1299,468,45,0,0,271,241,1,513,10,25,74,94,61,71,63,36,36,43,0,"0 to 106","42",424,31,29,29,80,401,32,72,0,39,0,0,12,513,241,271,513,0,0,4185,0,4707,4185,513,6,100,0,106,5.66,4813,519,886,1407,"8",10.8,39.9,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","YES","decreased by","decreased by","decreased by","decreased by","100","33.3","33.3","3.8","%","%","%","%",0,9,12,72,39,15,8,2.3,512,12,1,0,52,7,1,0,"54",0,0,"73",506,"7",15,1,14,6.7,"52","544","596","8.7",0,22,22,"0"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,766,542,224,0,0,766,536,6,0,0,173,369,0,542,7,22,61,131,136,85,59,19,19,3,0,"0 to 89","38",395,92,32,23,217,297,28,65,0,46,0,0,4,542,369,173,542,0,0,961,0,1504,961,542,3,24,0,27,11.11,1531,545,248,793,"5.9",35.6,71.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","50","166.7","29.2","6","%","%","%","%",0,0,4,65,46,12,9,0.7,541,4,1,0,42,1,0,0,"281",0,0,"5",540,"2",1,1,0,100,"42","117","159","26.4",5,20,25,"20"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,1699,875,820,0,4,1632,861,4,10,0,344,521,0,865,20,46,80,143,126,157,175,90,27,11,0,"0 to 94","46",564,266,16,19,42,775,48,125,3,53,2,0,14,875,528,347,865,10,0,4868,55,5804,4923,875,3,99,0,102,2.94,5906,878,919,1801,"11.2",14.9,51.7,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","1","100","28.6","10.8"," case","%","%","%",2,1,14,128,55,15,7,1.6,875,14,0,0,82,2,0,0,"287",0,0,"14",854,"21",-2,0,-2,0,"82","525","607","13.5",0,0,0,""
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2533,859,1673,0,1,2523,721,132,4,2,289,564,0,853,28,52,107,170,150,145,120,55,22,10,0,"0 to 91","40",371,418,55,9,112,613,128,100,1,32,0,0,8,859,567,292,853,6,0,4677,3,5541,4680,859,6,64,0,70,8.57,5611,865,1737,2603,"18.2",15.4,34.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","NO","did not change","increased by","decreased by","decreased by","","16.7","66.2","42.5","","%","%","%",0,0,8,101,32,12,4,0.9,853,8,6,0,107,9,0,0,"365",0,0,"27",840,"19",12,6,6,50,"106","512","618","17.2",0,9,9,"0"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,2598,1366,1228,1,3,2585,991,368,6,1,643,711,5,1359,34,115,257,268,208,220,136,80,39,9,0,"0 to 93","35",971,118,187,83,820,444,95,175,3,126,4,1,11,1366,716,645,1359,7,0,6586,2,7963,6588,1366,18,107,0,125,14.4,8088,1384,1335,2723,"10",17.1,53.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","NO","increased by","decreased by","decreased by","increased by","33.3","15.4","17.6","9.7","%","%","%","%",3,2,12,178,130,14,10,0.9,1364,12,2,0,209,12,0,0,"147",0,0,"63",1358,"8",13,2,11,15.4,"209","933","1142","18.3",6,14,20,"30"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,4140,2076,2063,1,0,4135,2020,54,2,0,951,1121,2,2074,64,142,336,400,369,310,226,130,64,35,0,"0 to 100","37",1634,242,93,105,1389,599,86,341,0,190,0,0,42,2076,1122,952,2074,2,0,8163,2,10259,8165,2076,40,190,0,230,17.39,10489,2116,2253,4370,"10.9",20.2,51.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","decreased by","decreased by","increased by","50","73.3","14.8","38.7","%","%","%","%",0,19,42,341,190,17,10,2,2072,42,4,0,270,17,2,0,"69",0,0,"97",2068,"8",19,4,15,21.1,"270","1236","1506","17.9",5,95,100,"5"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,7617,3175,4437,0,5,7579,2687,469,17,2,1768,1388,0,3156,36,109,398,463,428,484,444,343,269,201,0,"0 to 101","48",2409,292,424,31,570,2533,53,548,2,400,3,1,127,3175,1393,1781,3156,19,0,24618,14,27826,24632,3175,122,1841,0,1963,6.21,29789,3297,6278,9580,"5.2",11.1,43.3,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","decreased by","increased by","decreased by","decreased by","14.3","30","27.3","7","%","%","%","%",49,56,128,550,403,18,13,4,3150,126,25,2,203,12,2,0,"52",0,12,"549",3096,"79",-268,25,-293,-9.3,"203","2017","2220","9.1",6,196,202,"2.97"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,6139,2177,3950,0,12,6054,1971,195,11,0,1168,997,1,2166,36,97,244,355,280,321,329,226,191,98,0,"0 to 99","48",1283,324,340,219,606,1250,310,442,6,234,4,0,89,2177,1005,1171,2166,11,0,19139,62,21388,19201,2177,71,657,0,728,9.75,22116,2248,4607,6867,"6.7",10.2,36.6,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","did not change","increased by","27.3","23.9","","47.3","%","%","","%",4,27,89,448,238,21,11,4.1,2170,89,7,0,171,16,2,0,"63",0,7,"364",2167,"10",43,7,36,16.3,"171","1612","1783","9.6",4,110,114,"3.51"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,93237,42248,50547,21,421,92245,41347,687,209,5,22300,19409,325,42034,896,1970,7643,8472,6657,6356,4783,2652,1518,872,429,"0 to 107","37",15130,5424,6069,15411,10729,13528,17777,3410,28,1858,20,5,646,42248,19505,22412,42034,214,0,277519,343,320638,277862,42248,2354,24816,0,27170,8.66,347808,44602,75363,120407,"8.7",12.8,47.8,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","NO","NO","YES","increased by","decreased by","decreased by","decreased by","12","13.8","19.8","4.6","%","%","%","%",392,295,651,3438,1878,9,5,1.5,42118,641,130,10,3916,239,33,0,"78",1,32,"2541",41473,"775",613,130,483,21.2,"3907","26373","30280","12.9",103,1676,1779,"5.79"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,1660,756,902,0,2,1635,629,113,11,3,331,411,0,742,15,31,99,137,128,126,91,75,35,19,0,"0 to 101","41",547,86,51,58,32,607,103,52,0,28,0,0,8,756,415,341,742,14,0,4569,9,5344,4578,756,11,119,0,130,8.46,5474,767,1021,1790,"9.2",14,46.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","decreased by","1","","4.2","0.4"," case","","%","%",6,2,8,52,28,7,4,1.1,755,7,1,1,75,3,0,1,"189",0,2,"57",722,"34",17,1,16,5.9,"75","359","434","17.3",3,6,9,"33.33"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,9426,3255,6117,0,54,9292,3211,18,23,2,1757,1457,15,3229,61,172,496,477,421,451,422,317,242,195,0,"0 to 105","44",1709,389,350,781,681,1623,925,535,8,300,4,0,119,3254,1473,1766,3229,25,0,32928,55,36256,32983,3254,158,2695,0,2853,5.54,39109,3412,8812,12279,"8.1",8.7,36.2,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","NO","NO","YES","decreased by","decreased by","increased by","increased by","44.4","15.4","34","81.1","%","%","%","%",41,58,119,543,304,17,10,3.7,3243,117,11,2,334,21,2,0,"7",0,4,"446",3239,"15",156,11,145,7.1,"334","3145","3479","9.6",11,281,292,"3.77"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,5742,2833,2879,0,30,5666,2735,66,31,1,972,1823,6,2801,31,88,326,560,524,474,377,214,146,92,1,"0 to 100","42",1254,556,130,861,112,1348,1341,205,3,149,1,0,80,2833,1842,985,2801,32,0,13983,15,16843,13998,2833,61,318,0,379,16.09,17222,2894,3197,6121,"12.6",16.8,50.4,"2020-09-20 05:00:00","2020-09-26 05:00:00","NO","YES","YES","YES","increased by","decreased by","decreased by","decreased by","22.2","18.2","21","15.6","%","%","%","%",14,59,80,208,150,8,6,2.8,2822,79,11,1,191,9,0,7,"1074",0,3,"398",2761,"72",15,11,4,73.3,"191","1090","1281","14.9",9,35,44,"20.45"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,1205,560,643,1,1,1190,485,64,11,0,166,383,0,549,6,14,56,98,88,103,105,59,21,10,0,"0 to 95","46",215,289,36,9,25,485,39,56,2,35,0,0,9,560,390,170,549,11,0,3307,2,3884,3309,560,8,117,0,125,6.4,4009,568,760,1330,"9.4",14.2,47.1,"2020-09-20 05:00:00","2020-09-26 05:00:00","YES","YES","YES","YES","did not change","decreased by","decreased by","decreased by","","50","28.6","25.7","","%","%","%",0,5,9,58,35,11,7,1.6,563,9,-3,0,35,1,2,0,"275",0,1,"42",553,"7",1,-3,4,-300,"35","344","379","9.2",1,14,15,"6.67"
