"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2","C_Trend1","C_Trend2","C_LTCF_AllCases","C_PCR_Pos","C_Antigen_Pos","NewPpl_Tested","NewPpl_Pos","NewPpl_Neg","NewPpl_Positivity"
66,1,1,"ALACHUA","Alachua","Alachua","Alachua County","FL",263148,20335,5722,14591,5,17,19993,5472,176,62,12,3095,2532,21,5648,106,249,1559,1176,721,655,581,399,178,91,7,"0 to 103","32",2077,1671,670,1230,667,3456,1525,666,15,341,16,1,33,5722,2571,3129,5648,74,0,82088,249,88090,82337,5722,140,2347,0,2487,5.63,90577,5862,16938,22822,"8.7",6.5,28.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","did not change","increased by","increased by","3.3","","61.3","78.6","%","","%","%",121,14,34,681,357,12,7,0.6,5633,34,89,0,471,47,7,0,"124",0,0,"278",5632,"90",399,89,310,22.3
17,2,3,"BAKER","Baker","Baker","Baker County","FL",27785,2279,1273,972,0,34,2186,1096,176,0,1,363,909,0,1272,5,20,142,279,285,216,175,96,45,10,0,"1 to 97","40",604,162,50,456,15,703,554,80,0,51,0,0,6,1273,909,364,1272,1,0,5798,57,7153,5855,1273,4,72,0,76,5.26,7229,1277,1044,2355,"8.5",17.7,56,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","20","85.7","205.7","120.3","%","%","%","%",0,3,6,80,51,7,5,0.5,1271,6,2,0,46,3,0,1,"575",0,0,"33",1257,"16",12,2,10,16.7
15,3,5,"BAY","Bay","Bay","Bay County","FL",182482,8627,5534,3077,1,15,8505,5307,141,84,2,2679,2723,46,5448,64,117,845,1049,918,935,782,481,240,81,22,"0 to 99","42",3089,561,723,1075,410,3599,1439,676,17,314,6,5,86,5534,2774,2714,5448,86,0,26272,30,31904,26302,5534,84,1288,0,1372,6.12,33276,5618,4365,9999,"5.5",16.9,65.1,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","8.3","16.7","26","36.5","%","%","%","%",39,17,91,693,320,13,6,1.6,5522,91,12,0,309,15,5,1,"436",0,7,"319",4926,"608",38,12,26,31.6
40,4,7,"BRADFORD","Bradford","Bradford","Bradford County","FL",26979,2422,861,1560,0,1,2418,645,215,1,0,399,461,0,860,13,44,115,131,131,143,145,72,48,19,0,"0 to 107","44",539,220,44,57,28,738,94,88,0,52,0,0,5,861,462,399,860,1,0,5280,2,6163,5282,861,9,97,0,106,8.49,6269,870,1657,2528,"9.4",13.9,35.9,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","53.8","7.4","42.7","21","%","%","%","%",6,2,5,88,52,11,7,0.6,854,5,7,0,85,4,0,0,"240",0,0,"54",847,"14",18,7,11,38.9
42,5,9,"BREVARD","Brevard","Brevard","Brevard County","FL",576808,26633,7689,18922,0,22,26580,7524,140,22,3,4139,3494,31,7664,75,235,1267,1245,1077,1079,1124,698,482,384,23,"0 to 105","44",3991,954,674,2045,903,4319,2442,1240,7,690,4,1,235,7689,3507,4151,7664,25,0,89327,16,97091,89343,7689,279,5807,1,6087,4.58,103178,7968,24729,32720,"5.7",7.7,29.9,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","14.6","15.6","49.8","32.8","%","%","%","%",188,137,236,1247,694,17,10,3.1,7656,236,33,0,472,50,6,0,"66",0,25,"1086",7442,"247",275,33,242,12
62,6,11,"BROWARD","Broward","Broward","Broward County","FL",1909151,169764,73556,96069,30,109,167792,67682,5261,573,40,38057,34751,135,72943,1589,4062,10720,14026,12667,11911,9815,4959,2442,1323,42,"0 to 104","39",30282,19492,9614,13555,27686,32150,13107,9892,97,5482,76,26,1234,73556,35137,38283,72943,613,0,449193,1236,524856,450429,73556,3918,48347,11,52276,7.49,577132,77474,144416,222040,"11.6",13.4,45.6,"2020-08-30 05:00:00","2020-09-05 05:00:00","YES","YES","NO","YES","decreased by","decreased by","increased by","increased by","2.7","28.7","30.2","0.5","%","%","%","%",415,353,1260,9989,5558,14,8,1.7,73426,1246,130,14,7637,559,80,0,"351",1,47,"2973",73028,"528",1643,130,1513,7.9
5,7,13,"CALHOUN","Calhoun","Calhoun","Calhoun County","FL",14444,1237,587,649,0,1,1235,569,17,1,0,252,333,1,586,5,21,62,111,103,83,75,56,42,29,0,"0 to 99","44",380,92,41,73,25,474,87,59,1,32,1,0,10,587,334,252,586,1,0,4133,0,4730,4133,587,4,36,0,40,10,4770,591,685,1277,"8.8",12.4,47.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","did not change","decreased by","decreased by","decreased by","","50","48.6","36","","%","%","%",13,6,10,60,33,11,6,1.7,587,10,0,0,39,0,0,0,"169",0,1,"83",552,"35",2,0,2,0
56,8,15,"CHARLOTTE","Charlotte","Charlotte","Charlotte County","FL",176954,7785,2822,4955,1,7,7754,2579,236,6,1,1491,1313,11,2815,24,63,298,312,310,406,509,413,275,212,0,"0 to 101","54",2182,173,247,213,232,2268,315,354,1,351,1,0,117,2822,1315,1495,2815,7,0,27995,16,30871,28011,2822,138,2908,0,3046,4.53,33917,2960,7863,10831,"6.1",8.7,38,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","decreased by","72.7","84","2.3","11.8","%","%","%","%",127,59,117,355,352,13,13,4.1,2811,117,11,0,133,10,2,0,"64",0,5,"445",2709,"113",89,11,78,12.4
32,9,17,"CITRUS","Citrus","Citrus","Citrus County","FL",143087,6897,2339,4488,1,69,6813,1469,863,4,3,1273,1050,9,2332,18,83,298,277,258,348,401,309,212,124,11,"0 to 100","51",1862,127,179,164,118,1947,267,207,0,229,1,0,64,2339,1055,1275,2332,7,0,20767,7,23125,20774,2339,61,1433,0,1494,4.08,24619,2400,5921,8391,"5.9",9.7,34.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","15.4","55","90.1","33.5","%","%","%","%",142,20,64,207,230,9,10,2.7,2334,64,5,0,195,5,2,0,"56",0,5,"396",2324,"15",82,5,77,6.1
22,10,19,"CLAY","Clay","Clay","Clay County","FL",207291,12700,4317,8364,1,18,12647,4164,137,16,0,2326,1942,33,4301,42,151,655,611,680,766,583,390,249,125,65,"0 to 100","44",2275,665,415,946,410,2830,1061,694,2,313,3,0,79,4317,1952,2332,4301,16,0,38456,18,42829,38474,4317,105,1975,0,2080,5.05,44909,4422,10339,14780,"7.1",9.8,34.8,"2020-08-30 05:00:00","2020-09-05 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","107.7","21.9","15.7","7.4","%","%","%","%",78,46,79,696,316,17,8,1.8,4306,79,11,0,323,32,2,0,"29",0,2,"471",4089,"228",111,11,100,9.9
